Description, Amount 
pipercillin-tazobactam 3.375 gram IV Solution, 82.13 
PKU FILTER TEST,$32.00 
PL-12 AUTO AB,$66.00 
PL-7 AUTO AB,$66.00 
PLACEMENT INTERSTITIAL DEVICE,"$2,281.00 "
"PLACEMENT NEPHROSTOMY CATH, INCL GUID, S&I","$3,962.00 "
"PLACEMENT URETERAL STENT PRQ, PRE-EXISTING NEPHROSTOMY TRACT, INCL GUID, S&I","$5,900.00 "
plasma protein fraction 5 % intravenous solution, 158.75 
PLATELET COUNT,$25.00 
PLATELET FUNCT ASSAY-ADH,$122.00 
PLATELET FUNCT ASSAY-EPI,$122.00 
PLCMT OF NEEDLE FOR INTRAOSSEOUS INFUSN,$282.00 
PLEURAL DRAINAGE WITH CATH PLMNT W/OUT IMAGE,"$3,176.00 "
PLT PHER LR IRR PROC,"$1,762.00 "
PLT PHERES LR PROC,"$1,128.00 "
PLT PROC,$303.00 
PM DEVICE INTERROG.,$67.00 
"PM DEVICE PROG EVAL,DUAL",$67.00 
"PM DEVICE PROG EVAL,SNGL (MD/LHP)",$67.00 
"PM SNGL,DUAL,MULT TELE ANALYS",$107.00 
pneumococcal 13-val conj vaccine-dip crm (PF) 0.5 mL IM syringe, 537.89 
pneumococcal 23 polyvalent vaccine 25 mcg/0.5 mL injection solution, 283.54 
PNEUMOCOCCAL VACC ADMIN,$77.00 
"PNH PROF, RBC-CD59",$112.00 
"PNH PROF, RBC-GLYCOPHORIN",$112.00 
POC INFLUENZA A & B VIRUS TESTING,$45.00 
POCKET PEAK FLOW METER,$22.00 
poliovirus vaccine 40 unit-8 unit-32 unit/0.5 mL injection suspension, 93.65 
polyethylene glycol 3350 17 gram oral powder packet, 4.62 
polyethylene glycols topical ointment, 53.35 
polymerized rosin resin topical liquid, 2.72 
"polymyxin B sulfate 500,000 unit solution for injection", 10.00 
polysaccharide iron complex 150 mg iron capsule, 2.00 
polyvinyl alcohol 1.4 % eye drops, 11.76 
"PORCINE IMPLANT, PERMACOL, PER SQ CM"," 33,621.18 "
"PORPHYRINS, PLASMA TOTAL",$40.00 
"PORPHYRINS, QUANTATIVE",$83.00 
PORT A CATH REMOVAL,"$2,372.00 "
PORT INDWELLING, 646.98 
"POSTOP RECOVERY, 1ST 30 MINS",$140.00 
"POSTOP RECOVERY, ADD'L 15 MINS",$17.00 
POTASSIUM,$27.00 
potassium acetate 2 mEq/mL intravenous solution, 10.20 
potassium bicarbonate and chloride 25 mEq effervescent tablet, 2.30 
potassium bicarbonate-citric acid 25 mEq effervescent tablet, 2.64 
potassium chloride 10 mEq/100mL in sterile water intravenous piggyback, 10.13 
potassium chloride 10 mEq/L in dextrose 5 %-0.45 % sodium chloride IV, 15.00 
potassium chloride 2 mEq/mL intravenous solution, 15.60 
potassium chloride 20 mEq/100mL in sterile water intravenous piggyback, 10.00 
potassium chloride 20 mEq/15 mL oral liquid, 36.13 
potassium chloride 20 mEq/L in 0.45 % sodium chloride intravenous soln, 13.75 
potassium chloride 20 mEq/L in 0.9 % sodium chloride intravenous, 15.00 
potassium chloride 20 mEq/L in D5-0.9 % sodium chloride intravenous, 10.00 
potassium chloride 20 mEq/L in dextrose 5 %-0.2 % sodium chloride IV, 17.50 
potassium chloride 20 mEq/L in dextrose 5 %-0.45 % sodium chloride IV, 11.67 
potassium chloride 40 mEq/100mL in sterile water intravenous piggyback, 10.00 
potassium chloride 40 mEq/L in 0.9 % sodium chloride intravenous, 18.75 
potassium chloride 40 mEq/L in dextrose 5 %-0.45 % sodium chloride IV, 17.50 
"potassium chloride ER 10 mEq capsule,extended release", 7.47 
"potassium chloride ER 20 mEq tablet,extended release(part/cryst),potassium chloride ER 20 mEq tablet, extended release", 2.00 
potassium iodide 1 gram/mL oral solution, 56.40 
potassium phosphates-mbasic and dibasic 3 mmol/mL intravenous solution, 55.68 
POTASSIUM URINE,$26.00 
"POTASSIUM, FECES - RL",$8.00 
"potassium, sodium phosphates 280 mg-160 mg-250 mg oral powder packet", 2.00 
PR MORPHOMETRIC IHC,$128.00 
pramoxine 1 %-mineral oil 46.6 %-zinc 12.5 % rectal ointment, 11.04 
pravastatin 10 mg tablet, 2.00 
pravastatin 20 mg tablet, 4.08 
pravastatin 40 mg tablet, 2.87 
prazosin 1 mg capsule, 2.24 
prazosin 2 mg capsule, 2.00 
prazosin 5 mg capsule, 2.08 
PRE-ALBUMIN,$32.00 
prednisolone 10 mg disintegrating tablet, 47.68 
prednisolone 15 mg disintegrating tablet, 44.49 
prednisolone 15 mg/5 mL oral solution, 6.03 
prednisolone 30 mg disintegrating tablet, 25.69 
"prednisolone acetate 1 % eye drops,suspension", 212.53 
prednisolone sodium phosphate 15 mg/5 mL (3 mg/mL) oral solution, 90.13 
prednisone 10 mg tablet, 2.00 
prednisone 2.5 mg tablet, 2.00 
prednisone 20 mg tablet, 2.00 
prednisone 5 mg tablet, 2.00 
prednisone 50 mg tablet, 2.00 
pregabalin 25 mg capsule, 44.59 
pregabalin 75 mg capsule, 24.52 
"PREGNANCY TEST, URINE",$36.00 
prenatal vits 96-ferrous fumarate 27 mg iron-folic acid 800 mcg tablet, 2.00 
primaquine 26.3 mg tablet, 5.05 
primidone 250 mg tablet, 2.00 
primidone 50 mg tab, 8.00 
primidone 50 mg tablet, 2.43 
PROBE LACRIMAL CANALICULI,$365.00 
PROBE NASOLACRIMAL DUCT,$600.00 
"PROBE, BI-POLAR",$393.00 
"PROBE, CRYOABLATION"," 4,529.61 "
"PROBE, INJECTION",$577.00 
probenecid 500 mg tablet, 2.00 
procainamide 500 mg/mL injection solution, 201.28 
PROCALCITONIN,$92.00 
"PROCESSING, PRESERVING & TRANSP CORNEAL TISSUE"," 8,547.50 "
prochlorperazine 25 mg rectal suppository, 31.46 
prochlorperazine Edisylate 10 mg/2 mL (5 mg/mL) injection solution, 11.94 
prochlorperazine maleate 10 mg tablet, 2.11 
prochlorperazine maleate 5 mg tablet, 2.00 
PROGESTERONE,$118.00 
PROINSULIN LEVEL,$99.00 
PROLACTIN,$111.00 
promethazine 12.5 mg rectal suppository, 44.26 
promethazine 12.5 mg tablet, 2.00 
promethazine 25 mg rectal suppository, 19.39 
promethazine 25 mg tablet, 2.00 
promethazine 25 mg/mL injection solution, 10.00 
propafenone 150 mg tablet, 3.66 
proparacaine 0.5 % eye drops, 108.21 
PROPHYLAXIS RETINAL DETACHMNT,$986.00 
propofol 10 mg/mL intravenous emulsion, 40.75 
propofol 10 mg/mL IV, 50.00 
propranolol 1 mg/mL intravenous solution, 24.00 
propranolol 10 mg tablet, 2.00 
propranolol 20 mg tablet, 2.00 
propranolol 40 mg tablet, 2.00 
PRO-PREDICT METABOLITE 6MMP,$102.00 
PRO-PREDICT METABOLITE 6TG,$102.00 
propylthiouracil 50 mg tablet, 7.31 
"PROSTHESIS, BREAST (IMPLANTABLE)"," 1,871.02 "
"PROSTHESIS, PENILE, INFLATABLE"," 14,757.86 "
"PROSTHESIS, URINARY SPHINCTER (IMPLANTABLE)"," 23,126.80 "
"PROSTHETIC IMPLANT, NOT OTHERWISE SPEC"," 2,498.50 "
protamine 10 mg/mL intravenous solution, 35.10 
PROTEIN C ACTIVITY,$73.00 
PROTEIN C ANTIGEN,$69.00 
"PROTEIN ELECTROPHORESIS, BLD",$61.00 
"PROTEIN ELECTROPHORESIS, URINE",$101.00 
PROTEIN S ACTIVITY,$67.00 
PROTEIN S ANTIGEN,$67.00 
"PROTEIN S ANTIGEN, FREE",$86.00 
"PROTEIN, BODY FLUID",$21.00 
"PROTEIN, CSF",$21.00 
"PROTEIN, TOTAL BLOOD",$21.00 
"PROTEIN, TOTAL, BODY FLUID - RL",$21.00 
"PROTEIN, URINE QUANTITATIVE",$21.00 
PROTEINASE 3 AUTOANTIBODIES,$66.00 
PROTHROMBIN G20210A MUTATION,$230.00 
PROTHROMBIN TIME,$24.00 
"PSA, DIAGNOSTIC",$104.00 
"PSA, FREE",$104.00 
"PSA, SCREENING",$75.00 
"PSA, TOTAL",$104.00 
pseudoephedrine 30 mg tablet, 2.00 
PSYCH PRIVATE ROOM,$725.00 
psyllium husk (aspartame) 3.4 gram oral powder packet, 2.00 
psyllium husk 6 gram oral powder packet, 2.00 
PT MIXING STUDIES,$44.00 
"PTA BALLN, ULTRAVESE",$409.00 
PTCA GUIDEWIRE IRON-BMW-BHW,$356.00 
PTCA GUIDEWIRE SPORT,$206.00 
PTCA GUIDING CORDIS (VISTA),$140.00 
PTCA XCHANGE WIRE,$316.00 
"PTH, INTACT",$234.00 
"PTH, INTRAOPERATIVE",$234.00 
PTH-RELATED PROTEIN,$79.00 
PULM VENTILATION & PERF IMAG,$766.00 
"PULMONARY STRESS TEST, 6 MIN",$434.00 
PULSE OXIMETER - MULTIPLE,$15.00 
PULSE OXIMETRY - SINGLE,$8.00 
"PUMP, PORTABLE, REFILL/MAINT",$350.00 
"PUNCTURE ASPIRATION, ABSCESS/HEMATOMA/BULLA/CYST",$271.00 
PURKINJE CELL CYTO AB TYPE 1,$53.00 
PURKINJE CELL CYTO AB TYPE 2,$53.00 
PURKINJE CELL CYTO AB TYPE TR,$53.00 
pyrazinamide 500 mg tablet, 26.69 
pyridostigmine bromide 5 mg/mL injection solution, 19.20 
pyridostigmine bromide 60 mg tablet, 3.39 
pyridoxine (vitamin B6) 50 mg tablet, 2.00 
pyrimethamine 25 mg tablet," 2,250.00 "
QUANTIFERON GOLD TB TEST,$231.00 
QUEtiapine 100 mg tablet, 5.69 
quetiapine 12.5 mg tab, 19.98 
QUEtiapine 200 mg tablet, 6.69 
QUEtiapine 25 mg tablet, 4.66 
QUEtiapine 300 mg tablet, 5.61 
QUEtiapine 50 mg tablet, 8.21 
"QUEtiapine ER 300 mg tablet,extended release 24 hr", 9.58 
"QUEtiapine ER 50 mg tablet,extended release 24 hr", 18.40 
quinapril 10 mg tablet, 2.00 
quinapril 20 mg tablet, 2.00 
quinapril 5 mg tablet, 3.06 
R&L HRT ART/VENTRICLE ANGIO,"$7,744.00 "
R&L HRT CATH W/VENTRICLGRPHY,"$7,744.00 "
rabies immune globulin (PF) 300 unit/mL intramuscular solution," 2,130.36 "
RABIES VACCINE (IMOVAX),$590.00 
"rabies vaccine, purified chicken embryo cell (PF) 2.5 unit IM susp", 981.90 
"rabies vaccine,human diploid (PF) 2.5 unit intramuscular solution"," 1,018.14 "
racepinephrine 2.25 % solution for nebulization, 2.57 
RADIAL SHEATH,$203.00 
"RADIOLOGIC EXAM OF EYE, FOR FOREIGN BODY",$118.00 
"RADIOLOGIC EXAM SPINE THORACOLUMBAR AP&LAT, 2/> VW",$124.00 
raltegravir 400 mg tablet, 75.00 
ramelteon 8 mg tablet, 37.77 
ramipril 2.5 mg capsule, 2.81 
ramucirumab 10 mg/mL intravenous solution," 10,016.30 "
raNITIdine 15 mg/mL syrup, 589.53 
raNITIdine 25 mg/mL injection solution, 116.03 
RAPID HIV-1/2 AB,$69.00 
RAPID PLASMA REAGIN,$25.00 
RAPID PLASMA REAGIN - RL,$66.00 
rasburicase 1.5 mg intravenous solution," 2,483.41 "
rasburicase 7.5 mg intravenous solution," 12,417.33 "
"RAST, SINGLE ALLERGEN",$31.00 
RBC IRR PROC,$577.00 
RBC LEUKO REDU PROC,$679.00 
RBC LR IRR PROC,$507.00 
RBC PROC,$501.00 
RECONSTRUCTION OF NAIL BED,$255.00 
"RECOVERY ROOM, 1ST 30 MINS",$402.00 
"RECOVERY ROOM, ADD'L 15 MINS",$95.00 
"RE-EVAL, EST PLAN OF CARE - PT",$308.00 
regadenoson 0.4 mg/5 mL intravenous syringe, 711.09 
REGIONAL ANESTH - TOTAL MIN,$3.00 
REM F/B CORNEA W SLIT LAMP,$319.00 
REM F/B CORNEA W/O SLIT LAMP,$319.00 
REM F/B EAR SQ,$125.00 
REM F/B MOUTH SQ,"$1,955.00 "
REM F/B NOSE SQ,$125.00 
REM F/B PHARYNX,$540.00 
REM F/B SUBQ DEEP,"$3,252.00 "
REM FB CONJUNCTIVA SUPERFICIAL,$179.00 
remifentanil 1 mg intravenous solution, 180.44 
remifentanil 2 mg intravenous solution, 367.74 
REMO F/B SUBQ SIMPLE,$521.00 
"REMOVAL (HARDWARE) - WIRE, PIN, OR ROD","$3,252.00 "
"REMOVAL FB FOOT, SUBCU","$1,525.00 "
"REMOVAL IMPACTED CERUMEN REQUIRING INSTRUMENTATION, UNILATERAL",$125.00 
"REMOVAL IMPACTED CERUMEN USING IRRAGATION/LAVAGE, UNILATERAL",$154.00 
REMOVAL OF AICD GENERATOR,"$7,543.00 "
REMOVAL OF AICD LEADS TRANSVEN,"$7,543.00 "
"REMOVAL OF EMBEDDED FOREIGN BODY, EYELID",$145.00 
REMOVAL OF TUNLED CENT VEN CATH W/O PORT,"$1,185.00 "
REMOVE INTRAUTERINE DEVICE,$285.00 
RENAL BIOPSY,$134.00 
RENAL FUNCTION PANEL,$50.00 
RENIN ACTIVITY,$125.00 
REP LAC TONG/FLR-MOU>2.6/CPLX,"$1,209.00 "
"REP LIP, FT; UP TO 1/2 VERT HT","$1,157.00 "
"REP LIP, FT; VERMILION ONLY","$1,155.00 "
REPAIR DEVICE URINARY W/O SLING," 1,246.13 "
"REPAIR DEVICE, URINARY, INCONTINENCE, W/SLING"," 3,351.68 "
"REPAIR, DETACH RETINA, PHOTOCOAGULATION, INCL DRAIN OF FLUID",$986.00 
REPLACE CV CATH W/O PORT COMPLETE,"$1,916.00 "
REPLACE TUN CATH W/O PORT COMP,"$4,072.00 "
REPLACEMENT GASTROS TUBE,$446.00 
REPOS PREVIOUS PLACED CIVIC,"$2,585.00 "
"RESP CULT, CYSTIC FIBROSIS",$79.00 
"RESPIRATORY BACTERIAL TEM-PCR, EACH PROBE",$49.00 
RESPIRATORY CULTURE,$50.00 
RESPIRATORY VIRAL TEM-PCR,$225.00 
RESQPOD,$245.00 
RESUS BAG-DISP.,$29.00 
"RET GENE, FULL GENE ANALYSIS",$475.00 
"RETICULOCYTE COUNT, AUTOMATED",$24.00 
RETINOL BINDING PROTEIN,$86.00 
"RETRIEVAL BALLOON, ERCP",$345.00 
"RETRIEVAL DEVICE, INSERTABLE"," 1,635.86 "
RETRIEVAL NET,$144.00 
RETROBULBAR INJECTION,$365.00 
RETROGRADE PYLOGRAM,$474.00 
"REVITA, PER SQ CM"," 4,115.95 "
"RHEUMATOID FACTOR, QUANT",$33.00 
"rho(D) immune globulin 1,500 unit (300 mcg) intramuscular syringe", 354.00 
"rho(D) immune globulin 1,500 unit (300 mcg)/2 mL injection syringe", 481.14 
RIBOFLAVIN(VITAMIN B2),$113.00 
RIBOSOMAL P. AB (ELISA),$74.00 
RIBS BILATERAL 3VIEWS,$124.00 
RIBS BILATERAL W/PA CHEST,$250.00 
RIBS UNILATERAL 2 VIEWS,$124.00 
RIBS W/PA CHEST,$539.00 
rifabutin 150 mg capsule, 69.48 
rifAMPin 300 mg capsule, 2.26 
rifAMPin 600 mg intravenous solution, 535.68 
rifAXIMin 200 mg tablet, 57.58 
RIGHT HEART CATH,"$7,744.00 "
RISPERIDONE,$91.00 
risperiDONE 0.5 mg tablet, 21.41 
risperiDONE 1 mg tablet, 7.64 
risperiDONE 2 mg tablet, 7.09 
risperiDONE microspheres 25 mg/2 mL intramuscular syringe," 1,360.38 "
risperiDONE microspheres 37.5 mg/2 mL intramuscular syringe," 2,040.66 "
risperiDONE microspheres 50 mg/2 mL intramuscular syringe," 2,720.94 "
RISTOCETIN COFACTOR,$131.00 
ritonavir 100 mg tablet, 24.44 
RITUXAN SENSITIVITY (CD 20),$112.00 
"riTUXimab 10 mg/mL concentrate,intravenous"," 8,130.45 "
rivaroxaban 10 mg tablet, 41.91 
rivaroxaban 15 mg tablet, 27.94 
rivaroxaban 20 mg tablet, 20.95 
rizatriptan 10 mg tablet, 58.60 
"RMVL INTERNAL DWELLIN URETERAL STENT VIA TRANSURETH,W/OUT CYSTOSCOPY, INCL S&I","$1,183.00 "
"RNA POLYMERASE III AB, IGG",$57.00 
RNP ANTIBODY,$67.00 
ROADRUNNER WIRE,$37.00 
rocuronium 10 mg/mL intravenous solution, 13.57 
"rocuronium 10 mg/mL intravenous solution,rocuronium 50 mg/5 mL (10 mg/mL) intravenous syringe", 16.79 
roflumilast 500 mcg tablet, 35.07 
romiPLOStim 250 mcg subcutaneous solution," 5,442.35 "
ROOT REMOVAL EXPOSED ROOTS,$454.58 
rOPINIRole 0.25 mg tablet, 6.25 
rOPINIRole 0.5 mg tablet, 2.60 
rOPINIRole 1 mg tablet, 2.00 
ropivacaine (PF) 2 mg/mL (0.2 %) injection solution, 38.19 
ropivacaine (PF) 5 mg/mL (0.5 %) injection solution, 47.34 
ROS-1 BY FISH,$80.00 
ROSETTE TEST,$18.00 
rosuvastatin 10 mg tablet, 14.05 
rosuvastatin 20 mg tablet, 9.82 
rosuvastatin 5 mg tablet, 17.35 
ROTAVIRUS AG EIA,$67.00 
"rotavirus vac,live att, 89-12 strain G1P(8) 10exp6 CCID50/mL oral susp", 350.10 
"rotavirus vaccine live, pentavalent 2 mL oral solution", 246.42 
"RPR/VDRL, QUANT",$26.00 
RSV AG BY EIA,$43.00 
RUBELLA IGG,$82.00 
RUBELLA IGM,$82.00 
RUBEOLA IGG,$74.00 
RUBEOLA IGM,$74.00 
S 11G MAMMOTOME PROBE,$867.00 
S BIOPSY NEEDLE,$45.00 
S CATHETER INJECTION/DRAIN,$162.00 
S MONOPTY BIOPSY SET,$170.00 
SACCHAROMYCES  AB IGA,$83.00 
SACCHAROMYCES  AB IGG,$83.00 
SACROILIAC JOINTS <3VIEWS,$124.00 
SACROILIAC JOINTS >3VIEWS,$124.00 
SACRUM & COCCYX MIN 2VIEWS,$124.00 
SALICYLATE LEVEL,$41.00 
sargramostim 250 mcg solution for injection, 742.52 
SC1 ANTIBODY,$67.00 
SCAPULA,$124.00 
SCL-70 ANTIBODY - RL,$67.00 
scopolamine 1 mg over 3 days transdermal patch, 60.92 
SCREENING CULTURE,$38.00 
"SED RATE,AUTOMATED",$24.00 
SEDIMENTATION RATE,$21.00 
SEL DEB =<20 SQ CM - PT,$287.00 
SELCT CATH RENAL 1ST BILAT,"$5,044.00 "
SELCT CATH RENAL 1ST UNI,"$5,044.00 "
selenium 40 mcg/mL intravenous solution, 55.40 
"SELF CARE/HOME MGT, 15MIN OT",$72.00 
sennosides 8.6 mg tablet, 2.00 
sennosides 8.6 mg-docusate sodium 50 mg tablet, 2.00 
SENSITIVITY STUDIES,$40.00 
SENSITIVITY-MIC/BREAKPOINT,$50.00 
SENSOR DISP BIS,$39.00 
SENSOR FLOTRAC,$737.00 
"SEPTAL DEFECT IMPLANT SYS, INTRACARDIAC"," 11,635.83 "
SEROTONIN,$240.00 
sertraline 100 mg tablet, 2.00 
sertraline 25 mg tablet, 3.65 
sertraline 50 mg tablet, 2.96 
sevelamer carbonate 800 mg tablet, 15.82 
sevelamer HCl 800 mg tablet, 10.58 
SHAVE LESION .6-1 CM TRUNK/EXT,$164.00 
SHAVE LESION < 0.5CM TRUNK/EXT,$164.00 
SHBG,$123.00 
SHEATH DESTINATION,$210.00 
"SHEATH, ANY",$54.00 
SHOULDER - 1 VIEW,$124.00 
SHOULDER ROUTINE,$248.00 
SHUTTLE SHEATH,$340.00 
SICKLE QUICK SCREEN,$32.00 
SICKLEDEX,$32.00 
SIGMOIDOSCOPY W/BAND LIGATION,"$2,275.00 "
sildenafil (antihypertensive) 20 mg tablet, 50.29 
"SILICONE OIL, RETINAL TAMP DEV"," 1,175.61 "
silver sulfADIAZINE 1 % topical cream, 122.00 
SIM REP F/E/N/L/MM <2.5CM,$252.00 
SIM REP F/E/N/L/MM 2.6-5.0CM,$252.00 
SIM REP F/E/N/L/MM 5.1-7.5CM,$252.00 
SIM REP F/E/N/L/MM 7.6-12.5CM,$252.00 
SIM REP S/N/A/G/T/E 12.6-20.0C,$252.00 
SIM REP S/N/A/G/T/E 2.6-7.5C,$252.00 
SIM REP S/N/A/G/T/E 7.6-12.5C,$252.00 
SIM REP S/N/A/G/TR/E <2.5CM,$252.00 
"simethicone 40 mg/0.6 mL Oral Drops, Susp", 10.00 
"simethicone 40 mg/0.6 mL oral drops,suspension", 12.63 
simethicone 80 mg chewable tablet, 2.00 
simple syrup, 40.80 
simvastatin 10 mg tablet, 6.00 
simvastatin 20 mg tablet, 2.99 
simvastatin 40 mg tablet, 2.00 
sincalide 5 mcg solution for injection, 250.27 
SINUSES < 3VIEWS,$124.00 
SINUSES COMPLETE,$124.00 
SIROLIMUS,$50.00 
sitaGLIPtin 100 mg tablet, 10.74 
sitaGLIPtin 25 mg tablet, 42.96 
sitaGLIPtin 50 mg tablet, 21.48 
"SKIN SUBSTITUTE, NOT OTHERWISE SPECIFIED"," 4,953.58 "
SKULL < 4VIEWS,$124.00 
"SKULL COMPLETE,MIN 4VIEWS",$208.00 
"SLIDE REVIEW MICRODISSECTION, MANUAL",$89.00 
SM ANTIBODY,$67.00 
SMEAR URINE,$25.00 
SNARE CORONARY PERIPHERAL,$763.00 
"SNARE, DISP (ANY)",$36.00 
sodium 35 mEq-potassium 20 mEq-mag 5 mEq/20 mL-calcium-chlorid-acet IV, 19.10 
sodium acetate 2 mEq/mL intravenous solution, 11.25 
sodium bicarbonate 1 mEq/mL (8.4 %) intravenous solution, 22.22 
sodium bicarbonate 10 mEq/10 mL (8.4 %) intravenous syringe, 42.15 
sodium bicarbonate 4.2 % (0.5 mEq/mL) intravenous syringe, 32.43 
sodium bicarbonate 650 mg tablet, 2.00 
sodium bicarbonate 8.4 % (1 mEq/mL) intravenous syringe, 30.82 
sodium borate-boric acid-sodium chloride-water eye wash soln, 8.56 
sodium chloride 0.45 % intravenous solution, 10.00 
sodium chloride 0.65 % nasal spray aerosol, 4.16 
sodium chloride 0.9 % for nebulization, 2.00 
sodium chloride 0.9 % injection solution, 10.00 
sodium chloride 0.9 % injection syringe, 10.00 
"sodium chloride 0.9 % injection syringe,sodium chloride 0.9 % injection solution", 10.00 
sodium chloride 0.9 % intravenous solution, 12.78 
sodium chloride 0.9 % irrigation solution, 10.00 
sodium chloride 0.9 % IV, 10.00 
"sodium chloride 0.9 % IV,sodium chloride 0.9 % injection syringe,sodium chloride 0.9 % injection solution", 10.00 
sodium chloride 3 % for nebulization, 2.00 
sodium chloride 3 % intravenous injection solution, 13.13 
sodium chloride 4 mEq/mL intravenous solution, 13.50 
sodium citrate-citric acid 500 mg-334 mg/5 mL oral solution, 2.70 
sodium di- and monophosphate-potassium phos monobasic 250 mg tablet, 2.00 
sodium ferric gluconate complex in sucrose 62.5 mg/5 mL intravenous, 95.40 
sodium hyaluronate 10 mg/mL intra-articular syringe, 570.00 
sodium hyaluronate 10 mg/mL intraocular syringe, 352.21 
sodium hyaluronate 10 mg/mL(mw 2.4-3.6 million)intra-articular syringe," 1,019.78 "
sodium nitroprusside 25 mg/mL intravenous solution, 553.31 
sodium phosphate 3 mmol/mL intravenous solution, 59.66 
sodium polystyrene sulfonate 15 gram/60 mL oral suspension, 28.20 
sodium thiosulfate 12.5 gram/50 mL (250 mg/mL) intravenous solution, 10.00 
"SODIUM, BLOOD",$28.00 
"SODIUM, FECES",$2.00 
"SODIUM, URINE",$29.00 
SOFT TISSUE ULTRASOUND PROC,$173.00 
SOLID TUMOR NGS PANEL,"$1,015.00 "
SOLUBLE TRANSFERRIN RECEPTOR,$207.00 
SOMATOMEDIN C (IGF-1),$112.00 
sotalol 80 mg Tab, 6.41 
sotalol 80 mg tablet, 6.41 
SP THERAPEUTIC SP DEV,$306.00 
SP. STAINS GRP II,$61.00 
SPACER,$26.00 
SPEC STAINS LM EACH AB,$61.00 
SPECIAL COAGULATION INT & RPT,$56.00 
SPECIAL STAINS GRP I,$61.00 
SPEECH/LANG TX/INDIVIDUAL,$65.00 
"SPHINCTEROTOME, ANY",$571.00 
SPHINCTERTOME,$385.00 
SPINAL FLD CULTURE,$50.00 
SPINAL MUSCULAR ATROPHY,$705.00 
"SPINAL PUNCTURE, LUMBAR, DX",$738.00 
SPINE 1 VIEW ANY LEVEL,$124.00 
SPINE CERVICAL COMP W/FLEX/EXT,$208.00 
SPINE CERVICAL MIN 4 OR 5 VIEWS,$208.00 
"SPINE CERVICAL, AP&LAT",$151.00 
SPINE LUMBAR 2 OR 3V,$124.00 
SPINE LUMBAR COMP 5 VIEW,$200.00 
SPINE LUMBAR COMP W/FLEX EXT,$208.00 
SPINE LUMBAR FLEX AND EXT ONLY,$239.00 
SPINE THORACIC AP&LAT,$124.00 
SPIROMETRY,$159.00 
spironolactone 12.5 mg tab, 2.30 
spironolactone 25 mg tablet, 2.00 
spironolactone 50 mg tablet, 2.00 
SPLIT FFP PROC,$295.00 
SPLITTING BLOOD PRODUCTS,$53.00 
"SPOTTED FEVER GROUP AB, IGG",$105.00 
"SPOTTED FEVER GROUP AB, IGM",$105.00 
SPUTUM SPECMN/AEROSOL,$47.00 
SQ/IM INJECTION,$72.00 
SRP AUTO AB,$67.00 
SSA ANTIBODIES,$67.00 
SS-B ANTIBODY,$67.00 
ST LOUIS ENCEPH IGG AB,$75.00 
ST LOUIS ENCEPH IGM AB,$75.00 
"STENT METAL, COVERED","$5,260.00 "
"STENT METAL, NON-COVERED","$5,549.00 "
"STENT ONLY, BILIARY/ PANCREATIC",$145.00 
"STENT SET, PANCREATIC",$296.00 
STENT SUPPLY PALMAZ XL 40MM,"$1,917.00 "
"STENT, BIL COMPLETE SE","$2,367.00 "
"STENT, COATED/COVERED, W/DELIVERY SYS"," 4,359.75 "
"STENT, COATED/COVERED, W/O DELIVERY SYS"," 9,019.47 "
"STENT, LIFESTENT 100-120","$4,431.00 "
"STENT, LIFESTENT 150-200","$4,431.00 "
"STENT, LIFESTENT NT","$4,431.00 "
"STENT, NONCOATED/NONCOVERED W/DELIV SYS"," 2,377.66 "
"STENT, NONCOATED/NONCOVERED W/O DELIV SYS"," 5,273.89 "
"STENT, NONCORONARY, TEMP, W/DELIVERY SYS", 744.76 
"STENT, NONCORONARY, TEMP, W/O DELIVERY SYS", 285.88 
"STENT, PROMUS (DES)","$3,156.00 "
"STENT, SMART 100-120MM","$1,643.00 "
"STENT, SPIRAL-Z BILIARY METAL",$289.00 
"STENT, URETERAL PERCUFLEX",$429.00 
"STENT, VIABAHN DRUG-ELUTING","$17,586.00 "
STEP DOWN PRIVATE ROOM,$720.00 
STEP DOWN SEMI-PRIVATE ROOM,$720.00 
sterile talc 5 gram intrapleural suspension, 248.75 
STERNOCLAVIC JOINTSMIN 3VIEWS,$124.00 
STERNUM MIN 2VIEWS,$124.00 
"STONE/URORISK-CALCIUM, UR",$35.00 
"STONE/URORISK-CITRATE, UR",$158.00 
"STONE/URORISK-CREATININE, UR",$30.00 
"STONE/URORISK-MAGNESIUM, UR",$38.00 
"STONE/URORISK-OXALATE, UR",$74.00 
STONE/URORISK-PH URINE,$21.00 
"STONE/URORISK-PHOSPHORUS, UR",$30.00 
"STONE/URORISK-POTASSIUM, UR",$26.00 
"STONE/URORISK-SODIUM, UR",$29.00 
"STONE/URORISK-SULFATE, UR",$27.00 
"STONE/URORISK-URIC ACID, UR",$28.00 
"STONERISK PRO-AMMONIA, UR",$83.00 
STOOL CULTURE,$54.00 
STOOL ISOL ADD'L PATH EA PLATE,$54.00 
STRAPPING; SHOULDER - FACILITY,$197.00 
"STREP PNEUMO IGG, EACH TYPE",$86.00 
STREPTOCOCCUS PYOGENES (GRP A) TEM-PCR,$49.00 
streptomycin 1 gram intramuscular solution, 36.63 
STRESS ECHO W/MONT & SUPERV,"$1,564.00 "
STRIATIONAL MUSCLE AB,$74.00 
STRONGYLOIDES IGG ANTIBODY,$73.00 
STYLET INTUBATING,$14.00 
"STYLET, 6057 (MEDT)",$138.00 
