Description, Amount 
triamterene 37.5 mg-hydrochlorothiazide 25 mg tablet, 2.00 
"TRICHROME STAIN, FECES",$73.00 
trifluoperazine 1 mg tablet, 3.06 
trifluoperazine 5 mg tablet, 5.46 
trifluridine 1 % eye drops, 780.28 
TRIGLYCERIDES,$104.00 
trihexyphenidyl 2 mg tablet, 2.00 
trimethobenzamide 100 mg/mL intramuscular solution, 108.82 
trimethobenzamide 300 mg capsule, 5.73 
trimethoprim 100 mg tablet, 2.38 
TRIPLE LUMEN CATH,$328.00 
TROPHERYMA WHIPPLEI BY PCR,$189.00 
tropicamide 0.5 % eye drops, 87.52 
tropicamide 1 % eye drops, 84.27 
TROPONIN I,$157.00 
"trospium ER 60 mg capsule,extended release 24 hr", 23.58 
trypan blue 0.06 % intraocular syringe, 195.93 
TRYPTASE,$255.00 
TSH,$181.00 
TUBE PERICARDIOSTOMY,"$1,869.00 "
tuberculin PPD 5 tub. unit/0.1 mL intradermal injection solution, 23.81 
"TUBING, SET FLUID WARMER",$146.00 
TX SHOULDER DIS W/ ANES,"$3,390.00 "
"U/S OB <14 WEEKS, SINGLE FETUS",$415.00 
U/S OB COMP =>14 WK SGL GEST,$574.00 
U/S PV RESIDUAL URINE BLADDER,$280.00 
ULTRASOUND NDL GUIDE,$696.00 
"ULTRASOUND, OT",$59.00 
"ULTRASOUND, PT",$59.00 
UNI ICA + CERV/CEREB CAR IMAG,"$5,604.00 "
UNI INNOM/CCA + CERV CAR IMAG,"$2,588.00 "
UNI INNOM/CCA +CERV/CER CAR IMAG,"$5,159.00 "
UNI VERT CATH + VERT IMAG,"$5,711.00 "
UP TO 48 HR HOLTER W SI SCAN/REPORT,$274.00 
"UP TO 48 HR HOLTER W SI, RECORDING",$701.00 
"UREA NITROGEN, BLOOD",$56.00 
"UREA NITROGEN, URINE",$96.00 
"URETHROGRAM, RETROGRADE",$626.00 
"URETHROGRAM, VOIDING",$626.00 
URIC ACID,$80.00 
"URIC ACID, URINE",$96.00 
"URINALYSIS, NON-AUTO W/MICRO",$11.00 
URINE CULTURE,$116.00 
"URINE W/O MICRO, AUTO",$31.00 
UROVYSION FOR BLADDER,"$2,000.00 "
US ABDOMEN LIMITED,$407.00 
US BREAST COMPLETE UNILAT,$592.00 
US BREAST UNILAT LIMITED,$526.00 
US CHEST MEDIASTINUM,$341.00 
"US DUPLEX, UPPER OR LOWER EXT VENOUS,COMPLETE BILAT",$987.00 
"US DUPLEX, UPPER OR LOWER EXT VENOUS,UNILAT OR LTD",$659.00 
US EXT NON VASCULAR CMPL,$369.00 
US EXT NON VASCULAR LTD,$352.00 
US GUIDANCE NEEDLE PLACEMENT,$627.00 
US GUIDE FOR VASCULAR ACCESS,$557.00 
US OB LIMITED 1 OR MORE GESTA,$385.00 
US PELVIC COMPLETE NON-OB,$407.00 
US PELVIC LIMITED NON-OB,$319.00 
US RETROPERITONEAL COMPLETE,$491.00 
US RETROPERITONEAL LIMITED,$319.00 
US SCROTUM & CONTENTS,$398.00 
US SOFT TISS OF HEAD NECK THYR,$361.00 
US TRANSRECTAL,$420.00 
US TRANSVAGINAL NON OB,$413.00 
US TRANSVAGINAL OB,$420.00 
"US, AAA, SCREENING",$338.00 
"US, ABD, B-SCAN; COMPLETE",$532.00 
valACYclovir 500 mg tablet, 13.91 
valproate sodium 500 mg/5 mL (100 mg/mL) intravenous solution, 43.43 
VALPROIC ACID,$155.00 
valproic acid (as sodium salt) 250 mg/5 mL (5 mL) oral solution, 2.63 
valsartan 160 mg tablet, 2.19 
valsartan 40 mg tablet, 6.88 
valsartan 80 mg tablet, 8.58 
VANCOMYCIN,$188.00 
"vancomycin 1 gram/250 mL in dextrose 5 % intravenous,vancomycin 1,000 mg intravenous injection", 52.12 
"vancomycin 1,000 mg intravenous injection", 86.22 
"vancomycin 1,000 mg intravenous solution", 43.12 
vancomycin 1.25 gram/250 mL in 0.9 % sodium chloride intravenous, 71.50 
vancomycin 1.5 gram/250 mL in 0.9 % sodium chloride intravenous, 102.13 
vancomycin 500 mg intravenous solution, 29.00 
vancomycin 500 mg IV Solution, 64.54 
vancomycin 750 mg intravenous solution, 51.25 
varenicline 1 mg tablet, 15.05 
VARICELLA AB,$104.00 
VARICELLA ZOSTER AB-IGM,$81.00 
VASCULAR GRAFT MATERIAL SYNTHETIC  ," 3,086.40 "
vasopressin 20 unit/mL injection solution, 43.43 
"vasopressin 20 unit/mL injection solution,vasopressin 20 unit/mL intravenous solution", 138.48 
vasopressin 20 unit/mL intravenous solution, 658.16 
vecuronium bromide 20 mg intravenous solution, 61.00 
VENA CAVA FILTER," 2,894.89 "
VENIPUNCTURE/BL COLL,$18.00 
venlafaxine 25 mg tablet, 10.20 
venlafaxine 37.5 mg tablet, 7.00 
venlafaxine 75 mg tablet, 3.82 
"venlafaxine ER 37.5 mg capsule,extended release 24 hr", 13.84 
"venlafaxine ER 75 mg capsule,extended release 24 hr", 7.63 
"VENO EXTREMITY BILAT ,S&I",$891.00 
"VENO EXTREMITY UNILAT ,S&I",$355.00 
VENOGRAM IVC S&I,"$1,983.00 "
VENOUS BLOOD DRAW FROM LINE,$280.00 
VENOUS THROMBOLYTIC INFUSION,"$7,478.00 "
"VENT/JET/OSCILLATOR MANG, INITIAL","$1,054.00 "
"VENT/JET/OSCILLATOR MANG, SUBSEQUENT",$366.00 
verapamil 120 mg tablet, 2.00 
verapamil 2.5 mg/mL intravenous solution, 140.91 
verapamil 80 mg tablet, 2.00 
"verapamil ER (SR) 120 mg tablet,extended release", 3.76 
"verapamil ER (SR) 180 mg tablet,extended release", 8.72 
"verapamil ER 120 mg 24 hr capsule,extended release", 12.79 
VESSEL MAPPING HEMO ACCESS,$338.00 
VGKC AB,$113.00 
vilazodone 10 mg tablet, 34.81 
VIPERSLIDE LUBRICANT,$402.00 
VIRAL CULTURE,$328.00 
"VISIPAQUE, 1ML",$4.00 
VITAL CAPACITY (PEAK FLOW),$217.00 
VITAMIN A,$80.00 
vitamin A-vitamin C-vit E-min tablet, 2.00 
VITAMIN B 12,$192.00 
vitamin B comp no.3-folic acid 1 mg-vit C 60 mg-biotin 300 mcg tablet, 2.00 
vitamin B complex and vitamin C no.20-folic acid 1 mg capsule, 2.36 
vitamin B complex tablet, 2.00 
vitamin B complex-vitamin C-folic acid 0.8 mg tablet, 2.00 
"VITAMIN B1 (THIAMINE),RBC",$146.00 
VITAMIN B12 BINDING,$188.00 
VITAMIN B5,$63.00 
VITAMIN B6,$97.00 
VITAMIN C (ASCORBIC ACID),$147.00 
"VITAMIN D, 1-25 DIHYRROXY",$451.00 
"VITAMIN D, 25 HYDROXY",$200.00 
VITAMIN E,$170.00 
"vitamin E (dl, acetate) 100 unit capsule", 2.00 
vitamin E 100 unit capsule, 2.00 
vitamin E 400 unit capsule, 2.00 
VITAMIN K,$95.00 
vitamins A and D-white petrolatum-lanolin topical ointment, 20.24 
"VOLATILE SCREEN, SERUM",$109.00 
VOLCANO SMART/PRIME WIRE,"$2,363.00 "
VON WILLEBRAND FACTOR ACTIVITY,$159.00 
VON WILLEBRANN FACTOR AG,$279.00 
voriconazole 200 mg intravenous solution, 645.60 
voriconazole 200 mg tablet, 32.68 
warfarin 0.5 mg tab, 4.29 
warfarin 1 mg tablet, 8.66 
warfarin 10 mg tablet, 2.00 
warfarin 2 mg tablet, 9.03 
warfarin 2.5 mg Tab, 2.00 
warfarin 2.5 mg tablet, 9.32 
warfarin 3 mg tablet, 3.12 
warfarin 4 mg tablet, 2.35 
warfarin 5 mg tablet, 9.72 
warfarin 7.5 mg tablet, 2.00 
"water for injection, sterile injection solution", 29.00 
"water for injection, sterile intravenous solution", 10.00 
"water for irrigation, sterile solution", 42.33 
"WBC + DIFF, BODY FLD",$160.00 
WEST EQUINE ENCEPH IGG AB,$123.00 
WEST EQUINE ENCEPH IGM AB,$46.00 
"WEST NILE VIRUS AB, IGG",$67.00 
"WEST NILE VIRUS AB, IGM",$115.00 
WEST NILE VIRUS RNA BY PCR,$594.00 
"WH CHAIR MGT, EACH 15MIN-PT",$135.00 
WHITE BLOOD COUNT,$56.00 
white petrolatum 41 % topical ointment, 19.08 
white petrolatum 57.7 %-mineral oil 31.9 % eye ointment, 31.09 
white petrolatum-mineral oil 56.8 %-42.5 % eye ointment, 41.04 
white petrolatum-mineral oil 83 %-15 % eye ointment, 10.70 
white petrolatum-mineral oil topical cream, 17.01 
WHOLEY WIRE,$496.00 
"WIRE, EMBOSHIELD","$4,311.00 "
"WIRE, GLIDEWIRE EXCHANGE",$171.00 
"WIRE, INTRODUCER",$36.00 
WIRELESS PRESSURE SENSOR," 58,500.00 "
WRIST 2 VIEW,$191.00 
WRIST COMPLETE,$231.00 
WRIST HAND FINGER ORTH W/JOINT(S) CUSTOM FAB,$813.00 
"WRIST HAND FINGER ORTH, RIGID W/O JOINTS",$423.00 
WRIST HAND ORTH W/NONTORSION JNT(S) CF,$915.00 
"WRIST HAND ORTH, W/O JOINTS CF",$423.00 
"XENON XE-133, DIAGNOSTIC, PER 10 MCI",$481.00 
X-RAY EXAM ENTIRE SPI 1 VIEWS,$182.00 
X-RAY EXAM ENTIRE SPI 2/3 VIEWS,$302.00 
X-RAY EXAM ENTIRE SPI 4/5 VIEWS,$343.00 
X-RAY EXAM HIP UNI 1 VIEW,$182.00 
X-RAY EXAM HIP W/PELVIS UNI 2-3 VIEWS,$182.00 
X-RAY EXAM HIPS BI 2 VIEWS,$302.00 
X-RAY EXAM HIPS BI 3-4 VIEWS,$302.00 
X-RAY EXAM OF FEMUR 2/> VIEWS,$182.00 
X-RAY SMALL BOWEL W/O UGI,$415.00 
X-RAY UPPER GI TRACT W/O KUB,$302.00 
X-RAY UPPER GI TRACT WITH KUB,$537.00 
X-RAY UPPER GI W/SMALL BOWEL,$767.00 
"XRAY, ABDOMEN, 1 VIEW",$184.00 
"XRAY, ABDOMEN, 2 VIEWS",$357.00 
"XRAY, CHEST, 1 VIEW",$184.00 
"XRAY, CHEST, 2 VIEWS",$184.00 
"XRAY, CHEST, 4 OR MORE VIEWS",$357.00 
zafirlukast 10 mg tablet, 15.13 
zidovudine 100 mg capsule, 14.13 
zinc oxide 16 % topical ointment, 13.77 
zinc oxide 20 % topical ointment, 10.82 
zinc oxide topical ointment, 4.41 
zinc sulfate 220 mg (50 mg) capsule, 2.00 
zinc sulfate 5 mg/mL intravenous solution, 224.10 
"ZINC, SERUM - RL",$136.00 
ziprasidone 20 mg capsule, 55.90 
ziprasidone 20 mg/mL (final concentration) intramuscular solution, 227.66 
ziprasidone 60 mg capsule, 10.34 
ziprasidone 80 mg capsule, 7.45 
zolpidem 5 mg tablet, 9.09 
ZONISAMIDE,$95.00 
zonisamide 100 mg capsule, 2.00 
zonisamide 25 mg capsule, 2.00 
