Item Description, Price 
US VAS ANKLE-ARM INDEX/LTD ARTERIAL (DUP, $671.00 
US VAS DUP LIMITED ABDOMEN PER PROTOCOL, $509.00 
US VENOUS DUPLEX EXT COMPLETE- PER PROTO," $1,092.00 "
US VENOUS DUPLEX EXT LT PER PROTOCOL, $687.00 
US VENOUS DUPLEX EXT RT PER PROTOCOL, $687.00 
VALACYCLOVIR (VALTREX) TAB 500MG, $12.86 
VALPROIC ACID CAPSULE 250MG, $11.00 
"VALPROIC ACID, FREE", $122.00 
VALSARTAN (DIOVAN) TAB 40MG, $14.72 
VALSARTAN (DIOVAN) TABLET 160 MG, $11.00 
VALSARTAN/HCTZ(DIOVAN/HCT):80/12.5, $5.00 
VANCOMYCIN HCL IV INJ ADDV 1 GM, $36.00 
VANCOMYCIN HCL VIAL INJ 500MG, $36.00 
VANCOMYCIN IV INJ 1 GM VIAL, $36.00 
VANCOMYCIN PEAK, $139.00 
VANCOMYCIN TROUGH, $139.00 
VARENICLINE (CHANTIX) TAB 1MG, $16.00 
VARICELLA ZOSTER VIRUS IGG AB, $100.00 
VARICELLA ZOSTER VIRUS IGM AB, $100.00 
"VASECTOMY, UNI OR BILATERAL (SEP PROC) I"," $1,130.00 "
VASOPRESSIN (ANTIDIURETIC HORMONE), $159.00 
VCAM-1 CHEMILUMINESCENT, $155.00 
VECURONIUM VIAL 10MG, $36.00 
VEGF ELISA, $160.00 
VENIPUNCTURE, $26.00 
VENLAFAXINE (EFFEXOR XR) CAP 75MG, $11.00 
VENLAFAXINE ER (EFFEXOR XR) TAB 37.5 MG, $11.00 
VENTRALIGHT MESH WITH POSITIONING SYSTEM, $812.00 
VERAPAMIL ER 120MG (EXTENDED RELEASE), $11.00 
VERAPAMIL ER 180MG (EXTENDED RELEASE), $11.00 
VERAPAMIL HCL VIAL 5MG/2ML, $65.00 
VERAPAMIL TAB 80MG, $11.00 
VIMPAT (LACOSAMIDE), $241.00 
VINBLASTINE SULFATE IV SOL 10MG/10ML, $134.00 
VINCRISTINE SULFATE INJECTION 2MG/2ML, $72.00 
VINORELBINE (NAVELBINE) VIAL : 50MG/5ML, $182.00 
VISCOSITY SERUM, $67.00 
VITAMIN A, $90.00 
VITAMIN B12, $108.00 
VITAMIN B-6, $210.00 
VITAMIN D 25-HYDROXY, $211.00 
VITAMIN D 25-HYDROXY-ATLAS, $211.00 
VITAMIN D3 (1 25 DI), $267.00 
"VITAMIN D3 CAPSULE 50,000 UNITS", $11.00 
VITAMIN D3 TAB 5000 UNITS, $11.00 
VITAMIN E, $115.00 
VITAMIN K, $116.00 
VOLUME URINE, $21.00 
VON WILLEBRAND ACTIVITY, $162.00 
VON WILLEBRAND ANTIGEN, $223.00 
VON WILLEBRANDS MULTIMERS, $500.00 
WARFARIN SODIUM (COUMADIN) TAB 1MG, $11.00 
WARFARIN SODIUM (COUMADIN) TAB 2.5MG, $11.00 
WARFARIN SODIUM (COUMADIN) TAB 2MG, $11.00 
WARFARIN SODIUM (COUMADIN) TAB 5MG, $11.00 
"WASP VENOM, IGE", $43.00 
WATER BACTERIOSTATIC - INJECT VIAL, $36.00 
WBC WITH AUTO DIFF, $43.00 
"WBC, AUTOMATED", $36.00 
WELLNESS ABO/RH, $20.00 
WELLNESS CBC, $20.00 
WELLNESS CHEMISTRY, $20.00 
WELLNESS COMPLETE - (CHEM & CBC), $35.00 
WELLNESS DIABETES, $30.00 
WELLNESS DILANTIN TOTAL, $65.00 
WELLNESS GLUCOSE, $15.00 
WELLNESS HGBA1C, $20.00 
WELLNESS LIPID, $15.00 
WELLNESS PSA, $30.00 
WELLNESS THYROID, $20.00 
WELLNESS URINE DRUG SCREEN, $57.00 
WELLNESS VITAMIN D 25-HYDROXY, $40.00 
"WEST NILE ANTIBODY, IGG", $91.00 
"WEST NILE ANTIBODY, IGM", $93.00 
WET PREP, $62.00 
WET SMEAR, $28.00 
"WHITE FACED HORNET VENOM, IGE", $43.00 
WORM/PARASITE ID, $54.00 
XGEVA SUBCUTANEOUS SOLUTION 120MG/1.7ML," $3,259.00 "
XR ABD 1 VIEW- PER PROTOCOL, $222.00 
XR ABD 3WAY W/CHEST 1V, $219.00 
XR ABD FLAT/UPRIGHT COMP PER PROTOCOL, $288.00 
XR ABDOMEN 3 OR MORE VIEWS, $297.00 
XR AC JOINTS BILAT -PER PROTOCOL, $239.00 
XR ANKLE 2 VIEW LT -PER PROTOCOL, $227.00 
XR ANKLE 2 VIEW RT- PER PROTOCOL, $227.00 
XR ANKLE LT 3 VIEW MINIMUM PER PROTOCOL, $271.00 
XR ANKLE RT 3 VIEW MINIMUM- PER PROTOCOL, $271.00 
XR BARIUM ENEMA, $302.00 
XR CALCANEUS LT MIN 2 VIEWS -PER PROTO, $260.00 
XR CALCANEUS RT MIN 2 VIEWS- PER PROTOC, $260.00 
XR CHEST 1 VIEW FRONTAL -PER PROTOCOL, $217.00 
XR CHEST 2 VIEW FRONT & LAT PER PROTOCOL, $254.00 
XR CHEST 3 VIEWS, $162.00 
XR CHEST 3 VIEWS, $177.00 
XR CHEST 4 OR MORE VIEWS, $177.00 
XR CHEST PORTABLE FRONTAL 1 VIEW, $200.00 
XR CHOLANGIOGRAPHY INTRAOP & S/INT, $379.00 
XR CLAVICLE LEFT COMPLETE- PER PROTOCOL, $249.00 
XR CLAVICLE RIGHT COMPLETE- PER PROTOCOL, $249.00 
XR CYSTOGRAM, $557.00 
XR CYSTOGRAM-VOIDING, $416.00 
XR DENTAL -PER PROTOCOL, $130.00 
XR DXA BONE DENSITY AXIAL >=1 SITES, $471.00 
XR ELBOW 2 VIEW LT -PER PROTOCOL, $222.00 
XR ELBOW 2 VIEW RT -PER PROTOCOL, $222.00 
XR ELBOW LEFT MIN 3 VIEW >=, $249.00 
XR ELBOW RIGHT MIN 3 VIEW >=, $249.00 
XR FACIAL BONES MIN 3 VIEWS >=, $335.00 
XR FEMUR LT 1 VIEW- PER PROTOCOL, $146.00 
XR FEMUR LT 2 VIEWS- PER PROTOCOL, $293.00 
XR FEMUR RT 1 VIEW- PER PROTOCOL, $146.00 
XR FEMUR RT 2 VIEWS- PER PROTOCOL, $293.00 
XR FINGERS LT >= 2 VIEWS- PER PROTOCOL, $220.00 
XR FINGERS RT >= 2 VIEWS- PER PROTOCOL, $220.00 
XR FOOT 2 VIEW LT- PER PROTOCOL, $212.00 
XR FOOT 2 VIEW RT -PER PROTOCOL, $212.00 
XR FOOT LT MIN 3 VIEWS- PER PROTOCOL, $271.00 
XR FOOT RT MIN 3 VIEWS- PER PROTOCOL, $271.00 
XR FOREARM LEFT 2 VIEWS-PER PROTOCOL, $271.00 
XR FOREARM RIGHT 2 VIEWS-PER PROTOCOL, $271.00 
XR GALLBLADDER, $198.00 
XR HAND 2 VIEWS LT -PER PROTOCOL, $217.00 
XR HAND 2 VIEWS RT -PER PROTOCOL, $217.00 
XR HAND LEFT 3 VIEWS- PER PROTOCOL, $271.00 
XR HAND RIGHT 3 VIEWS- PER PROTOCOL, $271.00 
XR HIP BILAT W PELVIS =2 VIEWS, $293.00 
XR HIP LEFT MIN 2 VIEW- PER PROTOCOL, $276.00 
XR HIP RIGHT MIN 2 VIEW- PER PROTOCOL, $276.00 
XR HUMERUS LEFT >= 2 VIEWS- PER PROTOCOL, $266.00 
XR HUMERUS RIGHT >= 2 VIEWS PER PROTOCOL, $266.00 
XR HYSTEROSALPINGOGRAM, $442.00 
XR KNEE 1-2 VIEW LT, $271.00 
XR KNEE 1-2 VIEW RT, $271.00 
XR KNEE 3 VIEW LT- PER PROTOCOL, $320.00 
XR KNEE 3 VIEW RT- PER PROTOCOL, $320.00 
XR KNEE BILAT STAND AP -PER PROTOCOL, $362.00 
XR KNEE LT 4 VIEWS, $293.00 
XR KNEE RT 4 VIEWS- PER PROTOCOL, $293.00 
XR LOWER EXT INFANT LT >= 2 VIEWS, $200.00 
XR LOWER EXT INFANT RT >= 2 VIEWS, $200.00 
XR L-SPINE BENDING VIEWS- PER PROTOCOL, $335.00 
XR MANDIBLE < 4 VIEWS, $200.00 
XR MANDIBLE MINIMUM 4 VIEWS >=, $303.00 
XR MASTOIDS >= 3 VIEWS PER SIDE, $200.00 
XR NASAL BONES MIN 3 VIEWS >=, $249.00 
XR NECK-SOFT TISSUE- PER PROTOCOL, $217.00 
XR NEPHRO TUBE PLACEMENT, $494.00 
XR ORBITS MIN 4 VIEWS >=, $271.00 
XR ORBITS-LIMITED/FOREIGN BODY EYE, $222.00 
XR PATELLA 1-2 VIEWS LEFT KNEE, $268.00 
XR PATELLA 1-2 VIEWS RIGHT KNEE, $268.00 
XR PELVIS ANTEROPOSTERIOR 1-2 VIEWS, $292.00 
XR PELVIS W/UNI HIP LT - PER PROTOCOL, $320.00 
XR PELVIS W/UNI HIP RT-PER PROTOCOL, $320.00 
XR RIBS UNILAT/CHEST LEFT >= 3 VIEWS, $293.00 
XR RIBS UNILAT/CHEST RIGHT >= 3 VIEWS, $293.00 
XR RIBS-BILATERAL 3 VIEWS, $320.00 
XR RIBS-UNILATERAL LEFT 2 VIEWS- PROTOCO, $288.00 
XR RIBS-UNILATERAL RIGHT 2 VIEWS- PROTOC, $288.00 
XR SACROILIAC JOINTS <3 VIEWS, $217.00 
XR SACRUM/COCCYX MIN 2 VIEWS, $292.00 
XR SC JOINTS, $136.00 
XR SCAPULA LEFT COMPLETE -PER PROTOCOL, $222.00 
XR SCAPULA RIGHT COMPLETE -PER PROTOCOL, $222.00 
XR SCOLIOSIS 1 VIEW, $217.00 
XR SCOLIOSIS 4-5 VIEWS, $293.00 
XR SCOLIOSIS SPINE 2-3 VIEWS, $254.00 
XR SHOULDER 1 VIEW LT, $217.00 
XR SHOULDER 1 VIEW RT, $217.00 
XR SHOULDER LEFT MIN 2 VIEWS >= PROTOCOL, $288.00 
XR SHOULDER RIGHT MIN 2 VIEWS >= PROTOCO, $288.00 
XR SINUSES <3 VIEWS, $200.00 
XR SINUSES MIN 3 VIEWS >=, $288.00 
XR SKEL BONE SURVEY COMPLETE -PER PROT, $666.00 
XR SKULL <4 VIEWS, $276.00 
XR SKULL MIN 4 VIEWS >=, $357.00 
XR SPINE CERV 2-3 VIEWS PER PROTOCOL, $293.00 
XR SPINE CERV MIN 4 VIEWS >=, $330.00 
XR SPINE LUMBOSACRAL >= 4 VIEWS-PROTOCOL, $478.00 
XR SPINE THORACIC 2VIEWS, $276.00 
XR SPINE THORACIC 3V PER PROTOCOL, $305.00 
XR SPINE-CRV WITH OBL-FLX/EXT, $245.00 
XR SPINE-LUMBAR 2-3 VIEWS PER PROTOCOL, $303.00 
XR SPINE-LUMBAR W FLEX BENDING COMP, $229.00 
XR STERNUM >= 2 VIEWS, $239.00 
XR TEMPOROMANDIBULAR JOINT BILAT, $198.00 
XR TEMPOROMANDIBULAR JOINT UNILAT, $104.00 
XR TIBIA & FIBULA LT 2 VIEWS PER PROTOCO, $271.00 
XR TIBIA & FIBULA RT 2 VIEWS PER PROTOCO, $271.00 
XR TOES LT >= 2 VIEWS PER PROTOCOL, $195.00 
XR TOES RT >= 2.00 VIEWS PER PROTOCOL, $195.00 
XR UGI SINGLE CONTRAST, $250.00 
XR UPPER EXT INFANT LEFT >= 2 VIEWS, $200.00 
XR UPPER EXT INFANT RT >= 2 VIEWS, $200.00 
XR WRIST LT 2 VIEWS, $227.00 
XR WRIST RT 2 VIEWS, $227.00 
XR WRIST VIEWS LT >= 3 VIEWS PER PROTOCO, $276.00 
XR WRIST VIEWS RT >= 3 VIEWS PER PROTOCO, $276.00 
XYLOCAINE MPF 2% 5 ML VIAL, $36.00 
YEAST SCREEN, $84.00 
"YELLOW FACED HORNET VENOM, IGE", $43.00 
"YELLOW JACKET VENOM, IGE", $43.00 
ZAFIRLUKAS {ACCOLATE} TABS 20MG, $11.00 
ZINC, $88.00 
ZIPRASIDONE (GEODON) CAPS: 20MG, $11.00 
ZIPRASIDONE INJ 20MG/ML VIAL, $152.00 
ZOLEDRONIC (RECLAST) INJ VIAL 5MG/100ML, $237.24 
ZOLEDRONIC ACID (ZOMETA) VIAL 4MG/5ML, $148.47 
ZOLPIDEM TARTRATE (AMBIEN) TAB 5MG, $11.00 
ZONISAMIDE, $167.00 
