Procedure Description,Unit Price
HC STRAPPING; SHOULDER,269
HC STREP A AG EIA,155
HC STREPTOCOCCUS GROUP B PCR,388
HC STRESS ECHO COMPLETE,4957
HC STRESS ECHOCARDIOGRAM,3145
HC SUB OT CURRENT STATUS,0.01
HC SUB OT D/C STATUS,0.01
HC SUB OT GOAL STATUS,0.01
HC SUGARS SINGLE QUAL,76
HC SUPER HAND LOAD RADIOELEMENT,238
HC SURFACTANT ADMINISTRATION THRU TUBE,121
HC SURG CENTER ANES GENERAL,626
HC SURG CENTER ANESTH  LOCAL INJ,451
HC SURG CENTER RECOVERY PER QUART,680
HC SUSCEPTIBILITY MICRODILUTION,122
HC SUSCEPTIBILITY MYCOBACTERIA (SENDOUT),78
HC SUTURE ADDITIONAL,452
HC SUTURE ADDITIONAL,452
HC SUTURE CARDIO VASCULAR,1098
HC SUTURE CARDIO VASCULAR,1098
HC SUTURE MAJOR I,915
HC SUTURE MAJOR I,607
HC SUTURE MAJOR II,606
HC SUTURE MAJOR II,452
HC SUTURE MINIMAL,124
HC SUTURE MINIMAL,48
HC SUTURE MINOR,188
HC SUTURE MINOR,196
HC Suture of recent wound  eyelid  involving lid margin  tarsus  and/or palpebral conjunctiva direct closure; full thickness,5414
HC SWALLOW CURRENT STATUS,0.01
HC SWALLOW D/C STATUS,0.01
HC SWALLOW GOAL STATUS,0.01
HC SWALLOWING FCN W CINE/VIDEO,791
HC SWAN GANZ MONITORING,5983
HC SWIFT FX,41
HC SYPHILIS AB CASCADE,121
HC SYPHILIS TEST NON-TREP QUAL,57
HC SYPHILIS TEST QUALITATIVE,57
HC SYPHILIS TEST QUANTITATIVE,59
HC T & B CELLS TOTAL PANEL (PRICE PANEL CHARGE),267.99
HC T CELL DEPLET HARVEST CD34T,24298
HC T CELLS TOT CD4 & CD8,657
HC T CELLS  TOTAL COUNT,376
HC T CELLS; ABSOL CD4 COUNT,255
HC T/1 MECH THROMB ART ADDL,3378
HC T/1 MECH THROMB ART INIT,8303
HC T/1 MECH THROMB VENOUS,8718
HC T3 REVERSE,216
HC T3 TOTAL,199
HC T3 UPTAKE,91
HC T-3 UPTAKE,78
HC T4 (THYROXINE)  TOTAL,81
HC TACROLIMUS,192
HC TANDEM HEART PUMP,69289
HC TARSAL BONE DISLOC W/O ANES,432
HC TARSAL BONE FX W/O MANI,411
HC TAU PROTEIN,207
HC TAVR PERQ W PROSTHETIC VALVE,15000
HC TC THER THROMBO CESS CATH RMVL,7395
HC TC THER  VEN FOR THROMBOLYSIS,3891
HC TC/PROPH/DX ADDL SEQ IV INF,589
HC TC99M SESTAMIBI,254
HC TC99M TETROFOSMIN,254
HC T-CELL DEPLETION OF HARVEST,26278
HC T-CELL RECEPTOR GAMMA (TCRG),848
HC TCOM LTD UNI W/ABL,1217
HC TCR ALPHA BETA/CD3,94
HC TCR GAMMA DELTA/CD3,94
HC TCRG QUALITATIVE,703
HC TEE CONGENITAL; GLOBAL,2131
HC TEE PROBE PLACEMENT,2076
HC TELETHERAPY ISODOSE PLAN; COMPLEX,2632
HC TELETHERAPY ISODOSE PLAN; SIMPLE,1239
HC TEMP TRANSCUANEOUS PACING,592
HC TEMPLATE BLEEDING TIME,215
HC TEMPORARY CLOSURE OF EYELIDS BY SUTURE (EG  FROST SUTURE),2545
HC TENOTMY PERC ADDUC/HAMSTRG MLT,6841
HC TENOTMY PERC ADDUC/HAMSTRG SGL,5821
HC TENOTOMY  ADDUCTOR OF HIP  PERCUTANEOUS,4761
HC TENOTOMY  PERC ACHILLES TEND,4656
HC TENOTOMY PERC  ANKLE,4889
HC TENOTOMY PERC SGL EA DGT-FNGR,3635
HC TENOTOMY PERC TOE;SGL TENDON,4889.41
HC TESTOSTERONE FREE,349
HC TESTOSTERONE TOTAL,353
HC TH/TO ANTIBODY,165
HC THA  ZIMMER  POROUS ST TM CUP,10910
HC THA  ZIMMER POR ST TM CUP XLPE,11483
HC THA BIOMET HYBRID,7599
HC THA BIPOLAR  ZIMMER,9187
HC THA BIPOLAR BIOMET,9187
HC THA BIPOLAR CERAMIC HEAD ZIMME,9187
HC THA BIPOLAR FX DEPUY,5168
HC THA BIPOLAR PRIMARY DEPUY,9187
HC THA BIPOLAR STRYKER,9187
HC THA CERAMIC ON CERAMIC BIOMET,11483
HC THA CERAMIC ON CERAMIC DEPUY,11483
HC THA CERAMIC ON CERAMIC STRYKER,11915
HC THA CERAMIC ON POLY BIOMET,11483
HC THA CERAMIC ON POLY DEPUY,11483
HC THA CERAMIC ON X3 POLY STRYKER,11915
HC THA COMPROMISED BONE LOSS WITH,15790
HC THA CORENTEC BASE,9035.09
HC THA CRM ON POLY HY HIP TM CUP,11483
HC THA CRM ON POLY HY HIP TRIL CU,11483
HC THA CRM ON POLY P HIP P STEM T,11483
HC THA CRM ON POLY P HIP P STEM T,11483
HC THA CRM ON POLY P HIP TM STEM,12345
HC THA METAL ON METAL BIOMET,10910
HC THA METAL ON POLY BIOMET,10910
HC THA METAL ON POLY DEPUY,10910
HC THA METAL ON POLY H HIP (TM CU,10910
HC THA METAL ON POLY H HIP (TRI C,10910
HC THA METAL ON POLY P HIP - TM S,11771
HC THA METAL ON POLY P HIP P STEM,10910
HC THA METAL ON POLY P HIP P STEM,10910
HC THA METAL ON X3 POLY STRYKER,10910
HC THA UNIPOLAR BIOMET,5168
HC THA UNIPOLAR FX DEPUY,5168
HC THA UNIPOLAR PRIMARY DEPUY,9187
HC THA UNIPOLAR STRYKER,5168
HC THA ZIMMER HYBRID HIP,4092
HC THAW PRESERV STEM CELL INFUSE HR,340
HC THAWING  EACH UNIT - CHRG ONLY,126
HC THEOPHYLLINE,199
HC THER IVNTJ W/FOCUS COG FUNCJ EA 15 MIN 420,142
HC THER IVNTJ W/FOCUS COG FUNCJ EA 15 MIN430,142
HC THER/DIAG CONCURRENT INF,589
HC THER/PROPH/DIAG INJ IV PUSH,589
HC THER/PROPH/DIAG INJ SC/IM,112
HC THER/PROPH/DIAG INJ SQ/IM,112
HC THER/PROPH/DIAG IV EA AD,337
HC THERA/DIAG INJ INTRA/ART,181
HC THERAPEU PRO/DIAG INJ INTRAVEN,589
HC THERAPEUTIC ACTIVITIES EA 15,142
HC THERAPEUTIC PHLEBOTOMY,435
HC THERAVEST/METANEB,210
HC THIGH/WEIGHT BEAR LACER MOLDED,1257
HC THIGH/WEIGHT BEAR LACER NONMOL,694
HC THIN PREP,131
HC THIN PREP INCL RESCREENING,131
HC THORACENTESIS NEEDLE ASPIRATION W/IMAGING,1656
HC THORACENTESIS NEEDLE ASPIRATION W/O IMAGE GUIDANCE,1775
HC THORACIC AORTOGRAM,4200
HC THORACIC GAS VOLUME,582
HC THORACIC SPINE 2 VIEW,513
HC THORACIC SPINE 3 VIEW,622
HC THORACOLUMBAR SPINE 2 VIEW,410
HC THORACOSCOPY  DIAG W/BX NODULE,9488
HC THORACOSCOPY DIAG W/O BIOPSY,25712
HC THORACOSCOPY W/BX INFILTRATE,9488
HC THORACOSCOPY W/BX PLEURA,9488
HC THORACOSCOPY W/PLEURODESIS,24487
HC THORACOTOMY MAJ W/CARD MASSAGE,2723
HC THRMBC/INF DIAL CIR -TL BAL ANG,31948
HC THRMBC/INF DIALYS CIRC W ANG,16006.47
HC THROMBIN INJ/EXTR PSEUD-ANEUR,689
HC THROMBIN TIME,199
HC THROMBIN TIME MIX,226
HC THROMBOLYSIS CEREBRAL BY II,678
HC THROMBOLYSIS CORON IV INFUSION,585
HC THROMBOLYSIS; IC INFUSION,4720
HC THROMBOLYTIC ART THERAPY,3706
HC THROMBOLYTIC ART/VEN THER F/U,7395
HC THYROGLOBULIN,221
HC THYROGLOBULIN AB,219
HC THYROID CA MET IMAGING  WHOLE,1632
HC THYROID CA MET SCAN LIMITED,1092
HC THYROID CA METS UPTAKE,229
HC THYROID IMAGING W/BLOOD FLOW,1548
HC THYROID IMAGING  W/UPTAKE; SIN,1547
HC THYROID MET SCAN W ADDL STUDIES,1092
HC THYROID STIMULATING HORMONE,234
HC THYROID STIMULATING IMMUNOGLOB,697
HC THYROID UPTAKE SGL,1267
HC THYROXINE (T4),96
HC THYROXINE (T4)  FREE,124
HC THYROXINE BINDING GLOBULIN,203
HC THYROXINE FREE,124
HC THYROXINE; TOTAL,96
HC TIB/PER REVASC W/TLA,11728
HC TIB/PER REVASC W/TLA,11728
HC TICK BORNE DISEASE PANEL,2207
HC TILT TABLE STUDY-AUTONOMIC NRV SYS,1774
HC TISSUE CULT BONE MAR BLOOD,1735
HC TISSUE CULT LYMPHOCYTES,1599
HC TISSUE CULT NEOPLASTIC SKIN OT,1930
HC TISSUE CULT NON-NEOPLASTIC DIS,1599
HC TISSUE EXAM OF SKIN KOH,163
HC TISSUE TYPING IMMUNOLOGY PROC,706
HC TKA BASE 1 BIOMET,8040
HC TKA BASE 1 NEXGEN CEMENTED FLE,8040
HC TKA BASE 1 NEXGEN CEMENTED GEN,8040
HC TKA BASE 1NEXGEN CEMENTED  KNE,8040
HC TKA BASE 2 BIOMET,8613
HC TKA BASE 2 PERSONA CEMENTED FL,8613
HC TKA CORENTEC BASE,7880.12
HC TKA DEPUY ATTUNE,9032
HC TKA FB CEMENTED DEPUY,8040
HC TKA SCORPIO NRG W/X3 PPOLY STR,7464
HC TKA STRYKER CEMENTLESS,11440
HC TKA STRYKER CEMENTLESS W/O PAT,10839
HC TKA TRIATHALON STRYKER,8613
HC TKA TRIATHALON W/ X3 POLY STRY,8613
HC TKA UNIKNEE BIOMET,8329
HC TKA UNIKNEE DEPUY,8325
HC TKA UNIKNEE STRYKER,8329
HC TKA UNIKNEE ZIMMER,8325
HC TKA ZIMMER BASE TWO KNEE CEM/F,11440
HC TLSO 2PC RIGID LIN CUST FAB,3760
HC TLSO FLEX TRNK SJ-SS PRE CAST,1378
HC TLSO RIGID FRAME HYPEREXT,1167
HC TOBRAMYCIN,226
HC TOCOPHEROL ALPHA (VIT E),196
HC TONE DECAY TEST,423
HC TOPIRAMATE,164
HC TOTAL HEMOLYTIC COMPONENT CH50,279
HC TOTAL PROTEIN OTHER SPECIMEN,49
HC TOXOPLASMA,199
HC TOXOPLASMA GONDII DNA  QUANTITATIVE REAL-TIME PCR,591
HC TOXOPLASMA GONDIIDNA  QUALITATIVE REAL-TIME PCR,450
HC TOXOPLASMA IGM,199
HC TOXOPLASMA PCR,589
HC TP TC99M TILMANOCPT UT 0.5MCI,1211
HC TPMT GENE COM VARIANTS,174.81
HC TRACH KIT PERCUTANEOUS,1241
HC TRACH TUBE BEFORE FISTULA TRACT,422
HC TRACH TUBE CHG PRIOR TO FISTULA TRAC,422
HC TRACHEOBRONCH THRU OLD INCISION,2942
HC TRACHEOSTOMY EMERG; CRICOTHYROID,2625
HC TRACHEOSTOMY PLANNED,6315
HC TRACTION BOEHLER-BRAUHN,1775
HC TRACTION BUCKS,1210
HC TRACTION-BALANCED SUSPENSION,3906
HC TRANS CARE MGMT 14 DAY DISCH,379
HC TRANS CARE MGMT 7 DAY DISCH,379
HC TRANSABD AMNIOINFUS W US,821
HC TRANSCATH CLOSURE OF ASD,25325
HC TRANSCATH CLOSURE OF VSD,32881
HC TRANSCATH MITRAL VALVE REPAIR; ADD'L PROSTHESIS,17641
HC TRANSCATH MITRAL VALVE REPAIR; INITIAL PROSTHESIS,35282
HC TRANSCATH OCCLUSION CNS,5294
HC TRANSCATHETER BILIARY BIOPSY,3734
HC TRANSCATHETER BIOPSY,4096
HC TRANSCATHETER BIOPSY,1325
HC transcatheter placement of intravascularstent(s) central dialysis circuit including all imagingan,705.42
HC TRANSCRANIAL DOPPLER STUDY COM,2416
HC TRANSCRANIAL DOPPLER STUDY LIM,1420
HC TRANSCTH THER EMBOL ANY METHOD S+I,3396
HC TRANSFERASE; ALANINE AMINO,73
HC TRANSFERRIN,178
HC TRANSFUS.RXN INVESTIG - CHRG O,116
HC TRANSFUSION BLOOD/COMPONENT HR,731
HC TRANSFUSION BLOOD/COMPONETS,731
HC Transfusion Intrauterine Fetal,1142
HC TRANSFUSION REACTION WORKUP,273
HC TRANSITIONAL NURSERY,6757
HC TRANSLUMINAL BALLOON ANGIOPLASTY  CENTRAL DIALYSIS SEGMENT  PERFORMED THROUGH DIALYSIS CIRCUIT  INCLUDING ALL IMAGING AND RADIOLOGICAL SUPERVISION AND INTERPRETATION.,2241
HC TRANSPERINEAL PLMT BIODEGRADABLE MATRL 1/MLT NJX,11666
HC TRANSPERNEAL PLACEMENT NEEDLES INTO PROSTATE,8427
HC TRANSPHETIC PORTOGRA W/O HEMOD,2719
HC TRANSPLJ HEMATOPOIETIC BOOST,3786
HC TRANSPLT ALLO HCT/DONOR,10693
HC TRANSPLT ALLO LYMPHOCYTES,3786
HC TRANSRECTAL ULTRASOUND,730
HC TRANSTRACHEAL INJ BRONCHOGRAPHY,298
HC TRANSVAGINAL ULTRASOUND,795
HC TREAT DEVICE BELLYBOARD,670
HC TREAT DEVICE COMP HEAD FRAME,2355
HC TREAT DEVICE COMPLEX COLLIMATO,1385
HC TREAT PLEURODESIS W/AGENT,1199
HC TREAT SUPER WOUND DEHISCENCE,363
HC TREAT SWALLOWING DYSFUNCTION,308
HC TREATMENT DEVICE BREAST BOARD,1307
HC TREATMENT DEVICE PB MASK,1385
HC TREATMENT DEVICE WING BOARD,1300
HC TREATMENT DEVICE: FIELD BLOCK,670
HC TREATMENT DEVICE; CRADLES,2314
HC TREATMENT DEVICE; FIELD BLOCK;,1385
HC TREATMENT DEVICE; STENT/BITE B,1601
HC TREATMENT OF ANKLE FRACTURE,640
HC TREPONEMA PALLIDUM,181
HC TRICHINELLA AB,173
HC TRICHOMONAS VAGIN DIR PROBE,229
HC TRICHOMONAS VAGINALIS AMPLIFIED PROBE TECH,325
HC TRIGGER FINGER RELEASE US GUID,2050
HC TRIGLYCERIDES,62
HC TRIGLYCERIDES-SO,62
HC TRIIDOTHYRONINE T3 FREE,236
HC TRIM SKIN LESIONS OVER 4,371
HC TRLUML PERIP ATHRC VISCERAL,11887
HC TRMT DEVICE SIMPLE (ASYM COL),670
HC TRNSCTH OCCL/EMB NON-CNS HD/NK,4442
HC TROPONIN QUAN,123
HC TRT DEVICE COMP 3PART AQUAPLAS,1385
HC TS/PRO/DX INJ SAME DRUG ADD ON,337
HC TSA BIOMET HEAD RESURFACING,15785
HC TSA BIOMET HEMI SHOULDER,12277
HC TSA BIOMET TOTAL SHOULDER,15491
HC TSA BOIMET REVERSE SHOULDER,21923
HC TSA CEMENTED HEMI SHOULDER,12277
HC TSA DEPUY DELTA XTEND SHLDER CEM/POR-TJU,21923
HC TSA DEPUY GLOBAL UNITE TOTAL,15957
HC TSA DEPUY GLOBAL UNITE TOTAL W/ STEPTECH,18839
HC TSA DEPUY GLOBAL UNITE REVERSE WITH STEM,25590
HC TSA DEPUY HEMI GLOBAL FX ADV AP CEMENTED,21923
HC TSA DEPUY TOTAL GLOBAL ADVAN AP CEM,15491
HC TSA DJO REVERSE SHOULDER,22580
HC TSA POROUS HEMI SHOULDER,12277
HC TSA STRYKER ENDO / HEMI,12277
HC TSA STRYKER HEAD RESURFACING,23740
HC TSA STRYKER REVERSE SHOULDER,21923
HC TSA STRYKER TOTAL SHOULDER,15957
HC TSA TM HUMERAL/STD GLENOID/STD HEAD,15491
HC TSA TM REVERSE SHOULDER,24846
HC TSA TORNIER ENDO OR HEMI SHLDR,12277
HC TSA TORNIER HD RESRFCNG,15785
HC TSA TORNIER REV SHLDR,21923
HC TSA TORNIER TTL SHLDR,15491
HC TSA TOTAL POROUS SHOULDER,15491
HC TSA TOTAL POROUS SHOULDER/ TM GLENOID,15490
HC TSA ZIMMER ANATOMIC FRACTURE HEMI SHOULDER,12277
HC TSA ZIMMER ANATOMIC FRACTURE TOTAL SHOULDER,12277
HC TSA ZIMMER ANATOMIC POROUS REVERSE SHOULDER,21923
HC TSA ZIMMER FRACTURE CEMENT HEMI SHOULDER,12277
HC TSA ZIMMER FRACTURE POROUS HEMI SHOULDER,12277
HC TSA ZIMMER NON-POROUS TM REVERSE SHOULDER SYSTEM,24846
HC TSA ZIMMER TM REVERSE SHOULDER/W TM LONG BASE PLATE,24846
HC TSA ZIMMER TM SHOULDER/TM GLENOID/STD HEAD,15491
HC TSA ZIMMER TOTAL CEMENTED SHOULDER/ TM GLENOID,15491
HC TTE CONG ABN; COMPLETE,1937
HC TTE F-UP OR LMTD,906
HC TTE W/DOPPLER COMPLETE,3617
HC TTE W/O DOPPLER COMPLETE,1486
HC TUBE THORACOSTOMY,1300
HC TUBE THORACOSTOMY W/W/O WATER,1300
HC TUBE TRACH DISTAL 8 MM,327
HC TUBE TRACH PROXIMAL 8 MM,327
HC TUBERCULOSIS CELL MEDIATES,851
HC TUMOR IMAGING (3D),2112
HC TX ATRIAL FIB PULM VEIN ISOL,39963
HC TX DEVICE MLC,1385
HC TX DEVICE MLC FOR IMRT PER PLAN,4543
HC TX GASTRO INTUB W/ASP,371
HC TX L/R ATRIAL FIB ADDL,15986
HC TX1 TISSUE REMOVAL SYSTEM KIT,2120
HC TX1 TISSUE REMOVAL SYSTEM KIT,2120
HC TYMPANOMETRY AND REFLEX THRE,339
HC TYMPANOMETRY(IMPEDANCE TESTI,339
HC UE FX ORTHO HUMERAL,930
HC UGI AIR CONTR W/BARUIM W/KUB,1262
HC UGI W INTRALUM TUBE/CATH PLCMNT,2388
HC UGI W REMOVAL OF FB,2634
HC UGI W/DILATE GAST OUT OBSTRUC,2634
HC UGI/SM INTEST AIR CONT W/BA,1647
HC ULTRA GUIDE AMNIOCENTESIS S/I,873
HC ULTRASOUND ELASTOGRAPHY,550
HC ULTRSND SPINAL CANAL/CONTENTS,1101
HC ULTRSND TRANSPLANTED KIDNEY,1101
HC ULTSND STUDY FOLLOW-UP,436
HC UMBIL CORD OCCLUSN W US,821
HC UNLIST PROCED LARYNX,461
HC UNLISTED FLUROSCOPIC (EG DIAGNOSTIC INTERVENTIONAL),195.54
HC UNLISTED PROCEDURE COLON,2234.85
HC UNLISTED PROCEDURE INTESTINE,2230
HC UNLISTED PROCEDURE OF THE PANCREAS,1803.21
HC UPGRADE IMPL PACEMAKER SC - DC,8325
HC UPR/L XTREMITY ART 2 LEVELS,945
HC UPR/LXTR ART STDY 3+ LVLS,1691
HC UREA NITROGEN URINE,68
HC UREA NITROGEN; QUAN,52
HC URET STNT;NEW AC W/SEP NEP CTH,7279
HC URET STNT;NEW W/O SEP NEPH  CTH,8089.92
HC URETERAL DILATATION,2717
HC URETERAL EMBOLIZATION/OCCL,336
HC URETHRAL PRESSURE PROFILE,785
HC URETHROGRAM RETROGRADE,1232
HC URIC ACID OTHER SOURCE,46
HC URIC ACID; BLOOD,58
HC URIC ACID; NOT BLOOD,46
HC URINALYSIS NON-AUTO W/O MIC,34
HC URINE BACTERIA CULTURE,92
HC URINE PHOSPHATE,72
HC URINE TOTAL PROTEIN,48
HC URINE VOLUME MEASUREMENT,41
HC UROLOGY SURGERY PROCEDURE,2053
HC URO-VOIDING PRESSURE/PRESSURE,367
HC US 3D W/O IND WRKSTA POSTPROC,218
HC US ABDOMINAL AORTA REAL TIME SCREEN STUDY AAA,652
HC US BREAST UNI INC AXIL  LTD,306
HC US BREAST UNI INC AXIL COMP,358
HC US ECHO ECTOPIC PRGE,1364
HC US EXTREM (JT/TENDON) COMP,1050
HC US EXTREM (JT/TENDON) LTD,678
HC US FETAL TRANSF/CORDOCENTESIS,301
HC US GUID PERC W/CATH PLC,1705
HC US GUIDE & MONITOR TISS ABL,705
HC US GUIDE VENOUS ACCESS,631
HC US GUIDED CVS,301
HC US GUIDED NEEDLE PLACEMENT,735
HC US PELV LTD F/U FOLLICLES,503
HC US PERG UTER TRANSVAGINAL,460
HC US PREG UTER F/M EA AS GES 1TR,489
HC US PREG UTER F/M EVAL 1 TRI,1101
HC US PREG UTER F/M EVAL 14WK OR>,708
HC US PREGNANCY F/U EACH FETUS,301
HC US PV RESIDUAL URINE,299
HC USE OF VERTICAL ELECTRODES(L,649
HC USG BX SKIN SUBQ TIS/MUC MEM,280
HC VACUUM ASSIST DISPOSABLES,406
HC VALPROIC ACID  FREE & TOTAL PNL,213
HC VALPROIC ACID  FREE & TOTAL PNL (PRICE PANEL CHARGE),212.99
HC VALVE SUCTION DISP STERILE BOT,16
HC VALVE SUCTION DISP STERILE TOP,36
HC VANCOMYCIN,191
HC VANCOMYCIN TROUGH,191
HC VANILLYMANDELIC ACID,214
HC VARICELLA VIRUS VACCINE .5ML,146
HC VARICELLA ZOSTER AB,176
HC VARICELLA ZOSTER VIRUS  DNA QUALITATIVE R-T PCR,341
HC VARICELLA-ZOSTER VIRUS (VZV) DNA  QUANTITATIVE REAL-TIME PCR,591
HC VASC EMBOLIZE/OCCLUDE ARTERY,18469
HC VASC EMBOLIZE/OCCLUDE BLEED,18469
HC VASC EMBOLIZE/OCCLUDE ORGAN,18469
HC VASC EMBOLIZE/OCCLUDE VENOUS,15514
HC VASOACTIVE INTEST PEPTIDE,485
HC VASOPRESSIN,468
HC VCA IGG EIA,244
HC Vemp,1865
HC VENIPUNCTURE AGE 3 YRS/>,192
HC VENOGRAM EXTREMITY; BILAT,1814
HC VENOGRAM EXTREMITY; UNILATERAL,1415
HC VENOGRAM IVC W SERIALOGRAPHY S&I,2240
HC VENOGRAM SVC W SERIALOGRAPHY,2766
HC VENOGRAPHY  SINUS OR JUGULAR  S+I,3396
HC VENOUS CATH FOR SAMPLING,2404
HC VENOUS PORT PLACE ARM >5YR,5855
HC VENOUS PORT PLACE CHEST >5YR,7838
HC VENOUS SAMPLING THRU CATH  S+I,3005
HC VENO-VENO BYPASS,3282
HC VENT MGMT INPAT INIT DAY,1198
HC VENT MGMT INPAT SUBQ DAY,1218
HC VENTRICULAR ASSIST,6111
HC VENTRICULAR HEARTMATE II,256236
HC VENTRICULAR HEARTMATE Ill,93000
HC VEP TEST CNS; CHECKERBD/FLASH,1948
HC VERT AUG PERC;EA AD T/L W/GUID,11262
HC VERT AUGMNT  PERC;1 THOR W/GUID,22525
HC VERT AUGMNT PERC;1 LUMB W/GUID,22525
HC VESL MAP FOR HEMODIAYSIS ACC,695
HC VHL SEQ  DEL/DUP PRICE PANEL CHARGE,474.99
HC VIRUS AB NOT SPEC,176
HC VIRUS ISOLATE; TISSUE CULT INOC,365
HC VISCERAL SELECTIVE ARTERIOGRAM,8391
HC VISCOSITY,160
HC VITAL CAPACITY,336
HC VITAMIN A,160
HC VITAMIN B-12 LEVEL,211
HC VITAMIN B-12 LEVEL 0300,211
HC VITAMIN B3,216
HC VITAMIN B6,386
HC VITAMIN D 1 25 DIHYDROXY,527
HC VITAMIN D 25 HYDROXY,414
HC VOICE CURRENT STATUS,0.01
HC VOICE D/C STATUS,0.01
HC VOICE GOAL STATUS,0.01
HC VON WILLEBRAND FACTOR ACTIVITY,513
HC VONWILL ANTIGEN,513
HC VORICONAZOLE  SERUM/PLASMA,141
HC VWD TYPE 2N BINDING (PRICE PANEL CHARGE),1119.99
HC VWD TYPE 2N PROFILE PRICE PANEL CHARGE,1760.97
HC VWF ACTIVITY,513
HC VWF MULTIMERIC ANALYSIS,589
HC VZV PCR,589
HC WADA ACTIVATION TEST,4234
HC WASHED CELL PREP,410
HC WEDGE EXC SKIN NAIL FOLD TOE,341
HC WEST NILE VIRUS,199
HC WEST NILE VIRUS IGM,231
HC WESTERN BLOT,251
HC WHFO W/O JOINTS PRE OTS,220
HC WHFO WRIST EXTEN CONT COCK-UP,197
HC WHITE BLOOD CELL LOCALIZATION;,2656
HC WHITE CELL LOCALIZATION; WHOLE,3067
HC WHO LONG OPPONENS,755
HC WHOLE BLD FOR TRANSFUSION/ARC,731
HC WHOLE BLD FOR TRANSFUSION/TJU,731
HC WITHDRAWAL OF ARTERIAL BLOOD,361
HC WRIST ARTHROGRAPHY INJ,419
HC XHEA LICENSED RBC GENOTYPING,555.6
HC XOFIGO RADIUM 223 DICHLORIDE  per MICROCURIE,446
HC XR UGI AIR CONT W/BARIUM W/O KUB,1209
HC X-RAY  HIPS/PEL BILAT;2 VIEWS,327
HC X-RAY BONE SURVEY  COMPLETE,1146
HC X-RAY BONE SURVEY  LIMITED,994
HC X-RAY CERVICAL SPINE 4 OR 5 VWS,663
HC XRAY CYSTOURETHROGAM (VOIDING),976
HC X-RAY DISK LOWER SPINE,5123.71
HC X-RAY ENTIRE SPINE MIN 6 VWS,686
HC X-RAY ENTIRE SPINE; 2 OR 3 VWS,327
HC X-RAY ENTIRE SPINE; 4 OR 5 VWS,716
HC X-RAY ENTIRE SPINE; ONE VIEW,197
HC X-RAY EXAM OF ELBOW 2 VIEWS,894
HC X-RAY EXAM OF JAW <4 VIEWS,457
HC X-RAY EXAM OF PELVIS 3+ VIEWS,712
HC X-RAY EXAM OF RIBS 2 VIEWS UNILAT,449
HC X-RAY EXAM OF SKULL <4 VIEWS,329
HC X-RAY EXAM OF SKULL 4+ VIEWS,611
HC X-RAY EXAM OF SMALL BOWEL,369
HC X-RAY EXAM SACROILIAC JTS <3 V,311
HC X-RAY EXAM SERIES ABDOMEN,690
HC X-RAY EXAM-STANDING BOTH KNEES,475
HC X-RAY EYE FOR FOREIGN BODY,284
HC XRAY EYE SOCKETS,196
HC X-RAY FACIAL BONES COMP MIN 3V,611
HC X-RAY FEMUR 1 VIEW  BILAT,433
HC X-RAY FEMUR MIN 2 VIEWS BILAT,1111
HC X-RAY FINGER,288
HC XRAY FOR BONE AGE,666
HC X-RAY HAND,467
HC X-RAY HAND SURVEY,590
HC X-RAY HAND SURVEY 2V,296
HC X-RAY HIP/PEL UNIL;1 VIEW,197
HC X-RAY HIP/PEL UNIL;2-3 VIEWS,216
HC X-RAY HIP/PEL UNIL;MIN 4 VIEWS,327
HC X-RAY HIPS/PEL BILAT;3-4 VWS,359
HC X-RAY HUMERUS MIN 2V,460
HC X-RAY KNEE 3 VIEWS,663
HC X-RAY LOW SPINE 4+ VIEWS BENDING,666
HC X-RAY NASAL BONES MIN 3V,437
HC X-RAY ORBITS COMP MIN 4V,437
HC XRAY RIBS BILAT 3 VIEWS,369
HC X-RAY RIBS/CHEST 4+ VIEWS BILAT,754
HC X-RAY RIBS/CHEST 4+ VIEWS BILAT,754
HC XRAY SACRUM/COCCYX/S-I JT 2V,449
HC XRAY SCANOGRAM,431
HC X-RAY SHOULDER,474
HC X-RAY SMALL INTESTINE,1012
HC X-RAY SOFT TISS NECK/LARYNX,337
HC XRAY SPINE THORACIC 4 VIEWS,360.3
HC X-RAY STRENOCLAVIC JT 3+ VIEWS,431
HC X-RAY TIBIA/FIBULA 2 VIEW,554
HC X-RAY TMJ BILAT,361
HC X-RAY UPPER GI & SMALL INTEST,1494
HC X-RAY UPPER GI W/O KUB,831
HC X-RAY WRIST COMP  MIN 3 VIEWS,531
HC X-RAY WRIST SURVEY 2V,353
HC XRAY-ACROMO-CLAVICLE JOINT BIL,760
HC X-RAYUPPER GI W/KUB,1039
HC XR-CH RIBS UNILAT,552
HC XR-EX ANKLE AP & LAT,379
HC XR-EX FOOT AP & LAT,379
HC XR-EX FOOT COMPLETE,450
HC XR-EX KNEE AP & LAT,479
HC XR-EX KNEE COMPLETE,840
HC XR-EX OS CALCIS 2 VW,375
HC XR-EX TOES 2 VWS,298
HC XR-EX WRIST COMPLETE,1106
HC XR-GI CHOLANGIOGRAM OPERATIVE,1310
HC ZIKA VIRUS RNA QUALITATIVE REAL-TIME RT-PCR,545
HC ZIKA VIRUS RNA QUALITATIVE REAL-TIME RT-PCR PNL SERUM/URINE PANEL,1065
HC ZIKA VIRUS RNA QUALITATIVE REAL-TIME RT-PCR PNL SERUM/URINE PANEL  (PRICE PANEL CHARGE),1064.99
