MEDICATION,CHARGE
meropenem inj per 100mg,$81.72
meropenem inj per 100mg,$76.94
meropenem inj per 100mg,$81.72
MEROPENEM INJ PER 100MG,$223.39
MEROPENEM INJ PER 100MG,$69.66
MEROPENEM INJ PER 100MG,$81.72
MEROPENEM INJ PER 100MG,$76.94
MEROPENEM INJ PER 100MG,$81.72
MEROPENEM INJ PER 100MG,$223.39
MEROPENEM INJ PER 100MG,$69.66
MEROPENEM INJ PER 100MG,$81.72
MEROPENEM INJ PER 100MG,$76.94
MEROPENEM INJ PER 100MG,$81.72
MEROPENEM INJ PER 100MG,$73.24
MEROPENEM INJ PER 100MG,$64.08
MEROPENEM INJ PER 100MG,$73.24
VABOMERE (ALT*) 2G INJ,$432.28
"MESALAMINE 1.2 G TAB, DR",$28.78
"MESALAMINE 1.2 G TAB, DR",$30.26
"MESALAMINE 1.2 G TAB, DR",$24.80
MESALAMINE 4 G/60 ML ENEMA,$53.40
MESALAMINE 4 G/60 ML ENEMA,$53.40
mesalamine 800 mg tablet,$24.66
mesalamine 800 mg tablet,$24.70
mesalamine 800 mg tablet,$24.77
MESALAMINE CR 250 MG CAP,$14.48
MESNA PER 200 MG INJ,$150.75
MESNA PER 200 MG INJ,$205.68
MESNA PER 200 MG INJ,$82.18
MESNA PER 200 MG INJ,$82.18
MESNA 200 MG TAB,$188.15
MESNA 400 MG TAB,$184.15
METAXALONE 800 MG TAB,$26.30
METFORMIN 250 MG (HALF-TAB),$8.21
METFORMIN 500 MG TAB,$8.35
METFORMIN 500 MG TAB,$8.14
METFORMIN 500 MG TAB,$8.21
METFORMIN 500 MG TAB,$8.28
METFORMIN 500 MG TAB,$8.39
METFORMIN 850 MG TAB,$28.54
METFORMIN 850 MG TAB,$8.25
METHACHOLINE CL INH PER 1 MG,$172.65
METHACHOLINE CL INH PER 1 MG,$172.65
METHADONE INJ PER 10 MG,$57.00
METHADONE INJ PER 10 MG,$57.00
METHADONE 0.1 MG/ML ORAL SOLN,$612.00
METHADONE INJ PER 10 MG,$158.00
METHADONE 10 MG TAB,$12.87
METHADONE 10 MG TAB,$8.77
METHADONE INJ PER 10 MG,$727.60
METHADONE INJ PER 10 MG,$888.75
methadone 1mg/ml oral solution,$102.00
METHADONE 5 MG TAB,$13.14
METHADONE 5 MG TAB,$12.69
METHADONE 5 MG TAB,$12.69
METHADONE 5 MG/5 ML ORAL SOLN,$102.00
METHENAMINE HIPPURATE 1 G TAB,$13.72
METHIMAZOLE 2.5 MG TAB,$12.77
METHIMAZOLE 3 MG/ML SUSP,$222.00
METHIMAZOLE 5 MG TAB,$8.63
METHIMAZOLE 5 MG TAB,$8.77
METHOCARBAMOL 250 MG TAB,$12.35
METHOCARBAMOL 375 MG TAB,$12.53
METHOCARBAMOL 500 MG TAB,$8.35
METHOCARBAMOL 500 MG TAB,$8.26
METHOCARBAMOL 750 MG TAB,$8.25
METHOCARBAMOL 750 MG TAB,$8.53
METHOCARBAMOL 750 MG TAB,$8.49
METHOHEXITAL 0.5 G IV SOLUTION,$185.93
METHOHEXITAL 100 MG/10 ML SYRG,$85.00
METHOTREXATE PER 5 MG INJ,$158.28
METHOTREXATE PER 5 MG INJ,$158.32
METHOTREXATE PER 5 MG INJ,$227.40
METHOTREXATE PER 5 MG INJ,$281.88
METHOTREXATE PER 5 MG INJ,$205.16
METHOTREXATE PER 5 MG INJ,$170.56
METHOTREXATE PER 5 MG INJ,$273.68
METHOTREXATE PER 5 MG INJ,$158.28
METHOTREXATE PER 5 MG INJ,$158.32
METHOTREXATE PER 5 MG INJ,$227.40
METHOTREXATE PER 5 MG INJ,$281.88
METHOTREXATE PER 5 MG INJ,$205.16
METHOTREXATE PER 5 MG INJ,$170.56
METHOTREXATE PER 5 MG INJ,$273.68
METHOTREXATE PER 5 MG INJ,$158.28
METHOTREXATE PER 5 MG INJ,$158.32
METHOTREXATE PER 5 MG INJ,$281.88
METHOTREXATE PER 5 MG INJ,$205.16
METHOTREXATE PER 5 MG INJ,$227.40
METHOTREXATE PER 5 MG INJ,$170.56
METHOTREXATE PER 5 MG INJ,$273.68
METHOTREXATE PER 5 MG INJ,$159.36
METHOTREXATE  2.5 MG TAB,$21.24
METHOTREXATE SODIUM 2.5 MG TAB,$30.20
METHOTREXATE SODIUM 2.5 MG TAB,$26.28
METHOTREXATE SODIUM 2.5 MG TAB,$17.24
METHOTREXATE INJ PER 5 MG,$175.20
METHOTREXATE INJ PER 5 MG,$246.24
METHOXSALEN 20 MCG/ML INJECTION,$433.50
METHYL SALICYLATE-MENTHOL OINT,$23.40
METHYLDOPA 125 MG TAB,$12.60
METHYLDOPA 250 MG TAB,$8.60
METHYLDOPA 250 MG TAB,$8.60
methyldopa 50 mg/ml oral,$13.75
methyldopa 50 mg/ml oral,$13.75
METHYLDOPA 500 MG TAB,$8.98
METHYLDOPA 500 MG TAB,$8.98
METHYLENE BLUE 1 % INJECTION,$75.38
METHYLENE BLUE 1 % INJECTION,$453.59
METHYLENE BLUE 0.5 % INJECTION,$537.83
METHYLENE BLUE 1 % INJ - CONTRAST ,$75.38
METHYLENE BLUE 1 % INJ - CONTRAST ,$453.59
METHYLERGONOVINE  0.2 MG TAB,$69.52
METHYLERGONOVINE  0.2 MG TAB,$133.73
METHYLERGONOVINE  0.2 MG TAB,$140.57
METHYLERGONOVINE  0.2 MG/ML INJ,$83.25
METHYLERGONOVINE  0.2 MG/ML INJ,$64.17
METHYLNALTREXONE INJ PER 0.1MG,$219.23
METHYLPHENIDATE 10 MG TAB,$13.56
METHYLPHENIDATE 2.5 MG TAB,$13.79
METHYLPHENIDATE 5 MG TAB,$13.86
METHYLPHENIDATE 5 MG TAB,$13.53
METHYLPHENIDATE 5 MG TAB,$13.95
METHYLPHENIDATE ER 18 MG TAB,$35.55
METHYLPHENIDATE ER 18 MG TAB,$24.91
METHYLPHENIDATE ER 20 MG TAB,$29.91
METHYLPHENIDATE ER 20 MG TAB,$17.10
METHYLPHENIDATE ER 27 MG TAB,$36.15
METHYLPHENIDATE ER 27 MG TAB,$31.14
METHYLPREDNISOLONE  INJ PER 125MG,$125.40
METHYLPREDNISOLONE ORAL PER 2MG,$15.75
METHYLPREDNISOLONE ORAL PER 4MG,$11.89
METHYLPREDNISOLONE ORAL PER 4MG,$13.01
METHYLPREDNISOLONE ORAL PER 4MG,$11.75
methylprednisolone 4 mg/ml inj,$222.50
methylprednisolone 4 mg/ml inj,$222.50
methylPREDNISolone 40mg/ml inj,$60.63
methylPREDNISolone 40mg/ml inj,$55.82
METHYLPREDNISOLONE 40 MG/ML INJ,$64.14
METHYLPREDNISOLONE 40 MG/ML INJ,$60.99
METHYLPREDNISOLONE 40 MG/ML INJ,$70.93
METHYLPREDNISOLONE  INJ PER 125MG,$89.81
METHYLPREDNISOLONE 80 MG/ML  INJ,$68.43
METHYLPREDNISOLONE 80 MG/ML  INJ,$93.88
METHYLPREDNISOLONE 80 MG/ML  INJ,$92.84
METHYLPREDNISOLONE INJ PER 40MG,$60.63
METHYLPREDNISOLONE INJ PER 40MG,$55.82
METHYLPREDNISOLONE INJ PER 125MG,$67.13
METHYLPREDNISOLONE INJ PER 125MG,$67.13
METOCLOPRAMIDE PER 10MG INJ,$92.50
metoclopramide 1 mg/ml solution,$28.56
METOCLOPRAMIDE 10 MG TAB,$8.42
METOCLOPRAMIDE 10 MG TAB,$8.42
METOCLOPRAMIDE PER 10MG INJ,$125.00
metoclopramide 1mg/ml solution,$28.56
METOCLOPRAMIDE 5 MG TAB,$8.60
METOCLOPRAMIDE 5 MG TAB,$8.77
METOCLOPRAMIDE 5 MG TAB,$8.11
METOCLOPRAMIDE 5 MG TAB,$8.35
METOCLOPRAMIDE 5 MG/5ML ORAL SOLN,$28.56
METOCLOPRAMIDE 5 MG/5ML ORAL SOLN,$9.79
METOCLOPRAMIDE 5 MG/5ML ORAL SOLN,$9.33
METOCLOPRAMIDE 5 MG/5ML ORAL SOLN,$9.33
METOCLOPRAMIDE PER 10MG INJ,$53.90
METOCLOPRAMIDE PER 10MG INJ,$52.50
METOCLOPRAMIDE PER 10MG INJ,$54.88
METOCLOPRAMIDE PER 10MG INJ,$52.86
METOCLOPRAMIDE PER 10MG INJ,$53.90
metoclopramide 5mg/ml inj,$53.90
metoclopramide 5mg/ml inj,$52.50
metoclopramide 5mg/ml inj,$54.88
metoclopramide 5mg/ml inj,$52.86
metoclopramide 5mg/ml inj,$53.90
metoclopramide 5mg/ml inj,$52.50
METOLAZONE 1 MG/ML  SUSP,$13.75
METOLAZONE 1.25 MG TAB,$15.99
METOLAZONE 10 MG TAB,$12.73
METOLAZONE 2.5 MG TAB,$11.99
METOLAZONE 2.5 MG TAB,$11.99
METOLAZONE 5 MG TAB,$12.52
METOLAZONE 5 MG TAB,$12.52
METOPROLOL 100 MG TAB,$8.21
METOPROLOL 100 MG TAB,$8.28
METOPROLOL 100 MG TAB,$8.21
METOPROLOL 100 MG TAB,$8.14
METOPROLOL 100 MG TAB,$8.21
METOPROLOL 12.5 MG TAB,$12.21
METOPROLOL 25 MG TAB,$8.21
METOPROLOL 25 MG TAB,$8.21
METOPROLOL 25 MG TAB,$8.11
METOPROLOL 25 MG TAB,$8.21
METOPROLOL 25 MG TAB,$8.21
METOPROLOL 5 MG/5 ML IV,$58.32
METOPROLOL 5 MG/5 ML IV,$54.55
METOPROLOL 5 MG/5 ML IV,$52.60
METOPROLOL 5 MG/5 ML IV,$55.85
METOPROLOL 5 MG/5 ML IV,$52.24
METOPROLOL 5 MG/5 ML IV,$51.76
METOPROLOL 5 MG/5 ML IV,$52.28
METOPROLOL 5 MG/5 ML IV,$53.18
METOPROLOL 5 MG/5 ML IV,$51.56
METOPROLOL 5 MG/5 ML IV,$58.32
METOPROLOL 5 MG/5 ML IV,$54.55
METOPROLOL 5 MG/5 ML IV,$52.28
METOPROLOL 5 MG/5 ML IV,$53.18
METOPROLOL 5 MG/5 ML IV,$55.85
METOPROLOL 5 MG/5 ML IV,$51.56
METOPROLOL 5 MG/5 ML IV,$52.24
METOPROLOL 5 MG/5 ML IV,$52.60
METOPROLOL 5 MG/5 ML IV,$51.76
METOPROLOL 50 MG TAB,$8.25
METOPROLOL 50 MG TAB,$8.14
METOPROLOL 50 MG TAB,$8.18
METOPROLOL 50 MG TAB,$8.18
METOPROLOL 50 MG TAB,$8.25
METOPROLOL 50 MG TAB,$8.18
METOPROLOL 6.25 MG TAB,$12.21
METOPROLOL SR 12.5 MG 24 HR TAB,$15.40
METOPROLOL SR 25 MG 24 HR TAB,$11.19
METOPROLOL SR 25 MG 24 HR TAB,$10.42
METOPROLOL SR 25 MG 24 HR TAB,$11.40
METOPROLOL SR 25 MG 24 HR TAB,$9.79
METOPROLOL SR 50 MG 24 HR TAB,$11.19
METOPROLOL SR 50 MG 24 HR TAB,$11.40
METOPROLOL SR 50 MG 24 HR TAB,$9.75
METRONIDAZOLE 0.1 MG/ML SUSP,$13.75
METRONIDAZOLE 0.75% TOP GEL,$32.99
METRONIDAZOLE 0.75% TOP GEL,$27.28
METRONIDAZOLE 1 % TOPICAL GEL,$38.62
METRONIDAZOLE 125 MG TAB,$13.33
METRONIDAZOLE 250 MG TAB,$9.30
METRONIDAZOLE 250 MG TAB,$9.33
METRONIDAZOLE 250 MG TAB,$8.77
metronidazole 5 mg/ml inj,$63.25
metronidazole 5 mg/ml inj,$63.25
metronidazole 5 mg/ml inj,$63.25
metronidazole 50 mg/ml oral,$432.00
metronidazole 50 mg/ml oral,$432.00
metronidazole 50 mg/ml oral,$432.00
METRONIDAZOLE 500 MG TAB,$10.31
METRONIDAZOLE 500 MG TAB,$9.12
METRONIDAZOLE 500 MG TAB,$9.68
METRONIDAZOLE 500 MG TAB,$8.63
METRONIDAZOLE 500 MG TOPICAL,$10.31
METRONIDAZOLE 500 MG TOPICAL,$9.68
METRONIDAZOLE 500 MG TOPICAL,$8.63
METRONIDAZOLE IN NS 500MG/100ML,$150.00
METRONIDAZOLE IN NS 500MG/100ML,$150.00
METRONIDAZOLE IN NS 500MG/100ML,$150.00
METRONIDAZOLE IN NS 500MG/100ML,$150.00
METRONIDAZOLE IN NS 500MG/100ML,$150.00
METRONIDAZOLE IN NS 500MG/100ML,$150.00
Mexiletine 10 mg/mL susp,$54.00
MEXILETINE 150 MG CAP,$9.61
MICAFUNGIN INJ PER 1 MG,$219.07
MICAFUNGIN INJ PER 1 MG,$219.07
MICAFUNGIN INJ PER 1 MG,$149.94
MICAFUNGIN INJ PER 1 MG,$149.94
MICONAZOLE NITRATE 100 MG SUPP,$80.52
MICONAZOLE NITRATE 2 % OINT,$72.46
MICONAZOLE NITRATE 2 % OINT,$41.00
MICONAZOLE  2 % TOPICAL CREAM,$34.18
MICONAZOLE NITRATE 2 % POWDER,$39.88
MICONAZOLE NITRATE 2 % POWDER,$45.24
MICONAZOLE NITRATE 2 % POWDER,$40.16
MICONAZOLE NITRATE 2 % POWDER,$40.16
MICONAZOLE 2 % VAGINAL CREAM,$31.24
MICONAZOLE 2 % VAGINAL CREAM,$39.64
MICONAZOLE NITRATE 200 MG SUPP,$128.03
MIDAZOLAM  5 MG/ML INFUSION (NEO-PEDS),$125.00
MIDAZOLAM INJ PER 1MG,$71.70
MIDAZOLAM INJ PER 1MG,$61.38
MIDAZOLAM INJ PER 1MG,$52.59
MIDAZOLAM INJ PER 1MG,$53.50
MIDAZOLAM INJ PER 1MG,$190.88
MIDAZOLAM INJ PER 1MG,$53.26
MIDAZOLAM INJ PER 1MG,$53.01
midazolam inj per 1 mg,$66.50
MIDAZOLAM INJ PER 1MG,$17.10
MIDAZOLAM INJ PER 1MG,$54.87
MIDAZOLAM INJ PER 1MG,$52.84
MIDAZOLAM INJ PER 1MG,$51.30
MIDAZOLAM INJ PER 1MG,$56.86
MIDAZOLAM INJ PER 1MG,$54.87
MIDAZOLAM INJ PER 1MG,$51.86
MIDAZOLAM INJ PER 1MG,$50.95
MIDAZOLAM 2 MG/ML SYRUP,$21.69
MIDAZOLAM 2 MG/ML SYRUP,$21.69
midazolam inj per 1 mg,$51.86
midazolam inj per 1 mg,$51.30
MIDAZOLAM 2 MG/ML SYRUP,$196.08
MIDAZOLAM 2 MG/ML SYRUP,$196.08
MIDAZOLAM INJ PER 1MG,$71.70
MIDAZOLAM INJ PER 1MG,$53.50
MIDAZOLAM INJ PER 1MG,$190.88
MIDAZOLAM INJ PER 1MG,$61.38
MIDAZOLAM INJ PER 1MG,$52.59
MIDAZOLAM INJ PER 1MG,$53.26
MIDAZOLAM INJ PER 1MG,$53.01
MIDAZOLAM INJ PER 1MG,$58.12
MIDAZOLAM 5 MG/ML IV INFUSION (NEO-PEDS) - 100 ML,$61.38
MIDAZOLAM 5 MG/ML IV INFUSION (NEO-PEDS) - 50 ML,$61.38
MIDAZOLAM INJ PER 1MG,$53.26
MIDAZOLAM INJ PER 1 MG,$53.26
MIDAZOLAM INJ PER 1MG,$67.06
MIDODRINE 2.5 MG TAB,$10.73
MIDODRINE 2.5 MG TAB,$10.56
MIDODRINE 2.5 MG TAB,$9.12
MIDODRINE 5 MG TAB,$14.23
MIDODRINE 5 MG TAB,$12.69
MIDODRINE 5 MG TAB,$13.18
MIDODRINE 5 MG TAB,$9.79
MIDODRINE 5 MG TAB,$11.83
MILNACIPRAN 50 MG TAB,$19.27
MILRINONE INJ PER 5MG,$63.88
MILRINONE INJ PER 5MG,$74.54
MILRINONE INJ PER 5MG,$70.48
MILRINONE INJ PER 5MG,$63.33
MILRINONE INJ PER 5MG,$70.48
MILRINONE INJ PER 5MG,$70.61
MILRINONE INJ PER 5MG,$150.00
MILRINONE INJ PER 5MG,$150.00
MINERAL OIL ORAL,$30.48
MINERAL OIL TOPICAL,$16.65
MINERAL OIL TOPICAL,$15.21
MINOCYCLINE 100 MG CAP,$9.79
MINOCYCLINE 50 MG CAP,$8.84
MINOXIDIL 1.25 MG TAB,$13.54
MINOXIDIL 10 MG TAB,$8.70
MINOXIDIL 2.5 MG TAB,$8.60
MINOXIDIL 2.5 MG TAB,$9.54
MIRABEGRON ER 25 MG TABLET,$33.22
MIRABEGRON ER 25 MG TABLET,$35.69
MIRTAZAPINE 15 MG TAB,$24.42
MIRTAZAPINE 15 MG TAB,$9.51
MIRTAZAPINE 15 MG TAB,$8.70
MIRTAZAPINE 15 MG TAB,$8.98
MIRTAZAPINE 15 MG TAB,$8.49
MIRTAZAPINE 15 MG TAB,$8.49
MIRTAZAPINE 15 MG TAB,$8.42
MIRTAZAPINE 7.5 MG TAB,$12.49
MIRTAZAPINE 30 MG TAB,$21.44
MIRTAZAPINE 30 MG TAB,$16.26
MIRTAZAPINE 30 MG TAB,$10.80
MIRTAZAPINE 30 MG TAB,$21.44
MIRTAZAPINE 30 MG TAB,$16.26
MIRTAZAPINE 7.5 MG TAB,$12.49
MISOPROSTOL 100 MCG TAB,$10.87
MISOPROSTOL 100 MCG TAB,$10.07
MISOPROSTOL 100 MCG TAB,$10.45
MISOPROSTOL 100 MCG TAB,$9.44
MISOPROSTOL 200 MCG TAB,$11.01
MISOPROSTOL 200 MCG TAB,$12.20
MISOPROSTOL 200 MCG TAB,$11.15
MISOPROSTOL 25 MCG TAB,$13.44
MISOPROSTOL 50 MCG TAB,$13.44
MITOMYCIN PER 0.2 MG OPHTH,$697.25
MITOMYCIN INJ PER 5 MG,$514.49
MITOMYCIN INJ PER 5 MG,"$1,873.32"
MITOMYCIN INJ PER 5 MG,"$3,625.89"
MITOMYCIN INJ PER 5 MG,"$4,617.24"
MITOMYCIN INJ PER 5 MG,$481.68
MITOTANE 250 MG TAB,$27.79
MITOTANE 500 MG TAB,$38.04
MITOXANTRONE PER 5MG INJ,$962.25
MITOXANTRONE PER 5MG INJ,$527.36
MITOXANTRONE PER 5MG INJ,$733.05
MITOXANTRONE PER 5MG INJ,$326.14
MITOXANTRONE PER 5MG INJ,$692.20
MITOXANTRONE PER 5MG INJ,$732.00
MITOXANTRONE PER 5MG INJ,"$1,205.26"
MITOXANTRONE PER 5MG INJ,$598.50
MITOXANTRONE PER 5MG INJ,"$1,232.25"
MODAFINIL 100 MG TAB,$85.47
MODAFINIL 200 MG TAB,$117.53
MODAFINIL 200 MG TAB,$62.57
MODAFINIL 200 MG TAB,$14.51
MODAFINIL 200 MG TAB,$81.47
MODAFINIL 200 MG TAB,$15.32
MODIFIED LANOLIN OINTMENT,$43.56
MODIFIED LANOLIN OINTMENT,$10.24
MOMETASONE 0.1 % TOPICAL CREAM,$117.47
MOMETASONE 0.1 % TOPICAL CREAM,$48.11
MOMETASONE 0.1 % TOPICAL CREAM,$52.83
MONTELUKAST 10 MG TAB,$8.74
MONTELUKAST 10 MG TAB,$10.84
MONTELUKAST 10 MG TAB,$8.35
MONTELUKAST 4 MG CHEWABLE TAB,$14.97
MONTELUKAST 4 MG CHEWABLE TAB,$12.52
MONTELUKAST 4 MG CHEWABLE TAB,$10.80
MONTELUKAST 4 MG CHEWABLE TAB,$8.49
MONTELUKAST 5 MG TAB,$14.84
MONTELUKAST 5 MG CHEWABLE TAB,$10.80
MONTELUKAST 5 MG CHEWABLE TAB,$8.39
MORPHINE (PF) INJ PER 10MG,$104.92
MORPHINE (PF) INJ PER 10MG,$50.35
MORPHINE (PF) INJ PER 10MG,$51.09
MORPHINE (PF) INJ PER 10MG,$104.92
MORPHINE (PF) INJ PER 10MG,$70.86
MORPHINE (PF) INJ PER 10MG,$84.97
MORPHINE (PF) INJ PER 10MG,$50.46
MORPHINE (PF) INJ PER 10MG,$63.13
MORPHINE (PF) INJ PER 10MG,$70.86
MORPHINE (PF) INJ PER 10MG,$55.60
MORPHINE (PF) INJ PER 10MG,$56.25
MORPHINE (PF) INJ PER 10MG,$56.06
MORPHINE (PF) INJ PER 10MG,$55.85
MORPHINE INJ PER 10 MG,$53.50
MORPHINE 10 MG/5 ML ORAL SOLN,$13.80
MORPHINE 10 MG/5 ML ORAL SOLN,$55.20
MORPHINE 10 MG/5 ML ORAL SOLN,$17.55
MORPHINE 10 MG/5 ML ORAL SOLN,$15.60
MORPHINE 10 MG/5 ML ORAL SOLN,$17.55
MORPHINE 10 MG/5 ML ORAL SOLN,$15.60
MORPHINE 15 MG TAB,$12.24
MORPHINE 15 MG TAB,$10.42
MORPHINE INJ PER 10 MG,$53.36
MORPHINE INJ PER 10 MG,$53.36
MORPHINE INJ PER 10MG,$60.81
MORPHINE INJ PER 10MG,$51.40
MORPHINE INJ PER 10MG,$57.07
MORPHINE SR 20 MG 24 HR CAP,$21.00
MORPHINE INJ PER 10 MG,$70.86
MORPHINE INJ PER 10 MG,$57.07
morphine 2mg/ml  solution,$39.00
morphine 2mg/ml  solution,$39.00
MORPHINE 30 MG TAB,$13.62
MORPHINE (PF) INJ PER 10MG,$75.27
MORPHINE (PF) INJ PER 10MG,$76.29
MORPHINE (PF) INJ PER 10MG,$86.51
MORPHINE (PF) INJ PER 10MG,$75.27
MORPHINE (PF) INJ PER 10MG,$76.29
MORPHINE (PF) INJ PER 10MG,$86.51
MORPHINE (PF) INJ PER 10MG,$55.64
MORPHINE INJ PER 10MG,$57.07
MORPHINE SR 50 MG 24 HR CAP,$28.50
MORPHINE SR 50 MG 24 HR CAP,$25.68
MORPHINE 7.5 MG (HALF TAB),$12.23
morphine oral solution per 0.4 mg,$12.60
MORPHINE CONCENTRATE 20MG/ML ORAL,$13.61
MORPHINE CONCENTRATE 20MG/ML ORAL,$30.00
MORPHINE CONCENTRATE 20MG/ML ORAL,$12.31
MORPHINE CONCENTRATE 20MG/ML ORAL,$57.90
MORPHINE IN NS 100 MG/100 ML,$150.00
MORPHINE IN NS 500 MG/50 ML,$150.00
MORPHINE SR 100 MG TAB,$23.31
MORPHINE SR 100 MG TAB,$23.31
MORPHINE SR 15 MG TAB,$13.68
MORPHINE SR 15 MG TAB,$13.59
MORPHINE SR 15 MG TAB,$9.65
MORPHINE SR 30 MG TAB,$26.07
MORPHINE SR 30 MG TAB,$15.13
MORPHINE SR 60 MG TAB,$19.65
MORPHINE SR 60 MG TAB,$19.65
MOXIFLOXACIN 0.5 % OPHTH INJ,$68.75
MOXIFLOXACIN 0.5 % EYE DROPS,$320.03
MOXIFLOXACIN 0.5 % EYE DROPS,$83.21
MOXIFLOXACIN ORAL SOLUTION,$114.68
MOXIFLOXACIN 200 MG TAB,$90.09
MOXIFLOXACIN 400 MG TAB,$86.09
MOXIFLOXACIN 400 MG TAB,$34.98
MOXIFLOXACIN PER 100MG INJ,$183.25
MULTIVITAMIN (AQUAADEKS) DROPS,$117.00
multivitamin oral liquid,$117.00
multivitamin therapeutic 5 ml cup,$8.35
"MULTIVITAMIN,TX-MINERAL TAB",$8.11
AQUADEKS (ALT*) CHEW TAB,$10.03
MULTIVITS MINERALS-COENZ SUSP,$77.10
MUPIROCIN 2 % OINTMENT,$49.30
MUPIROCIN 2 % OINTMENT,$39.81
MUPIROCIN 2 % NASAL OINTMENT,$49.30
MUPIROCIN 2 % NASAL OINTMENT,$39.81
MUPIROCIN 2 % TOPICAL CREAM,$232.60
MUPIROCIN 2 % TOPICAL CREAM,$147.79
MUPIROCIN 2 % TOPICAL CREAM,$769.18
INFUVITE ADULT (ALT*) INJ,$73.08
INFUVITE ADULT (ALT*) INJ,$71.19
INFUVITE PEDS (ALT*) INJ,$390.60
MYCOPHENOLATE 180 MG TAB,$23.12
MYCOPHENOLATE 180 MG TAB,$21.34
MYCOPHENOLATE 180 MG TAB,$21.34
MYCOPHENOLATE 180 MG TAB,$19.38
MYCOPHENOLATE ORAL PER 250MG,"$3,310.75"
MYCOPHENOLATE ORAL PER 250MG,"$1,671.98"
MYCOPHENOLATE ORAL PER 250MG,$10.87
MYCOPHENOLATE ORAL PER 250MG,$29.81
MYCOPHENOLATE ORAL PER 250MG,$10.77
MYCOPHENOLATE ORAL PER 250MG,$8.77
MYCOPHENOLATE ORAL PER 250MG,$9.23
MYCOPHENOLATE ORAL PER 250MG,$10.45
MYCOPHENOLATE ORAL PER 250MG,$9.23
MYCOPHENOLATE ORAL PER 250MG,$8.91
MYCOPHENOLATE ORAL PER 250MG,$9.68
MYCOPHENOLATE TAB PER 180 mg,$36.08
MYCOPHENOLATE TAB PER 180 mg,$32.73
MYCOPHENOLATE TAB PER 180 mg,$31.01
MYCOPHENOLATE 500 MG IV SOLUTION,$227.87
MYCOPHENOLATE 500 MG IV SOLUTION,$267.72
MYCOPHENOLATE 500 MG IV SOLUTION,$284.80
MYCOPHENOLATE 500 MG IV SOLUTION,$284.80
MYCOPHENOLATE ORAL PER 250MG,$10.31
MYCOPHENOLATE ORAL PER 250MG,$10.49
MYCOPHENOLATE ORAL PER 250MG,$51.62
MYCOPHENOLATE ORAL PER 250MG,$10.52
MYCOPHENOLATE ORAL PER 250MG,$10.42
mycophenolate oral per 250 mg,"$3,310.75"
FERRIC GLUCONATE 12.5MG INJECTION,$147.08
NABUMETONE 250 MG TAB,$13.30
NABUMETONE 500 MG TAB,$8.53
NABUMETONE 500 MG TAB,$10.07
NADOLOL 10 MG TAB,$16.76
NADOLOL 20 MG TAB,$19.87
NADOLOL 20 MG TAB,$12.76
NADOLOL 80 MG TAB,$16.96
NADOLOL 80 MG TAB,$25.49
NALBUPHINE INJ PER 10MG,$59.52
NALBUPHINE INJ PER 10MG,$136.87
NALBUPHINE INJ PER 10MG,$59.46
NALBUPHINE INJ PER 10MG,$64.95
NALOXONE PER 1 MG INJ,$94.36
NALOXONE PER 1 MG INJ,$96.90
NALOXONE PER 1 MG INJ,$333.63
naloxone inj per 1mg,$88.28
naloxone inj per 1mg,$96.90
naloxone inj per 1mg,$88.28
naloxone inj per 1mg,$96.90
NALOXONE PER 1 MG INJ,$342.18
NALOXONE PER 1 MG INJ,$158.13
NALOXONE PER 1 MG INJ,$158.13
NALOXONE PER 1 MG INJ,$139.80
naloxone inj per 1mg,$66.50
naloxone inj per 1mg,$66.50
NALOXONE INJ PER 1MG,$385.00
NALOXONE INJ PER 1MG,$385.00
NALOXONE PER 1 MG INJ,$158.13
NALOXONE PER 1 MG INJ,$139.80
NALTREXONE 25 MG TAB,$18.69
NALTREXONE 50 MG TAB,$15.60
NALTREXONE 50 MG TAB,$14.69
NALTREXONE 50 MG TAB,$10.80
NALTREXONE SR INJ PER 1MG,"$2,790.25"
NAPROXEN 125 MG TAB,$12.11
NAPROXEN 250 MG TAB,$8.11
NAPROXEN 250 MG TAB,$8.11
NAPROXEN 375 MG TAB,$8.53
NAPROXEN 375 MG TAB,$8.25
NAPROXEN 375 MG TAB,$8.25
NATALIZUMAB INJ PER 1MG,"$12,288.64"
NATALIZUMAB INFUSION - GI CLINIC,"$12,288.64"
NATEGLINIDE 120 MG TAB,$16.89
NATEGLINIDE 30 MG TAB,$20.58
NATEGLINIDE 60 MG TAB,$16.58
NATEGLINIDE 60 MG TAB,$9.54
NEBIVOLOL 10 MG TAB,$18.15
NEBIVOLOL 2.5 MG TAB,$22.15
NEBIVOLOL 5 MG TAB,$18.15
NEFAZODONE 100 MG TAB,$11.12
NEFAZODONE 150 MG TAB,$11.26
NEFAZODONE 50 MG TAB,$15.12
NEFAZODONE 75 MG TAB,$15.29
NELARABINE INJ PER 50 MG,"$2,673.75"
NELARABINE INJ PER 50 MG,"$2,673.75"
NELFINAVIR 125 MG TAB,$22.68
NELFINAVIR 250 MG TAB,$18.68
NEOMYCIN 250 MG TAB,$14.14
NEOMYCIN 500 MG TAB,$10.14
NEOMYCIN-BACITRACIN-POLY OINT,$156.79
NEOMYCIN-BACITRACIN-POLYMYXIN OIN,$38.24
NEOMYCIN-BACITRACIN-POLYMYXIN OIN,$29.63
NEOSPORIN (ALT*) TOPICAL,$8.42
NEOSPORIN (ALT*) TOPICAL,$8.53
