"The University of Texas MD Anderson Cancer Center
Hospital Charge List",,,,
Pricing as of December 2018.,,,,
"DISCLAIMER: THIS SITE IS FOR INFORMATIONAL PURPOSES ONLY AND IS NOT AN OFFER OR REPRESENTATION OF ACTUAL PRICING FOR SERVICES; MD ANDERSON IS PROVIDING THIS INFORMATION ON AN AS-IS BASIS TO GIVE PATIENTS A GENERAL IDEA OF POTENTIAL CHARGES ASSOCIATED WITH MEDICAL CARE AND DOES NOT WARRANT THE ACCURACY, COMPLETENESS, OR USEFULNESS OF THE INFORMATION PROVIDED.  THIS INFORMATION IS NEITHER INTENDED TO BE NOR SHOULD IT BE CONSIDERED FINANCIAL OR MEDICAL ADVICE.  MD ANDERSON MAKES NO GUARANTEES REGARDING THE CHARGE INFORMATION PROVIDED ON THIS WEBSITE. THE CHARGE INFORMATION IS STRICTLY AN ESTIMATE OF CHARGES AND MD ANDERSON CANNOT GUARANTEE THE ESTIMATES BECAUSE SERVICES RENDERED TO EACH PATIENT AND THEIR COST MAY VARY BECAUSE OF TREATMENT DECISIONS, UNFORESEEN COMPLICATIONS, ADDITIONAL TESTS OR SERVICES ORDERED BY YOUR PHYSICIAN, AND THE INDIVIDUAL NEEDS OF EACH PATIENT. IN ADDITION, ESTIMATES MAY CHANGE BASED ON YOUR CONTRACTED INSURANCE BENEFITS, INSURANCE POLICY EXCLUSIONS, MAXIMUM BENEFITS, PENDING FINANCIAL ASSISTANCE, OR PENDING STATE/FEDERAL PROGRAM OR OTHER AID.",,,,
1504,PULMONARY FUNCTION - GENERAL CLASSIFICATION,94070,"Multiple measurements and graphic recordings of the amount and speed of breathed air, before and following medication administration",$974
1505,PULMONARY FUNCTION - GENERAL CLASSIFICATION,94150,Measurement of largest amount of air exhaled from lungs,$108
1506,PULMONARY FUNCTION - GENERAL CLASSIFICATION,94618,Test for exercise-induced lung stress,$579
1507,PULMONARY FUNCTION - GENERAL CLASSIFICATION,94621,Test for exercise-induced heart and lung stress,$772
1508,PULMONARY FUNCTION - GENERAL CLASSIFICATION,94681,Collection and analysis of exhaled air and carbon dioxide for evaluation of lung function,$510
1509,PULMONARY FUNCTION - GENERAL CLASSIFICATION,94726,Determination of lung volumes using plethysmography,$503
1510,PULMONARY FUNCTION - GENERAL CLASSIFICATION,94727,Determination of lung volumes using gas dilution or washout,$485
1511,PULMONARY FUNCTION - GENERAL CLASSIFICATION,94729,Measurement of lung diffusing capacity,$519
1512,PULMONARY FUNCTION - GENERAL CLASSIFICATION,94760,Measurement of oxygen saturation in blood using ear or finger device,$101
1513,PULMONARY FUNCTION - GENERAL CLASSIFICATION,94761,Multiple measurements of oxygen saturation in blood using ear or finger device,$110
1514,PULMONARY FUNCTION - GENERAL CLASSIFICATION,94762,Overnight measurement of oxygen saturation in blood using ear or finger device,$352
1515,PULMONARY FUNCTION - GENERAL CLASSIFICATION,94770,Measurement of exhaled carbon dioxide gas,$315
1516,AUDIOLOGY - DIAGNOSTIC,92504,Diagnostic examination of ear and nose,$227
1517,AUDIOLOGY - DIAGNOSTIC,92537,Assessment and recording of balance system during hot and cold irrigation of both ears,$660
1518,AUDIOLOGY - DIAGNOSTIC,92538,Assessment and recording of balance system during irrigation of both ears,$549
1519,AUDIOLOGY - DIAGNOSTIC,92540,"Observation, testing, and recording of abnormal eye movement",$738
1520,AUDIOLOGY - DIAGNOSTIC,92546,Assessment and recording of abnormal eye movement with patient in a rotating chair,$442
1521,AUDIOLOGY - DIAGNOSTIC,92550,Assessment of eardrum and muscle function,$431
1522,AUDIOLOGY - DIAGNOSTIC,92552,Pure tone air conduction threshold hearing assessment,$154
1523,AUDIOLOGY - DIAGNOSTIC,92553,Pure tone air and bone conduction hearing assessment,$252
1524,AUDIOLOGY - DIAGNOSTIC,92555,Assessment of speech hearing loss,$106
1525,AUDIOLOGY - DIAGNOSTIC,92556,Assessment of hearing loss and speech recognition,$161
1526,AUDIOLOGY - DIAGNOSTIC,92557,Air and bone conduction assessment of hearing loss and speech recognition,$405
1527,AUDIOLOGY - DIAGNOSTIC,92567,Eardrum testing using ear probe,$142
1528,AUDIOLOGY - DIAGNOSTIC,92579,Hearing test for children,$303
1529,AUDIOLOGY - DIAGNOSTIC,92582,Hearing tests for children,$349
1530,AUDIOLOGY - DIAGNOSTIC,92584,Testing of nerve from ear to brain (cochlear),$521
1531,AUDIOLOGY - DIAGNOSTIC,92585,Placement of scalp electrodes for assessment and recording of responses from several areas of the nerve-brain hearing system,$825
1532,AUDIOLOGY - DIAGNOSTIC,92588,Placement of ear probe for computerized cochlear assessment of repeated sounds with interpretation and report,$601
1533,AUDIOLOGY - DIAGNOSTIC,92700,"Ear, nose, or throat procedure",$521
1534,AUDIOLOGY - OTHER AUDIOLOGY,V5011,Hearing aid fitting/checking,$146
1535,AUDIOLOGY - OTHER AUDIOLOGY,V5020,Conformity evaluation,$109
1536,CARDIOLOGY - GENERAL CLASSIFICATION,92960,External shock to heart to regulate heart beat,"$1,254"
1537,CARDIOLOGY - GENERAL CLASSIFICATION,93279,"Evaluation, testing, and programming adjustment of permanent single lead pacemaker system in one chamber of heart with qualified health care professional analysis, review, and report",$78
1538,CARDIOLOGY - GENERAL CLASSIFICATION,93280,"Evaluation, testing, and programming adjustment of permanent dual lead pacemaker system with physician analysis, review, and report",$78
1539,CARDIOLOGY - GENERAL CLASSIFICATION,93281,"Evaluation, testing, and programming adjustment of permanent multiple lead pacemaker system with physician analysis, review, and report",$193
1540,CARDIOLOGY - GENERAL CLASSIFICATION,93282,"Evaluation, testing and programming adjustment of defibrillator with analysis, review and report",$135
1541,CARDIOLOGY - GENERAL CLASSIFICATION,93283,"Evaluation, testing and programming adjustment of defibrillator with analysis, review and report",$135
1542,CARDIOLOGY - GENERAL CLASSIFICATION,93284,"Evaluation, testing and programming adjustment of defibrillator with analysis, review and report",$135
1543,CARDIOLOGY - GENERAL CLASSIFICATION,93286,"Evaluation, testing, and programming adjustment of single, dual, or multiple lead pacemaker system before or after surgery, procedure, or test with qualified health care professional analysis, review, and report",$335
1544,CARDIOLOGY - GENERAL CLASSIFICATION,93287,"Evaluation and programming adjustment of defibrillator with analysis, review and report",$372
1545,CARDIOLOGY - GENERAL CLASSIFICATION,93288,"Evaluation of parameters of leadless, single, dual, or multiple lead pacemaker system with qualified health care professional analysis, review, and report",$78
1546,CARDIOLOGY - GENERAL CLASSIFICATION,93289,"Evaluation of defibrillator including connection, recording and disconnection",$135
1547,CARDIOLOGY - GENERAL CLASSIFICATION,93291,"Evaluation of heart rhythm monitor system implanted under skin with qualified health care professional analysis, review, and report",$78
1548,CARDIOLOGY - GENERAL CLASSIFICATION,93296,"Remote evaluations of single, dual, or multiple lead pacemaker system or implantable defibrillator system with technician review, support and distribution of results, up to 90 days",$195
1549,CARDIOLOGY - GENERAL CLASSIFICATION,93299,"Remote evaluations of implantable heart and blood vessel monitor or loop recorder system with technician analysis, review, and report, up to 30 days",$195
1550,CARDIOLOGY - GENERAL CLASSIFICATION,93799,Heart and blood vessel procedure,"$10,114"
1551,CARDIOLOGY - CARDIAC CATH LAB,33229,Removal and replacement of multiple lead permanent pacemaker pulse generator,"$25,248"
1552,CARDIOLOGY - CARDIAC CATH LAB,33263,Removal and replacement of defibrillator pulse generator,"$19,019"
1553,CARDIOLOGY - CARDIAC CATH LAB,92978,Ultrasound evaluation of heart blood vessel or graft,"$4,027"
1554,CARDIOLOGY - CARDIAC CATH LAB,92979,Ultrasound evaluation of heart blood vessel or graft,"$3,861"
1555,CARDIOLOGY - CARDIAC CATH LAB,93451,Insertion of catheter for diagnostic evaluation of right heart structures,"$8,515"
1556,CARDIOLOGY - CARDIAC CATH LAB,93453,Insertion of catheter into right and left heart for diagnosis,"$14,315"
1557,CARDIOLOGY - CARDIAC CATH LAB,93454,Insertion of catheter for imaging of heart blood vessels or grafts,"$11,536"
1558,CARDIOLOGY - CARDIAC CATH LAB,93455,Insertion of catheter for imaging of heart blood vessels or grafts,"$14,506"
1559,CARDIOLOGY - CARDIAC CATH LAB,93456,Insertion of catheter in right heart for X-ray imaging of blood vessels or grafts,"$17,832"
1560,CARDIOLOGY - CARDIAC CATH LAB,93457,Insertion of catheter in right heart for imaging of blood vessels or grafts,"$19,826"
1561,CARDIOLOGY - CARDIAC CATH LAB,93458,Insertion of catheter in left heart for imaging of blood vessels or grafts and left lower heart,"$17,656"
1562,CARDIOLOGY - CARDIAC CATH LAB,93459,Insertion of catheter in left heart for imaging of blood vessels or grafts and left lower heart,"$18,404"
1563,CARDIOLOGY - CARDIAC CATH LAB,93460,Insertion of catheter in right and left heart for imaging of blood vessels or grafts and left lower heart,"$21,207"
1564,CARDIOLOGY - CARDIAC CATH LAB,93461,Insertion of catheter in right and left heart for imaging of blood vessels or grafts and left lower heart,"$21,402"
1565,CARDIOLOGY - CARDIAC CATH LAB,93463,Drug infusion during cardiac catheterization,"$1,703"
1566,CARDIOLOGY - CARDIAC CATH LAB,93505,Biopsy of the wall dividing the left and right heart,"$6,576"
1567,CARDIOLOGY - CARDIAC CATH LAB,93567,Injection for X-ray imaging of aorta above heart valve,"$2,698"
1568,CARDIOLOGY - CARDIAC CATH LAB,93568,Injection for X-ray imaging of pulmonary (lung) artery from heart,"$4,443"
1569,CARDIOLOGY - CARDIAC CATH LAB,93571,Ultrasound evaluation of heart blood vessel during diagnosis or treatment,"$2,278"
1570,CARDIOLOGY - CARDIAC CATH LAB,93572,Ultrasound evaluation of heart blood vessel during diagnosis or treatment,"$1,778"
1571,CARDIOLOGY - CARDIAC CATH LAB,93620,"Insertion of catheters for recording, pacing, and attempted induction of abnormal rhythm in right upper and lower heart","$11,385"
1572,CARDIOLOGY - STRESS TEST,93017,Exercise or drug-induced heart and blood vessel stress test with EKG tracing and monitoring,$614
1573,CARDIOLOGY - ECHOCARDIOLOGY,93306,"Ultrasound examination of heart including color-depicted blood flow rate, direction, and valve function","$2,198"
1574,CARDIOLOGY - ECHOCARDIOLOGY,93307,Chest ultrasound examination of heart,"$1,253"
1575,CARDIOLOGY - ECHOCARDIOLOGY,93308,Follow-up or limited ultrasound examination of heart,$417
1576,CARDIOLOGY - ECHOCARDIOLOGY,93312,Insertion of probe in esophagus for heart ultrasound examination including interpretation and report,"$1,307"
1577,CARDIOLOGY - ECHOCARDIOLOGY,93320,"Doppler ultrasound study of heart blood flow, valves, and chambers",$927
1578,CARDIOLOGY - ECHOCARDIOLOGY,93321,"Follow-up or limited heart doppler ultrasound study of heart blood flow, valves, and chambers",$331
1579,CARDIOLOGY - ECHOCARDIOLOGY,93325,"Doppler ultrasound study of color-directed heart blood flow, rate, and valve function",$843
1580,CARDIOLOGY - ECHOCARDIOLOGY,93350,"Ultrasound examination of the heart performed during rest, exercise, and/or drug-induced stress with interpretation and report","$1,062"
1581,CLINIC - GENERAL CLASSIFICATION,99201,"New patient office or other outpatient visit, typically 10 minutes",$110
1582,CLINIC - GENERAL CLASSIFICATION,99202,"New patient office or other outpatient visit, typically 20 minutes",$154
1583,CLINIC - GENERAL CLASSIFICATION,99203,"New patient office or other outpatient visit, typically 30 minutes",$230
1584,CLINIC - GENERAL CLASSIFICATION,99204,"New patient office or other outpatient visit, typically 45 minutes",$310
1585,CLINIC - GENERAL CLASSIFICATION,99205,"New patient office or other outpatient visit, typically 60 minutes",$385
1586,CLINIC - GENERAL CLASSIFICATION,99211,"Established patient office or other outpatient visit, typically 5 minutes",$110
1587,CLINIC - GENERAL CLASSIFICATION,99212,"Established patient office or other outpatient visit, typically 10 minutes",$154
1588,CLINIC - GENERAL CLASSIFICATION,99213,"Established patient office or other outpatient visit, typically 15 minutes",$230
1589,CLINIC - GENERAL CLASSIFICATION,99214,"Established patient office or other outpatient, visit typically 25 minutes",$310
1590,CLINIC - GENERAL CLASSIFICATION,99215,"Established patient office or other outpatient, visit typically 40 minutes",$385
1591,CLINIC - GENERAL CLASSIFICATION,99241,"Patient office consultation, typically 15 minutes",$110
1592,CLINIC - GENERAL CLASSIFICATION,99242,"Patient office consultation, typically 30 minutes",$154
1593,CLINIC - GENERAL CLASSIFICATION,99243,"Patient office consultation, typically 40 minutes",$230
1594,CLINIC - GENERAL CLASSIFICATION,99244,"Patient office consultation, typically 60 minutes",$310
1595,CLINIC - GENERAL CLASSIFICATION,99245,"Patient office consultation, typically 80 minutes",$385
1596,CLINIC - GENERAL CLASSIFICATION,99354,Prolonged office or other outpatient service first hour,$144
1597,CLINIC - GENERAL CLASSIFICATION,99386,Initial new patient preventive medicine evaluation age 40-64 years,$161
1598,CLINIC - GENERAL CLASSIFICATION,99387,"Initial new patient preventive medicine evaluation, age 65 years and older",$161
1599,CLINIC - GENERAL CLASSIFICATION,99396,Established patient periodic preventive medicine examination age 40-64 years,$161
1600,CLINIC - GENERAL CLASSIFICATION,99397,"Established patient periodic preventive medicine examination, age 65 years and older",$161
1601,CLINIC - GENERAL CLASSIFICATION,99401,"Preventive medicine counseling, approximately 15 minutes",$109
1602,CLINIC - OTHER CLINIC,99091,"Collection and interpretation of physical parameters stored in computers and/or transmitted by the patient and/or caregiver to qualified health care professional, requiring 30 minutes or more, per 30 days",$758
1603,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION,0159T,Cad breast mri,$142
1604,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION,19287,Placement of breast localization devices accessed through the skin with MRI guidance,"$7,376"
1605,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION,19288,Placement of breast localization devices accessed through the skin with MRI guidance,"$3,689"
1606,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION,70540,"MRI scan bones of the eye, face, and/or neck","$4,182"
1607,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION,70542,"MRI scan bones of the eye, face, and/or neck with contrast","$4,560"
1608,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION,70543,"MRI scan bones of the eye, face, and/or neck before and after contrast","$5,506"
1609,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION,71550,MRI scan of chest,"$3,878"
1610,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION,71551,MRI scan of chest with contrast,"$4,330"
1611,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION,71552,MRI scan of chest before and after contrast,"$5,107"
1612,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION,72195,MRI scan of pelvis,"$4,109"
1613,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION,72196,MRI scan of pelvis with contrast,"$4,509"
1614,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION,72197,MRI scan of pelvis before and after contrast,"$5,206"
1615,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION,73218,MRI scan of arm,"$3,418"
1616,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION,73220,MRI scan of arm before and after contrast,"$5,007"
1617,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION,73221,MRI scan of arm joint,"$3,508"
1618,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION,73223,MRI scan of arm joint before and after contrast,"$5,195"
1619,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION,73718,MRI scan of leg,"$4,084"
1620,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION,73719,MRI scan of leg with contrast,"$4,187"
1621,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION,73720,MRI scan of leg before and after contrast,"$5,181"
1622,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION,73721,MRI scan of leg joint,"$3,782"
1623,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION,73722,MRI scan of leg joint with contrast,"$4,064"
1624,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION,73723,MRI scan of leg joint before and after contrast,"$5,009"
1625,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION,74181,MRI scan of abdomen,"$3,834"
1626,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION,74182,MRI scan of abdomen with contrast,"$4,526"
1627,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION,74183,MRI scan of abdomen before and after contrast,"$6,161"
1628,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION,76390,MRI study,"$3,258"
1629,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION,76498,MRI scan,"$9,283"
1630,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION,77021,Radiological supervision and interpretation of MRI guidance for insertion of needle,"$3,588"
1631,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION,77022,MRI guidance for destruction of tissue,"$3,374"
1632,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION,99999,#N/A,"$3,628"
1633,MAGNETIC RESONANCE TECHNOLOGY (MRT) - MRI - BRAIN/BRAINSTEM,70551,MRI scan brain,"$4,182"
1634,MAGNETIC RESONANCE TECHNOLOGY (MRT) - MRI - BRAIN/BRAINSTEM,70552,MRI scan of brain with contrast,"$4,350"
1635,MAGNETIC RESONANCE TECHNOLOGY (MRT) - MRI - BRAIN/BRAINSTEM,70553,MRI scan of brain before and after contrast,"$6,249"
1636,MAGNETIC RESONANCE TECHNOLOGY (MRT) - MRI - BRAIN/BRAINSTEM,70554,Functional MRI scan of brain,"$4,179"
1637,MAGNETIC RESONANCE TECHNOLOGY (MRT) - MRI - BRAIN/BRAINSTEM,70555,Functional MRI scan of brain with physician or psychologist administration of neurofunctional testing,"$4,144"
1638,MAGNETIC RESONANCE TECHNOLOGY (MRT) - MRI - BRAIN/BRAINSTEM,70557,"MRI scan of brain, during open brain procedure","$4,098"
1639,MAGNETIC RESONANCE TECHNOLOGY (MRT) - MRI - BRAIN/BRAINSTEM,70559,"MRI scan of brain, during open brain procedure before and after contrast","$5,867"
1640,MAGNETIC RESONANCE TECHNOLOGY (MRT) - MRI - SPINAL CORD/SPINE,72141,MRI scan of upper spinal canal,"$4,517"
1641,MAGNETIC RESONANCE TECHNOLOGY (MRT) - MRI - SPINAL CORD/SPINE,72142,MRI scan of upper spinal canal with contrast,"$4,598"
1642,MAGNETIC RESONANCE TECHNOLOGY (MRT) - MRI - SPINAL CORD/SPINE,72146,MRI scan of middle spinal canal,"$4,052"
1643,MAGNETIC RESONANCE TECHNOLOGY (MRT) - MRI - SPINAL CORD/SPINE,72147,MRI scan of middle spinal canal with contrast,"$4,443"
1644,MAGNETIC RESONANCE TECHNOLOGY (MRT) - MRI - SPINAL CORD/SPINE,72148,MRI scan of lower spinal canal,"$4,197"
1645,MAGNETIC RESONANCE TECHNOLOGY (MRT) - MRI - SPINAL CORD/SPINE,72149,MRI scan of lower spinal canal with contrast,"$4,615"
1646,MAGNETIC RESONANCE TECHNOLOGY (MRT) - MRI - SPINAL CORD/SPINE,72156,MRI scan of upper spinal canal before and after contrast,"$6,364"
1647,MAGNETIC RESONANCE TECHNOLOGY (MRT) - MRI - SPINAL CORD/SPINE,72157,MRI scan of middle spinal canal before and after contrast,"$6,170"
1648,MAGNETIC RESONANCE TECHNOLOGY (MRT) - MRI - SPINAL CORD/SPINE,72158,MRI scan of lower spinal canal before and after contrast,"$6,249"
1649,MAGNETIC RESONANCE TECHNOLOGY (MRT) - MRI - OTHER,75557,MRI of heart,"$1,230"
1650,MAGNETIC RESONANCE TECHNOLOGY (MRT) - MRI - OTHER,75561,MRI of heart before and after contrast,"$1,882"
1651,MAGNETIC RESONANCE TECHNOLOGY (MRT) - MRI - OTHER,77058,Mri one breast,"$4,423"
1652,MAGNETIC RESONANCE TECHNOLOGY (MRT) - MRI - OTHER,77059,Mri both breasts,"$4,613"
1653,MAGNETIC RESONANCE TECHNOLOGY (MRT) - MRA - HEAD AND NECK,70544,MRA scan of head blood vessels,"$1,655"
1654,MAGNETIC RESONANCE TECHNOLOGY (MRT) - MRA - HEAD AND NECK,70545,MRA scan of head blood vessels with contrast,"$1,848"
1655,MAGNETIC RESONANCE TECHNOLOGY (MRT) - MRA - HEAD AND NECK,70546,MRA scan of head blood vessels before and after contrast,"$2,092"
1656,MAGNETIC RESONANCE TECHNOLOGY (MRT) - MRA - HEAD AND NECK,70547,MRA scan of neck blood vessels,"$1,655"
