Category,Charge Code,Charge Description,CPT/HCPCS Code," Inpatient 
Price "," Outpatient 
Price "
Supplies,CDM#70954342,ENT PONTO SINGLE STAGE,L8690,"$12,000.00 ","$12,000.00 "
Supplies,CDM#70951207,BAHA SINGLE STAGE,L8690,"$12,200.00 ","$12,200.00 "
Supplies,OM71-0112,"ORTHOMED K-WIRE DOUBLE TROCAR 9"" .045"" (OM71-0112)",L8699,$16.92 ,$16.92 
Supplies,OM71-0114,"ORTHOMED K-WIRE DOUBLE TROCAR 9"" .054"" (OM71-0114)",L8699,$16.92 ,$16.92 
Supplies,OM71-0113,"ORTHOMED K-WIRE DOUBLE TROCAR 9"" .062"" (OM71-0113)",L8699,$16.92 ,$16.92 
Supplies,OM71-0152,"K-WIRE SINGLE TROCAR 9"" X 1.1MM (OM71-0152)",L8699,$17.88 ,$17.88 
Supplies,OM71-0111,"ORTHOMED K-WIRE DOUBLE TROCAR 9"" .035"" (OM71-0111)",L8699,$17.88 ,$17.88 
Supplies,OM71-0153,"ORTHOMED K-WIRE SINGLE TROCAR 9"" X 1.6MM (OM71-015",L8699,$17.88 ,$17.88 
Supplies,OM71-0513,"ORTHOMED K-WIRE SINGLE TROCAR 9"" X 2.4MM (OM71-051",L8699,$17.88 ,$17.88 
Supplies,EX#KWIRE,K-WIRE .065,L8699,$18.00 ,$18.00 
Supplies,OM71-0130,"ORTHOMED K-WIRE SINGLE TROCAR 4"" .028"" (OM71-0130)",L8699,$18.48 ,$18.48 
Supplies,OM71-0131,"ORTHOMED K-WIRE SINGLE TROCAR 4"" .035"" (OM71-0131)",L8699,$18.48 ,$18.48 
Supplies,OM71-0133,"ORTHOMED K-WIRE SINGLE TROCAR 4"" .054"" (OM71-0133)",L8699,$18.48 ,$18.48 
Supplies,OM71-0134,"ORTHOMED K-WIRE SINGLE TROCAR 4"" .062"" (OM71-0134)",L8699,$18.48 ,$18.48 
Supplies,CC#50040907,K-WIRE SMOOTH 1.1 X 102MM (1604-145NS),L8699,$18.72 ,$18.72 
Supplies,EX#OM71-0132,"ORTHOMED K-WIRE SINGLE TROCAR 4"" .045"" (OM71-0132)",L8699,$20.16 ,$20.16 
Supplies,CC#50040905,K-WIRE SMOOTH .07 X 102MM (1604-128NS),L8699,$21.60 ,$21.60 
Supplies,CC#50040906,K-WIRE SMOOTH .09 X 102MM (1604-135NS),L8699,$21.60 ,$21.60 
Supplies,CC#50040909,K-WIRE SMOOTH 1.6 X 102MM (1604-162NS),L8699,$21.60 ,$21.60 
Supplies,OM71-0510,"ORTHOMED PIN STEINMANN SM SINGLE TROCAR 9"" X 2.0MM",L8699,$27.84 ,$27.84 
Supplies,CC#50004513,"PIN STEINMAN TROCAR THD 9/64"" X 9"" (1636-109TNS)",L8699,$32.88 ,$32.88 
Supplies,OM71-0516,"ORTHOMED STEIN  PIN SINGLE TROCAR 9"" 7/64"" (2.8MM",L8699,$33.60 ,$33.60 
Supplies,EX#03311061,SYNTHES FIXATION NUT (03.311.061),L8699,$59.52 ,$59.52 
Supplies,CC#57712230,ILIZAROV A NUT 10MM 5.0MM THICK (10-3300),L8699,$62.76 ,$62.76 
Supplies,EX#71070291,PIN CLIPS 4/5/6MM (71070291),L8699,$65.76 ,$65.76 
Supplies,EX#2010682,ENT SILICONE SHEET 55X75X0.5MM (20-10682),L8699,$66.60 ,$66.60 
Supplies,EX#20-10680,ENT SILICONE SHEET 55X75X1.0MM (20-10680),L8699,$70.80 ,$70.80 
Supplies,EX#71070292,ILIZAROVE WIRE GREY CLIPS 1.5 X 1.8MM (7107-0292),L8699,$72.00 ,$72.00 
Supplies,EX#103200,ILIZAROV A BOLT IAEF 10MM (10-3200),L8699,$75.24 ,$75.24 
Supplies,EX#20-10685,ENT SILICONE SHEET 1.1X1.5IN X 0.005 (20-10685),L8699,$82.80 ,$82.80 
Supplies,EX#00-0186-070-00,K-WIRE STYLE #7 1.1MM X 102MM (0.045) (00-0186-070,L8699,$88.32 ,$88.32 
Supplies,EX#20-10681,SILICON SHEETING 2.2 X 3.0 X 0.010 (20-10681),L8699,$88.80 ,$88.80 
Supplies,CC#55814110,"WIRE 22GA SS MONOFILAMENT STERILE 18"" (DS22)",L8699,$88.80 ,$88.80 
Supplies,OM71-0302,"ORTHOMED K-WIRE DOUBLE TROCAR FT 9"" .045"" (OM71-03",L8699,$91.08 ,$91.08 
Supplies,OM71-0303,"ORTHOMED K-WIRE DOUBLE TROCAR FT 9"" .062"" (OM71-03",L8699,$91.08 ,$91.08 
Supplies,OM71-0773,"ORTHOMED SINGLE TROCAR POINTS THREADED 9"" 2.4 (OM7",L8699,$91.80 ,$91.80 
Supplies,EX#20-10686,SILICON SHEETING 2.2 X 3.0 X 0.0.060 (20-10686),L8699,$92.40 ,$92.40 
Supplies,CC#55861023,MINI FRAG K WIRE 0.6MM 70MM (KIRSCHNER) (SYNTHES),L8699,$93.72 ,$93.72 
Supplies,EX#50911,K-WIRE .028,L8699,$102.00 ,$102.00 
Supplies,00-0187-002-59,ZIMMER STEINMANN PIN TROCAR 2.4MM (.094) X 229MM (,L8699,$102.72 ,$102.72 
Supplies,EX#7107-0515,ILIZAROV BOLT 12MM (7107-0515),L8699,$105.60 ,$105.60 
Supplies,OM71-0151,"ORTHOMED K-WIRE SINGLE TROCAR 9"" .035"" (0.9MM)  (O",L8699,$107.52 ,$107.52 
Supplies,CC#55861026,SM FRAG K WIRE 1.25MM 150MM (KIRSCHNER) (SYNTHES),L8699,$107.88 ,$107.88 
Supplies,CC#55861027,SM FRAG K WIRE 1.6MM 150MM (KIRSCHNER) (SYNTHES) (,L8699,$107.88 ,$107.88 
Supplies,CC#55861028,SM FRAG K WIRE 2.0MM 150MM (KIRSCHNER) (SYNTHES) (,L8699,$107.88 ,$107.88 
Supplies,CC#55861029,SM FRAG K WIRE 2.5MM 150MM (KIRSCHNER) (SYNTHES) (,L8699,$107.88 ,$107.88 
Supplies,EX#WS1106ST,ACUTRAK K-WIRE  0.045 X 6IN SS (WS-1106ST),L8699,$108.00 ,$108.00 
Supplies,WIRE-1.1/100,K-WIRE (WIRE-1.1/100),L8699,$108.00 ,$108.00 
Supplies,CDM#70919570,K-WIRE .035,L8699,$108.00 ,$108.00 
Supplies,CDM#70960414,K-WIRE 1.6 (ZIMMER) (KWIRE 1.6),L8699,$108.00 ,$108.00 
Supplies,CC#55816032,"Z-WIRE (C-WIRE) 0.035 X 5"" (5050-042)",L8699,$108.00 ,$108.00 
Supplies,CC#55816034,"Z-WIRE (C-WIRE) 0.062 X 5"" (5050-044)",L8699,$108.00 ,$108.00 
Supplies,OM71-0739,"ORTHOMED STEINMAN PIN DOUBLE DIAMOND FT 9"" 1/8"" (3",L8699,$114.36 ,$114.36 
Supplies,26-975-90-91,K-WIRE LEVEL ONE SM BONE 0.9MM X 12CM (26-975-90-9,L8699,$115.56 ,$115.56 
Supplies,OM71-0742,"ORTHOMED STEINMAN PIN DOUBLE DIAMOND FT 9"" 9/64"" (",L8699,$117.96 ,$117.96 
Supplies,CC#55861127,SM FRAG TI K WIRE 1.6MM X 150MM (492.16),L8699,$124.20 ,$124.20 
Supplies,CC#55861128,SM FRAG TI K WIRE 2.0MM X 150MM (492.20),L8699,$124.20 ,$124.20 
Supplies,EX#OM71-0745,"ORTHOMED STEINMAN PIN DOUBLE DIAMOND FT 9"" 5/32"" (",L8699,$131.40 ,$131.40 
Supplies,EX#03311084,SYNTHES SPACING WASHER 4MM (03.311.084),L8699,$133.68 ,$133.68 
Supplies,OM71-0749,"ORTHOMED STEINMAN PIN DOUBLE DIAMOND FT 9"" 3/16"" (",L8699,$137.88 ,$137.88 
Supplies,EX#492.21,SM FRAG TI K WIRE 2.0MM X 285MM (492.21),L8699,$148.80 ,$148.80 
Supplies,CC#50010301,K WIRE 1.6MM 150MM /W 5MM THREAD (THREADED GUIDE W,L8699,$156.96 ,$156.96 
Supplies,F-SS-035,SUPRAMED SUPRAFILM 4CMX4CM 0.35MM (F-SS-035),L8699,$177.96 ,$177.96 
Supplies,EX#WIRE-1.6/065,WIRE K 1.6MM X 065MM (WIRE-1.6/065),L8699,$180.00 ,$180.00 
Supplies,CC#50051459,WIRE K 1.6MM X 100MM (WIRE-1.6/100),L8699,$180.00 ,$180.00 
Supplies,CC#50050937,SYNTHES SF ROD 4.0MM CARBON FIBER 060MM (MANDIBLE,L8699,$186.00 ,$186.00 
Supplies,CC#50050940,SYNTHES SF ROD 4.0MM CARBON FIBER 120MM REPROCESSE,L8699,$186.00 ,$186.00 
Supplies,WIRE-1.1,TRIMED K-WIRE-1.1 (WIRE-1.1),L8699,$192.00 ,$192.00 
Supplies,"CC#2344-07-00,4900-0","PERIARTICULAR WASHER SM 2.7-4.0 (2344-07-00,4900-0",L8699,$204.00 ,$204.00 
Supplies,EX#00-4900-040-51,"SMALL WASHER FOR 2.7,3.5,4.0MM SCREWS 7.0MM O.D.(4",L8699,$218.40 ,$218.40 
Supplies,22320,"EYE STRIP SILICONE 1MM X 5.0MM X 1.25MM (S4050,92-",L8699,$228.00 ,$228.00 
Supplies,EX#007973,IMPRA PTFE FELT  1 X 1 (007973),L8699,$228.00 ,$228.00 
Supplies,CC#50013004,KWIRE .062 (KW-062SS),L8699,$241.80 ,$241.80 
Supplies,CC#50050941,SYNTHES SF ROD 4.0MM CARBON FIBER 140MM REPROCESSE,L8699,$252.96 ,$252.96 
Supplies,CC#50050942,SYNTHES SF ROD 4.0MM CARBON FIBER 160MM REPROCESSE,L8699,$252.96 ,$252.96 
Supplies,CC#50050962,SYNTHES SF ROD 4.0MM CARBON FIBER 200MM REPROCESSE,L8699,$252.96 ,$252.96 
Supplies,1169-5,"CONVENTUS K-WIRE .078"" X 4"" (1169-5)",L8699,$276.00 ,$276.00 
Supplies,EX#0740281,LEIBINGER K WIRE 0.045 (1.43MM) (DISTAL LOCKING RA,L8699,$277.20 ,$277.20 
Supplies,EX#102600,ILIZAROV SB WASHER SLOTTED (10-2600),L8699,$281.40 ,$281.40 
Supplies,74512-250/24,AMBU NEUROLINE SUBDERMAL (74512-250/24),L8699,$290.28 ,$290.28 
Supplies,CC#55859158,SM FRAG SS WASHER 3.5 07MM  (219.98),L8699,$299.40 ,$299.40 
Supplies,EX#21991,LG FRAG WASHER 4.5 10.0MM (219.91),L8699,$323.64 ,$323.64 
Supplies,CC#55859009,LG FRAG TI WASHER 7.3 CANN 13MM (SYNTHES) (419.99),L8699,$331.08 ,$331.08 
Supplies,EX#21999,LG FRAG WASHER 7.3 13MM CANN  SS (219.99),L8699,$331.08 ,$331.08 
Supplies,EX#292.623,LISS K WIRE 1.1MM SMOOTH 150MM (292.623),L8699,$340.32 ,$340.32 
Supplies,A-5040.41/1,K WIRE TROCAR 1.6 150MM (A-5040.41),L8699,$352.80 ,$352.80 
Supplies,316-0123,"DOUBLE TROCAR K-WIRE .045 X 4"" (316-0123)",L8699,$360.00 ,$360.00 
Supplies,316-0122,"DOUBLE TROCAR K-WIRE .045 X 6"" (316-0122)",L8699,$360.00 ,$360.00 
Supplies,EX#WT0906STT,ELBOW K WIRE  0.035 X 6IN TI (WT-0906STT) MAYO LOC,L8699,$372.00 ,$372.00 
Supplies,CAR-08-US,CARTIVA MTP IMPLANT 8MM (CAR-08-US),L8699,$378.00 ,$378.00 
Supplies,CC#57466104,GI GASTROSTOMY MIC TUBE 14FR (0100-14LV),L8699,$398.40 ,$398.40 
Supplies,EX#6220022,LEIBINGER DISTRACTOR PIN 2.0 90 X 10MM MULTIGUIDE,L8699,$441.60 ,$441.60 
Supplies,EX#62-20023,LEIBINGER DISTRACTOR PIN 2.0 90 X 15MM MULTIGUIDE,L8699,$441.60 ,$441.60 
Supplies,CC#1147-97-00,ZIMMER WASHER 4.5 CANNULATED (1147-97),L8699,$452.40 ,$452.40 
Supplies,EX#102302,ILIZAROV A ROD THREADED 100MM (10-2302),L8699,$469.20 ,$469.20 
Supplies,CC#57712222,ILIZAROV A ROD THREADED 150MM (10-2304),L8699,$469.20 ,$469.20 
Supplies,CC#50015807,SYNTHES SF ROD 4.0MM CARBON FIBER 100MM (MANDIBLE,L8699,$487.32 ,$487.32 
Supplies,CC#50015803,SYNTHES SF ROD 4.0MM CARBON FIBER 120MM (395.63),L8699,$487.32 ,$487.32 
Supplies,395.107,ROD CARBON FIBER 3.0 X 45MM (395.107),L8699,$520.80 ,$520.80 
Supplies,EX#201700,ILIZAROV A WASHER ILIZAROV CONICAL COUPLER (20-170,L8699,$551.88 ,$551.88 
Supplies,EX#292708,MANDIBLE EX-FX K WIRE 1.6 THREADED TIP 100MM (292.,L8699,$554.28 ,$554.28 
Supplies,G05276,FREDERICK MILLER FEEDING TUBE 8FR 120CM W GUIDE WI,L8699,$576.00 ,$576.00 
Supplies,CC#50025687,SYNTHES PLATE 2 HOLE STRAIGHT (421.502),L8699,$579.48 ,$579.48 
Supplies,CC#50025688,SYNTHES PLATE 2 HOLE STRAIGHT 9MM (421.503),L8699,$579.48 ,$579.48 
Supplies,7110-1502,EVOS K-WIRE 1.6MM (7110-1502),L8699,$581.88 ,$581.88 
Supplies,EX#00-4501-040-01,K-WIRE 1.6MM (00-4501-040-01),L8699,$583.20 ,$583.20 
Supplies,EX#48551000,OASYS BLOCKER LOCKING CAP (48551000),L8699,$600.00 ,$600.00 
Supplies,CC#50051515,SPINE XIA BLOCKER (48230000),L8699,$600.00 ,$600.00 
Supplies,EX#48130000,STRYKER ROD BLOCKER SM (48130000),L8699,$600.00 ,$600.00 
Supplies,CC#50050874,SYNTHES L POST STR OUTRIGGER 11MM MR SAFE REPROCES,L8699,$617.52 ,$617.52 
Supplies,EX#71010705,RUSSIAN WIRE FIX BOLT (71010705),L8699,$634.56 ,$634.56 
Supplies,EX#03311051,SYNTHES FIXATION WIRE BOLT OFFSET (03.311.051),L8699,$649.80 ,$649.80 
Supplies,EX#52-521-54-04,KLS SONICPIN RX2 1X4MM (52-521-54-04),L8699,$657.84 ,$657.84 
Supplies,CC#50015792,SYNTHES SF ROD 4.0MM CARBON FIBER 140MM (395.64),L8699,$669.60 ,$669.60 
Supplies,CC#50015804,SYNTHES SF ROD 4.0MM CARBON FIBER 160MM (395.65),L8699,$669.60 ,$669.60 
Supplies,CC#50050718,SYNTHES SF ROD 4.0MM CARBON FIBER 180MM (395.66),L8699,$669.60 ,$669.60 
Supplies,CC#50050719,SYNTHES SF ROD 4.0MM CARBON FIBER 200MM (395.67),L8699,$669.60 ,$669.60 
Supplies,EX#7107-0310,SPATIAL FRAME SHOULDER BOLTS (7107-0310),L8699,$680.28 ,$680.28 
Supplies,CC#55852787,USS TI NUT 11MM WIDTH ACROSS FLATS (498.003),L8699,$703.32 ,$703.32 
Supplies,EX#50796090,HOFFMANN II MICRO ROD CARBON 3MM X 090MM (5079-6-0,L8699,$708.48 ,$708.48 
Supplies,EX#50796060,HOFFMANN II MICRO ROD CARBON 3MM X 060MM (5079-6-0,L8699,$712.80 ,$712.80 
Supplies,EX#1754-61-005,EXPEDIUM DOUBLE WIRE COCR TI (1754-61-005),L8699,$720.00 ,$720.00 
Supplies,CC#50023549,USS TI NUT DUAL OPENING 11MM 12-POINT (499.294),L8699,$744.24 ,$744.24 
Supplies,CC#57439189,NEURO CONNECTOR RIGHT ANGLE (45104),L8699,$750.50 ,$750.50 
Supplies,CC#57439188,NEURO CONNECTOR STRAIGHT (45103),L8699,$750.50 ,$750.50 
Supplies,CC#55858752,MINI FRAG PLATE 2.0MM L OBLIQUE LT 19MM  (243.33),L8699,$753.24 ,$753.24 
Supplies,EX#24313,MINI FRAG PLATE 2.0MM STRAIGHT 03 HOLE (243.13),L8699,$753.24 ,$753.24 
Supplies,CC#55858723,SM FRAG SS PLATE 1/3 TUBULAR  2 HOLE (241.32),L8699,$753.24 ,$753.24 
Supplies,EX#5080-1-612,APEX PIN HALF SD 1.65X 045MM THRED 12 (5080-1-612),L8699,$761.76 ,$761.76 
Supplies,5080-1-620,APEX PIN HALF SD 1.65X 045MM THRED 20 (5080-1-620),L8699,$761.76 ,$761.76 
Supplies,EX#5510504,LEIBINGER PLATE 2.0 04 HOLE (MANDIBLE FX) (55-1050,L8699,$772.80 ,$772.80 
Supplies,CC#50050983,DISTAL RADIUS ROD 8.0MM CARBON FIBER 120MM REPROCE,L8699,$773.76 ,$773.76 
Supplies,CC#50050982,DISTAL RADIUS ROD 8.0MM CARBON FIBER 160MM REPROCE,L8699,$773.76 ,$773.76 
Supplies,CC#55858724,SM FRAG SS PLATE 1/3 TUBULAR  3 HOLE (241.33),L8699,$776.64 ,$776.64 
Supplies,CC#55858727,SM FRAG SS PLATE 1/3 TUBULAR  6 HOLE (241.36),L8699,$778.60 ,$778.60 
Supplies,CC#55858728,SM FRAG SS PLATE 1/3 TUBULAR  7 HOLE (241.37),L8699,$778.60 ,$778.60 
Supplies,53-36212,UN3 PLATE 2HOLE RIGID (53-36212),L8699,$782.00 ,$782.00 
Supplies,CC#50056084,STERNAL ZIPFIX W/NEEDLE (08.501.001.20S),L8699,$782.90 ,$782.90 
Supplies,100900,TREADED SOCKETS 20MM (100900),L8699,$785.76 ,$785.76 
Supplies,EX#5080-2-012,APEX PIN HALF SD 2 X 045MM 12THD SELF DRILLING (50,L8699,$786.24 ,$786.24 
Supplies,71013000,SLOTTED WIRE LONG BOLT (71013000),L8699,$786.48 ,$786.48 
Supplies,25-003-12-09,KLS LEVEL ONE NEURO PLATE ULP STRAIGHT W/TAB 2HL 1,L8699,$792.00 ,$792.00 
Supplies,EX#048-267,MYOWIRE DOUBLE WIRE (048-267),L8699,$792.00 ,$792.00 
Supplies,CC#55858729,SM FRAG SS PLATE 1/3 TUBULAR  8 HOLE (241.38),L8699,$807.90 ,$807.90 
Supplies,CC#55857331,SM FRAG SS PLATE 1/3 TUBULAR 10 HOLE (241.40),L8699,$807.90 ,$807.90 
Supplies,EX#5461-12-000,RESTRICTOR CEMENT LG (5461-12-000),L8699,$816.00 ,$816.00 
Supplies,EX#5461-10-000,RESTRICTOR CEMENT SMALL (5461-10-000),L8699,$816.00 ,$816.00 
Supplies,EX#71070284,WIRE FIX BOLT (7107-0284),L8699,$822.12 ,$822.12 
Supplies,EX#55-06704,LEIBINGER PLATE MALLEABLE STR 04 HOLE /W BAR (MID,L8699,$828.00 ,$828.00 
Supplies,FIB6000,SONOMA FIBULOCK NAIL END CAP (FIB6000),L8699,$828.00 ,$828.00 
Supplies,CC#50018698,CERCLAGE WIRE 16GA 1.0MM SYNTHES (291.05),L8699,$833.28 ,$833.28 
Supplies,69610434,G04524 HILAL MICROCOILS .5 STRAIGHT   .018,L8699,$833.50 ,$833.50 
Supplies,CC#55858747,MINI FRAG PLATE 2.7MM T 03 HOLE (242.41),L8699,$835.08 ,$835.08 
Supplies,B3301,APPLIED 7-10 ENDOPYELOTOMY STENT (B3301),L8699,$840.00 ,$840.00 
Supplies,EX#007836,PATCH TEFLON FELT PTFE 4 X 4 (007836),L8699,$840.00 ,$840.00 
Supplies,CC#50002351,NEURO CONNECTOR STEP DOWN (22063),L8699,$855.00 ,$855.00 
Supplies,69610517,G26987 COIL NESTER 18 14X3,L8699,$858.50 ,$858.50 
Supplies,69610657,G26988 COIL NESTER 18 14 X 4,L8699,$858.50 ,$858.50 
Supplies,69610525,G26991 COIL NESTER  14 X 10  .035,L8699,$858.50 ,$858.50 
Supplies,69610681,G26992 COIL NESTER 35 14 X 12,L8699,$858.50 ,$858.50 
Supplies,69610509,G26993 COIL NESTER 14 X 4 .O35,L8699,$858.50 ,$858.50 
Supplies,69610533,G26994 COIL NESTER 35 14 X 6,L8699,$858.50 ,$858.50 
Supplies,69610491,G26995 COIL NESTER  14 X 8 .035,L8699,$858.50 ,$858.50 
Supplies,CC#50013006,PEG THREADED 2.5 X 16MM (TP-16000),L8699,$859.30 ,$859.30 
Supplies,CC#50013007,PEG THREADED 2.5 X 18MM (TP-18000),L8699,$859.30 ,$859.30 
Supplies,CC#50009116,LEIBINGER PLATE 2.0 04 HOLE /W BAR (MANDIBLE FX) (,L8699,$883.20 ,$883.20 
Supplies,218-0201,OSTEOMED PLATE STRAIGHT 2H (218-0201),L8699,$884.40 ,$884.40 
Supplies,CC#55858750,MINI FRAG PLATE 2.0MM STRAIGHT 05 HOLE (243.15),L8699,$887.76 ,$887.76 
Supplies,CC#50050913,SYNTHES L ROD CARBON 11 X 150MM (LG EX-FIX) REPROC,L8699,$892.80 ,$892.80 
Supplies,CC#50050914,SYNTHES L ROD CARBON 11 X 200MM (LG EX-FIX) REPROC,L8699,$892.80 ,$892.80 
Supplies,CC#55858725,SM FRAG SS PLATE 1/3 TUBULAR  4 HOLE (241.34),L8699,$899.16 ,$899.16 
Supplies,CC#55858726,SM FRAG SS PLATE 1/3 TUBULAR  5 HOLE (241.35),L8699,$899.16 ,$899.16 
Supplies,69610574,G08356 TORANADO MICROCOIL  5MM - 20MM  18S,L8699,$901.70 ,$901.70 
Supplies,69610558,G08259 TORANADO  MICROCOIL 6MM - 20MM  18S,L8699,$901.90 ,$901.90 
Supplies,69610566,G08261 TORANADO MICROCOIL  3MM - 20MM  18S,L8699,$901.90 ,$901.90 
Supplies,69610582,G08357 TORANADO  MICROCOIL 4MM - 20MM  18S,L8699,$901.90 ,$901.90 
Supplies,69650745,G10411 TORNADO 8X4 .035,L8699,$901.90 ,$901.90 
Supplies,69610764,G10414 TORNADO COILS     4 MMX 3MM        .035,L8699,$901.90 ,$901.90 
Supplies,69610616,G10416 TORNADO COILS     6MMX 3MM       .035,L8699,$901.90 ,$901.90 
Supplies,EX#03311032,SYNTHES FIXATION SMOOTH WIRES 1.8MM X 400MM (03.31,L8699,$905.90 ,$905.90 
Supplies,CC#50013016,PEG SMOOTH 2.0 X 20MM (P-20000),L8699,$907.00 ,$907.00 
Supplies,53-34406,UN3 STRAIGHT PLATE 4HOLE W/BAR (53-34406),L8699,$920.00 ,$920.00 
Supplies,03.312.830,SYNTHES MAXFRAME SHOULDER BOLT FOR 8MM RINGS (03.3,L8699,$930.00 ,$930.00 
Supplies,CC#57461178,GI GASTROSTOMY MIC KEY TUBE 16FR 2.0CM (0120-16-2.,L8699,$938.80 ,$938.80 
Supplies,218-0217,PROFILE ZERO 2HL LONG PLATE (218-0217),L8699,$940.50 ,$940.50 
Supplies,CC#57461180,GI GASTROSTOMY MIC KEY TUBE 18FR 1.5CM (0120-18-1.,L8699,$947.40 ,$947.40 
Supplies,CC#55858737,MINI FRAG PLATE QTR TUBE WITH COLLAR 4 HOLE (242.0,L8699,$953.90 ,$953.90 
Supplies,EX#14-0135,STAPES PISTON SCHUKNECHT MALLEUS 0.6 X 5.5MM (14-0,L8699,$956.60 ,$956.60 
Supplies,25-153-12-09,KLS LEVEL ONE PLATE DOG BONE 2H 17 MM (25-153-12-0,L8699,$963.60 ,$963.60 
Supplies,CC#50050917,SYNTHES L ROD CARBON 11 X 350MM (LG EX-FIX) REPROC,L8699,$992.00 ,$992.00 
Supplies,FGS-0109,CAP AGILE PATENCY (FGS-0109),L8699,"$1,000.00 ","$1,000.00 "
Supplies,CC#50054292,PLUG LINEUM HELICAL FLANGE (14-524038),L8699,"$1,000.00 ","$1,000.00 "
Supplies,TPEG-16,TRIMED THREADED LOCKING PEG 16MM (TPEG-16),L8699,"$1,000.00 ","$1,000.00 "
Supplies,TPEG-18,TRIMED THREADED LOCKING PEG 18MM (TPEG-18),L8699,"$1,000.00 ","$1,000.00 "
Supplies,TPEG-20,TRIMED THREADED LOCKING PEG 20MM (TPEG-20),L8699,"$1,000.00 ","$1,000.00 "
Supplies,UPEG-14,TRIMED UNTHREADED LOCKING PEG 14MM (UPEG-14),L8699,"$1,000.00 ","$1,000.00 "
Supplies,WASHR,TRIMED WASHER (WASHR),L8699,"$1,000.00 ","$1,000.00 "
Supplies,7241-2012N,EVOS 2.0MM X 12MM LOCKING SCREW T6 S-T (7241-2012N,L8699,"$1,002.00 ","$1,002.00 "
Supplies,EX#1119.0000,GLOBUS CREO LOCKING CAP (1119.0000),L8699,"$1,050.00 ","$1,050.00 "
Supplies,1119.001,GLOBUS CREO THREADED LOCKING CAP (1119.0010),L8699,"$1,050.00 ","$1,050.00 "
Supplies,8888415612,EXTENDER TITANIUM CATH ADULT (8888415612),L8699,"$1,054.10 ","$1,054.10 "
Supplies,G17596,STENT KIDNEY W/LOOP NO BAND 4FR 68CM (G17596),L8699,"$1,054.30 ","$1,054.30 "
Supplies,53-34212,UN3 PLATE 2HOLE W/TAB (53-34212),L8699,"$1,058.00 ","$1,058.00 "
Supplies,50-322-04-09,"KLS MINI PLATE, RIGID BLUE, 4 HOLE, LONG, TI-6AL-4",L8699,"$1,058.50 ","$1,058.50 "
Supplies,EX#25-306-55-91,KLS PLATE NEURO LP STR 6 HOLE SHORT (25-306-55),L8699,"$1,058.50 ","$1,058.50 "
Supplies,CC#50050918,SYNTHES L ROD CARBON 11 X 400MM (LG EX-FIX) REPROC,L8699,"$1,078.80 ","$1,078.80 "
Supplies,CC#50050919,SYNTHES L ROD CARBON 11 X 450MM (LG EX-FIX) REPROC,L8699,"$1,078.80 ","$1,078.80 "
Supplies,CC#50050920,SYNTHES L ROD CARBON 11 X 500MM (LG EX-FIX) REPROC,L8699,"$1,078.80 ","$1,078.80 "
Supplies,CC#55858739,MINI FRAG PLATE QTR TUBE WITH COLLAR 6 HOLE (242.0,L8699,"$1,090.10 ","$1,090.10 "
Supplies,AR-8710,ARTHREX STAPLE 10MM SS (AR-8710),L8699,"$1,100.00 ","$1,100.00 "
Supplies,53-34216,UN3 PLATE 2HOLE (53-34216),L8699,"$1,104.00 ","$1,104.00 "
Supplies,EX#5510503,LEIBINGER PLATE 2.0 04 HOLE /W 8MM BAR (MANDIBLE F,L8699,"$1,110.90 ","$1,110.90 "
Supplies,PR88032-32,SILICONE BLOCK PROSTHESIS MEDIUM 1.91 X 0.91 X 0.9,L8699,"$1,119.00 ","$1,119.00 "
Supplies,3194355,POWERPICC SOLO 4FR SL 70CMX18GA (3194355),L8699,"$1,140.00 ","$1,140.00 "
Supplies,69610483,CCB000157 MIRCUS CONNECTING CABLE 5/PER,L8699,"$1,146.10 ","$1,146.10 "
Supplies,EX#55-06771,LEIBINGER PLATE MALLEABLE T 5 HOLE (MID FACE) (55-,L8699,"$1,150.00 ","$1,150.00 "
Supplies,351.706S,SYNTHES 2.5MM REAMING ROD WITH BALL TIP/950MM-STER,L8699,"$1,159.40 ","$1,159.40 "
Supplies,EX#55-06754,LEIBINGER PLATE CURVED 04 HOLE /W BAR (MID FACE) (,L8699,"$1,163.80 ","$1,163.80 "
Supplies,CC#55858740,MINI FRAG PLATE QTR TUBE WITH COLLAR 7 HOLE (242.0,L8699,"$1,167.90 ","$1,167.90 "
Supplies,CC#50050921,SYNTHES L ROD CARBON 11 X 550MM (LG EX-FIX) REPROC,L8699,"$1,171.80 ","$1,171.80 "
Supplies,CC#50050922,SYNTHES L ROD CARBON 11 X 600MM (LG EX-FIX) REPROC,L8699,"$1,171.80 ","$1,171.80 "
Supplies,CC#55858741,MINI FRAG PLATE QTR TUBE WITH COLLAR 8 HOLE (242.0,L8699,"$1,197.20 ","$1,197.20 "
Supplies,CC#55853119,PLUG BONE ARTISAN SZ 13MM-17MM MEDIUM (6215-5-011),L8699,"$1,201.20 ","$1,201.20 "
Supplies,35965,ARTHREX CHONDRAL DART 18MM (AR-4005B-18),L8699,"$1,210.00 ","$1,210.00 "
Supplies,53-34804,UN3 STRAIGHT PLATE 8HOLE (53-34804),L8699,"$1,242.00 ","$1,242.00 "
Supplies,EX#2020682,ENT SILICONE SHEET 2.25X3IN X 0.020  (20-20682),L8699,"$1,250.00 ","$1,250.00 "
