Internal ID,Master Charge Description of Service,NS Charge Per Unit
80007606,HB INSJ OF SUBQ IMPLANTABLE DEFIB ELCTRD,"$14,212.00"
80007607,HB RMVL OF SUBQ IMPLANTABLE DEFIB ELCTRD,"$5,097.00"
80007608,HB REPOS PREVIOUSLY IMPLTED SUBQ IMPLANTABLE DFB,"$5,097.00"
80007610,HB MULTI STRAPS SLING SYSTEM,$75.00
80007611,"HB R CYTO GEN;INTRPHS IN SITU HYB,25-99 CELLS",$141.00
80007612,HB LEAD CARDIOVRT-DFIB NOT ENDOCARDIAL 1/DUL COIL,"$15,000.00"
80007613,HB R HIV-1 AB,$142.00
80007614,HB R HIV-2 AB CONFIRMATION,$121.00
80007615,HB R FMR1 (FRAGILE X) FOLLOW UP GEN ANLYS,$453.00
80007616,HB R BETHESDA UNITS (INHIBITOR ASSAY),$304.00
80007617,HB R COAG FACTOR VIII ACTIVITY ASSAY,$111.00
80007618,HB R CYSTIC FIBROSIS MUTATION PANEL,$404.00
80007619,HB HIV 1/2 AB AND AG,$98.00
80007620,HB ABLATJ BONE TUMOR CRYO PERQ W/IMG GDN,"$8,171.00"
80007621,HB HYPOTHERMIA DISP KIT (PROBE & PAD) - ISCU ONLY,$309.00
80007622,HB INGESTION CHALLENGE TEST INITIAL 120 MIN,"$1,394.00"
80007623,HB INGESTION CHALLENGE TEST EACH ADDL 60 MIN,$697.00
80007624,HB UNSCHEDULED DIALYSIS TX FOR ESRD PT IN HOSP OBS STATUS,"$1,626.00"
80007625,HB GADOFOSVESET (ABLAVAR) TRISODIUM INJ 1 ML,$36.00
80007629,HB SILO BAG,$856.00
80007630,HB CINERADIOGRAPY/VIDRADIOGRAPY XCPT WHERE SPEC,$710.00
80007631,HB CINERADIOGRAPY/VIDRADGRAPY ROUTINE EXM ADD ON,$355.00
80007632,HB INTRAPULMONARY SURFACTANT ADMINISTJ PHYS/QHP,$733.00
80007633,HB SODIUM FLUORIDE F-18 DX/STUDY DOSE TO 30MCI,$450.00
80007637,HB INSJ PERQ VAD W/IMAGING ARTERY ACCESS ONLY,"$3,701.00"
80007638,HB REMOVAL PERCUTANEOUS VAD DIFFERENT SESSION,"$1,762.00"
80007639,HB REPOSITION VAD W/IMAGING DIFFERENT SESSION,"$1,702.00"
80007640,HB TRANSCATHETER MITRAL VALVE REPLACEMENT,"$55,768.00"
80007641,HB CHOLINESTERASE INHIBIT CHALLNGE TEST-TENSILON,$708.00
80007642,HB FLU VACC  SPLIT PRSV FREE INC ANTIG IM,$50.00
80007643,HB PSYCHOTHERAPY PT&/OR FAMLY W/E&M SRVCS 30 MIN,$151.00
80007644,HB L&D CONTINUOUS EPIDURAL INFUSION,"$1,575.00"
80007649,HB SAPIEN XT MITRAL VALVE IDE G140136,"$131,040.00"
80007651,HB IMPELLA 2.5 AIC PUMP SET,"$75,000.00"
80007652,HB STERILE CONNECTOR CABLE PUMP,$825.00
80007653,HB PURGE CASSETTE,$600.00
80007655,HB INCISION MANAGEMENT SYS / WOUND VAC,"$1,485.00"
80007656,HB TENDYNE BIOPROSTHETIC MITRAL VALVE SYS IDE G140240,$0.01
80007657,HB CARDIAC CATH LAB RECOVERY 60-119 MINS,$788.00
80007658,HB CARDIAC CATH LAB RECOVERY EACH ADD'L HR,$158.00
80007659,HB SUBQ INFUSION INITIAL 1 HR W/PMP SETUP,$810.00
80007660,HB SUBQ INFUSION EACH ADDITIONAL HOUR,$250.00
80007661,HB R IMMUNFLUOR PER SPEC ADD SINGL ANTB STAIN,$160.00
80007662,HB IMMUNFLUOR PER SPEC ADD SINGL ANTB STAIN,$124.00
80007663,HB XRAY ENTIR SPINE W/SKULL 4-5 VW,$855.00
80007664,HB XRAY ENTIR SPINE W/SKULL 6/> VW,$855.00
80007665,HB XRAY HIP UNILAT W/PELVIS MIN 4 VWS,$448.00
80007666,HB XRAY HIPS BILAT W/ PELVIS 3-4 VIEWS,$485.00
80007667,HB XRAY HIPS BILAT W/PELVIS MIN 5 VWS,$855.00
80007668,HB XRAY FEMUR 1 VIEW,$271.00
80007669,HB KRAS GENE ANALYSIS ADDITIONAL VARIANT(S),$592.00
80007670,HB NRAS GENE ANALYSIS VARIANTS IN EXON 2&3,$887.00
80007671,HB HCG TUMOR MARKER,$184.00
80007672,HB TROPONIN T,$223.00
80007673,HB PERQ SFT TISS LOC DEV PLMT 1ST LES W/GDN,"$2,354.00"
80007674,HB PERQ SFT TISS LOC DEV PLMT ADD LES W/IMG GDN,"$1,177.00"
80007675,HB INTRAVASCULR US NONCORONRY RS&I INTIAL VESSEL,"$7,062.00"
80007676,HB INTRAVASCULR US NONCORONRY RS&I ADDL VESSEL,"$5,269.00"
80007677,HB INJ CHOLANGIO PRQ W/IMG GDN RS&I EXIST ACCSS,"$2,920.00"
80007678,HB INJ CHOLANGIO PRQ W/IMG GDN RS&I NEW ACCSS,"$4,728.00"
80007679,HB PRQ PLMT BILIRY DRG CATH W/IMG GDN RS&I EXT,"$5,982.00"
80007680,HB PRQ PLMT BILIRY DRG CATH W/IM GD RS&I INT-EXT,"$5,982.00"
80007681,HB CONV EXT BIL DRG CATH TO INTEXT BIL DRG CATH,"$4,728.00"
80007682,HB EXCHNGE BILIARY DRG CATH PRQ W/IMG GID RS&I,"$5,050.00"
80007683,HB REMVL BILIARY DRG CATH REQ FLUOR GDN RS&I,"$2,364.00"
80007684,HB PLMT BILE DUCT STENT PRQ EXIST ACCESS,"$8,942.00"
80007685,HB PLMT BILE DUCT STN PRQ NEW ACCSS W/O SEP CATH,"$8,129.00"
80007686,HB PLMT BILE DUCT STNT PRQ NEW ACCESS W/SEP CATH,"$8,129.00"
80007687,HB PLMT ACCSS THRU BILIARY TREE INTO SM BWL NEW,"$4,728.00"
80007688,HB BALLOON DILAT BILIRY DUCT/AMPULLA PRQ EA DUCT,"$2,312.00"
80007689,HB ENDOLUMINL BX BILIRY TREE PQ ANY METH SNG/MLT,"$2,957.00"
80007690,HB REMVL BILIARY DUCT &/GLBLDR CALCULI PRQ RS&I,"$5,365.00"
80007691,HB SCLEROTHERAPY FLUID COLLECT PRQ W/IMG GDN,"$4,613.00"
80007692,HB INJ PX ANTEGRDE NFROSGRM &/URTRGRM NEW ACCSS,"$2,335.00"
80007693,HB INJ PX ANTEGRD NFROSGRM &/URTRGRM EXIST ACCSS,"$2,569.00"
80007694,HB PLMT NEPHROSTMY CATH PRQ NEW ACCSS RS&I,"$4,565.00"
80007695,HB PLMT NEPHROURETERL CATH PRQ NEW ACCSS RS&I,"$4,565.00"
80007696,HB CONVT NEPHROSTMY CATH TO NEPHROURTRL CATH PQ,"$5,256.00"
80007697,HB EXCHGE NEPHROSTOMY CATH PRQ W/IMG GDN RS&I,"$2,335.00"
80007698,HB PLMT URTRL STNT PRQ PRE-EXIST NFROS TRACT,"$4,872.00"
80007699,HB PLMT URTRL STT PQ NEW ACCS W/O SEP NFROS CATH,"$4,872.00"
80007700,HB PLMT URTRL STN PRQ NEW ACESS W/SEP NFROS CATH,"$4,872.00"
80007701,HB URETERAL EMBOLIZATN/OCCLUSN W/IMG GID RS&I,"$1,733.00"
80007702,HB BALLOON DILAT URETERL STRICTRE W/IMG GND RS&I,"$1,733.00"
80007703,HB PRQ ART TRLUML M-THROMBEC &/NFS INTRACRANL,"$18,046.00"
80007704,HB EVASC INTRACRANL PROLNG ADMN RX AGNT ART 1ST,"$12,360.00"
80007705,HB EVASC INTRACRANL PROLNG ADMN RX AGNT ART ADDL,"$5,265.00"
80007706,HB FETL MRI W/PLCNTL MATRNL PLVC IMG SIG/1ST GES,"$1,160.00"
80007707,HB FETAL MRI W/PLCNTL MATRNL PLVC IMG EA ADD GES,"$1,160.00"
80007709,HB RESPIRATORY VIRUS DNA PANEL,"$1,418.00"
80007710,HB FIBEROPTIC THERMODILUTION CATH W/ SVO2,$516.00
80007711,HB PVB THORACIC SINGLE INJ SITE W/IMG GID,"$2,866.00"
80007712,HB PVB THORACIC SEC & ADDL INJ SITE W/IMG GND,"$1,433.00"
80007713,HB PVB THORACIC CONT CATH INFUS W/IMG GDN,"$2,866.00"
80007714,HB IMPELLA 5.0 AIC PUMP SET,"$97,500.00"
80007715,HB STRESS ECHOCARDIOGRAPHY W/O CONTRAST,"$2,017.00"
80007716,HB LEFT ATRIAL APPENDAGE CLOSE DEV SYS (WATCHMAN),"$70,200.00"
80007718,HB LEVONORGESTREL-RELEAS IUC SYS 52 MG 5 YR DUR,"$1,758.00"
80007719,HB COAGULATION GRASPING FORCEPS,$815.00
80007720,HB QUEST CARDIOPLEGIA,$633.00
80007721,HB AVALON CANNULA,"$9,165.00"
80007722,HB ECMO CARDIOHELP KIT,"$40,950.00"
80007723,HB ECMO ROTAFLOW KIT,"$7,845.00"
80007724,HB CHEMO CONCURRENT IV INFUSION,$456.00
80007725,HB CD19 B CELL COUNT,$154.00
80007726,HB COLD AGGLUTININ SCREEN,$174.00
80007727,"HB HEMOLYSINS AND AGGLUTININS; AUTO, SCREEN, EA",$34.00
80007728,"HB HEMOLYSINS AND AGGLUTININS; INCUB, EA",$33.00
80007729,HB R ANTIBODY ID; LEUKOCYTE ANTIBODIES,$375.00
80007730,"HB R HLA ANTIBODIES, SOLID PHASE ASSAYS; QUAL ASSESS",$375.00
80007732,HB LVAD SPECIFIC DRESSING KIT,$47.00
80007733,HB ABLATION 1/> LIVER TUMOR PERQ CRYOABLAT,"$8,942.00"
80007734,HB ENDOLUMINL BX URTR &/RNL PELVIS NONENDOSCOP,"$2,226.00"
80007735,HB PRONE VIEW HEAD POSITIONING CUSHION,$97.00
80007736,HB BELMONT 3-SPIKE DISPOSABLE SET,$474.00
80007737,HB BELMONT 3L RESERVOIR,$374.00
80007738,HB LVAD SURGICAL IMPLANT SYSTEM KIT,"$341,250.00"
80007739,HB LVAD PATIENT SUPPORT SYSTEM KIT,"$116,942.00"
80007742,"HB R CRYOGLOBULIN, QUAL OR SEMI-QUANT",$40.00
80007743,HB R IMMUNOFIXATION CRYOGLOBULIN,$122.00
80007744,HB R COMPLEMENT TOTAL(CH50),$83.00
80007745,"HB R HLA-B 5801 GENOTYPE, ALLOPURINOL",$415.00
80007746,HB R CARBAMAZEPINE PGX PANEL,$650.00
80007749,"HB R CHROMOSOMAL MICROARRAY, POC","$3,868.00"
80007750,"HB R CHROMOSOMAL MICROARRAY, PRENATAL","$3,532.00"
80007751,"HB R CHROMOSOMAL MICROARRAY, BLOOD","$2,450.00"
80007752,HB INTERRGATON VAD IN PRSON W/PHYS/QHP ANLYS,$396.00
80007753,HB THERMOCOOL SF/SMARTTOUCH W DF/FJ CURVE CATHETER,"$12,540.00"
80007754,HB ABLATION CABLES,$132.00
80007757,HB PERFUSIONIST SVCS OTH THAN OPEN HEART (3 HRS),"$2,270.00"
80007758,"HB FLUCICLOVINE F18 (AXUMIN), PER 1 MCI","$1,519.00"
80007759,"HB R MUMPS AB, IGM",$53.00
80007760,"HB R MEASLES (RUBEOLA) AB, IGM",$53.00
80007761,HB R NOROVIRUS RNA QUAL PCR,$245.00
80007762,HB R HISTOPLASMA AG,$218.00
80007763,HB R HISTOPLASMA AB,$20.00
80007764,"HB IMMUNOASSAY FOR TUMOR AG, OTHER AG, QUANT, EA",$141.00
80007765,HB MOLEC PATHOLOGY - COMT,$4.00
80007766,HB MOLEC PATHOLOGY - CYP1A2,$4.00
80007767,HB MOLEC PATHOLOGY - CYP2B6,$4.00
80007768,"HB CYP2C19, GENE ANLYS, COMN VARIANTS",$56.00
80007769,"HB CYP2C9, GENE ANLYS, COMN VARIANTS",$38.00
80007770,"HB CYP2D6, GENE ANLYS, COMN VARIANTS",$64.00
80007771,"HB MOLEC PATHOLOGY, LVL2 - CYP3A4",$5.00
80007772,"HB MOLEC PATHOLOGY, LVL2 - CYP3A5",$5.00
80007773,"HB MOLEC PATHOLOGY, LVL1 - DYPD",$5.00
80007774,HB MOLEC PATHOLOGY - HTR2A,$4.00
80007775,HB MOLEC PATHOLOGY - HTR2C,$4.00
80007776,HB MOLEC PATHOLOGY - OPRM,$4.00
80007777,HB MOLEC PATHOLOGY - SLCO1B1,$4.00
80007778,"HB MOLEC PATHOLOGY, LVL2 - TPMT",$6.00
80007779,"HB MOLEC PATHOLOGY, LVL2 - TYMS",$6.00
80007780,"HB UGT1A1, GENE ANLYS, COMN VARIANTS",$6.00
80007781,"HB VKORC1, GENE ANLYS, COMN VARIANTS",$6.00
80007784,HB PNEUMOTHORAX PROCEDURE TRAY,$385.00
80007786,"HB R HCV RNA DETECT, QUANT, PCR",$180.00
80007787,"HB CULTURE TYPING, ID BY N ACID PROB, DIRECT, EA",$10.00
80007788,HB INTRAV OPTCL CHERNCE TMGRPHY W/S&I INTL VESL,"$7,081.00"
80007789,HB INTRAV OPTCAL COHRNCE TMGRPHY W/S&I ADL VESL,"$3,895.00"
80007791,HB APOLIPOPROTEIN E GENOTYPE,$84.00
80007792,HB R CERULOPLASMIN,$53.00
80007793,HB R HEPATITIS ACUTE PANEL,$195.00
80007794,"HB R HEPATITIS B CORE AB, TOTAL",$49.00
80007795,"HB R HEPATITIS B CORE AB, IGM",$66.00
80007796,HB R HEPATITIS B SURFACE AB,$44.00
80007797,"HB R HEPATITIS A AB, TOTAL",$51.00
80007798,"HB R HEPATITIS A AB, IGM",$63.00
80007799,HB R HEPATITIS C AB,$58.00
80007800,HB R HEPATITIS B SURFACE AG,$42.00
80007801,HB LEVONORGESTREL-REL IU CONTRCEPTVE SYS 13.5MG,"$1,626.00"
80007802,HB R THC CONFIRMATION (80349),$160.00
80007803,"HB R FLUORESCENT NONINFECT AGENT AB, SCREEN, EA",$998.00
80007804,"HB R FLUORESCENT NONINFECT AGENT AB, TITER, EA",$383.00
80007805,"HB R NMO-IGG, TITER, CSF/SERUM",$150.00
80007806,HB EDOF/SYMFONY-IOL,"$2,826.00"
80007807,HB EDOF/SYMFONY-IOL PT PORTION,$760.00
80007808,HB EDOF/SYMFONY TORIC-IOL,"$3,058.00"
80007809,HB EDOF/SYMFONY TORIC-IOL PT PORTION,$935.00
80007810,HB IMPELLA CP DEVICE,"$97,500.00"
80007813,HB R BISMUTH,$521.00
80007814,HB OBSTETRIC PNL INCL HIV,$397.00
80007815,HB R FLURSCENT NONINFCT AGNT AB SCRN EA PARANEOPLAST,$108.00
80007816,HB GENOM SEQ ANLYS W TRNSLCTN SOLD TMR 5-50 GENES,"$3,200.00"
80007818,HB ECMO/ECLS INITIATION VENO-ARTERIAL,"$2,477.00"
80007819,HB ECMO/ECLS INSJ OF PRPH CANNULA 6 YRS&OLD PERQ,"$2,742.00"
80007820,HB EXT ECG > 48HR TO 21 DAY RCRD W/CONECT INTL RCRD,$387.00
80007821,EXT ECG > 48HR TO 21 DAY SCAN ANALYSIS W/REPORT,$387.00
80007822,HB HIV-1 ANTIBODY,$77.00
80007823,HB HIV-2 ANTIBODY,$77.00
80007824,HB ENDOSCOPIC PANCREATIC NECROSECTOMY,"$6,538.00"
80007825,HB R SUSCEPT STDY ANTMCRB AG MICRO/AGAR DILUT EA,$383.00
80007826,HB R LEAD,$49.00
80007828,HB AMPLATZER PFO OCCLUDER,"$33,150.00"
80007829,HB FECAL OCCLT BLD IMMUNOCHEMICAL-DIAGNOSTIC,$70.00
80007830,HB PT EVALUATION LOW COMPLEX 20 MINS,$261.00
80007831,HB PT EVALUATION MODERATE COMPLEX 30 MINS,$299.00
80007832,HB PT EVALUATION HIGH COMPLEX 45 MINS,$320.00
80007833,HB PT RE-EVALUATION EST PLAN CARE 20 MINS,$177.00
80007834,HB OT EVALUATION LOW COMPLEX 30 MINS,$261.00
80007835,HB OT EVALUATION MODERATE COMPLEX 45 MINS,$299.00
80007836,HB OT EVALUATION HIGH COMPLEX 60 MINS,$320.00
80007837,HB OT RE-EVALUATION EST PLAN CARE 30 MINS,$191.00
80007847,HB PRTL EXCHNG TRANSFUSE BLOOD/PLSM/CRYST NEWBRN,"$1,503.00"
80007848,"HB R TESTOSTERONE, BIOAVAILABLE",$454.00
80007849,HB INJ EPIDURAL CERV/THOR W/IMAGE GUIDE,"$2,484.00"
80007850,HB INJ EPIDURAL LUMBR/SAC W/IMAGE GUIDE,"$2,484.00"
80007851,HB INJ EPIDL INDW CATH PLCMNT CRV/THR W/IMG GUD,"$3,127.00"
80007852,HB INJ EPIDL INDW CATH PLCMNT LMB/SAC W/IMG GUD,"$2,985.00"
80007853,HB CONTINUOUS EPIDURAL INFUSION W/IMAGE GUIDE,"$2,985.00"
80007854,"HB TRNSLM BAL AGP OPEN/PRQ W/IMG RS&I, 1ST ARTERY","$14,438.00"
80007855,"HB TRNSLM BAL AGP OPEN/PRQ W/IMG RS&I, EA AD ARTERY","$7,219.00"
80007856,HB TRNSLM BAL AGP OPN/PRQ NOT DIALY CIRC 1ST VEIN,"$14,438.00"
80007857,"HB TRNSLM BAL AGP OPN/PRQ NOT DIALY CIRC, EA AD VEIN","$7,219.00"
80007858,HB PRQ TCAT CLSR PARAVALVULR LEAK 1ST OCCLSN MITRAL,"$32,085.00"
80007859,HB PRQ TCAT CLSR PARAVLVR LEAK EA AD OCC MIT/AORT V,"$16,044.00"
80007860,HB INTRO CATH DIALYS CIRC DX ANGRPH W FLUOR RS&I,"$6,353.00"
80007861,HB INTRO CATH DIALYS CIRC W/TRNSLML BAL AGP RS&I,"$15,404.00"
80007862,HB INTRO CATH DIAL CIRC W/TCAT PLC INTRVASC STNT,"$26,099.00"
80007863,HB PRQ TRNSLM THRMBCTMY/NFSN DIALY CIRC DX ANGRP,"$15,404.00"
80007864,HB PRQ TRNSLM THRMBCT/NFSN DIAL CIRC BAL AGP S&I,"$26,099.00"
80007865,HB PRQ THRMBCT/NFSN DIAL CIRC TCAT PLC IVSC STNT,"$37,015.00"
80007866,HB TRNSLM BAL AGP CENTRL DIAL SEG VIA CIRC W/S&I,"$3,725.00"
80007867,HB TCAT PLC IVASC STNT CENTRL DIALY SEG VIA CIRC,"$12,504.00"
80007868,HB DIALY CIRC VASC EMBOLI/OCCL ENDOVSC W/IMG S&I,"$9,305.00"
80007869,"HB TRNSLM BAL AGP OPEN/PRQ W/IMG RS&I, 1ST ARTRY","$14,438.00"
80007870,"HB TRNSLM BAL AGP OPEN/PRQ W/IMG RS&I, EA AD ART","$7,219.00"
80007871,HB TRNSLM BAL AGP OPN/PRQ NOT DIAL CIRC 1ST VEIN,"$14,438.00"
80007872,"HB TRNSLM BAL AGP OPN/PRQ NOT DIAL CIRC, EA AD VEIN","$7,219.00"
80007873,HB LAP SURG RF ABLAT UTERNE FIBROD(S) W/INTROP US,"$15,128.00"
80007874,HB MOD SED SAME MD/QHP INITIAL 15 MINS <5YRS OLD,$216.00
80007875,HB MOD SED SAME MD/QHP INITIAL 15 MINS 5+YRS OLD,$314.00
80007876,HB MOD SED SAME MD/QHP EA ADDL 15 MINS,$147.00
80007877,HB INJ EPIDURAL CERV/THOR W/ IMAGE GUIDE,"$2,484.00"
80007878,HB INJ EPIDURAL LUMBR/SAC W/ IMAGE GUIDE,"$2,484.00"
80007879,HB US ABDOMINL AORTA REAL TIME IMG AAA SCRN STDY,$478.00
80007880,HB MOD SED SAME PHYS/QHP INITIAL 15 MINS 5/> YRS,$314.00
80007881,HB MOD SED SAME PHYS/QHP EACH ADDL 15 MINS,$147.00
80007882,HB FECAL OCCLT BLD IMMUNOCHEMICAL-SCREEN,$70.00
80007883,HB HEPATITIS C ANTIBODY DIAGNOSTIC,$190.00
80007885,HB HPV GENOTYPE,$144.00
80007886,HB LIAT INFLU A/B ASSAY,$350.00
80007887,HB SAPIEN 3 TAVR VALVE IDE # G150278,"$131,040.00"
80007892,HB APPLY ON-BODY INJECTOR FOR TIMED SUBQ INJ,$94.00
80007894,"HB GALLIUM GA-68 DOTATATE DX, 0.1 MCI",$265.00
80007895,HB INSERT PERITONEAL-VENOUS SHUNT,"$6,092.00"
80007896,HB CYTOLOGY BRUSH,$60.00
80007897,HB EBUS ASPIRATION NEEDLE 19G,"$1,578.00"
80007898,HB EBUS ASPIRATION NEEDLE 22G,"$2,225.00"
80007899,HB GUIDE SHEATH KIT 2.0-2.6 MM,$468.00
80007900,HB SPRAY CATHETER,$760.00
80007901,HB NAVIGATIONAL FORCEPS,"$2,340.00"
80007902,HB NAVIGATIONAL BRUSH,"$2,340.00"
80007903,HB NAVIGATIONAL CYTOLOGY/BIOPSY NEEDLE,$878.00
80007904,HB VPAD PT TRACKER PADS,"$1,560.00"
80007905,HB RADIOFREQUENCY ABLATION GROUNDING PAD,$78.00
80007907,HB CRAMER CATHETER,$160.00
80007908,HB BALL TIP CATHETER,$160.00
80007909,HB REVIS PERITONEAL-VENOUS SHUNT,"$6,216.00"
80007910,HB REMOVAL PERITONEAL-VENOUS SHUNT,"$5,126.00"
80007911,HB DENVER SHUNT,"$8,775.00"
80007912,HB TC-99M PYROPHOSHATE DX UP TO 25 MCI,$390.00
80007913,HB TRANSCATH INSERT OR REPLACE LEADLESS PM VENTR,"$32,098.00"
80007914,HB TRANSCATH REMOVAL LEADLESS CA PM VENTR,"$5,126.00"
80007915,HB PROG DEVICE EVAL IN PERS LEADLESS PM SYSTEM,$172.00
80007916,HB PERI-PROC DEVICE EVAL IN PERS LEADLESS PM SYST,$172.00
80007917,HB INTERROG DEVICE EVAL IN PERS LEADLESS PM SYST,$172.00
80007918,HB LEADLESS PACEMKER (MICRA) 1 CHMBR RATE RESP,"$38,025.00"
80007919,HB AUTOLOGOUS SERUM TEAR - S/P,$100.00
80007920,HB BRONCHOSCPY W/PLMT FIDUCIAL MARKERS SING/MULT,"$9,144.00"
80007921,HB BRONCHOSCPY W/CPTR-ASST IMAGE-GUID NAVIGATION,"$3,671.00"
80007922,HB BRNCHSC W/TRACH/BRONCHIAL DILAT/CLSD RDCTJ FX,"$5,280.00"
80007923,HB BRONCHOSCOPY W/PLACEMENT TRACHEAL STENT,"$9,473.00"
80007924,HB BRONCHOSCPY W/TRANSBRONCL NDL ASPR BX EA LOBE,"$1,480.00"
80007925,HB BRONCHOSCPY W/BALLOON OCCLUSION,"$9,473.00"
80007926,HB BRONCHOSCOPY W/REMVL FOREIGN BODY,"$2,757.00"
80007927,HB BRNCHSC W/PLACEMNT BRNCL STENT 1ST BRONCHUS,"$9,473.00"
80007928,HB BRONCHOSCOPY EA MAJOR BRONCHUS STENTED,"$4,737.00"
80007929,HB BRNCHSC REVJ TRACHEAL/BRNCL STNT INS PRV SESS,"$9,473.00"
80007930,HB BRONCHOSCPY W/EXCISION TUMOR,"$5,280.00"
80007931,HB BRNCHSC W/DSTRJ TUM RELIEF STENSIS OTH/THN EXC,"$5,280.00"
80007932,HB BRNCHSCPY W/PLMT CATH INTRCV RADIOELMNT APPL,"$2,757.00"
80007933,HB BRNCHSCPY W/THER ASPIR TRACHEOBRNCL TREE 1ST,"$2,506.00"
80007934,HB BRNCHSCPY W/THER ASPIR TRACHEOBRNCL TREE SBSQ,"$1,612.00"
80007935,HB BRNCHSC OCCLUSN&INSERT BRONCH VALVE INIT LOBE,"$9,473.00"
80007936,HB BRNCHSCPY REMOVL BRONCHIAL VALVE INITIAL,"$5,280.00"
80007937,HB BRNCHSCPY REMOVL BRONCHIAL VALVE EA ADDL,"$2,757.00"
80007938,HB BRNCHSC OCCLUSN&INSERT BRONCH VALVE ADDL LOBE,"$4,737.00"
80007939,HB BRNCHSC EBUS GUID SAMPL 1/2 NODE STATN/STRUX,"$5,280.00"
80007940,HB BRNCHSC EBUS GUID SAMPL 3/> NODE STATN/STRUX,"$5,280.00"
80007941,HB BRNSCHSC TNDSC EBUS DX/TX INTERVENT PERPH LES,"$1,708.00"
80007942,HB BRONCHOSCOPIC THERMOPLASTY ONE LOBE,"$9,473.00"
80007943,HB BRONCHOSCOPIC THERMOPLASTY 2/> LOBES,"$9,473.00"
80007944,HB R ASPERGILLUS AB,$32.00
80007945,"HB R FLUORESCENT NONINFECT AGENT AB, TITER, EA",$240.00
80007946,HB FERN TEST,$30.00
80007947,"HB OCCULT BLOOD, STOOL",$50.00
80007950,"HB R IMMUNOGLOBULIN, EA",$29.00
80007951,HB R ALBUMIN SERUM,$15.00
80007952,HB R ALBUMIN CSF,$16.00
80007953,HB R OLIGOCLONAL BANDS,$62.00
80007954,HB MOD SED OTHER MD/QHP INITIAL 15 MINS <5YRS OLD,$206.00
80007955,HB MOD SED OTHER MD/QHP INITIAL 15 MINS 5+ YRS OLD,$299.00
80007956,HB MOD SED OTHER MD/QHP EA ADDL 15 MINS,$147.00
80007957,"HB R PAIN CLINIC IMMUNOASSY PANEL, UR",$82.00
80007958,"HB R TARGETED OPIOID SCREEN, UR",$120.00
80007959,"HB R HIV-1 RNA, QUALITATIVE",$454.00
80007960,HB PROCALCITONIN,$110.00
80007961,HB C. DIFFICILE ADMISSION SCREEN,$149.00
80007962,HB GI PROCEDURE TRAY KIT,$49.00
80007965,HB R URINE ADULTERATION SCREEN,$24.00
80007966,HB VERSA-KATH EPIDURAL CATHETER,$261.00
80007967,HB R FLRSCNT NOINFCT AGNT AB SCR EA PRNPLST RFLX,$500.00
80007968,"HB R HEAVY METAL, QUANT EA, NOT ELSE SPECIFIED",$278.00
80007969,"HB R HEAVY METAL, QUANT EA, NES",$90.00
80007970,HB ASD OCCLUDER,"$27,300.00"
80007971,HB MULTIFETAL PREGNANCY REDUCTION(S),"$1,286.00"
80007972,HB R PH STOOL,$80.00
80007973,HB R CALPROTECTIN STOOL,$350.00
80007974,HB R REDUCING SUBSTANCES STOOL,$146.00
80007975,HB R PANCREATIC ELASTASE-1 STOOL,$448.00
80007976,HB R ALPHA-1-ANTITRYPSIN STOOL,$128.00
80007977,HB IMPELLA RP DEVICE,"$97,500.00"
80007978,HB LIAT INFLU A/B-RSV ASSAY,$264.00
80007979,HB LIAT STREP A ASSAY,$168.00
80007980,HB MULTI-LUMEN CATHETER,$337.00
80007982,HB R T(14:18) IGH/BCL-2,"$1,020.00"
80007983,HB R IGH (14Q32),"$1,020.00"
80007984,HB R BCL6 (3Q27),"$1,020.00"
80007985,HB R T(11;14) CCND1/IGH,"$1,020.00"
80007986,HB R MALT1 (18Q21),"$1,020.00"
80007987,HB R MYC (8Q24),"$1,020.00"
80007988,HB R HER2/CEP17,"$1,020.00"
80007989,HB R MYD88 L265P PCR,"$1,020.00"
80007990,HB R BRACHYURY,$780.00
80007991,HB R TRANSTHYRETIN,$780.00
80007992,HB RADIOPHARM THER; INTRA-ART PARTIC ADMIN,"$1,287.00"
80007993,HB R ANTI-MULLERIAN HORMONE (AMH),$61.00
80007994,HB DX DIGITAL BREAST TOMOSYNTHESIS UNILATERAL,$100.00
80007995,HB DX DIGITAL BREAST TOMOSYNTHESIS BILATERAL,$100.00
80007996,HB DISPOSABLE ESOPHAGEAL TEMP PROBE,"$2,574.00"
80007997,HB PT SAFE HANDLING HOVERMATT 34 IN DISPOSABLE,$296.00
80007999,HB HEARTWARE HVAD SURGICAL IMPLANT KIT,"$328,380.00"
80008000,HB HEARTWARE HVAD SUPPORT/TAKE HOME KIT,"$107,738.00"
80008001,HB HEARTWARE HVAD PATIENT PACK - SHOULDER,"$1,755.00"
80008002,HB HEARTWARE HVAD PATIENT PACK - WAIST,"$1,658.00"
80008003,HB HEARTWARE HVAD PUMP IMPLANT ACCESSORY KIT,"$20,670.00"
80008004,HB DX BONE MARROW BIOPSIES & ASPIRATIONS,"$2,787.00"
80008005,HB EXERCISE TEST FOR BRONCHOSPASM,$445.00
80008006,HB PULMONARY STRESS TESTING (EX. 6 MIN WALK TEST),$445.00
80008007,HB R TRICH VAGINALIS DETECT NAA,$144.00
80008008,HB R THIOPURINE METABOLITES,$270.00
80008009,HB O2 SATURATION POC,$58.00
80008010,HB HEMOGLOBIN POC,$48.00
