DESCRIPTION,,PRICE
LAC REPR FCE EAR EYE LP <2.6CM,,$719.00
LAC REPR FCE EAR EYE LP 2.6-5.,,$882.00
ESCHAROTOMY EACH ADDL INCISION,,"$1,194.00"
ESCHAROTOMY FIRST INCISION,,$729.00
RP SI FA EAR NOS LIP 5.1CM-7.5,,$957.00
SMPL RPR SPRFSL FACE 7.6-12.5C,,$957.00
SMPL RPR SPRFSL FACE 12.6-20CM,,$957.00
SMPL RPR SPRFSL FACE 20.1-30.0,,"$1,559.00"
WOUND DEHISCENCE SIMPLE CLOSUR,,"$2,741.00"
PACKING OF WOUND DEHISIENCE,,"$3,628.00"
INT REP SCLP TRNK EXTRM <2.5CM,,$957.00
INT REP SCLP TRK EXT 2.6-7.5CM,,$957.00
INT REP SCLP TRK EXT7.6-12.5CM,,$459.00
INT REPR N-HF/GENIT <2.6CM,,$957.00
INT REPR NCK HND FT 2.6-7.5 CM,,$459.00
INT REPR NCK HND FT 7.6-12.5CM,,$936.00
INT REPR FCE EAR EYE LP<2.5CM,,$957.00
INT REPR F/E/L/MM 2.6-5.0CM,,$957.00
INT WND REPR FACE/MM 5.1-7.5CM,,"$1,589.00"
INT REP FCE EAR LP 7.6-12.5 CM,,$957.00
REP INT FCE EAR LP 12.6-20.0CM,,$957.00
REP INT FCE EAR LP 20.1-30.0CM,,"$1,559.00"
LAC REP INTER OVER 30.0CM,,"$4,870.00"
"REPR COMPLEX,1.1 TO 2.5 CM",,"$2,307.00"
REPR COMPLEX TRK 2.6-7.5CM,,"$2,406.00"
REPR COMP SCALP ARMS LGS 1.1,,"$1,319.00"
REPR COMP SCALP ARMS LGS 2.5-7,,"$1,423.00"
"REPR COMPLEX MOUTH NECK HDS,FT",,"$1,319.00"
"REPR COMP MOUTH,NECK,HDS,FT2.6",,"$1,319.00"
REPR COMP EYE NOSE EARS LIPS,,"$2,307.00"
RPR COMPLX EYELID ETC.1.1-2.5C,,"$2,307.00"
"REPR COMP EYEL, NOSE,EARS LIPS",,"$2,500.00"
"TISS TRAN,TRNK,<10 SQ CM",,"$8,323.00"
"TISS TRANS,S/A/L/<10 SQ CM",,"$8,323.00"
TISS XFR HEAD MOUTH CHK HND <1,,"$8,323.00"
TISS TRANS E/N/E/L <10 SQ CM,,"$9,690.00"
CHEM PEEL FACE EPIDERMAL,,$489.00
BLEPHAROPLASTY LOWER EYELID,,"$14,915.00"
BLEPHAROPLASTY UPPER EYELID,,"$14,915.00"
INIT TRMNT BURN 1ST DEGREE,,"$1,601.00"
INIT. TREATMENT 1ST DEGREE BUR,,"$1,601.00"
"INITAL TREATMENT, 1% BURN",,"$1,601.00"
PART THICK BURN DRESS/DEBRD;SM,,"$1,601.00"
PART THICK BURN DRESS/DEBRD;MD (TBSA 5%-10%),,"$3,241.00"
PART THICK BURN DRESS/DEBRD;LG (TBSA >10%),,"$4,333.00"
"DEST, PREMALIGNANT LESION 1ST",,$389.00
"DESTRUC LESION BENIGN, 1ST",,$389.00
"DEST, PREMALIGNANT LESION 2-14",,$389.00
"LES DEST, BENIGN PREMAL > 15",,$806.00
LESION DESTR BENIGN >15,,$806.00
"DEST FLAT WARTS MOLLU,MILLA",,$365.00
"DEST FLAT WARTS, UP TO 14 LES",,$365.00
DESTR FLAT WART MOLLU MILIA <1,,$365.00
"DEST. FLAT WARTS, >15 LESIONS",,$806.00
"CAUTERIZATION, MEDICAL",,$752.00
CHEMICAL CAUTERY TISSUE,,$752.00
MID LINE INSERTION,,"$4,743.00"
LESION DSTR MALIG TRNK ARM <.5,,$670.00
LES DSTR MALIG TRNK ARM 0.6-1.,,$752.00
LES DSTR MALIG TRNK ARM 1.1-2.,,$752.00
LES DSTR MALIG TRNK ARM 2.1-3.,,$645.00
LES DSTR MALIG TRNK ARM 3.1-4.,,$645.00
LES DSTR MALIG TRNK ARM >4.0,,"$1,428.00"
LES DSTR MALIG SCLP NCK 0.6-1.,,$945.00
LES DSTR MALIG SCLP NCK 1.1-2.,,$645.00
LES DSTR MALIG SCLP NCK 2.1-3.,,$974.00
LES DSTR MALIG SCLP NCK 3.1-4.,,"$1,428.00"
LESION DSTR MALIG FACE EAR <.5,,$645.00
LES DSTR MALIG FACE EAR 0.6-1.,,"$1,724.00"
LES DSTR MALIG FACE EAR 1.1-2.,,$974.00
"CYST, ASPIRATION, BREAST",,$921.00
PUNCTURE ASPIRATION OF BREAST,,$921.00
EACH ADDITIONA CYST-BREAST,,$921.00
PUNC ASPIRATION CYST OF BREAST,,$921.00
PUNCT ASPIR CYST BREAST BIC,,$921.00
DESTRUCTION PENIS LESION(S),,"$6,381.00"
PUNC ASPIR EA ADD'L CYST BREAS,,$921.00
PUNCT ASPIR EA ADDT CYST BIC,,$921.00
INCISION OF BREAST LESION RT,,"$5,734.00"
GALACTOGRAM INJECTION BIC,,$764.00
BREAST BX NEEDLE W/0 IMAGING,,"$1,571.00"
"BREAST BX, NEEDLE",,"$1,571.00"
PLACE PO BREAST CATH FOR RAD,,"$17,549.00"
BR CATH FOR RAD CONCUR W/PT MA,,"$17,549.00"
BREAST RECONST TISS EXPANDER,,"$11,975.00"
DUCT LAV ASPIRATION,,"$6,124.00"
"EXPLORE WOUND, EXTREMITY",,"$3,502.00"
BX MUSCLE NEEDLE PERCUT BCT,,"$1,500.00"
BX MUSCLE NEEDLE US,,"$1,500.00"
BIOPSY BONE TRCAR/NEEDL SPRFCL,,"$2,013.00"
BX BONE TROCAR/NDLE SUPF BCT,,"$2,013.00"
BIOPSY BONE TROCAR/NEEDLE DEEP,,"$3,050.00"
BX BONE TROCAR/NDLE DEEP BCT,,"$3,050.00"
INJECT SINUS TRACT DIAGNOSTIC,,"$1,238.00"
REMOVE FOREIGN BODY (SIMPLE),,"$1,500.00"
REMOVE FOREIGN BODY (COMPL.),,"$2,653.00"
CARPAL TUNNEL INJECTION,,$904.00
INJECT TENDON SHEATH LIGAMENT,,$720.00
INJECTION TENDON/LIGAMENT/CYST,,$720.00
TRIGGER POINT INJECTION,,$720.00
INJ TENDON ORIGIN/INSERTION,,$904.00
INJECT TRIGGER POINT 1-2 MUSC,,$641.00
TRIGGER POINT INJECTIONS: THREE OR MORE MUSCLES,,$904.00
DRAIN /INJECT-FINGER/TOE WO US GUIDANCE,,$971.00
KINDEY ENDOSCOPY & TREATMENT,,"$6,215.00"
DRAIN/INJECT-WRIST ELBOW ANKLE WO US GUIDANCE,,$517.00
DRAIN/INJECT-SHOULDER HIP KNEE WO,,$936.00
DRAINAGE OF MOUTH LESION,,"$6,979.00"
"ASPIRATION/INJ.,GANGION CYST",,"$1,051.00"
ARCH BAR REMOVAL,,"$6,737.00"
REMOVAL IMPLANT; SUPERFICIAL,,"$6,737.00"
"SEQUESTRECTOMY, MANDIBLE",,"$12,260.00"
"SEQUESTRECTOMY, MAXILLA",,"$8,448.00"
EXCISION OF TORUS MANDIBULARIS,,"$3,080.00"
EXCISION OF MAXILLARY TORUS,,"$4,910.00"
"OSTEOPLASTY, FACIAL BONES",,"$7,747.00"
CLOSED NASAL BONE W/STABILIZA,,"$4,482.00"
REDUCE ALVEOLAR RIDGE FRACTURE,,"$2,543.00"
REDUCE MANDIBULAR INTERDENTAL,,"$7,522.00"
"REDUCE TMJ DISLOCA, IX OR SUB",,$257.00
BIOPSY NECK,,"$4,399.00"
"BIOPSY, NECK/THORAX",,"$4,399.00"
INJECTION SHOULDER ARTHROGRAPH,,"$1,486.00"
INJECTION ELBOW ARTHROGRAPHY,,"$2,130.00"
INJECTION WRIST ARTHROGRAPHY,,"$1,414.00"
"I&D FINGER ABSCESS, SIMPLE",,"$1,325.00"
ABSCESS FINGER COMPLICATED,,"$4,591.00"
"DECOMPRESSION FINGERS, HAND",,"$3,306.00"
INJECTION  HIP ARTHRO W/O ANES,,"$1,674.00"
INJECTION HIP ARTHRO W ANES,,"$2,101.00"
SACROILIAC JOINT INJECT W ARTHROG,,"$2,131.00"
"EXCISION, LES ANKLE/LOWER LEG",,"$7,251.00"
INJECTION ANKLE ARTHROGRAPHY,,"$1,892.00"
"EXCISION,LES. INTERDIGITAL LEG",,"$4,873.00"
"EXCISION, CYST FOOT",,"$4,873.00"
"EXCISION, LESION, TOE(S) EACH",,"$4,873.00"
"REMOVAL FB, FOOT SC",,"$1,304.00"
"REMOVAL FB, FOOT DEEP",,"$5,468.00"
"REMOVAL FB, FOOT, COMPLICATED",,"$5,468.00"
"SPLINTING, FINGER",,$768.00
"SPLINT APPLICATION, WRIST",,$910.00
SPLINT APPLICATION ANKLE,,$794.00
"SPLINT APPLICATION, ANKLE",,$794.00
"WRAPPING, KNEE",,$681.00
STRAPPING OF ANKLE AND/OR FT,,$308.00
"WRAPPING, ANKLE",,$308.00
"SPLINTING, TOES",,$632.00
UNNA BOOT,,$697.00
"BIOPSY, INTRANASAL",,"$1,833.00"
REMOVE FB INTRANASAL,,$272.00
CONTROL NASAL HEMORR ANT SIMPL,,$348.00
CONTROL NASAL HEMORR ANT COMPL,,$358.00
CONTROL NASAL HEMORR POST INIT,,$518.00
MAXILLARY SINUS IRRIGATION,,$605.00
NASAL ENDOSCOPY DX UNI/BILAT,,$371.00
ENDOTRACHEAL INTUBATION,,"$2,539.00"
ET/TRACH CHANGE,,"$1,379.00"
TRACH SET CHANGE,,"$1,379.00"
TRACHEOTOMY TUBE CHANGE,,"$1,379.00"
"LARYNGOSCOPY, INDIRECT, DX",,$620.00
"LARYNGOSCOPY, INDIR, W BX",,"$4,546.00"
LARYNGOSCOPY AND DILATION,,"$9,657.00"
"LARYNGOSCOPY, FIBEROPTIC, DX",,$654.00
TRACHEOSTOMY-CRICO,,"$1,598.00"
TRACH PUNC PERCUT  ASPIR,,"$9,989.00"
TRACHEOBRONCHOSCOPY,,"$2,980.00"
BRONCHOSCOPY W OR W/O WASHING,,"$3,746.00"
BRONCHOSCOPY W/BRUSHING,,"$3,104.00"
BRONCHOSCOPY W/BAL,,"$3,857.00"
BRONCH DX /ENDOBRONCHIAL BX  SINGLE/MULTIPLE LOBE,,"$3,857.00"
TRANSBRONCH BX W&W/O FLUO,,"$3,505.00"
BRON W/TRANS NEEDL ASPIR,,"$4,003.00"
BRONCHOSCOPY DILATE/FX REPR,,"$10,620.00"
TRACHEAL BRONCIAL W&W/O STENT,,"$9,733.00"
"BRONCH TX, FB REMOVAL",,"$10,620.00"
BRONCHOSCOPY W/FB REMOVAL,,"$10,620.00"
BRONCHOSCOPY W/ TUMOR,,"$12,256.00"
BRONCHOSCOPY INTRACAV RAD ADDL,,"$9,835.00"
BRON W/ASPIR TRACHBRON INT,,"$11,900.00"
"BRONCHOSCOPY, CLEAR AIRWAYS",,"$11,900.00"
BRON W/ASP TRACHBRON SUB,,"$11,900.00"
"BRONCHOSCOPY, RECLEAR AIRWAY",,"$11,900.00"
CATH ASPIR NASOTRACBRONCH,,$250.00
NASOTREACHEAL SUCTION,,$250.00
SUCTIONING NASOTRACHEAL,,$250.00
BRONCHI MEDICATION INJECTION,,"$4,452.00"
BIOPSY PLEURA PERC NEEDLE,,"$4,094.00"
PLEURAL BIOPSY,,"$4,094.00"
BX LUNG/MEDIAST PERCUT NDL BCT,,"$2,601.00"
BX LUNG/MEDIASTINUM US,,"$2,601.00"
LUNG/MEDIASTINUM BX,,"$2,601.00"
INSERT INDWELLING CATH,,"$16,257.00"
INSERT/INDWELLING TUN PLEURAL,,"$16,257.00"
CHEST TUBE INSERTION,,"$2,063.00"
THORACENTESIS W/WATER SEAL,,"$2,063.00"
TUBE THORACOSTOMY BCT,,"$2,063.00"
CHEMICAL PLEURODESIS,,"$1,701.00"
REMOVAL OF PLEURAL CATHETER,,"$1,373.00"
PERICARDIOCENTESIS,,"$1,385.00"
INSRT NEW/REPL PCMKR/LD-ATRIAL,,"$27,739.00"
INSRT NEW/REPL PCMKR/LD-VENT,,"$27,739.00"
INSRT NEW/REPL PCMKR/LD- A / V,,"$11,923.00"
TEMP PACEMAKER WIRE,,"$22,288.00"
INSRT PCMKR W EXIST SNGL LD,,"$17,615.00"
INSRT PCMKR W EXIST DUAL LDS,,"$20,354.00"
UPGRADE PACEMAKER SYSTEM,,"$11,993.00"
REPOSITION ICD LEAD,,"$12,801.00"
INSRT SNGL ICD LEAD TRANSVENO,,"$14,001.00"
INSRT DUAL ICD LEAD TRANSVENO,,"$26,919.00"
REPAIR SNGL LEAD PCMKR / ICD,,"$26,919.00"
REPAIR DUAL LEADS PCMKR / ICD,,"$14,001.00"
RELOCATION SKIN  PKT CARDIOVERT-DEFIB,,"$5,494.00"
INSERT LEAD TO PREV PCMKR / ICD,,"$11,993.00"
L VENTR PACING LEAD ADD +POCK,,"$45,071.00"
REPOSITION LV PCMKR LEAD,,"$7,203.00"
REMOVE PCMKR ONLY,,"$12,134.00"
REMOVE PCMKR ELECTRODE,,"$6,516.00"
REMOVE ICD GENERATOR ONLY,,"$6,163.00"
TRANSVENOUS REMOVAL ICD LEAD,,"$10,580.00"
INSRT/REPL SGL/DUAL ICD LD/GEN,,"$35,979.00"
REMOVE INTRA-AORTIC BALLOON,,"$1,779.00"
EMB. OR THROMB; FEMOROPOP,,"$13,033.00"
EMB. OR THROMB;POPLITEAL-TIBIO,,"$13,033.00"
Repair blood vessel with graft other than vein low,,"$13,185.00"
"THROMB., ILIOFEMORAL",,"$6,828.00"
"THROMB., COMMON FEMORAL",,"$5,569.00"
"THROMB., DEEP FEMORAL",,"$6,697.00"
PSEUDOANEURYSM INJECT/TREAT,,"$2,021.00"
INJECTION CONTRAST VENOGRAPHY,,"$2,788.00"
"INTRO CATH, SUP/INF VENA CAVA",,"$6,290.00"
SELECT CATH VENOUS 1ST ORDER,,"$2,298.00"
SELECT CATH VENOUS 2ND ORDER,,"$13,482.00"
INTRO CATH RT HEART/MAIN PULM,,"$12,826.00"
SELECT CATH LT/RT PULM ARTERY,,"$12,394.00"
SELECT CATH SEGMENTAL PULM ART,,"$1,903.00"
INTRO NEEDLE EXTREMITY ARTERY,,"$4,279.00"
INTRO NEEDLE AORTIC/TRANSLUMBA,,"$7,974.00"
INTRO CATHETER AORTA,,"$7,050.00"
SELCT ART 1ST ORD THOR/BRACH,,"$2,881.00"
SELCT ART 2ND ORD THOR/BRACH,,"$2,881.00"
SELCT ART 3RD ORD THOR/BRACH,,"$2,881.00"
SELCT ART ADD'L 2ND/3RD TH/BR,,"$1,387.00"
SELCT ART 1ST ORD ABD/PELV,,"$3,581.00"
SELCT ART 1ST ORD ABD/PELV/LE,,"$2,881.00"
SELCT ART 2ND ORD ABD/PELV/LE,,"$2,983.00"
SELCT ART 3RD ORD ABD/PELV/LE,,"$2,881.00"
"SELCT ART, ADDT'L, ABD/PELV/LE",,"$2,983.00"
"PHELB, MICRO-10BOPC",,$89.00
"PHELB,MICRO-WARD 12 MIDNIGHT",,$89.00
"PHLEB,CAP-WARD 12N",,$89.00
"PHLEB,CAP-WARD 6PM",,$89.00
"PHLEB,CAP-WARD 7AM",,$89.00
"PHLEB,NURSERY 1PM",,$89.00
"INJECTION(S), SPIDER VEIN",,$284.00
INJECTION THERAPY OF VEIN,,$456.00
"ENDOVENOUS RF, 1ST VEIN",,"$11,509.00"
"ENDOVENOUS RF, VEIN ADD ON",,"$11,509.00"
"ENDOVENOUS LASER, 1ST VEIN",,"$11,509.00"
ENDOVENOUS LASER VEIN ADD-ON,,"$11,509.00"
PERCUT PORTAL VEIN CATH,,"$5,529.00"
VENOUS CATH SELCT ORG BLD SAMP,,"$2,852.00"
INS NON-TUN CVC <5 SPV,,"$4,559.00"
CENTRAL LINE PLACEMENT,,"$4,806.00"
"CVP, PERCUT >5 YEARS",,"$4,806.00"
INS NON-TUN CVC>5 SPV,,"$4,806.00"
INSERT CV CATH NON-TUNNEL >5,,"$4,806.00"
INS TUN CVC W/O PORT <5 SPV,,"$7,565.00"
INS TUN CVC W/O PORT >5 SPV,,"$8,730.00"
INS TUN CVC W/PORT <5 SPV,,"$16,153.00"
INS TUN CVC W/PORT >5 SPV,,"$17,446.00"
INS TUN CVC W/PUMP SPV,,"$34,457.00"
INSERT TUNNELED CV CATH,,"$16,522.00"
INSERT TUNNELED CV CATH W/PORT,,"$9,620.00"
INS PERH CVC W/O PORT <5 SPV,,"$5,586.00"
INSERT/PICC CATHETER DISCONTIN,,"$5,586.00"
INSERTION OF PICC CATHETER,,"$5,586.00"
CVC/PICC LINE PLACE EXCHANGE,,"$4,743.00"
INSERT PICC WO PORT/PUMP >5,,"$4,743.00"
INS PERH CVC W/PORT <5SPV,,"$14,840.00"
INS PERH CVC W/ PORT >5 SPV,,"$8,332.00"
REPAIR CV CATH WO PORT/PUMP,,"$4,589.00"
REPAIR TUN/N-TUN CVC WO PT SPV,,"$4,589.00"
REPAIR CVC W/PORT/PUMP SPV,,"$4,589.00"
REPLCE CAT CVC W/PORT/PUMP SPV,,"$12,764.00"
REPLACE CV CATH NON-TUN WO POR,,"$6,828.00"
REPLCE NON-TUN CVC WO PORT SPV,,"$6,828.00"
REPLCE TUN CVC W/O PORT SPV,,"$4,617.00"
REPLCE TUN CVC W/ PORT SPV,,"$18,266.00"
REPLCE TUN CVC W/PUMP SPV,,"$34,457.00"
REPLACE PICC WO PORT/PUMP,,"$8,528.00"
REPLACEMENT OF A PICC CATHETER,,"$8,528.00"
REPLCE COMP PICC W/O PORT SPV,,"$8,528.00"
REPLCE COMP PICC W/PORT SPV,,"$14,840.00"
REMOVAL TUN CVC W/O PORT SPV,,"$4,068.00"
REMOVAL VENOUS ACCESS DEVICE,,"$4,068.00"
REMOVAL TUN CVC W/PORT SPV,,"$4,068.00"
REMOVE CV CATH,,"$4,068.00"
BLOOD DRAW CENTRAL LINE,,$229.00
DECLOT VASC CATH BY THROMBOLYT,,"$1,299.00"
DECLOT VASCULAR ACCESS DEVICE,,"$1,299.00"
MECH REMOVAL OBSTR CVC SPV,,"$13,577.00"
MECH REMOVAL CATH OBST CVC SPV,,"$5,648.00"
REPOSIT CVC W/ FLUORO GUID SPV,,"$6,681.00"
"INJ W/FLURO, EVAL CV DEVICE",,$940.00
ARTERIAL PUNCTURE,,$227.00
DRAIN/INJECT-SHOULDER HIP KNEE WO US BILATERAL,,"$1,404.00"
ARTERIAL LINE INSERT,,"$1,337.00"
CANNULA DECLOT W/O BALLOON,,"$9,536.00"
INSERT HEPATIC SHUNT (TIPS),,"$12,783.00"
REMOVE HEPATIC SHUNT (TIPS),,"$50,670.00"
PRIM ART MECH THROMBECTOMY,,"$32,395.00"
PRIM ART M-THROMBECT ADD-ON,,"$34,193.00"
SEC ART THROMBECT ADD-ON,,"$31,656.00"
VENOUS MECH THROMBECTOMY,,"$19,361.00"
VENOUS M-THROMBECTOMY ADD-ON,,"$16,010.00"
"THROMBOLYTIC THERAPY, STROKE",,"$12,214.00"
TRANSCATHETER BIOPSY,,"$16,963.00"
"TRANSCATH STENT, CCA W/EPS",,"$15,452.00"
"TRANSCATH STENT, CCA W/O EPS",,"$17,737.00"
TEMPORAL ARTERY BIOPSY,,"$9,731.00"
PHLEB VEINS-EXTREM-UP TO 20,,"$16,688.00"
PHLEB VEINS-EXTREM-20+,,"$16,467.00"
VASCULAR SURGERY PROCEDURE,,"$10,509.00"
SPLENOPORTOGRAPHY INJ,,"$1,250.00"
DIAGNOSTIC BONE MARROW; ASPIRATION(S),,"$1,500.00"
DIAGNOSTIC BONE MARROW; ASPIRATION(S),,"$1,500.00"
Diagnostic bone marrow; biopsy(ies),,"$1,523.00"
BIOPSY LYMPH NODES SPRFCL OPEN,,"$4,110.00"
BX LYMPH NODE(S) NDL BCT,,"$1,801.00"
"BX, OPEN DEEP AX NODE",,"$5,701.00"
IDENTIFY SENTINEL NODE,,$484.00
BIOPSY OF LIP,,$577.00
"I&D, INTRA-ORAL, SIMPLE",,$600.00
"I&D INTRA-ORAL, COMPLEX",,"$1,347.00"
BIOPSY VESTIBULE OF MOUTH,,$872.00
DECLOT VASCULAR ACCESS DEVICE,,"$1,299.00"
EXC/LES/MOUTH W/SIMPLE REPAIR,,"$5,728.00"
EXC/LES/MOUTH W/COMPLEX REPAIR,,"$4,446.00"
EXC FRENUM LIBIAL BUCCAL,,"$2,245.00"
DEST/LES VESTIBULE MOUTH,,"$5,179.00"
I&D EXTRAORAL SUBLINGUAL,,$902.00
"I&D,FLOOR OF MOUTH-SUBMENTAL",,"$5,296.00"
"I&D,FLOOR/MOUTH-SUBMANDIBULAR",,"$2,500.00"
"I&D,FLOOR OF MOUTH-MASTICATOR",,"$2,215.00"
BIOPSY ANTERIOR 2/3 OF TONGUE,,$989.00
BIOPSY POSTERIOR 1/3 TONGUE,,"$2,200.00"
"BIOPSY, FLOOR OF MOUTH",,"$1,500.00"
EXC LESION FLOOR OF MOUTH,,"$4,509.00"
EXCISION OF FIBROUS TUBEROSITY,,"$4,493.00"
EXCISION OF OSSEOUSTUBEROSITY,,"$4,910.00"
EXC W/SIMPLE REPAIR DENTOALVEO,,"$3,486.00"
"DESTRUCT LESION, DENTOALVEOLAR",,"$5,372.00"
"ALVEOLOPLASTY, EACH QUADRANT",,"$3,080.00"
COMPLETELY BONY,,"$1,880.00"
"BIOPSY PALATE, UVULA",,"$1,833.00"
"EXC PALATE, UVULA,W/O CLOSURE",,"$3,466.00"
UVULECTOMY,,"$3,002.00"
"DEST LESION, PALATE OR UVULA",,"$7,507.00"
"BIOPSY OF SALIVARY GLAND,NEEDL",,"$4,670.00"
I&D PERITONSILLAR ABSCESS,,$420.00
BIOPSY OF SALIVARY GLAND,,"$9,551.00"
"BIOPSY, OROPHARYNX",,"$5,168.00"
"BIOPSY, NASOPHARYNX",,"$3,142.00"
G-TUBE INSERTION,,"$5,524.00"
DIL ESO/UNGUIDE BOUGIE 1>1 PAS,,"$2,096.00"
NASO GASTRIC TUBE PLACE,,"$1,985.00"
REPOSITION GASTROSTOMY TUBE,,"$5,338.00"
JEJUNOSTOMY INTRA-OP ENT ALIME,,"$6,352.00"
PEG CONVERSION TO PEJ,,"$4,055.00"
INTRO OF LONG GI TUBE,,"$1,304.00"
DRAIN PELVIC ABSCESS US,,"$6,884.00"
PERIRECTAL ABSCESS,,"$2,981.00"
"ANOSCOPY, DIAGNOSTIC, INC SPEC COLLECT",,$542.00
ANOSCOPY AND BIOPSY,,"$2,137.00"
DESTR CONDYLOMA ANAL - CHEMIC,,$955.00
ANAL CRYO SURGERY,,$433.00
"LIVER BIOPSY, NEEDLE, PERCUT",,"$2,073.00"
BX LIVER ADDTL PROC PERCUT BCT,,"$2,713.00"
EXPLORATORY LAPAROTOMY,,"$4,519.00"
"ABLATION, OPEN LIVER TUMOR, RF",,"$6,657.00"
"ABLATION, LIVER TUMOR; RF",,"$8,978.00"
DRAIN CHOLECYSTOSTOMY S&I BCT,,"$5,903.00"
DILAT BIL STRICT W/O STENT SPV,,"$4,136.00"
BILIARY DIL STRICT W/STENT,,"$8,728.00"
PANCREATITIS PLACE DRAIN BCT,,"$9,260.00"
BX PANCREAS PERCUT NDL BCT,,"$2,114.00"
THROMBOLYTIC ART THERAPY W/S/I ANY METH INIT DAY,,"$21,311.00"
THROMBOLYTIC VENOUS THERAPY  W S/I ANY METH INIT D,,"$21,311.00"
ABLATION ABD STANDARD BCT,,"$2,498.00"
BX ABD/RETROPER MASS US,,"$2,498.00"
BX RETROPERITONE MASS PERC BCT,,"$2,498.00"
INSERT. OF INTRPERITONEAL CATH,,"$11,483.00"
PERITONEAL DIALYSIS CAT.PLACEM,,"$11,842.00"
CATHETER EXCH RAD GUIDE BCT,,"$3,484.00"
THROM ART/VEN THERAPY  W S/I  INC F/U CATH SUBSQ D,,"$36,251.00"
INJ DYE VIA PREVIOUS DRN BCT,,"$3,484.00"
"INJECTION, ABDOMINAL SHUNT",,$373.00
GASTROSTOMY TUBE PLACE S&I SPV,,"$4,785.00"
G TUBE CHECK,,"$6,265.00"
REPLACE G/C TUBE PERC,,"$3,210.00"
REPLACE G-J TUBE PERC,,"$3,210.00"
BX RENAL PERCUT TROCAR/NDL BCT,,"$2,337.00"
PERCUTANEOUS KIDNEY BIOPSY,,"$2,337.00"
"CHANGE URTER STENT, PERCUT",,"$7,354.00"
"REMOVE URTER STENT, PERCUT",,"$6,568.00"
CHANGE EXT/INT URETER STENT,,"$2,738.00"
REMOVE RENAL TUBE WITH FLURO,,$996.00
ASPIR/INJECT RENAL CYST/PELVIS,,"$4,210.00"
"ABLATION, RENAL TUMOR, RF",,"$15,251.00"
INJECTION FOR URETER XRAY,,$774.00
CHANGE OF URETER TUBE/STENT,,"$2,173.00"
INJECT FOR URETER X-RAY,,$788.00
DRN PERIVESIC/PREVESIC ABS BCT,,"$3,734.00"
DRAIN BLADDER BY NEEDLE,,$647.00
BLADDER TAP-SUPRAPUB W CATH IN,,"$5,564.00"
DRAIN BL W/CATH INSERTION,,"$5,564.00"
DRAINAGE OF BLADDER,,"$5,564.00"
INJECT CYSTOGRAPHY/VOIDING,,"$1,274.00"
INJECT CYSTOGRAPHY/VOID RETRO,,"$2,404.00"
BLADDER IRRIGATION &/OR INSTIL,,$504.00
INSERT STRAIGHT CATH IN & OUT,,$864.00
CATH INSERT INDWELLING,,"$1,069.00"
INSERT FOLEY CATH,,"$1,069.00"
INSERT COMPLICATED CATH,,"$1,808.00"
CHANGE CYSTO TUBE SIMPLE,,$625.00
CHANGE CYSTO TUBE COMPLICATED,,"$3,954.00"
INSTILL BLADDER ANTICANCER AGE,,"$1,028.00"
CYSTOMETROGRAM,,"$1,648.00"
RESIDUAL URINE BY ULTRASOUND,,$207.00
CYSTOURETHROSCOPY,,"$2,839.00"
CYSTOURETHRO W URETERAL CATH,,"$5,944.00"
PERC DILATE URETER W BALLOON,,"$6,158.00"
CYSTO W STENT REMOVAL,,"$5,766.00"
CYSTO W URETER STENT PLCMNT,,"$10,875.00"
DILATE URETHRA STRICT MALE INI,,$694.00
DILATE STRICTURE MALE SUBSEQ,,$317.00
DILATE STRICT MALE FILIFORM IX,,"$4,447.00"
DILATE STRICT MALE FILIFORM SU,,$804.00
DILATE URETHRA STRICT FEMALE I,,$286.00
DILATE URETHRA STRICT FEMALE S,,$286.00
DORSAL SLIT  EXC NEWBORN,,"$6,453.00"
"INCISE AND DRAIN PENIS, DEEP",,"$4,851.00"
"LES, DEST, CHEM PENIS, SIMPLE",,$670.00
CRYOSURG PENIS LESION(S) SIMPL,,$270.00
BIOPSY OF PENIS,,"$5,393.00"
CIRCUMCISION,,"$2,079.00"
TREATMENT OF PENIS LESION,,$590.00
INJECT CORPORA CAVERNOSOGRAPHY,,"$1,666.00"
PARAPHIMOSIS REDUCTION,,$624.00
"INCISE AND DRAIN, TESTES",,"$3,277.00"
REMOVAL OF EPIDIDYMIS,,"$7,853.00"
ASPIRATION OF HYDROCELE,,$998.00
REMOVAL OF SPERM DUCT(S),,"$2,500.00"
BIOPSY PROSTATE NEEDLE/PUNCH,,"$4,494.00"
I AND D VULVA PERINEAL ABSCES,,$294.00
BARTHOLIN GLAND ABSCESS,,$672.00
CESS THERAPY CATH REMOVALW/ VESS CLOSE,,"$7,726.00"
"CRYOSURGERY, VULVAR",,"$6,520.00"
DESTROY LESION(S) VULVA SIMPLE,,"$6,520.00"
DESTROY LESION(S) VULVA EXTENS,,"$4,428.00"
"VULVAR BIOPSY, ONE LESION",,$586.00
"VULVAR BX, EACH ADDL LESION",,$556.00
"COLPOSCOPY, VULVA",,$502.00
"COLPOSCOPY, VULVA + VULVA BX",,"$1,627.00"
COLPOCENTESIS,,"$3,290.00"
DESTROY VAGINAL LESION(S) SIMP,,"$4,240.00"
DESTROY VAGINAL LESION(S) EXTE,,"$4,256.00"
VAGINAL BIOPSY SIMPLE,,"$3,440.00"
BILAT SACROILIAC JOINT INJECT W ARTHROG,,"$3,197.00"
