Service Area,Description,Revenue Code,Patient Pay Charge
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,MRI CERV SPINE W/INF,MAGNETIC RESONANCE TECHNOLOGY (MRT) - MRI - SPINAL CORD/SPINE) [0612],1238
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,MRI CERV.SPINE W/O INF,MAGNETIC RESONANCE TECHNOLOGY (MRT) - MRI - SPINAL CORD/SPINE) [0612],952
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,MRI CHEST W/CONTRAST,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION [0610],1076
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,MRI CHEST W/O & W CONTRAST,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION [0610],1325
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,MRI LUMB SPINE W/ & W/O ADD SE,MAGNETIC RESONANCE TECHNOLOGY (MRT) - MRI - SPINAL CORD/SPINE) [0612],1230
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,MRI LUMBAR SPINE W/INF,MAGNETIC RESONANCE TECHNOLOGY (MRT) - MRI - SPINAL CORD/SPINE) [0612],996
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,MRI ORBIT/FACE/NECK W/O & W/CO,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION [0610],1100
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,MRI ORBITS/FACE/NECK W/CONTRAS,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION [0610],891
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,MRI PELVIS W/ CONTRAST,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION [0610],967
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,MRI PELVIS W/O & W CONTRAST,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION [0610],1191
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,MRI PELVIS WITHOUT CONTRAST,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION [0610],744
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,MRI THOR SPINE W/ & W/O ADD SE,MAGNETIC RESONANCE TECHNOLOGY (MRT) - MRI - SPINAL CORD/SPINE) [0612],1440
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,MRI THOR SPINE W/INF,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION [0610],1171
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,MRI UE ANY JOINT W/WO LT,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION [0610],954
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,MRI UE ANY JOINT WITH,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION [0610],947
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,MRI UP EXT ANY JOINT W/O,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION [0610],802
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,MRI UPPER EXT NOT JOINT W,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION [0610],1505
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,MRI UPPER EXT NOT JOINT W/O,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION [0610],995
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,MRI UPR EXT NOT JOINT W/O & W/,MAGNETIC RESONANCE TECHNOLOGY (MRT) - GENERAL CLASSIFICATION [0610],1214
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,MRSA CULTURE (BEAKER),LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],21
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,MTHFR C677T mutation,LABORATORY - CHEMISTRY [0301],76
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,MUGA REST/STRESS MULTIPLE STUD,NUCLEAR MEDICINE - GENERAL CLASSIFICATION [0340],427
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,MUMPS SCREEN (BEAKER),LABORATORY - IMMUNOLOGY [0302],30
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,MUSC TEST DONE W/N TEST COMP,OTHER DIAGNOSTIC SERVICES - ELECTROMYELGRAM [0922],158
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"Mycobacterium Tuberculosis Complex, PCR, Non-Resp(Beaker)",LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],188
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,MYCOPHENOLIC ACID (MPA),LABORATORY - CHEMISTRY [0301],73
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,MYCOPLASMA PNEUMO ABS (G&M),LABORATORY - IMMUNOLOGY [0302],32
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,MYELOGRAPHY LUMBAR INJECTION,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],247
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"MYELOGRAPHY, LUMBOSACRAL S&I",RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],181
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"MYLEOGRAPHY CERVICAL, VIA LUMBAR INJ.",RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],247
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,MYOCARDIAL PERF SPECT MULTIPLE,NUCLEAR MEDICINE - DIAGNOSTIC PROCEDURES [0341],1130
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,MYOCARDIAL PERF SPECT SINGLE,NUCLEAR MEDICINE - DIAGNOSTIC PROCEDURES [0341],1040
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"MYOGLOBIN ASSAY, SERUM (Beaker)",LABORATORY - CHEMISTRY [0301],24
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"MYOGLOBIN, URINE",LABORATORY - CHEMISTRY [0301],24
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,MYOPLASMA PNEUMONIAE TARGET (BEAKER),LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],32
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,N2 WASH OUT STUDY,PULMONARY FUNCTION - GENERAL CLASSIFICATION [0460],91
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NAIL REMOVAL,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],108
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NAIL REMOVAL EACH ADDITIONAL,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],82
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NAIL REMOVAL EACH ADDITIONAL PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],20
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NAIL REMOVAL PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],62
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"NASAL BONE, COMPLETE MIN 3 VIE",RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],159
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NASAL CULTURE,LABORATORY - GENERAL CLASSIFICATION [0300],31
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NASAL ENDOSCOPY BIOPSY,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],484
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NASOPHARYNGOSCOPY,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],113
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"NATURAL KILLER CELLS, TOTAL CO",LABORATORY - IMMUNOLOGY [0302],132
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NEEDLE BIOPSY 20G 6CM TT206,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],45
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NEEDLE BIOPSY LYMPH - IMG,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],92
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NEEDLE BIOPSY MUSCLE,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],389
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NEEDLE BIOPSY XXG 6CM AXXX,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],44
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NEEDLE BX ABD/RETROPERITONEAL,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],728
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NEEDLE COAXIAL INTRO. 17G 15CM,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],22
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NEEDLE INRAD COAX INTRO 17G 10CM,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],22
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NEEDLE LOCALIZATION BY XRAY,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],199
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NEEDLE TEMNO BIOPSY 18G XXCM,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],57
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NEEDLE TEMNO BIOPSY 20G XXCM,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],69
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NEEDLE YUEH CENT 5.0-19-ANYSIZE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],20
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NEG PRESS WND TX <+50 SQ. CM.,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],64
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NEG PRESS WND TX >+50 SQ.CM.,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],240
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NEG PRESS WOUND TX  >50 SQ CM PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],79
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NEG PRESS WOUND TX <= 50 SQ CM,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],79
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NEG PRESS WOUND TX <=50 SQ CM PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],79
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NEG PRESS WOUND TX >50 SQ CM,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],79
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NEISSERIA GONORRHOEAE AMPLIFIED RNA - CGRNA,LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],31
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NEONATAL HEAD SCAN,OTHER IMAGING SERVICES - ULTRASOUND [0402],170
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NERVE BLOCK AXILLARY,OPERATING ROOM SERVICES - MINOR SURGERY [0361],205
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NERVE BLOCK BRACH PLEX SINGLE,OPERATING ROOM SERVICES - MINOR SURGERY [0361],367
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NERVE BLOCK ILIOING/ILIOHYPOGASTRIC,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],413
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NERVE BLOCK OTHER PERIPH,OPERATING ROOM SERVICES - MINOR SURGERY [0361],392
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,Nerve conduction studies; 11-12 studies,OTHER DIAGNOSTIC SERVICES - ELECTROMYELGRAM [0922],1095
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,Nerve conduction studies; 1-2 studies,OTHER DIAGNOSTIC SERVICES - ELECTROMYELGRAM [0922],143
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,Nerve conduction studies; 13 or more studies,OTHER DIAGNOSTIC SERVICES - ELECTROMYELGRAM [0922],1860
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,Nerve conduction studies; 3-4 studies,OTHER DIAGNOSTIC SERVICES - ELECTROMYELGRAM [0922],336
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,Nerve conduction studies; 5-6 studies,OTHER DIAGNOSTIC SERVICES - ELECTROMYELGRAM [0922],522
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,Nerve conduction studies; 7-8 studies,OTHER DIAGNOSTIC SERVICES - ELECTROMYELGRAM [0922],715
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,Nerve conduction studies; 9-10 studies,OTHER DIAGNOSTIC SERVICES - ELECTROMYELGRAM [0922],909
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"NERVE REPAIR; W/NERVE ALLOGRAFT, EACH NERVE, FIRST STRAND (CABLE)",OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],2033
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NEUROMUSC RE-ED EACH 15 MIN,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],47
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NEUROMUSCULAR REEDUCATION EACH 15 MIN,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],47
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NEURONTIN (GABAPENTIN) (Beaker),LABORATORY - GENERAL CLASSIFICATION [0300],52
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NEUTRAL SHOULDER WEDGE S/M (LF,MEDICAL/SURGICAL SUPPLIES AND DEVICES - INTRAOCULAR LENS [0276],91
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NEWBORN RESUSCITATION,CARDIOLOGY - GENERAL CLASSIFICATION [0480],344
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NEWBORN SCREENS COLLECTIO,LABORATORY - GENERAL CLASSIFICATION [0300],24
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NG TUBE PLACED BY MD,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],134
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NITROGEN (Beaker),LABORATORY - CHEMISTRY [0301],5
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NON-GYN SPECIMEN LIQUID BASED,LABORATORY PATHOLOGICAL - CYTOLOGY [0311],43
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NON-HEU TC99M ADD ON /DOSE,NUCLEAR MEDICINE - DIAGNOSTIC RADIOPHARMACEUTICALS [0343],5
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NON-SELECTIVE WOUND DEBRID W/O,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],44
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NORTRIPTYLINE (AVENTYL),LABORATORY - CHEMISTRY [0301],19
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"NOVIRUS, MOLECULAR DETECTION, PCR (SENDOUT",LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],67
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NTS/ETS,RESPIRATORY SERVICES - GENERAL CLASSIFICATION [0410],16
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,NURSEMAID ELBOW REDUCTION,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],176
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OASIS TRI-LAYER WND MATRIX PER 1 SQ CM,PHARMACY - EXTENSION OF 025X - DRUGS REQUIRING DETAILED CODING (A) [0636],8
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OASIS ULTRA PER 1 SQ CM,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],42
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OASIS WOUND MATRIX SKIN SUB,PHARMACY - EXTENSION OF 025X - DRUGS REQUIRING DETAILED CODING (A) [0636],4
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OB LABOR/DELIVERY ULTRASOUND,OTHER IMAGING SERVICES - ULTRASOUND [0402],109
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OB PELVIS COMPLETE,OTHER IMAGING SERVICES - ULTRASOUND [0402],167
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OB PELVIS LIMITED,OTHER IMAGING SERVICES - ULTRASOUND [0402],109
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OB TRIAGE LEVEL 1,LABOR ROOM/DELIVERY - GENERAL CLASSIFICATION [0720],33
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OB TRIAGE LEVEL 2,LABOR ROOM/DELIVERY - GENERAL CLASSIFICATION [0720],62
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OB TRIAGE LEVEL 3,LABOR ROOM/DELIVERY - GENERAL CLASSIFICATION [0720],106
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OB TRIAGE LEVEL 4,LABOR ROOM/DELIVERY - GENERAL CLASSIFICATION [0720],172
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OB TRIAGE LEVEL 5,LABOR ROOM/DELIVERY - GENERAL CLASSIFICATION [0720],215
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OB US >= 14 WKS ADDL FETUS,OTHER IMAGING SERVICES - ULTRASOUND [0402],109
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OFFICE/OUTPATIENT VISIT EST LVL 1,CLINIC - GENERAL CLASSIFICATION [0510],33
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OFFICE/OUTPATIENT VISIT EST LVL 1 PBC,CLINIC - GENERAL CLASSIFICATION [0510],33
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OFFICE/OUTPATIENT VISIT EST LVL 2 PBC,CLINIC - GENERAL CLASSIFICATION [0510],53
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OFFICE/OUTPATIENT VISIT EST LVL 3 PBC,CLINIC - GENERAL CLASSIFICATION [0510],106
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OFFICE/OUTPATIENT VISIT EST LVL 4,CLINIC - GENERAL CLASSIFICATION [0510],172
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OFFICE/OUTPATIENT VISIT EST LVL 4 PBC,CLINIC - GENERAL CLASSIFICATION [0510],172
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OFFICE/OUTPATIENT VISIT EST LVL 5,CLINIC - GENERAL CLASSIFICATION [0510],216
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OFFICE/OUTPATIENT VISIT EST LVL 5 PBC,CLINIC - GENERAL CLASSIFICATION [0510],216
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OFFICE/OUTPATIENT VISIT NEW LVL 1 PBC,CLINIC - GENERAL CLASSIFICATION [0510],32
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OFFICE/OUTPATIENT VISIT NEW LVL 2 PBC,CLINIC - GENERAL CLASSIFICATION [0510],61
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OFFICE/OUTPATIENT VISIT NEW LVL 3 PBC,CLINIC - GENERAL CLASSIFICATION [0510],79
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OFFICE/OUTPATIENT VISIT NEW LVL 4 PBC,CLINIC - GENERAL CLASSIFICATION [0510],100
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OFFICE/OUTPATIENT VISIT NEW LVL 5 PBC,CLINIC - GENERAL CLASSIFICATION [0510],141
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OMT CASH MASSAGE,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],6
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OP HEMODIALYSIS ADULT,HEMODIALYSIS - OUTPATIENT OR HOME - HEMODIALYSIS COMPOSITE OR OTHER RATE [0821],340
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"OPIATES CONFIRMATION, URINE (SENDOUT-REFLEX) - LC",LABORATORY - CHEMISTRY [0301],24
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"OPIATES,MS,WB/SP RFXá -RFLX - HEROIN - SERUM",LABORATORY - CHEMISTRY [0301],25
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"OPIATES,MS,WB/SP RFXá -RFLX - SERUM",LABORATORY - CHEMISTRY [0301],24
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,ORBITS COMPLETE MIN 4 VIEWS,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],89
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,ORTHO MANAGEMENT & FITTING IN PT EA 15 MIN,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],42
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,ORTHO MANAGMENT & FITTING IN OT 15 MIN,OCCUPATIONAL THERAPY - GENERAL CLASSIFICATION [0430],42
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OSSEOUS SURVEY COMPLETE,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],67
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OSSEOUS SURVEY INFANT,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],67
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OT APPLICATION HOT/COLD PACKS,OCCUPATIONAL THERAPY - GENERAL CLASSIFICATION [0430],23
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OT DEBRID <20 CM W/WHIRLPOOL,OCCUPATIONAL THERAPY - GENERAL CLASSIFICATION [0430],90
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OT EVAL HIGH COMPLEX,OCCUPATIONAL THERAPY - EVALUATION OR REEVALUATION [0434],96
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OT EVAL LOW COMPLEX,OCCUPATIONAL THERAPY - EVALUATION OR REEVALUATION [0434],96
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OT EVAL MOD COMPLEX,OCCUPATIONAL THERAPY - EVALUATION OR REEVALUATION [0434],96
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OT FLUIDOTHERAPY EACH 15 MIN,OCCUPATIONAL THERAPY - GENERAL CLASSIFICATION [0430],32
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OT GROUP THERAPY,OCCUPATIONAL THERAPY - GENERAL CLASSIFICATION [0430],65
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OT NEUROMUS RE-ED EA ADD 15MIN,OCCUPATIONAL THERAPY - GENERAL CLASSIFICATION [0430],47
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OT RE-EVAL EST PLAN CARE,OCCUPATIONAL THERAPY - EVALUATION OR REEVALUATION [0434],36
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OT SELF CARE/HM MGT EA ADD 15,OCCUPATIONAL THERAPY - GENERAL CLASSIFICATION [0430],17
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OT SELF CARE/HM MGT EACH 15 MIN,OCCUPATIONAL THERAPY - GENERAL CLASSIFICATION [0430],17
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OT THERAPEUTIC ACTV 15 MIN,OCCUPATIONAL THERAPY - GENERAL CLASSIFICATION [0430],33
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OT THERAPEUTIC ACTV EA AD 15MN,OCCUPATIONAL THERAPY - GENERAL CLASSIFICATION [0430],37
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OT THERAPY EX EA ADD 15 MINS.,OCCUPATIONAL THERAPY - GENERAL CLASSIFICATION [0430],39
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OT THERAPY EX EACH 15 MINS,OCCUPATIONAL THERAPY - GENERAL CLASSIFICATION [0430],58
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OT- ULTRASOUND 15 MIN,OCCUPATIONAL THERAPY - GENERAL CLASSIFICATION [0430],42
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OT-WHIRLPOOL ALONE >=1 AREA,OCCUPATIONAL THERAPY - GENERAL CLASSIFICATION [0430],51
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OUTSIDE SURG PATH L-2,LABORATORY PATHOLOGICAL - GENERAL CLASSIFICATION [0310],58
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OUTSIDE SURG PATH L-4,LABORATORY PATHOLOGICAL - GENERAL CLASSIFICATION [0310],135
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OUTSIDE SURG PATH L-5,LABORATORY PATHOLOGICAL - GENERAL CLASSIFICATION [0310],231
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,Ova and Parasite Smear (Beaker),LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],21
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OVA and Parasite Stain (Beaker),LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],64
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OVA+PARASITE (Beaker),LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],21
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"OXALATE, URINE",LABORATORY - GENERAL CLASSIFICATION [0300],17
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OXYCARBAZEPINE,LABORATORY - GENERAL CLASSIFICATION [0300],25
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OXYCODONE,LABORATORY - CHEMISTRY [0301],17
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,OXYCODONE/OXYMORPHONE CONFIRM (SENDOUT-REFLEX) - LC,LABORATORY - CHEMISTRY [0301],24
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"OXYCODONES,MS,WB/SP RFXá -RFLX - SERUM",LABORATORY - CHEMISTRY [0301],50
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"OXYGEN SAT., MULTIPLE",PULMONARY FUNCTION - GENERAL CLASSIFICATION [0460],8
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"OXYGEN SAT., SINGLE",PULMONARY FUNCTION - GENERAL CLASSIFICATION [0460],8
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,PANCA Indirect IFA IgG-IBD(Beaker),LABORATORY PATHOLOGICAL - GENERAL CLASSIFICATION [0310],122
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"Para Immunoassay Quant by Ria-Paraneoplastic AB, Serum(Beaker)",LABORATORY - CHEMISTRY [0301],25
