Description, CurrPrice 
THIAMINE 200MG/2ML P 100MG MDV,$211.00 
PYRIDOXINE 100MG/1ML SDV,$177.00 
CYANOCOBALAMINE1000MCG/1ML MDV,$223.00 
PHYTONADIONE 10MG INJ,$59.00 
PHYTONADIONE 10MG/1ML P1MG AMP,$59.00 
PHYTONADIONE 1MG/.5ML INJ,$224.00 
VORICONAZOLE IV 200MG INJ,$97.00 
VORICONAZOLE 200MG P 10MG SDV,$97.00 
MAGNESIUM SULF 4GM/50ML INJ,$42.00 
MAGNESIUM SULF 5G/10ML P 500MG,$4.00 
MAGNESIUM SULF 1G/2ML P 500MG,$17.00 
MAGNESIUM SULF 2G/50ML P500MG,$33.00 
MAGNESIUM SULF 4G/100ML P500MG,$5.00 
MAGNESIUM SULF 1G/100ML P500MG,$19.00 
MAGNESIUM SULF 6G/150ML P500MG,$18.00 
POTASSIUM CHL 20MEQ/100MLP2MEQ,$20.00 
POTASSIUM CHL 40MEQ/100MLP2MEQ,$20.00 
POTASSIUM CHL 40MEQ/100ML INJ,$44.00 
POT CHLORIDE 20MEQ SDV INJ,$24.00 
POTASSIUM CHL 40MEQ/20ML P2MEQ,$4.00 
POTASSIUM CHL 20MEQ/1LNS P2MEQ,$2.00 
POTASSIUM CHL 40MEQ/NS1LP2MEQ,$2.00 
ZIPRASIDONE INJ PER 10MG,$362.00 
ZOLEDRONIC ACID 5MG/100ML P1MG,"$2,002.00 "
ZOLEDRONIC ACID 4MG/5ML P 1MG,"$1,981.00 "
ZOLEDRONIC ACID 4MG/100ML P1MG,$620.00 
SODIUM CHL 0.9% 1000ML INF,$19.00 
SODIUM CHLORIDE 0.9% 1000MLINF,$33.00 
SODIUM CHLORIDE 0.9% 500ML INF,$17.00 
SODIUM CHLORIDE 0.9% 250ML INF,$16.00 
DEXTROSE 5% 500ML INF BAG,$25.00 
DEXTROSE 5% 1000ML INF BAG,$21.00 
D5 Dextran-40 500ml,$684.00 
ANTIHEMOPHILIC HUM/VWF 1IU INJ,$6.00 
FACTOR VIIA 1MG PER 1MCG PWVL,$14.00 
ANTIHEMOPHILIC HELIXATE1IU INJ,$8.00 
ANTITHROMBIN III (HUM) 1IU INJ,$28.00 
LEVONORGESTREL (MIRENA) 20MCG,"$6,813.00 "
MITOMYCIN 0.4MG/1MLP0.2MGOPHTH,$140.00 
AZATHIOPRINE 50MG TAB,$16.00 
CYCLOSPORIN MOD 5000MG/50ML OS,"$1,862.00 "
"CYCLOSPORIN, SAND 100MG CAP",$18.00 
CYCLOSPORINE(NEO) 100MG/1ML OS,$43.00 
"CYCLOSPORIN, MOD 100MG CAP",$103.00 
TACROLIMUS XR 1MG P 0.25MG TAB,$2.00 
TACROLIMUS XR 4MG P 0.25MG TAB,$1.00 
TACROLIMUS 1MG CAP,$49.00 
TACROLIMUS 0.5MG CAP,$34.00 
TACROLIMUS 1MG CAP,$49.00 
TACROLIMUS 5MG PER 1MG CAP,$64.00 
TACROLIMUS 0.5MG/ML ELIX 2ML,$73.00 
METHYLPREDNISOLONE32MG TABP4MG,$15.00 
METHYLPREDNISOLONE 4MG TAB,$15.00 
METHYLPREDNISOLONE8MG TAB P4MG,$15.00 
METHYLPREDNISOLONE16MG TABP4MG,$15.00 
PREDNISOLONE 15MG/5ML P5MG OS,$5.00 
ANTI-THYMOCYTE GLOB 25 MG RABB,"$3,647.00 "
ANTI-THYMOCYTE W/ADD 25MG RABB,"$7,024.00 "
PREDNISONE 5MG TAB,$9.00 
PREDNISONE 20MG TAB,$9.00 
PREDNISONE 1MG TAB,$11.00 
PREDNISONE 5MG/5ML OS PER 1MG,$6.00 
PREDNISONE 10MG PER 1MG TAB,$1.00 
PREDNISONE 2.5MG PER 1MG TAB,$3.00 
PREDNISONE 20MG PER 1 MG TAB,$0.44 
PREDNISONE 50MG PER 1MG TAB,$0.18 
PREDNISONE 5MG PER 1MG TAB,$2.00 
"CYCLOSPORIN, SAND 25MG CAP",$11.00 
"CYCLOSPORIN, MOD 25MG CAP",$29.00 
CYCLOSPORIN 250MG/5ML SAND INJ,"$2,152.00 "
MYCOPHENOLATE 500MG TAB,$157.00 
MYCOPHENOLATE 1G/5MLP250MG O/S,$31.00 
MYCOPHENOLATE 250MG CAP,$42.00 
MYCOPHENOLATE DR 360MGP180MG T,$56.00 
MYCOPHENOLATE 180MG DR TAB,$56.00 
SIROLIMUS 1MG TAB,$133.00 
SIROLIMUS 2MG PER 1MG TAB,$266.00 
SIROLIMUS 1MG/1ML PO,$85.00 
TACROLIMUS 5MG/1ML INJ,"$2,791.00 "
TACROLIMUS 5MG/1ML INJ,$880.00 
ARFORMOTEROL 15MCG/2ML INH,$88.00 
ACETYCYSTEINE 10% 30ML,$126.00 
ACETYLCYSTEINE 10% 4ML,$38.00 
ACETYLCYSTEINE 20% 4ML  INH,$44.00 
ACETYLCYSTEINE 10% 30MLINH P1G,$58.00 
LEVALBUTEROL1.25MG/0.5MLP0.5MG,$38.00 
ALBUTEROL SULFATE 1.25MG/3ML,$5.00 
ALBUTEROL 2.5MG/3MLP1MG INH UD,$5.00 
ALBUTEROL 2.5MG/0.5ML NEB 1MG,$5.00 
ALBUTEROL 0.083% INH 3ML,$8.00 
LEVALBUTEROL 0.63MG/3ML P0.5MG,$28.00 
LEVALBUTEROL 1.25MG/3ML P0.5MG,$15.00 
LEVALBUTEROL 0.31MG/3ML INH,$47.00 
ALBUTEROL-IPRA 2.5-0.5MG 3ML,$19.00 
BUDESONIDE RESPL 0.5 MG/2ML,$73.00 
BUDESONIDE (INH) 0.25 MG/2ML,$73.00 
BUDESONIDE 1MG/2ML P0.5MG INH,$208.00 
DORNASE 2.5MG/2.5ML PER1MG NEB,$880.00 
IPRATROPIUM 0.02% 2.5ML NEB,$9.00 
METHACHOLINE CHLORIDE P/1MG,$22.00 
PENTAMIDINE ISET 300MG/6ML INH,"$1,191.00 "
TOBRAMYCIN 300MG INH,$676.00 
APREPITANT 125MG CAP PER 5MG,$55.00 
APREPITANT 80MG CAP PER 5MG,$55.00 
APREPITANT 40MG PER 5MG CAP,$173.00 
CABERGOLINE 0.5MGP0.25MGTAB8EA,$73.00 
DEXAMETHASONE 0.5MGP0.25MG TAB,$4.00 
DEXAMETHASONE 4MG P 0.25MG TAB,$1.00 
DEXAMETHASONE 2MG P 0.25MG TAB,$1.00 
DEXAMETHASONE 6MG P 0.25MG TAB,$0.44 
METHOTREXATE 2.5MG TAB,$29.00 
DOXORUBICIN 10MG/5ML SDV,$127.00 
DOXORUBICIN 200MG/100MLP10MG,$63.00 
ARSENIC TRIOXIDE 10MG/10ML,"$3,095.00 "
ARSENIC TRIOXIDE INJ PER 1MG,$697.00 
ARSENIC 12MG/6ML PER 1MG SDV,$584.00 
ATEZOLIZUMAB 1200MG/20ML P10MG,$627.00 
AZACITIDINE 100MG PER 1MG PWVL,$82.00 
BCG 50MG/2ML PWVL,"$3,067.00 "
BENDAMUSTINE 100MG P 1MG PWVL,$260.00 
BENDAMUSTINE 100MG/4ML P1MGMDV,$208.00 
BEVACIZUMAB 100MG/4ML P10MGSDV,"$1,132.00 "
BLINATUMOMAB 35MCG KIT,"$33,599.00 "
BLEOMYCIN INJ 15 UNITS,"$1,886.00 "
BORTEZOMIB 3.5MG P 0.1MG PWVL,$269.00 
BRENTUXIMAB 50MG PER 1MG SDV,"$1,326.00 "
CABAZITAXEL 60MG/1.5ML P1MGSDV,"$1,301.00 "
CARBOPLATIN 450MG INJ,$899.00 
CARBOPLATIN 600MG/60ML P 50MG,$238.00 
CARFILZOMIB 60MG PER 1MG PWVL,$291.00 
CARMUSTINE 100MG INJ,"$2,024.00 "
CETUXIMAB 100MG/50ML P10MG SDV,$530.00 
CISPLATIN 100MG/100ML,$234.00 
CISPLATIN 100MG/100MLP10MG MDV,$57.00 
CYCLOPHOSPHAMIDE 2GM INJ,"$4,918.00 "
CYCLOPHOSPHAMIDE 1GM INJ,"$2,416.00 "
CYCLOPHOSPHAMIDE 1GP100MG PWVL,$352.00 
CYCLOPHOSPHAMIDE 500MG P 100MG,$363.00 
CYCLOPHOSPHAMIDE 2GP100MG PWVL,$355.00 
CYTARABINE P/F AQ 2GM/20ML SDV,$279.00 
CYTARABINE 2000MG/20ML P 100MG,$15.00 
DACARBAZINE 200MG P 100MG PWVL,$130.00 
DARATUMUMAB 100MG/5MLP10MG SDV,$786.00 
DOCETAXEL 20MG/2ML PER 1MG MDV,$334.00 
ELOTUZUMAB 300MG PER 1MG PWVL,$51.00 
EPIRUBICIN 50MG/25ML P 2MG SDV,$31.00 
ERIBULIN 1MG/2ML PER 0.1MG SDV,$996.00 
ETOPOSIDE 100MG/5ML INJ,$75.00 
ETOPOSIDE 100MG/5ML P 10MG MDV,$31.00 
FLUDARABINE 50MG PWVL,"$5,299.00 "
FLUOROURACIL 2.5G/50ML P 500MG,$67.00 
GEMCITABINE 200MG SDV,"$2,267.00 "
GOSERELIN 10.8MG PER 3.6MG KIT,"$2,496.00 "
GOSERELIN 3.6MG KIT,"$9,005.00 "
GEMTUZUMAB 4.5MG P 0.1MG PWVL,"$1,516.00 "
IRINOTECAN LIPO 43MG/10ML P1MG,$362.00 
IRINOTECAN 100MG/5ML P20MG SDV,$93.00 
IFOSFAMIDE 3GM INJ,"$1,441.00 "
IFOSFAMIDE 3GM PER 1GM PWVL,$744.00 
MESNA 1000MG/10ML INJ,$498.00 
MESNA 1GM/10ML PER 200MG MDV,$498.00 
IDARUBICIN INJ PER 5MG,"$5,932.00 "
LEUPROLIDE 22.5MG PER 7.5MG IM,"$4,158.00 "
LEUPROLIDE 22.5MG PER 7.5MG SQ,"$4,158.00 "
LEUPROLIDE 7.5MG KIT IM,"$3,077.00 "
LEUPROLIDE 45MG PER 7.5MG IM,"$11,799.00 "
IPILIMUMAB 50MG/10ML P 1MG SDV,"$1,307.00 "
MELPHALAN 50MG PWVL,"$15,104.00 "
METHOTREXATE 50MG/2ML P 5MG,$3.00 
METHOTREXATE 50MG/2ML P 5MG,$3.00 
METHOTREXATE 50MG/2ML PF SDV,$718.00 
METHOTREXATE 1000MG/40ML  INJ,$631.00 
OXALIPLATIN 100MG/20ML P 0.5MG,$86.00 
PACLITAXEL PROT-BND 100MG P1MG,$67.00 
PACLITAXEL 300MG/50ML P1MG MDV,$2.00 
PEMBROLIZUMAB 100MG/4ML P 1MG,$457.00 
NIVOLUMAB 40MG/4ML P 1MG SDV,$254.00 
OBINUTUZUMAB 1G/40ML P10MG SDV,$545.00 
PANITUMUMAB 100MG/5MLP10MG SDV,$782.00 
PEMETREXED 500MG PER 10MG PWVL,$608.00 
PERTUZUMAB 420MG/14ML PER 1MG,$103.00 
RITUXIMAB 100MG/10ML SDV,"$9,023.00 "
TEMSIROLIMUS 25MG PER 1MG SDV,$375.00 
TOPOTECAN 4MG PER 0.1MG PWVL,$136.00 
ADO-TRASTUZUMAB 100MG PER 1MG,$292.00 
TRASTUZUMAB 440MG P 10MG PWVL,$912.00 
TRASTUZUMAB 150MG P 10 MG PWVL,$815.00 
VALRUBICIN 200MG/5ML SDV,"$11,241.00 "
VINBLASTINE 10MG/10ML P1MG MDV,$15.00 
VINCRISTINE 1MG INJ,$59.00 
VINCRISTINE 2MG/2ML P 1MG SDV,$148.00 
VINCRISTINE 1MG/1ML P 1MG SDV,$108.00 
VINORELBINE 50MG/5ML P10MG SDV,$179.00 
FULVESTRANT 250MG P 25MG SYRNG,"$2,804.00 "
C-COLLAR FOAM OTS,$0.00 
KO ADJ JTS RGD PREFAB,$0.00 
AFO PREFABRICATED,$0.00 
TRACHEOSTOMY SPEAKING VALVE,$756.00 
TRACH ESOPHAGEAL VOICE PROST,$617.00 
"Plastics Implant,Mammary",$0.00 
OCULAR IMPLANT,$0.00 
AQUEOUS SHUNT PROSTHESIS,$0.00 
OSSICULAR IMPLANT,$0.00 
METATARSAL JOINT IMPLANT,$0.00 
INTERPHALANGEAL JOINT REPL,$0.00 
HEART VALVE,$0.00 
CRYOPRECIPITATES X 1,$116.00 
RBC L/R PHER,$625.00 
PRESTORAGE LEUKODE RBC,$589.00 
PLATE PHER L/R,"$1,268.00 "
PLATE PHER L/R IRRAD,"$1,268.00 "
RBC L/R IRRAD,$625.00 
RBC L/R PHER IRRAD,$625.00 
ALBUMIN 5% 250ML,$457.00 
ALBUMIN 25% 50ML,$904.00 
"SD PLATELETS, HLA MATCHED","$1,133.00 "
PLASMA 24 HR THAW,$204.00 
PORTABLE,$132.00 
FERUMOXYTOL 510MG PER 1MG SDV,$12.00 
ONDANSETRON 8MG TAB P 1MG,$6.00 
ONDANSETRON 4MG TAB P 1MG,$6.00 
FOSPHENYTOIN 100MG/2ML 1ML,$183.00 
FOSPHENYTOIN 500MGPE/10MLP50MG,$160.00 
DOXORUBICIN LIP 20MG/10MLP10MG,"$7,713.00 "
"MATRIX WND DRESSING, PER SQ CM",$0.00 
INTEGRA DRT PER SQ CM,$0.00 
GRAFT JACKET,$0.00 
TISSUE ALLODERM PER SQ CM,$0.00 
STRATTICE PER SQ CM,$0.00 
EPIFIX,"$2,763.00 "
GRAFFIX PRIME,"$2,001.00 "
SULF HEXA LIPID MICRSPH PER ML,$187.00 
LOCM 400 OR GREATR MG/ML P ML,$20.00 
LOCM 400 OR GREATR MG/ML PR ML,$20.00 
INJ OCTAFLUOROPROPANE P/ML,$596.00 
DIATR MEG/DIAT NA 10% 120MLPML,$2.00 
LOCM 100-199 MG/.ML PER ML,$20.00 
LOCM 200-299 MG/ML PER ML,$20.00 
LOCM 200-299 MG/ML PER ML,$20.00 
LOCM 200-299 MG/ML PER ML,$20.00 
IOHEXOL 2400MG/10ML SDV P ML,$29.00 
LOCM 300-399 MG/ML PER ML,$20.00 
IODIXANOL 320MG/ML INJ 200ML,$20.00 
LOCM 300-399 MG/ML PER ML,$20.00 
LOCM 300-399 MG/ML PER ML,$20.00 
LOCM 300-399 MG/ML PER ML,$20.00 
IOHEXOL 300MG/ML 50ML PER ML,$2.00 
IOPAMIDOL 61% 100ML PER 1ML,$2.00 
ISOSULFAN BLUE 1% 5ML PER 1MG,$149.00 
AMINOCAP ACD 250MG/ML 20ML INJ,$199.00 
BUPIVACAINE 0.25% 30ML SDV,$199.00 
BUPIVACAINE MPF 0.25% 10L INJ,$199.00 
BUPIVACAINE 0.5% 30ML SDV,$199.00 
FAMOTIDINE 20MG/2ML SDV PF,$199.00 
FAMOTIDINE 20MG/50ML IVPB,$93.00 
METRONIDAZOLE 500MG/100ML IVPB,$199.00 
SULFAMETH/TMP 800-160MG/10ML,$182.00 
AZTREONAM 2G SDV INJ,"$1,078.00 "
AZTREONAM 1G SDV INJ,$551.00 
AZTREONAM 2GM PER 500MG PWVL,$291.00 
AZTREONAM 1GM PER 500MG PWVL,$269.00 
CLINDAMYCIN 600MG ADDV VIAL,$55.00 
CLINDAMYCIN 300MG/D5 50ML IVPB,$93.00 
CLINDAMYCIN 900MG/50ML P 300MG,$58.00 
CLINDAMYCIN 900MG SDV P 300MG,$24.00 
CLINDAMYCIN 600MG P 300MG ADDV,$33.00 
CLINDAMYCIN 900MG ADDV P 300MG,$28.00 
ONDANSETRON 4MG TAB,$30.00 
ONDANSETRON 8MG TAB P 4MG,$49.00 
ONDANSETRON 8MG ODT TAB,$8.00 
ANASTRAZOLE 1MG TAB,$154.00 
BUMETANIDE 1MG/4ML INJ,$12.00 
BUMETANIDE 0.5MG/2ML SDV,$12.00 
BUMETANIDE2.5MG/10MLP0.5MG MDV,$12.00 
BUMETANIDE 2.5MG INJ,$84.00 
BUMETANIDE 2.5MG/10ML MDV,$31.00 
BUMETANIDE 1MG/4ML P 0.5MG SDV,$14.00 
HYDROXYUREA 500MG TAB,$18.00 
D5 W 1000ML 20MEQ KCL,$228.00 
SO ACROMIO/CLAVICULAR PRE OTS,$0.00 
LENS IOL POST CHAMBER,$0.00 
AMNIOTIC MEMBRANE,$0.00 
EPP6 RM CHG - PRIVATE,"$7,093.00 "
EPP6 RM CHG - ISOLATION,"$6,885.00 "
5EST RM CHG - PRIVATE,"$7,093.00 "
7EST RM CHG - PRIVATE,"$7,093.00 "
7EST RM CHG - PRIVATE,"$7,093.00 "
8EST RM CHG - PRIVATE,"$7,093.00 "
9WST RM CHG - PRIVATE,"$7,093.00 "
9WST RM CHG - ISOLATION,"$7,093.00 "
8WST RM CHG - PRIVATE,"$7,093.00 "
6EST RM CHG - PRIVATE,"$7,093.00 "
6W/GACU RM CHG - PRIVATE,"$7,093.00 "
3WST RM CHG - PRIVATE,"$7,093.00 "
4EST RM CHG - PRIVATE,"$7,093.00 "
5WST ROOM CHARGE - PRIVATE,"$7,093.00 "
7 BOYER RM CHG - ISOLATION,"$7,093.00 "
8 BOYER RM CHG- ISOLATION,"$7,093.00 "
HFCU RM CHG - PRIVATE,"$7,093.00 "
8 WEST MED SURG ISOLATION,"$7,093.00 "
3EAST ROOM CHARGE - PRIVATE,"$7,093.00 "
EDAD RM CHG - ISOLATION,"$7,093.00 "
4GCR RM CHG - PRIVATE,"$7,093.00 "
MAIN ROOM CHG - PRIVATE,"$7,093.00 "
MAIN ROOM CHG - ISOLATION,"$7,093.00 "
EPAD RM CHG - SEMI PRIVATE,"$6,753.00 "
EPAD RM CHG - OBSERVATION,"$6,753.00 "
EPP6 RM CHG - SEMI PRIVATE,"$6,753.00 "
EPP6 RM CHG - OBSERVATION,"$6,753.00 "
5EST RM CHG - SEMI PRIVATE,"$6,753.00 "
5EST RM CHG - OBSERVATION,"$6,753.00 "
7EST RM CHG - SEMI PRIVATE,"$6,753.00 "
7EST RM CHG - SEMI PRIVATE,"$6,753.00 "
7EST RM CHG - OBSERVATION,"$6,753.00 "
8EST RM CHG - SEMI PRIVATE,"$6,753.00 "
8EST RM CHG - OBSERVATION,"$6,753.00 "
9WST RM CHG - SEMI PRIVATE,"$6,753.00 "
9WST RM CHG - OBSERVATION,"$6,753.00 "
6EST RM CHG - SEMI PRIVATE,"$6,753.00 "
6EST RM CHG - OBSERVATION,"$6,753.00 "
6 W/GACU RM CHRG- SEMI-PRIVATE,"$6,753.00 "
6WST RM CHG - OBSERVATION,"$6,753.00 "
3WST RM CHG - SEMI-PRIV,"$6,753.00 "
3WST RM CHG - OBSERVATION,"$6,753.00 "
4EST RM CHG - SEMI PRIVATE,"$6,753.00 "
4EST RM CHG - OBSERVATION,"$6,753.00 "
5WST RM CHG - SEMI-PRIV,"$6,753.00 "
5WST RM CHG - OBSERVATION,"$6,753.00 "
7 BOYER RM CHG - SEMI PRIVATE,"$6,753.00 "
7 BOYER RM CHG - OBSERVATION,"$6,753.00 "
BMTU RM CHG - SEMI-PRIVATE,"$6,753.00 "
8 BOYER RM CHG - SEMI PRIVATE,"$6,753.00 "
8 BOYER RM CHG - OBSERVATION,"$6,753.00 "
8NTH RM CHG - OBSERVATION,"$6,753.00 "
CICU RM CHG - SEMI PRIVATE,"$7,093.00 "
MRCU RM CHG - SEMI PRIVATE,"$7,093.00 "
MRCU RM CHG - OBSERVATION,"$6,753.00 "
SICU RM CHG - OBSERVATION,"$6,753.00 "
HFCU RM CHG - SEMI-PRIV,"$6,753.00 "
HFCU RM CHG - OBSERVATION,"$6,753.00 "
8 WEST MED SURG - SEMI PRIVATE,"$6,753.00 "
8 WEST MED SURG - OBSERVATION,"$6,753.00 "
BICU ROOM CHG - SEMI-PRIVATE,"$6,753.00 "
3EAST ROOM CHARGE-SEMI-PRIVATE,"$6,753.00 "
3EAST RM CHG - OBSERVATION,"$6,753.00 "
ONOV ROOM CHG - SEMI PRIVATE,"$6,753.00 "
LD RM CHG - OBSERVATION,"$6,753.00 "
EDADM RM CHG - SEMI-PRIVATE,"$6,753.00 "
EDAD RM CHG - OBSERVATION,"$6,753.00 "
4GCR RM CHG - SEMI PRIVATE,"$6,753.00 "
4WST RM CHG - OBSERVATION,"$6,753.00 "
ACC ROOM CHG - SEMI PRIVATE,"$6,753.00 "
MAIN ROOM CHG - SEMI PRIVATE,"$6,753.00 "
MAIN ROOM CHG - OBSERVATION,"$6,753.00 "
BOYR ROOM CHG - SEMI PRIVATE,"$6,753.00 "
BOYR ROOM CHG - OBSERVATION,"$6,753.00 "
BRON ROOM CHG - SEMI PRIVATE,"$6,753.00 "
IRAD ROOM CHG - SEMI PRIVATE,"$6,753.00 "
GI ROOM CHG - SEMI PRIVATE,"$6,753.00 "
DIAL ROOM CHG - OBSERVATION,"$6,753.00 "
CATH ROOM CHG - OBSERVATION,"$6,753.00 "
CATH ROOM CHG - SEMI-PRIVATE,"$6,753.00 "
LD RM CHG - SEMI-PRIV,"$6,753.00 "
CENTENNIAL 4 RM CHG - PS EX CR,"$6,139.00 "
POTTER-MORRIS 4 RM CHG-PS SPEC,"$6,925.00 "
CENTENNIAL 5 RM CHG - PS ACUTE,"$6,139.00 "
POTTER-MORRIS5 RM CHG-PS ACUTE,"$6,139.00 "
EP6M RM CHG -PS ACUTE,"$6,139.00 "
8WST RM CHG - REHAB,"$6,753.00 "
WELL BABY RM CHG - NEWBORN,"$3,610.00 "
IICN RM CHG - TRANSITIONAL NUR,"$6,730.00 "
IICN RM CHG - NEONATAL ICU,"$9,052.00 "
EPAD RM CHG - INTENSIVE/COR,"$12,423.00 "
7EST RM CHG - INTENSIVE CARE,"$12,423.00 "
NICU/MICU RM CHG-INTENSIV CARE,"$12,423.00 "
7 BOYER RM CHG - INTENSIVE,"$12,417.00 "
BMTU RM CHG - INTENS/CORONARY,"$12,423.00 "
MRCU RM CHG - INTENSIVE/COR,"$12,423.00 "
SICU RM CHG - INTENSIVE CARE,"$12,423.00 "
HFCU RM CHG - INTENSIVE/CORON,"$12,423.00 "
NSCU RM CHG - INTENSIVE CARE,"$12,423.00 "
MICU RM CHG - INTENSIVE CARE,"$12,423.00 "
EDAD RM CHG - INTENSIVE/COR,"$12,423.00 "
MAIN ROOM CHG - INTENSIVE CARE,"$12,423.00 "
BOYR ROOM CHG - INTENSIVE CARE,"$12,423.00 "
BRON ROOM CHG - INTENSIVE CARE,"$12,423.00 "
IRAD ROOM CHG - INTENSIVE CARE,"$12,423.00 "
CATH ROOM CHG - INTENSIVE CARE,"$12,423.00 "
BICU ROOM CHRG - INTENSIVE,"$12,423.00 "
6EAST RM CHG - VENT STEP DOWN,"$10,593.00 "
CICU RM CHG - INTENSIVE CARE,"$12,423.00 "
EPAD RM CHG - TELEMETRY,"$6,753.00 "
EPP6 RM CHG - TELEMETRY,"$6,753.00 "
5EST ROOM CHARGE - TELEMETRY,"$6,753.00 "
7EST ROOM CHARGE - TELEMETRY,"$6,753.00 "
7EST RM CHG - TELEMETRY,"$6,753.00 "
8EST ROOM CHARGE - TELEMETRY,"$6,753.00 "
9WST RM CHG - TELEMETRY,"$6,753.00 "
6EST ROOM CHARGE - TELEMETRY,"$6,753.00 "
6WEST ROOM CHARGE - TELEMETRY,"$6,753.00 "
4EST ROOM CHARGE - TELEMETRY,"$6,753.00 "
NICU/MICU RM CHG - SEMI PRIV,"$6,753.00 "
NICU/MICU RM CHG - TELEMETRY,"$6,753.00 "
5WST ROOM CHARGE - TELEMETRY,"$6,753.00 "
7 BOYER RM CHG - TELEMETRY,"$6,753.00 "
BMTU ROOM CHARGE - TELEMETRY,"$6,753.00 "
8 BOYER RM CHG - TELEMETRY,"$6,753.00 "
MRCU RM CHG - TELEMETRY,"$6,753.00 "
HFCU RM CHARGE - TELEMETRY,"$6,753.00 "
8 WEST MED SURG TELEMETRY,"$6,753.00 "
MICU RM CHG - SEMI PRIVATE,"$6,753.00 "
MICU RM CHG - TELEMETRY,"$6,753.00 "
3EAST RM CHG - TELEMETRY,"$6,753.00 "
EDAD ROOM CHARGE - TELEMETRY,"$6,753.00 "
GCRC ROOM CHARGE - TELEMETRY,"$6,753.00 "
BOYR ROOM CHG - TELEMETRY,"$6,753.00 "
MAIN ROOM CHG - TELEMETRY,"$6,753.00 "
BRON ROOM CHG - TELEMETRY,"$6,753.00 "
IRAD ROOM CHG - TELEMETRY,"$6,753.00 "
GI ROOM CHG - TELEMETRY,"$6,753.00 "
DIAL ROOM CHG - TELEMETRY,"$6,753.00 "
CATH ROOM CHG - TELEMETRY,"$6,753.00 "
ACD-A 500ML,$126.00 
METHOXSALEN 0.2MG,$199.00 
DEXTROSE 5% IN WATER INJ 50ML,$36.00 
BACLOFEN 5MG TAB,$8.00 
DASATINIB 100 MG TAB,"$1,882.00 "
ACYCLOVIR 400MG/10ML O/S,$27.00 
CELLULOSE OXIDIZED 2X3IN PAD,$409.00 
SOTALOL 40MG TAB,$8.00 
AMINOCAPROIC ACID 1000MG TAB,$9.00 
MINERAL OIL/PET WH OINT 120GM,$62.00 
LIDOCAINE 1% 30ML INJ,$6.00 
RIFAXIMIN 550MG TAB,$359.00 
SALIVA SUBSTIT COMBO NO.2 30ML,$75.00 
METOPROLOL SUCC XL 12.5MG TAB,$11.00 
PRAVASTATIN 80MG TAB,$9.00 
LACTULOSE 10GM/15ML O/S UD CUP,$9.00 
RIVAROXABAN 15MG TAB,$132.00 
D5 W/NS 20 MEQ KCL 1000ML INJ,$26.00 
EMPTY IV INFUSION BAG 250 ML,$37.00 
CLINDAMYCIN 600 MG/4 ML SDV,$199.00 
FAMCICLOVIR 500MG TAB,$27.00 
HYDROCODONE-ACET 5-325MG TAB,$9.00 
MENTHOL-BENZOCAINE LOZENGE,$9.00 
PAROXETINE 10MG/5ML SUSP,$5.00 
PREDNISONE 50MG TAB,$9.00 
MAGNESIUM OXIDE 250MG TAB,$8.00 
GABAPENTIN 400MG CAP,$8.00 
OPTICHAMBER,$132.00 
VIT C 250MG,$11.00 
ABACAVIR 300MG/15ML ORAL,$122.00 
ABACAVIR 300MG TAB,$119.00 
ACEBUTOLOL 200MG,$16.00 
ACETAMINOPHEN 325MG SUPPOS,$9.00 
ACETAMINOPHEN 650MG SUPPOS,$9.00 
ACETAMINOPHEN 650MG/20.3ML,$4.00 
ACETAMINOPHEN 160MG/5ML,$1.00 
ACETAMINOPHEN 120MG SUPPOS,$9.00 
ACETAMINOPHEN 80MG SUPPOS,$16.00 
ACETAMINOPHEN DROPS 15ML,$1.00 
ACETAMINOPHEN 325MG TAB,$9.00 
ACETAMINOPHEN/CAFFEIN/BUTAL,$12.00 
ACETAZOLAMIDE 250MG TAB,$12.00 
ACETAZOLAMIDE 500MG SEQ,$16.00 
ACETIC ACID OTIC SOLN 2% 15ML,$218.00 
ACETYLCHOLINE E PAK,$372.00 
ACYCLOVIR 200MG PO,$16.00 
ACYCLOVIR 200MG/5ML PO,$9.00 
ACYCLOVIR 800MG TAB,$34.00 
ALBUTEROL 90MCG 8GM 60DOSE MDI,$55.00 
ALENDRONATE 10MG TAB,$26.00 
ALLOPURINOL 100MG TAB,$11.00 
ALLOPURINOL 300MG TAB,$12.00 
ALPRAZOLAM .25MG TAB,$14.00 
ALPRAZOLAM 0.5MG TAB,$9.00 
ALPRAZOLAM 1MG TAB,$16.00 
ALUMINUM HYDROXIDE 30ML,$11.00 
AMANTADINE 100MG CAP,$15.00 
AMILORIDE 5MG TAB,$12.00 
AMINOCAPROIC ACID 1250MG/5MLOS,$36.00 
AMINOCAPROIC ACID 500MG TAB,$17.00 
AMIODARONE 200MG TAB,$25.00 
AMITRIPTYLINE 100MG TAB,$11.00 
AMITRIPTYLINE 10MG TAB,$11.00 
AMITRIPTYLINE 25MG TAB,$11.00 
AMITRIPTYLINE 50MG TAB,$11.00 
AMITRIPTYLINE 75MG TAB,$11.00 
AMLODIPINE 10MG TAB,$36.00 
AMLODIPINE 2.5MG TAB,$23.00 
AMLODIPINE 5MG TAB,$23.00 
AMMONIA INHALANTS 0.33ML,$25.00 
AMOXICILLIN-CLAV 125MG/5MLSUSP,$25.00 
