Service Area|Px Code|Procedure Description|Supply #|Unit Price
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33011|1,479.43
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33012|829.71
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33013|1,479.43
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33014|1,130.78
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33015|829.71
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33016|322.40
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33017|482.90
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33018|322.40
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33019|388.25
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33020|465.34
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33021|465.34
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33022|460.95
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33023|439.00
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33024|439.00
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33025|759.47
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33026|759.47
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33027|1,031.65
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33028|1,031.65
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33029|1,031.65
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33030|1,031.65
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33031|1,031.65
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33032|1,031.65
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33033|1,031.65
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33034|1,031.65
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33035|474.12
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33036|474.12
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33037|474.12
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33038|1,119.45
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3304|3,286.40
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3305|3,122.08
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3306|126.43
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3307|158.04
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3308|151.02
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3309|158.04
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3310|140.48
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3311|140.48
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3312|140.48
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3313|126.43
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3314|126.43
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3315|140.48
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3316|140.48
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33162|2,464.80
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33163|474.12
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33164|474.12
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33165|474.12
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33166|474.12
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33167|474.12
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33168|474.12
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33169|474.12
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3317|140.48
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3318|151.28
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3319|140.48
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3320|140.48
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3321|140.48
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3322|151.28
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33220|1,031.65
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33221|1,031.65
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3323|140.48
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3324|151.28
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33252|728.74
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33253|465.34
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33254|439.00
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33255|439.00
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33256|439.00
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33257|439.00
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33258|439.00
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33259|439.00
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3326|151.28
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33260|1,031.65
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33261|1,031.65
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33262|474.12
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33263|474.12
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33268|1,031.65
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33269|1,031.65
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3327|140.48
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33270|1,031.65
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33271|1,119.45
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33272|1,119.45
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3328|140.48
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3329|140.48
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3330|154.53
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3331|154.53
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3332|154.53
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3333|154.53
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3334|154.53
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3335|154.53
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3336|154.53
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33369|774.40
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3337|154.53
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3338|154.53
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3340|161.55
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3341|35.34
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3342|178.94
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3343|147.50
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3344|263.40
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3345|263.40
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3346|161.55
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3347|263.40
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3348|182.62
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3350|39.60
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3353|10.62
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33548|9,721.74
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3362|6,450.35
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3366|707.67
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3367|707.67
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3368|707.67
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3369|707.67
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3370|707.67
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3371|707.67
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3372|707.67
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3373|707.67
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3374|707.67
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3375|707.67
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3376|707.67
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3377|707.67
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33772|3,112.60
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33773|10,755.85
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33774|3,112.60
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33775|3,112.60
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33776|3,112.60
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33777|3,112.60
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33778|3,112.60
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33779|6,073.72
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3378|707.67
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33780|3,112.60
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33781|3,112.60
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33782|3,112.60
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33783|6,073.72
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33784|3,112.60
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33785|3,112.60
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33786|3,112.60
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33787|3,112.60
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33788|3,112.60
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33789|3,112.60
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3379|707.67
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33790|3,112.60
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33791|3,112.60
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33792|3,112.60
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3380|707.67
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3381|625.49
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33819|623.38
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3382|625.49
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33820|623.38
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33821|623.38
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33822|623.38
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33823|1,097.50
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33824|623.38
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33825|623.38
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33826|623.38
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33827|623.38
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33828|623.38
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33829|1,404.98
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3383|625.49
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33830|3,527.35
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|33831|3,527.35
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3384|625.49
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3385|625.49
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3386|625.49
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3387|1,052.37
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3388|1,052.37
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3389|1,052.37
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3390|1,052.37
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3391|1,052.37
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3392|1,052.37
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3393|1,052.37
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3394|1,052.37
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3395|1,052.37
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3396|1,052.37
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3397|938.23
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3398|938.23
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3399|938.23
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3400|938.23
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|34001|3,112.60
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|34002|3,112.60
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|34003|3,112.60
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|34004|3,112.60
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|34005|10,297.65
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|34006|3,112.60
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3401|938.23
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3402|938.23
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3403|938.23
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3404|938.23
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3405|938.23
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3406|938.23
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|3407|938.23
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|34073|115.24
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|34074|322.67
