Item, Amount 
NUT SQUARE, 206.00 
NUTRIPORT 18FR 1.7CM, 253.39 
"nystatin 100,000 unit/gram topical cream", 78.75 
"nystatin 100,000 unit/gram topical powder", 89.11 
"nystatin 100,000 unit/mL oral suspension", 3.98 
"nystatin-triamcinolone 100,000 unit/g-0.1 % topical cream", 335.84 
OBTURATOR TVT SYSTEM.," 3,263.70 "
OCCLUDER AMPLATZER 25MM," 27,486.25 "
OCCLUDER AMPLATZER PFO 18MM," 27,486.25 "
OCCLUDER AMPLATZER PFO 35MM," 27,486.25 "
OCCLUDER COLPO-PNEUMO STERILE, 219.12 
OCCLUDER CRIBFORM 35MM," 14,850.00 "
OCCLUDER CRIBRIFORM 18MM 8FR," 14,850.00 "
OCCLUDER CRIBRIFORM 30MM 8FR," 14,850.00 "
OCCLUDER CRIBRIFORM 8F," 14,850.00 "
OCCLUDER INTERNAL VESSEL DISP, 158.40 
OCCLUDER MUSCULAR VSD 14MM," 17,875.00 "
OCCLUDER MUSCULAR VSD 4MM," 17,875.00 "
OCCLUDER MUSCULAR VSD 6MM," 17,875.00 "
OCCLUDER PDA 10/12MM," 4,400.00 "
OCCLUDER PDA 4/6MM," 4,400.00 "
OCCLUDER PDA 5/4MM," 4,400.00 "
OCCLUDER PDA 6/8MM," 4,400.00 "
OCCLUDER PDA 8/10MM," 4,400.00 "
OCCLUDER SEPTAL AGA 10MM," 14,850.00 "
OCCLUDER SEPTAL AGA 11MM," 14,850.00 "
OCCLUDER SEPTAL AGA 12MM," 14,850.00 "
OCCLUDER SEPTAL AGA 13MM," 14,850.00 "
OCCLUDER SEPTAL AGA 14MM," 14,850.00 "
OCCLUDER SEPTAL AGA 15MM," 14,850.00 "
OCCLUDER SEPTAL AGA 16MM," 14,850.00 "
OCCLUDER SEPTAL AGA 17MM," 14,850.00 "
OCCLUDER SEPTAL AGA 18MM," 14,850.00 "
OCCLUDER SEPTAL AGA 19MM," 14,850.00 "
OCCLUDER SEPTAL AGA 20MM," 14,850.00 "
OCCLUDER SEPTAL AGA 22MM," 14,850.00 "
OCCLUDER SEPTAL AGA 24MM," 14,850.00 "
OCCLUDER SEPTAL AGA 26MM," 14,850.00 "
OCCLUDER SEPTAL AGA 28MM," 14,850.00 "
OCCLUDER SEPTAL AGA 30MM," 14,850.00 "
OCCLUDER SEPTAL AGA 32MM," 14,850.00 "
OCCLUDER SEPTAL AGA 34MM," 14,850.00 "
OCCLUDER SEPTAL AGA 36MM," 14,850.00 "
OCCLUDER SEPTAL AGA 38MM," 14,850.00 "
OCCLUDER SEPTAL AGA 4MM," 14,850.00 "
OCCLUDER SEPTAL AGA 5MM," 14,850.00 "
OCCLUDER SEPTAL AGA 6MM," 14,850.00 "
OCCLUDER SEPTAL AGA 7MM," 14,850.00 "
OCCLUDER SEPTAL AGA 8MM," 14,850.00 "
OCCLUDER SEPTAL AGA 9MM," 14,850.00 "
OCCLUDER SEPTAL CARDIOFORM 15," 19,241.75 "
OCCLUDER SEPTAL CARDIOFORM 20," 19,241.75 "
OCCLUDER SEPTAL CARDIOFORM 25," 19,241.75 "
OCCLUDER SEPTAL CARDIOFORM 30," 19,241.75 "
OCCLUDER VASCULAR 3.5, 158.40 
OCCULDER MUSCULAR USD 12MM," 17,875.00 "
OCCULDER MUSCULAR VSD 10MM," 17,875.00 "
OCCULDER MUSCULAR VSD 16MM," 17,875.00 "
OCCULDER MUSCULAR VSD 8MM," 17,875.00 "
OCCULT BLOOD SCREEN, 60.00 
"OCCULT BLOOD, FECES NON-SCREEN", 60.00 
octreotide acetate 100 mcg/mL (1 mL) injection syringe, 10.00 
octreotide acetate 100 mcg/mL injection solution, 24.17 
octreotide acetate 500 mcg/mL injection solution, 233.07 
"octreotide acetate 500 mcg/mL injection solution,octreotide acetate 500 mcg/mL (1 mL) injection syringe", 13.85 
ofloxacin 0.3 % ear drops, 382.57 
ofloxacin 0.3 % eye drops, 211.05 
OIL SILICONE," 1,097.25 "
OLANZapine 10 mg disintegrating tablet, 28.80 
OLANZapine 10 mg intramuscular solution, 72.21 
OLANZapine 10 mg tablet, 2.00 
OLANZapine 2.5 mg tablet, 45.51 
OLANZapine 5 mg disintegrating tablet, 42.65 
OLANZapine 5 mg tablet, 36.13 
OLIGOCLONA IMMGLB, 66.66 
olmesartan 20 mg tablet, 8.96 
olmesartan 40 mg tablet, 4.37 
olopatadine 0.1 % eye drops, 11.71 
omalizumab 150 mg subcutaneous solution," 3,904.78 "
omega-3 acid ethyl esters 1 gram capsule, 7.88 
"omeprazole 20 mg capsule,delayed release", 3.19 
onabotulinumtoxinA 100 unit solution for injection," 2,163.60 "
ondansetron 4 mg disintegrating tablet, 51.73 
ondansetron 8 mg disintegrating tablet, 36.55 
ondansetron HCl (PF) 4 mg/2 mL injection solution, 10.00 
ondansetron HCl 4 mg/5 mL oral solution, 56.79 
"OPAITES CONFIRM, UR", 60.00 
"OPIATES CONFIRMATION, MECONIUM", 133.00 
"OPIATES, SERUM OR PLASMA QUANT", 107.00 
OPTIFIX FIX 30 TACKS," 1,182.50 "
OPTIMA STENT INLAY 4.7FRX26CM, 206.00 
OPTISON AMP, 506.00 
OR CONSULT W/FROZ SECT/SMR 1ST, 184.00 
OR TIME LEV I 1ST 15 MIN, 750.00 
OR TIME LEV I EA ADD 15 MIN, 450.00 
OR TIME LEV II 1ST 15 MIN," 1,200.00 "
OR TIME LEV II EA ADD 15 MIN, 725.00 
OR TIME LEV III 1ST 15 MIN," 1,400.00 "
OR TIME LEV III EA ADD 15 MIN, 725.00 
OR TIME LEV IV 1ST 15 MIN," 1,400.00 "
OR TIME LEV IV EA ADD 15 MIN, 725.00 
ORBITS COMP MIN 4VIEWS, 147.00 
ORGANIC ACIDS, 64.83 
"ORGANIC ACIDS TOT QUAN, EA", 281.00 
oritavancin 400 mg intravenous solution," 10,440.00 "
orphenadrine citrate 30 mg/mL injection solution, 59.10 
ORTHOLOCK EX-PIN 3 X 110, 620.00 
ORTHOSOFT PINS, 206.00 
oseltamivir 30 mg capsule, 42.54 
oseltamivir 6 mg/mL oral suspension, 42.89 
oseltamivir 75 mg capsule, 27.58 
OSMOLALITY - URINE, 67.00 
OSMOLALITY-SERUM, 67.00 
OSTEORAPTOR 2.9, 620.00 
OSTEOTOME 10 MM F/LOW PROFILE, 206.00 
OSTEOTOME 10MMX1.5IN, 401.09 
OSTEOTOME 10MMX3IN, 401.09 
OSTEOTOME 12 MM F/LOW PROFILE, 206.00 
OSTEOTOME 5 MM F/LOW PROFILE, 206.00 
OSTEOTOME 6MMX1.5IN, 401.09 
OSTEOTOME 6MMX3IN, 401.09 
OSTEOTOME ACUDRIVER FLEX NAR," 1,720.00 "
OSTEOTOME BLADE, 343.75 
OSTEOTOME CEMENTLESS U 18MM, 709.50 
OSTEOTOME HARRIS FLEX 12X93, 693.00 
OSTEOTOME HARRIS FLEX 6X67, 693.00 
OSTEOTOME HARRIS FLEX 8X80, 693.00 
OSTEOTOME KNEE 9.5MM," 1,210.00 "
OSTEOTOME KNEE STRGHT 6.5MM," 1,210.00 "
OSTEOTOME THIN 10X13, 324.03 
OTOACOUSTC SCRN, 137.00 
OVAL BURR 8 FLUTE 4MMX13CM, 115.50 
oxacillin 1 gram solution for injection, 42.60 
oxacillin 1 gram Solution fro Injection, 71.65 
oxacillin 2 gram solution for injection, 69.06 
oxaliplatin 100 mg/20 mL intravenous solution, 389.00 
OXCARBAZEPINE (TRILEPTAL), 63.00 
OXcarbazepine 150 mg tablet, 4.48 
oxybutynin chloride 5 mg tablet, 2.03 
"oxybutynin chloride ER 5 mg tablet,extended release 24 hr", 9.32 
OXYCODONE, 60.00 
oxyCODONE 5 mg tablet, 2.00 
"oxyCODONE ER 20 mg tablet,crush resistant,extended release 12 hr", 12.65 
"OXYCODONE, MECONIUM", 72.00 
"OXYCODONE, SERUM OR PLASMA", 92.00 
oxyCODONE-acetaminophen 10 mg-325 mg tablet, 9.10 
oxyCODONE-acetaminophen 5 mg-325 mg tablet, 3.38 
OXYGEN HIGH FLOW UP TO 24 HOURS," 1,100.00 "
"OXYGEN, UP TO 24 HOURS", 600.00 
oxymetazoline 0.05 % nasal spray, 2.00 
oxytocin 10 unit/mL injection solution, 10.00 
"oxytocin in lactated ringers 20 unit/1,000 mL intravenous solution", 27.00 
"oxytocin in lactated ringers 20 unit/1,000 mL IV", 39.00 
P/Q-TYPE CALCIUM CHANNEL AB, 18.00 
PACE ADAPTA DR," 8,525.00 "
PACE ADAPTA SR," 7,172.00 "
PACE ADAPTA SR SYSTEM," 8,272.00 "
PACE ALTRUA 60 DR 12.6CC," 16,885.00 "
PACE ICD ATLAS 2 HE," 52,250.00 "
PACEMAKER," 9,075.00 "
PACEMAKER 1CHAMBER ESSENTIO SR," 8,250.00 "
PACEMAKER 2 CHMBR RATE RESPON," 8,525.00 "
PACEMAKER ACCENT DR RF," 8,662.50 "
PACEMAKER ACCENT SR," 6,806.25 "
PACEMAKER ACCENT SR RF," 7,122.50 "
PACEMAKER ACTROS DR," 11,550.00 "
PACEMAKER ADAPA DR," 8,525.00 "
PACEMAKER ADAPTA S," 8,525.00 "
PACEMAKER ADVISA MRI SR," 8,800.00 "
PACEMAKER ASSURITY DR-RF," 7,012.50 "
PACEMAKER ASSURITY MRI DR-RF," 7,012.50 "
PACEMAKER ASSURITY MRI SR RF," 7,012.50 "
PACEMAKER ASSURITY MRI SR-RF," 7,012.50 "
PACEMAKER ASSURITY SR - RF," 7,012.50 "
PACEMAKER CRTP SOLARA SURESCAN," 17,281.00 "
PACEMAKER DROMOS DR," 9,350.00 "
PACEMAKER ELUNA 8 DR-T," 8,767.00 "
PACEMAKER ELUNA 8 SR-T," 8,767.00 "
PACEMAKER ENDURITY DR," 7,012.50 "
PACEMAKER ESSENTIO DR," 10,450.00 "
PACEMAKER ETRINSA 8 DR-T," 8,767.00 "
PACEMAKER ETRINSA 8 HF-T," 12,237.50 "
PACEMAKER ETRINSA 8 SR-T," 8,767.00 "
PACEMAKER INVIVE GENERATOR CRT," 19,250.00 "
PACEMAKER IPG AZURE S DR MRI," 11,536.25 "
PACEMAKER IPG AZURE S SR MRI," 8,800.00 "
PACEMAKER RESPONSIVE VIVA XT," 17,281.00 "
PACEMAKER SYNCRA CRT-P," 15,416.50 "
PACEMAKER SYSTEM SGL CHAMBER," 8,272.00 "
PACEMKR EDORA 8 HF-T QP CLS HM," 14,300.00 "
PACEMKR EDORA DR-T PROMRI HM," 9,424.25 "
PACEMKR IPERIA  7 CLS TI DF-1," 53,707.50 "
PACEMKR IPERIA HF-T DF-4 CLS," 53,707.50 "
PACER MICRONY II SR+SSIR," 6,930.00 "
PACER REPLY DR - VERSION 1," 7,012.50 "
PACER ZEPHYR DR," 7,012.50 "
PACER ZEPHYR DR XL," 7,012.50 "
PACER ZEPHYR SR SINGLE CHAMBER," 6,930.00 "
PACER ZEPHYR XL SR," 6,930.00 "
PACING SYS REVO MRI," 10,450.00 "
PACK ACCESS AFFIRM ULTRA," 2,117.50 "
PACK FILLER DELIVERY AFFIRM," 1,608.75 "
PACK FRAGMATOME ACCESS PACK, 173.25 
PACK INTUBATION PEDIATRIC RED, 462.00 
PACK PALINDROME SPORT 19CM, 620.00 
PACK PALINDROME SPORT 23CM, 620.00 
PACK PALINDROME SPORT 28CM, 620.00 
PACK PERFUSION CUSTOM," 1,608.75 "
PACK TOTAL PLUS, 849.75 
PACK TX1 TISSUE REMOVAL SYSTEM," 1,925.00 "
PACKING NASAL 4CM X 4CM ST, 180.95 
PAD PERINEAL SUPINE, 233.75 
PAD TRACTION BOOT, 357.23 
"PAIN CLINIC DRUG SCREEN, U - RL", 213.00 
"paliperidone ER 3 mg tablet,extended release 24 hr", 112.25 
paliperidone palmitate 156 mg/mL intramuscular syringe," 6,004.22 "
paliperidone palmitate 234 mg/1.5 mL intramuscular syringe," 9,006.08 "
PANALOK 3.5MM ANCHOR SZ2," 1,010.00 "
PANALOK RC W/ORTHOCORD," 1,010.00 "
PANCREASTATIN, 18.00 
pancuronium 2 mg/mL intravenous solution, 10.00 
PANEL CELL-ABY IDENT, 122.00 
pantoprazole 40 mg intravenous solution, 21.69 
pantoprazole 40 mg IV Solution, 63.70 
"pantoprazole 40 mg tablet,delayed release", 13.04 
"PAP SMEAR, THIN PREP DIAGNOST.", 130.00 
"PAP SMEAR, THIN PREP IMAGER DX", 87.00 
"PAP SMEAR, THIN PREP IMAGER SC", 69.00 
"PAP SMEAR, THIN PREP SCREENING", 57.00 
PAPA VT SIL, 51.32 
papaverine 30 mg/mL injection solution, 128.79 
PARATHYROID IMAGING, 975.00 
paricalcitol 1 mcg capsule, 46.84 
PARoxetine 10 mg tablet, 6.07 
PARoxetine 20 mg tablet, 4.09 
"PARoxetine ER 12.5 mg tablet,extended release 24 hr", 16.73 
PARTIAL THROMBOPLASTIN TIME, 48.00 
"PARVOVIRUS B-19 AB, IGG", 60.00 
"PARVOVIRUS B-19 AB, IGM", 60.00 
PARVOVIRUS B19 DNA QUAN BY PCR, 162.00 
PASSER 2-PIN DRILL TIP, 552.34 
PASSER SUTURE ENDO CRESC, 385.00 
PASSER SUTURE ENDO LASSO, 77.00 
PASSER SUTURE ENDO SUTURE, 385.00 
PASSER SUTURE FIRSTPASS ST, 620.00 
PASSER SUTURE LASSO L CURVE 45, 385.00 
PASSER SUTURE LASSO R CURVE 45, 385.00 
PASSER SUTURE LASSO STRGHT 90, 385.00 
PASTE DBM GRAFTON PLUS," 2,751.00 "
PATCH 10X15CM SOFT," 1,010.00 "
PATCH BIOLOGIC XENOSURE 1X14, 935.00 
PATCH BOVINE 1 X 6, 206.00 
PATCH CARTO REFERENCE, 902.00 
PATCH CORMATRIX," 3,561.25 "
PATCH CRANIAL DURAL 1X3," 1,280.35 "
PATCH CRANIAL DURAL GRAFT 3X3," 2,393.02 "
PATCH CV 2.0X9.0CMX0.4MM THICK, 620.00 
PATCH CV CVP 10X15X.6CM," 2,751.00 "
PATCH CV CVP 3 X 6 X .4CM, 620.00 
PATCH CV FABRIC KNITTED 1X3, 206.00 
PATCH DERMAL MATRIX 2 X 2," 5,484.60 "
PATCH DERMIS ARTHROFLEX 40X40," 4,312.69 "
PATCH DERMIS ARTHROFLEX 40X70," 7,867.29 "
PATCH ENSITE PRECISION NAVX SE," 2,612.50 "
PATCH HEMASHIELD 8MMX75MM FINE, 206.00 
PATCH HEMASHIELD PLAT.8X7.6CM, 206.00 
PATCH HEMASHIELD SMALL," 1,010.00 "
PATCH HERNIA MESH VENTRALEX," 1,010.00 "
PATCH HERNIA REPAIR 4.3CMX4.3," 1,010.00 "
PATCH HERNIA REPAIR 6.4CMX6.4.," 1,010.00 "
PATCH HERNIA VENTRIO 7.7X9.7," 4,470.00 "
PATCH HERNIA VENTRIO 8.7X10.7," 4,470.00 "
PATCH HERNIA VENTRIO ST," 1,365.00 "
PATCH HERNIA VENTRIO ST LG.," 2,751.00 "
PATCH HERNIA VENTRIO ST MED," 2,751.00 "
PATCH HERNIA VENTRIO ST.," 1,720.00 "
PATCH PERICARD CARDIOFIX, 206.00 
PATCH PERICARDIAL 2X5, 852.50 
PATCH PERICARDIAL 4X5, 962.50 
PATCH PERICARDIAL 5X10," 1,237.50 "
PATCH PERICARDIAL 9X16," 1,402.50 "
PATCH PERI-GUARD 6CM X 8CM, 965.25 
PATCH PERI-GUARD REPAIR, 620.00 
PATCH SAUVAGE 6X6 DACRON 5/BX, 206.00 
PATCH SEALANT EVARREST 2X4," 2,131.25 "
PATCH SEALANT TACHOSIL 4.8X4.8," 1,080.20 "
PATCH SEALANT TACHOSIL 9.5X4.8," 1,841.59 "
PATCH SOFT TISSUE 15CMX20CMX2," 4,470.00 "
PATCH SOFT TISSUE 20CMX30CMX20," 9,626.00 "
PATCH SOFT TISSUE 5CMX10CMX1, 620.00 
PATELLA, 206.00 
PATELLA  METAL BACK 29X9MM," 1,010.00 "
PATELLA 3-PEG AMK 9.5 X 38," 2,751.00 "
PATELLA ALL POLY DOMED E 8X32," 1,010.00 "
PATELLA ATTUNE MED 32MM," 1,010.00 "
PATELLA ATTUNE MED PAT 38MM," 1,010.00 "
PATELLA ATTUNE MEDLZD DOME 35," 1,010.00 "
PATELLA ATTUNE MEDLZD DOME 41," 1,010.00 "
PATELLA COMP 3-PEG OVAL D," 1,010.00 "
PATELLA COMPONENT 3 PEG 28X8MM, 620.00 
PATELLA COMPONENT 3 PEG 31X8MM, 620.00 
PATELLA COMPONENT3PEG 34X8.5MM, 620.00 
PATELLA COMPONENT3PEG 37X10MM, 620.00 
PATELLA COMPONENT3PEG 40X10MM, 620.00 
PATELLA DOME PAT RD 3 PEG 35," 1,010.00 "
PATELLA GENESIS II 29MM," 1,010.00 "
PATELLA ITOTAL IPOLY 35X7MM," 1,720.00 "
PATELLA ITOTAL IPOLY 38X8.5MM," 1,720.00 "
PATELLA ITOTAL IPOLY XE 38X8.5," 1,720.00 "
PATELLA LEFT OC," 15,035.63 "
PATELLA NEXGEN ALL POLY 26MM, 620.00 
PATELLA NEXGEN ALL-POLY, 620.00 
PATELLA NEXGEN ALL-POLY 35MM D, 620.00 
PATELLA ONLAY 29MM TRI PEG," 1,010.00 "
PATELLA ONLAY 32MM TRI PEG," 1,010.00 "
PATELLA ONLAY 35MM TRI PEG," 1,010.00 "
PATELLA OVAL 38MM," 1,010.00 "
PATELLA OVAL DOME 32MM," 1,010.00 "
PATELLA OVAL DOME 35MM," 1,010.00 "
PATELLA POLY 3-PEG 29MM," 1,010.00 "
PATELLA POLY 3-PEG 32MM," 1,010.00 "
PATELLA POLY 3-PEG 35MM," 1,010.00 "
PATELLA POLY DOMED SZ E 8X29MM," 1,010.00 "
PATELLA PSN CEM POLY 8X29MM," 1,010.00 "
PATELLA RESURGACING RND L SZ2," 6,876.00 "
PATELLA RESURGACING RND L SZ3," 6,876.00 "
PATELLA RESURGACING RND L SZ4," 6,876.00 "
PATELLA RESURGACING RND L SZ5," 6,876.00 "
PATELLA RESURGACING RND L SZ6," 6,876.00 "
PATELLA RESURGACING RND L SZ7," 6,876.00 "
PATELLA RESURGACING RND L SZ8," 6,876.00 "
PATELLA RESURGACING RND R SZ2," 6,876.00 "
PATELLA RESURGACING RND R SZ3," 6,876.00 "
PATELLA RESURGACING RND R SZ4," 6,876.00 "
PATELLA RESURGACING RND R SZ5," 6,876.00 "
PATELLA RESURGACING RND R SZ6," 6,876.00 "
PATELLA RESURGACING RND R SZ7," 6,876.00 "
PATELLA RESURGACING RND R SZ8," 6,876.00 "
PATELLA RESURGACING ROUND 26MM," 2,751.00 "
PATELLA RESURGACING ROUND 29MM," 2,751.00 "
PATELLA RESURGACING ROUND 32M," 2,751.00 "
PATELLA RESURGACING ROUND 35M," 2,751.00 "
PATELLA RESURGACING ROUND 38M," 2,751.00 "
PATELLA RESURGACING ROUND 41M," 2,751.00 "
PATELLA STD 1 PEG 34 X 8.5MM, 206.00 
PATELLA TRI 27X8 X3 POLYETHYLE," 1,010.00 "
PATELLA TRI 29X8 X3 POLYETHYLE," 1,010.00 "
PATELLA TRI 29X9 X3 POLYETHYLE," 1,010.00 "
PATELLA TRI 31X9 X3 POLYETHYLE," 1,010.00 "
PATELLA TRI 32X10 X3 POLYETHYL," 1,010.00 "
PATELLA TRI 33X9 X3 POLYETHYLE," 1,010.00 "
PATELLA TRI 35X10 X3 POLYETHYL," 1,010.00 "
PATELLA TRI 36X10 X3 POLYETHYL," 1,010.00 "
PATELLA TRI 38X11 X3 POLYETHYL," 1,010.00 "
PATELLA TRI 39X11 X3 POLYETHYL," 1,010.00 "
PATELLA TRI 40X11 X3 POLYETHYL," 1,010.00 "
PATELLA TRIATHLON 27X8 SYMTRC, 620.00 
PATELLA TRIATHLON 29X8 SYMTRC, 620.00 
PATELLA TRIATHLON 29X9MM ASYM, 620.00 
PATELLA TRIATHLON 31X9 SYMTRC, 620.00 
PATELLA TRIATHLON 32X10MM ASYM," 1,010.00 "
PATELLA TRIATHLON 33X9 SYMTRC, 620.00 
PATELLA TRIATHLON 35X10MM ASYM," 1,010.00 "
PATELLA TRIATHLON 36X10 SYMTRC, 620.00 
PATELLA TRIATHLON 39X11 SYMTRC, 620.00 
PATELLA XPE LARGE 35MM, 206.00 
PATELLA XPE MEDIUM 32MM, 206.00 
PATELLA XPE SMALL 29MM, 206.00 
PATELLA XPE X-LARGE 38MM, 206.00 
PATELLA XPE X-LARGE 41MM, 206.00 
PATELLA XPE X-LARGE 44MM, 206.00 
PATELLA XPE X-SMALL 26MM, 206.00 
PATIENT PROGRAMMER KIT," 1,813.90 "
PATIENT TRACKER ENT, 496.10 
PEB BONE THD 4 X 45, 206.00 
"pediatric multivit comb no.20 1,500 unit-35 mg-400 unit/mL oral drops", 2.00 
PEDICLE HOOK 7.5X5.0MM," 1,720.00 "
PEDICLE HOOK 7.5X6.5MM," 1,720.00 "
PEDICLE HOOK 7.5X8.0MM," 1,720.00 "
PEDICLE HOOK 7.5X9.5MM," 1,720.00 "
PEDICLE HOOK 9.0X5.0MM," 1,720.00 "
PEDICLE HOOK 9.0X6.5MM," 1,720.00 "
PEDICLE HOOK 9.0X8.0MM," 1,720.00 "
PEDICLE HOOK 9.0X9.5MM," 1,720.00 "
peg 3350-electrolytes 236 gram-22.74 gram-6.74 gram-5.86 gram solution, 72.00 
PEG ANCH GLEN CRSLINK GLB 5200," 2,751.00 "
PEG ANCHOR GLENOID 48MM," 2,751.00 "
PEG BONE 2.5X14M THD MULTI, 206.00 
PEG BONE CORTICAL  2.3X16 TI, 206.00 
PEG BONE CORTICAL 2.3X18 TI, 206.00 
PEG BONE CORTICAL 2.3X22MM, 206.00 
PEG BONE CORTICAL 2.3X26MM, 206.00 
PEG BONE MULTID THD 2.5 X 22 M, 206.00 
PEG BONE MULTID THD 2.5 X 26 M, 206.00 
PEG FEM FIXATION MOD DISTAL 2," 1,010.00 "
PEG FULLY THD 2.5 X 12, 206.00 
PEG FULLY THRD 2.5X14, 206.00 
PEG FULLY THRD 2.5X16, 206.00 
PEG FULLY THRD 2.5X18, 206.00 
PEG FULLY THRD 2.5X20, 206.00 
PEG FULLY THRD 2.5X22, 206.00 
PEG FULLY THRD 2.5X24, 206.00 
PEG HOLDING, 206.00 
PEG LOCKING CORITCAL 2.3X12MM, 206.00 
PEG LOCKING CORITCAL 2.3X20MM, 206.00 
PEG PULL 18FR, 193.99 
PEG SMOOTH 2.0MM 14MM, 206.00 
PEG SMOOTH 2.0MM X 16MM LONG, 206.00 
PEG SMOOTH 2.OMM 28MM LONG, 206.00 
PEG SUPPORT SUBCHONDRAL 2.0X20, 206.00 
PEG SUPPORT SUBCHONDRAL 2.0X22, 206.00 
PEG SUPPORT SUBCHONDRAL 2.0X24, 206.00 
PEG SUPPORT SUBCHONDRAL 2.0X26, 206.00 
PEG SZ44," 2,751.00 "
PEG THREADED 2.5 X 18, 206.00 
PEG THREADED 2.5 X 20, 206.00 
PEG THREADED 2.5 X 24, 206.00 
PEG THREADED 2.5 X 26, 206.00 
PEG THREADED 2.5 X 28, 206.00 
PEG THREADED 2.5MM 14MM, 206.00 
PEG THREADED 2.5MM 16MM LONG, 206.00 
PEG THREADED 2.5MM 22MM LONG, 206.00 
pegfilgrastim 6 mg/0.6 mL subcutaneous syringe," 22,431.82 "
PELVIS 1 OR 2 VIEWS, 185.00 
PELVIS 3 VIEWS, 84.00 
PEN NEURO ENDOSCOPE RIGID," 2,532.94 "
PEN OCCLUDER," 1,120.63 "
PENCIL HNDPC HYFRECATOR 2000, 357.64 
"penicillin G benzathine 1,200,000 unit/2 mL intramuscular syringe", 283.26 
"penicillin G benzathine 2,400,000 unit/4 mL intramuscular syringe", 290.22 
"penicillin G benzathine 600,000 unit/mL intramuscular syringe", 327.10 
"penicillin G benzathine and procaine 1,200,000 unit/2 mL IM syringe", 451.59 
penicillin G potassium 5 million unit Solution for, 71.82 
penicillin G potassium 5 million unit solution for injection, 45.57 
penicillin V potassium 250 mg tablet, 2.03 
pentamidine 300 mg solution for inhalation, 600.80 
"pentoxifylline ER 400 mg tablet,extended release", 3.30 
peppermint spirit oral, 4.64 
PERIANAL BETA STREP CULTURE, 26.00 
PERICARDIUM, 620.00 
PERICARDIUM TUTOPLAST 1.5X1.5, 744.56 
PERISTRIPS DRY STAPLE LINE, 444.13 
PERMACATH DUAL LUMEN N RX 45CM, 620.00 
permethrin 1 % topical liquid, 27.44 
permethrin 5 % topical cream, 363.87 
"PERNICIOUS ANEMIA CASCADE, VIT B-12", 39.00 
"PH, BLOOD", 75.00 
"PH, STOOL", 28.18 
PHARYNX /ESOPHAGUS W/CINERAD, 259.00 
phenazopyridine 100 mg tablet, 6.79 
phenazopyridine 200 mg tablet, 3.70 
"PHENCYCLIDINE CONFIRM, UR", 109.00 
PHENOBARBITAL, 78.00 
PHENobarbital 20 mg/5 mL (4 mg/mL) oral elixir, 151.16 
PHENobarbital 32.4 mg tablet, 2.00 
PHENobarbital 64.8 mg tablet, 2.00 
PHENobarbital sodium 65 mg/mL injection solution, 74.88 
phenylephrine 0.25 %-shark liv.oil 3 %-cocoa butter rectal suppository, 2.00 
phenylephrine 0.5 % nasal spray, 15.46 
phenylephrine 0.5 mg/5 mL (100 mcg/mL)in 0.9 % sod.chloride IV syringe, 10.00 
phenylephrine 1 % nasal drops, 11.97 
phenylephrine 1 mg/10 mL (100 mcg/mL) in 0.9 % sod.chloride IV syringe, 29.00 
"phenylephrine 1 mg/10 mL (100 mcg/mL) in 0.9 % sod.chloride IV syringe,phenylephrine (PF) 1 mg/10 mL (100 mcg/mL) in 0.9 % NaCl IV syringe", 29.00 
phenylephrine 10 mg/mL injection solution, 43.20 
phenylephrine 2.5 % eye drops, 213.35 
phenytoin 100 mg/4 mL oral suspension, 25.92 
phenytoin 125 mg/5 mL oral suspension, 222.50 
phenytoin 50 mg chewable tablet, 3.54 
PHENYTOIN DILANTIN, 83.00 
phenytoin sodium 50 mg/mL intravenous solution, 10.00 
phenytoin sodium extended 100 mg capsule, 2.69 
phenytoin sodium extended 30 mg capsule, 15.34 
"PHENYTOIN, FREE", 50.00 
PHOSPHATIDYLETHANOL, 82.00 
"PHOSPHOLIPASE A2 RECEPTOR IFA, S -RL", 205.00 
"PHOSPHOLIPASE A2 RECEPTOR TITER, S -RL", 205.00 
PHOSPHORUS, 42.00 
"PHOSPHORUS, URINE", 59.00 
PHYSIOMESH 7X15CM, 620.00 
physostigmine 1 mg/mL injection solution, 66.79 
phytonadione (vitamin K1) 1 mg/0.5 mL injection solution, 10.00 
"phytonadione (vitamin K1) 1 mg/0.5 mL injection solution,phytonadione (vitamin K1) 1 mg/0.5 mL injection syringe", 20.17 
phytonadione (vitamin K1) 1 mg/0.5 mL injection syringe, 40.50 
phytonadione (vitamin K1) 10 mg/mL injection solution, 34.73 
pilocarpine 2 % eye drops, 2.00 
pilocarpine 4 % eye drops, 338.04 
PIN, 206.00 
PIN  TRABECULAR METAL 2.5, 206.00 
PIN 1.8MM TI LCP BUTTRESS 16MM, 206.00 
PIN 2MM SS EZ CLIP, 206.00 
PIN 3.0 THREADED, 206.00 
PIN 3.2MM X 140MM STERILE, 206.00 
PIN 3.2MM X 80MM STERILE, 206.00 
PIN 40MM CONT THRD APEX 5X150, 620.00 
PIN 5.0X50, 206.00 
PIN 5.0X70, 206.00 
PIN ADAPTOR MINIFIXATOR, 206.00 
PIN ALIGNMENT GLENOID II 2.5MM, 206.00 
PIN ANCH KNEE TRACKER AMZ 2 X, 620.00 
PIN ANCHOR 2.0MM X 64MM, 620.00 
PIN ANCHOR KNEE TRACK 2X77MM, 620.00 
PIN APEX 3MM X 80MM, 206.00 
PIN APEX 5 X 150, 206.00 
PIN APEX 5 X 20MM, 206.00 
