SERVICE CATEGORY,CHARGE DESCRIPTION,2019 PRICING
Supplies,AUDITORY OSSEOINTEGRATED DEVICE REPLACE,"$12,000.00 "
Supplies,BAHA SOFTBAND,$225.00 
Supplies,BARTON MAYO BUTTON,$341.00 
Supplies,BLOM SINGER LARY TUBE FENESTRATED,$244.00 
Supplies,BLOM SINGER LARY TUBE NON FENESTRATED,$196.25 
Supplies,BLOM SINGER PLUG INSERT,$96.50 
Supplies,BRACHY CESIUM 131 CHLORIDE PER MCI,$75.00 
Supplies,BRACHY NON-HDR IRIDIUM 192,$105.75 
Supplies,BRACHY NONSTRANDED CESIUM 131 PER SOURC,$79.50 
Supplies,BRACHY NONSTRANDED CESIUM 137 PER SOURC,"$1,634.25 "
Supplies,BRACHY NONSTRANDED IODINE 125 EYE1,$321.25 
Supplies,BRACHY NONSTRANDED IODINE 125 EYE2,$307.50 
Supplies,BRACHY NONSTRANDED IODINE 125 PROSTATE,"$1,267.00 "
Supplies,BRACHY NONSTRANDED IRIDIUM 192 MEDICARE,$349.50 
Supplies,BRACHY NONSTRANDED PALLADIUM PER SOURCE,$433.75 
Supplies,BRACHY SEEDS/NEEDLES,$32.50 
Supplies,BRACHY STRANDED IODINE 125 PER SOURCE,"$1,267.75 "
Supplies,BRACHY THIN SEED STRAND I-125 PER SOURC,$336.00 
Supplies,BRACHYTHERAPY CATHETER,$418.50 
Supplies,"BRACHYTX PLANAR, PALLADUIM-103 PER SQM",$14.25 
Supplies,CANE,$35.00 
Supplies,CANE QUAD,$64.25 
Supplies,CANE QUAD,$64.25 
Supplies,CANNULA ART BIOMEDICUS 10FR,$809.50 
Supplies,CANNULA ART BIOMEDICUS 12FR,$939.25 
Supplies,CANNULA ART BIOMEDICUS 14FR,$939.25 
Supplies,CANNULA ART BIOMEDICUS 8FR,$809.50 
Supplies,CANNULA VEN BIOMEDICUS 10FR,$834.25 
Supplies,CANNULA VEN BIOMEDICUS 12FR,$834.25 
Supplies,CANNULA VEN BIOMEDICUS 14FR,$939.25 
Supplies,CANNULA VEN BIOMEDICUS 8FR,$939.25 
Supplies,CATH BALLOON TISSUE DISSECTOR,"$1,726.50 "
Supplies,CATH CURL INFANT W/ 2 CUFFS 38.9CM,$467.50 
Supplies,CATH CURL W/ 2 CUFFS 42CM,$735.25 
Supplies,CATH CURL W/ 2 CUFFS 59CM,$454.00 
Supplies,CATH CURL W/ CUFF 39CM,$308.00 
Supplies,CATH DBL LUMEN SHORT TERM 9F X 4 3/4CM,$207.00 
Supplies,CATH DOUBLE LUMEN LONG TERM 12.5F X12CM,$779.50 
Supplies,CATH DOUBLE LUMEN LONG TERM 12.5F X15CM,"$1,037.50 "
Supplies,CATH DOUBLE LUMEN LONG TERM 8F X 18CM,$747.00 
Supplies,CATH DOUBLE LUMEN SHORT TERM 7F X 10CM,$319.75 
Supplies,CATH DOUBLE LUMEN SHORT TERM 9F X 12CM,$236.75 
Supplies,CATH DUAL LUMEN ACUTE MAHURKAR 8FR,$307.75 
Supplies,CATH DUAL LUMEN KIT 40CM,$319.75 
Supplies,CATH DUAL LUMEN KIT LONG TERM 40CM,$733.75 
Supplies,CATH DUAL LUMEN KIT NO CUFF 8F X 12CM,$328.00 
Supplies,CATH HEMODIALYSIS 7FR,$400.50 
Supplies,CATH INFUSION NOT HEMODIALYSIS,$881.00 
Supplies,CATH NEONATAL TENCKHOFF W/ 2 CUFFS 31CM,$209.50 
Supplies,CATH NEONATAL TENCKHOFF W/ CUFF 31CM,$219.00 
Supplies,CATH PERITONEAL DIALYSIS ADOLESCNT 59CM,$297.25 
Supplies,CATH PERITONEAL DIALYSIS INFANT 38.9CM,$415.00 
Supplies,CATH PERITONEAL DIALYSIS PEDIATRIC 42CM,$675.75 
Supplies,CATH SHORT TERM 7F X 7CM,$352.75 
Supplies,CATH SUPRAPUBIC/CYSTOSCOPIC,$365.00 
Supplies,CCL CATH CORONARY LASER,"$4,700.00 "
Supplies,CLARIFIX - CRYOBLATION DEVICE,"$3,750.00 "
Supplies,COCHLEAR IMPLANT SPEECH PROC REPLCMT,"$14,696.00 "
Supplies,CRUTCH FOREARM,$168.00 
Supplies,CRUTCH PAIR UNDERARM,$53.75 
Supplies,CRUTCH PAIR UNDERARM,$53.75 
Supplies,DILATOR GI BILIARY/COLONIC/PYLORIC,"$1,128.00 "
Supplies,DUAL VALVE PROSTHESIS,"$1,092.00 "
Supplies,DUCKBILL PROSTHESIS,$134.75 
Supplies,ECMO CIRCUIT 1/4 PEDS,"$1,598.75 "
Supplies,ECMO CIRCUIT 3/8 ADULT,"$1,756.25 "
Supplies,ECMO PACK ADULT,$275.00 
Supplies,ECMO VV CATHETER 13 F,"$1,763.75 "
Supplies,ECMO W CATH 16F,"$1,575.00 "
Supplies,ECMO W CATH 19F,"$1,875.00 "
Supplies,ED BRACE ANKLE (AFO) PLASTIC,$238.75 
Supplies,ED BRACE ANKLE (MOLDED),"$1,388.75 "
Supplies,ED CATH TRIPLE LUMEN,$206.50 
Supplies,ED CATH WORD,$1.75 
Supplies,ED CERVICAL COLLAR PLASTIC,$154.25 
Supplies,ED CERVICAL COLLAR PREFAB OFF SHELF,$16.00 
Supplies,ED FOLEY CATHETER W/ TEMP SENSOR,$58.50 
Supplies,ED IMMOBILIZER SHOULDER PREFB OFF SHELF,$175.00 
Supplies,ED INNERCOOL REPLACEMENT THIGH PADS,$858.75 
Supplies,ED INNERCOOL SURFACE COOLING PADS,"$2,466.50 "
Supplies,ED KNEE IMMOBILIZER PREFAB OFF SHELF,$48.75 
Supplies,ED LENS MORGAN THERAPEUTIC,$1.75 
Supplies,ED SPLINT WRIST/FOREARM PREFA OFF SHELF,$41.75 
Supplies,ED STRP CLAVICLE FIGRE 8 PREFB OFF SHLF,$140.00 
Supplies,ED WALKER FOLDING,$106.75 
Supplies,ED WOUND CLOSURE W/TISSUE ADHESIVE,$65.00 
Supplies,ENDO CATH DRAINAGE,$636.25 
Supplies,ENDO STENT COATED/COVERED W/DEL SYST,"$10,264.75 "
Supplies,ENDO STENT NONCORONARY TEMP W/DEL SYS,$551.50 
Supplies,ENDO STENT NONCORONARY TEMP W/O DEL SYS,$260.75 
Supplies,ENDOSCOPE RETRO IMG/ILLUMINATION DEVICE,"$1,494.00 "
Supplies,EPIFIX PER SQ CM,$213.25 
Supplies,EXTERNAL BAHA SOUND PROCESSOR,"$12,000.00 "
Supplies,EXTERNAL URETHRAL CLAMP/COMPRESS DEVICE,$100.75 
Supplies,FAHL LARY TUBE,$297.00 
Supplies,GI GUIDEWIRE ERCP,"$1,182.00 "
Supplies,GUN BIOPSY,$305.00 
Supplies,GYNE BRACHYTHERAPY NEEDLE,$65.25 
Supplies,HABERMAN/SPECIAL NEEDS FEEDER,$84.00 
Supplies,HDE #H080002 MELODY PULMONIC VALVE,"$112,000.00 "
Supplies,HDE #H080002 MELODY PULMONIC VALVE,$1.25 
Supplies,HDE #H130005 STENT INTRALMINL SUPRT JR,"$24,050.00 "
Supplies,HDE #H130005 STENT INTRALMINL SUPRT STD,"$22,570.00 "
Supplies,HEARING AID EAR MOLD,$70.00 
Supplies,HEMOCONCENTRATOR HPH MINI,$660.00 
Supplies,IDE # G160259 ERLY TRANSCATH HEART VLV,"$105,000.00 "
Supplies,IDE #G030064/S107 MITRAL CLIP,"$45,000.00 "
Supplies,IDE #G050017 IMPELLA CATHETER,"$70,000.00 "
Supplies,IDE #G060242 PERCUTANEOUS HEART VALVE,$1.00 
Supplies,IDE #G060242 TRANSCATH HEART VALVE,"$12,000.00 "
Supplies,IDE #G070069 AVR VIABAHN STENT,"$10,138.00 "
Supplies,IDE #G090156 MICROCATHETER/STYLET,$1.00 
Supplies,IDE #G090216 TRANSCATHETER AORTIC VALVE,"$112,500.00 "
Supplies,IDE #G100056 MICROCATHETER 18,$525.00 
Supplies,IDE #G100056 STENTRIEVER PRO 4,"$12,950.00 "
Supplies,IDE #G110188 STNT JR NRVS SLF EXPDNG SY,"$19,600.00 "
Supplies,IDE #G110188 STNT NRVS SLF EXPNDNG SYS,"$17,850.00 "
Supplies,IDE #G120028 SYSTEM SEPARATOR 3-D,"$9,590.00 "
Supplies,IDE #G120093 PARADYM SONR ICD,"$63,840.00 "
Supplies,IDE #G120093 SONR TIP ATRIAL LEAD,"$12,950.00 "
Supplies,IDE #G120111 FLOW REDIRECT STENT SYS,"$41,650.00 "
Supplies,IDE #G140084 EMBOLIZATION DEVICE,"$41,562.50 "
Supplies,IDE #G980147/S110 STENT PRECISE,"$1,650.00 "
Supplies,IDE #G980147/S1110 ANGIOGRD PRC,"$2,095.00 "
Supplies,IDE #P040012 STENT CAROTID,"$6,600.00 "
Supplies,IDE #PK042218 FILTER,"$4,650.00 "
Supplies,IDE G100093 PARADYM RF SONRCRT-DMDL9770,"$63,840.00 "
Supplies,IDE G100093 SONRTIP ATRIAL LEADMDLPS55D,"$12,250.00 "
Supplies,IDE G100322 YTTRIUM-90 THRASPHR/ACCSSRS,$1.00 
Supplies,IDE G110161 S004 GORE SEPTAL OCCLUDER,"$24,715.25 "
Supplies,IDE G120024  COAPT CAS 2DGC+3CDS,"$98,000.00 "
Supplies,IDE G130072 DH ACETABULAR LINER,"$2,625.00 "
Supplies,IDE G130072 DH FEMORAL HEAD,"$4,375.00 "
Supplies,IDE G140030 STNT CC WDEL SYS ICAST,"$7,700.00 "
Supplies,IDE G140030 STNT CC WDEL SYS LIFESTENT,"$3,850.00 "
Supplies,IDE G140030 STNT CC WDEL SYS VIABAHN LRG,"$10,675.00 "
Supplies,IDE G140030 STNT CC WDEL SYS VIABAHN STD,"$9,170.00 "
Supplies,IDE G140030 STNT CC WDEL SYS ZILVER,"$4,112.50 "
Supplies,IDE G150067 CATH TRANSLUMIN DRUG COAT,$1.00 
Supplies,IDE G150278 PRTNR III TRNSCTH HEART VLV,"$105,000.00 "
Supplies,IDE G160242 CATH TRANSLUMIN DRUG COAT,$1.00 
Supplies,IDE G170064 CATHETER ASPIRATION,"$10,465.00 "
Supplies,IDE G170064 SEPARATOR,"$6,982.50 "
Supplies,IDE#PO60001 PROTEGE RX STENT SYSTEMS,"$9,270.00 "
Supplies,INCREASED RESISTANCE PROSTHESIS,$725.50 
Supplies,INDWELLING CATHETER FOLEY 2 WAY W/ COAT,$10.00 
Supplies,INJECTABLE BULK AGENT ANAL CANAL,"$2,010.00 "
Supplies,IONM ELECTRODE SET FOR :  ABR,$32.00 
Supplies,IONM ELECTRODE SET FOR :  CRAINIAL-N,$53.00 
Supplies,IONM ELECTRODE SET FOR :  EEG,$23.00 
Supplies,IONM ELECTRODE SET FOR :  EMG/PED,$71.00 
Supplies,IONM ELECTRODE SET FOR :  SSEP-LE,$59.00 
Supplies,IONM ELECTRODE SET FOR :  SSEP-UE,$49.00 
Supplies,IONM ELECTRODE SET FOR :  SSEP-UE+LE,$85.00 
Supplies,IONM ELECTRODE SET FOR :  TCMEP-UE+LE,$67.00 
Supplies,JACKSON PRATT DRAIN,$29.00 
Supplies,JACKSON PRATT RESERVIOR,$29.00 
Supplies,KIT GASTRIC SUTURING,"$2,845.50 "
Supplies,KIT TRANSDUCER CPB PRESSURE,$173.00 
Supplies,LAB FILTER NEO NATE,$114.50 
Supplies,LEG LIFTER,$43.50 
Supplies,LG ESOPHAGEAL/TRACH FLANGE PROSTHESIS,$725.50 
Supplies,LIFTER VEND-LEG,$43.50 
Supplies,LONG POINTER 13.9CM,$358.75 
Supplies,NASAL PROSTHESIS,$282.00 
Supplies,NONSTRANDED IODINE 125 HIGH ACTIVITY,$993.50 
Supplies,OR DEVICE RETRIEVAL INSERTABLE,"$1,139.50 "
Supplies,OR IDE #G030126/S028 NEURSTIM. SYS.,$1.00 
Supplies,OR IDE #G030174 RESURFACE CAP,$1.00 
Supplies,OR IDE #G030174 RESURFACE SCREW,$1.00 
Supplies,OR IDE #G040172/A001 4-CHAN IPG,$1.00 
Supplies,OR IDE #G040172/A001 8-CHAN IPG,$1.00 
Supplies,OR IDE #G040172/A001 BASE & CAP,$1.00 
Supplies,OR IDE #G040172/A001 CONTROLLER,$1.00 
Supplies,OR IDE #G040172/A001 DBS LEAD,$1.00 
Supplies,OR IDE #G040172/A001 EXTENSION,$1.00 
Supplies,OR IDE #G040172/A001 TUNNELOR,$1.00 
Supplies,OR IDE #G060104 BHR ACETABULAR CUP,"$6,055.00 "
Supplies,OR IDE #G060104 BHR MODULAR HEAD,"$4,165.00 "
Supplies,OR IDE #G060104 BHR MODULAR HEAD SLEEVE,$341.25 
Supplies,OR IDE #G070118 INTERSPINOUS SPACER,"$14,000.00 "
Supplies,OR IDE #G100284 HUMERL STM COMPONENT,"$6,650.00 "
Supplies,OR IDE #G120075 EXTENSION NEURSTM LEAD,$1.00 
Supplies,OR IDE #G120075 RECHARGEABLE NEURSTMLTR,$1.00 
Supplies,OR IDE #G130223 REVASC RETRIEV & MC,"$23,258.75 "
Supplies,OR IDE #G140035 TISSUE MATRX 6X6CM FIRM,$1.00 
Supplies,OR IDE G1100021 ALLOGRAFT DIVERT TUBE,$868.00 
Supplies,OR IDE G1100021 ALLOGRAFT STRAIGHT TUBE,$588.00 
Supplies,OR IDE G110021 OPTIMESH IMPLANT,"$15,627.50 "
Supplies,OXYGENATOR MAQUET QUADROX,"$3,802.50 "
Supplies,OXYGENATOR QUADROX ID,"$7,020.00 "
Supplies,PACK TUBING ADULT ECM/VD,$498.00 
Supplies,"PEAK EXPIRATORY FLW RATE MTR, HAND HELD",$22.00 
Supplies,PERCUTANEOUS INSERTION KIT,$211.50 
Supplies,PESSARY NON RUBBER ANY TYPE,$180.00 
Supplies,"PESSARY, RUBBER, ANY TYPE",$123.00 
Supplies,PLATFORM ATTACHMENT CRUTCH,$125.50 
Supplies,PLATFORM ATTACHMENT WALKER,$88.50 
Supplies,POST OP LARYNGECTOMY KIT,$627.00 
Supplies,PRESS ON LENS FRESNELL PRISM PER LENS,$67.50 
Supplies,PROC RM CELLULOSE OXIDIZED 4X8 DRS,$316.75 
Supplies,PROSTHESIS VOICE INDWELLING,$572.00 
Supplies,PROSTHESIS VOICE LOW PRESSURE,$213.75 
Supplies,PROVOX 2,$747.00 
Supplies,PROVOX 2 PLUG,$105.00 
Supplies,PROVOX BRUSH,$102.00 
Supplies,PROVOX FLUSH,$132.00 
Supplies,PROVOX VEGA,$711.00 
Supplies,PROVOX VEGA PLUG,$96.00 
Supplies,RAD LONG POINTER 13.9CM,$358.75 
Supplies,RAD THREADED BONE PIN,$302.00 
Supplies,RADIESSE INJ IMPLANT,"$1,224.25 "
Supplies,REPAIR BAHA DEVICE LABR COMP EA 15 MIN,$50.00 
Supplies,REPAIR BAHA DEVICE W/ MINOR PARTS,$400.00 
Supplies,REVOLUTION PUMP,$435.75 
Supplies,SAVI SCOUTMICRO IMPLUSE RADAR REFLECTOR,"$1,000.00 "
Supplies,SENSOR SHUNT CDI 500,$482.00 
Supplies,SET BINAURAL MUSICIAN EARPLUGS,$200.00 
Supplies,SHOE CAST,$21.50 
Supplies,SKIN SUBSTITUTE APLIGRAF PER CM2,$92.75 
Supplies,SLING ARM,$15.25 
Supplies,SLT TRACH INNER CANNULA,$225.00 
Supplies,SPECIAL ORDER LOW PRESSURE/DUCK PROST,$293.00 
Supplies,SPYBITE BIOPSY FORCEPS,"$1,044.25 "
Supplies,SPYSCOPE CATHETER,"$1,519.00 "
Supplies,STENT COLONIC,"$5,439.00 "
Supplies,STENT ESOPH,"$5,260.00 "
Supplies,STENT INTRODUCER SYS BILIARY DUCT,$322.75 
Supplies,STENT WALL BILIARY,"$5,124.75 "
Supplies,STRAIGHT TIP URINE CATHETER,$9.00 
Supplies,SWIM PLUG EAR MOLD,$50.00 
Supplies,THREADED BONE PIN,$302.00 
Supplies,TISSUE MARKER CORK TITANIUM 1ST SHAPE,"$2,400.00 "
Supplies,TISSUE MARKER IMPLANT,$612.75 
Supplies,TM 10G BOWTIE,$198.00 
Supplies,TM 10G V SHAPE,$198.00 
Supplies,TM BG BIOPSY SITE BOWTIE,$198.00 
Supplies,TM BIOPSY SITE TOP HAT,$156.00 
Supplies,TM CORMARK CLIPS,$171.50 
Supplies,TM HOLOGIC,$156.00 
Supplies,TM HYDROMARK CLIP,$208.00 
Supplies,TM SECURMARK SITE BUCKLE SHAPE,$156.00 
Supplies,TM SENOMARK ULTA COR VENUS SHAPE,$104.00 
Supplies,TM ULTRACLIP,$97.50 
Supplies,TM ULTRACLIP DUAL TRIGGER,$97.50 
Supplies,TRACH SHILEY 6CFS,$121.00 
Supplies,TRACH-ESOPH VOICE PROS MD IN PROVOX 2,$500.00 
Supplies,TRACH-ESOPH VOICE PROS MD IN PROVOXVEGA,$500.00 
Supplies,TRACH/LARYN TUB CUFFED SHILEY TRACHSOFT,$339.00 
Supplies,TRACH/LARYN TUB NONCUFFED PROVOXLARY TB,$570.00 
Supplies,TRACH/LARYN TUBE NON-CUFFED,$348.00 
Supplies,TRACH/LARYN TUBE NON-CUFFED-CORVIDIAN,$180.00 
Supplies,TRACH/LARYN TUBE NONCUFFED SHILEY 4CFS,$122.00 
Supplies,TRACH/LARYN TUBE NONCUFFED SHILEY 8 LGT,$137.00 
Supplies,TRACHEOSTOMY SPEAKING VALVE,$362.50 
Supplies,TRACHEOSTOMY TUBES 4 CFS,$211.00 
Supplies,TRACHEOSTOMY TUBES 6 CFS,$211.00 
Supplies,TRACHSTMY SPEAKNG VALVE SPEAKEZ CANNULA,$900.00 
Supplies,ULTRACOR CLIP TWIRL,$175.00 
Supplies,ULTRASOUND SPECIALTY NEEDLES,"$1,713.75 "
Supplies,URINARY LEG OR ABDOMEN BAG,$31.50 
Supplies,VENOUS CATHETER 12 FR DLP MALLEABLE SS,$138.00 
Supplies,VENOUS CATHETER 14 FR DLP MALLEABLE SS,$138.00 
Supplies,VENOUS CATHETER 16 FR DLP MALLEABLE SS,$138.00 
Supplies,VENOUS CATHETER 18 FR DLP MALLEABLE SS,$138.00 
Supplies,VENOUS CATHETER 20 FR DLP MALLEABLE SS,$138.00 
Supplies,VENOUS CATHETER 22 FR DLP MALLEABLE SS,$138.00 
Supplies,VENOUS CATHETER 24 FR DLP MALLEABLE SS,$138.00 
Supplies,VENTRAL WALL DEFECT SILO BAG 10CM,"$1,388.00 "
Supplies,VENTRAL WALL DEFECT SILO BAG 3CM,$259.50 
Supplies,VENTRAL WALL DEFECT SILO BAG 4CM,$343.00 
Supplies,VENTRAL WALL DEFECT SILO BAG 5CM,"$1,112.25 "
Supplies,VENTRAL WALL DEFECT SILO BAG 7.5CM,"$1,257.00 "
Supplies,WALKER FOLDING,$106.75 
Supplies,WALKER FOLDING WHEELED,$214.75 
Supplies,WALKER W/ WHEELS HEAVY DUTY,$367.50 
Supplies,WALKER W/O WHEELS HEAVY DUTY,$267.75 
Supplies,WALKER WHEEL ATTACHMENT,$108.00 
Supplies,XLT TRACH UNCUFF PROX 5.0 MM,$257.50 
"Surgery, Interventional, and Diagnostic Services",ARTHROCENT SMALL JOINT/BURSA W/O US,$330.25 
"Surgery, Interventional, and Diagnostic Services",2ND CLOS SURG WOUND/DEHIS EXT/COMPLX,"$2,190.00 "
"Surgery, Interventional, and Diagnostic Services",ABDOMINAL PARACENTESIS W/ IMG GUIDANCE,"$2,385.75 "
"Surgery, Interventional, and Diagnostic Services",ABDOMINAL PARACENTESIS W/ IMG GUIDANCE,"$2,385.75 "
"Surgery, Interventional, and Diagnostic Services",ABDOMINAL PARACENTESIS W/O IMG GUIDANCE,"$1,888.00 "
"Surgery, Interventional, and Diagnostic Services",ABLATE 1+ LIVER TUMOR PERC RADIOFRQ,"$6,504.00 "
"Surgery, Interventional, and Diagnostic Services",ABLATE 1+ RENAL TUMOR PERC RADIOFR UNI,"$4,646.00 "
"Surgery, Interventional, and Diagnostic Services",ABLATE EXTR VEIN LASER 1ST VEIN,"$4,525.50 "
"Surgery, Interventional, and Diagnostic Services",ABLATE EXTR VEIN LASER SUBSEQUENT VEIN,"$2,342.25 "
"Surgery, Interventional, and Diagnostic Services",ABLATE EXTR VEIN PERC/RADIO 1ST VEIN,"$4,990.75 "
"Surgery, Interventional, and Diagnostic Services",ABLATE EXTR VEIN PERC/RADIO SUBSEQ VEIN,"$5,010.00 "
"Surgery, Interventional, and Diagnostic Services",ABLATE INF TURBINATE SUBMUC,"$3,182.00 "
"Surgery, Interventional, and Diagnostic Services",ABLATE PULM TUMOR PERQ CRYBL,"$12,504.25 "
"Surgery, Interventional, and Diagnostic Services",ABLATE RENAL TUMOR PERC CRYO THY UNI,"$7,173.50 "
"Surgery, Interventional, and Diagnostic Services",ABLATION BONE TUMOR INCLUDES GUIDANCE,"$6,950.50 "
"Surgery, Interventional, and Diagnostic Services",ABLATION BONE TUMOR INCLUDES GUIDANCE,"$6,950.50 "
"Surgery, Interventional, and Diagnostic Services",ABLATION FIBROADENOMA US GUIDE,"$6,545.50 "
"Surgery, Interventional, and Diagnostic Services",ABLATION THERAPY REDUCT PULM TUMORS,"$7,642.50 "
"Surgery, Interventional, and Diagnostic Services",ACNE SURGERY,$154.00 
"Surgery, Interventional, and Diagnostic Services",ACTINOTHERAPY,$70.00 
"Surgery, Interventional, and Diagnostic Services",ADJ GASTRIC BAND BY INJ/ASP OF SALINE,$100.00 
"Surgery, Interventional, and Diagnostic Services",ALLOGENEIC LYMPHOCYTE INFUSION,"$2,618.00 "
"Surgery, Interventional, and Diagnostic Services",AMB SURG RECOVERY 1ST HOUR,"$1,357.50 "
"Surgery, Interventional, and Diagnostic Services",AMB SURG RECOVERY EA ADD 30 MIN,$228.50 
"Surgery, Interventional, and Diagnostic Services",AMNIOCENTESIS DIAGNOSTIC,$660.00 
"Surgery, Interventional, and Diagnostic Services",AMNIOCENTESIS DIAGNOSTIC,$660.00 
"Surgery, Interventional, and Diagnostic Services",AMNIOCENTESIS THERAPEUTIC FLUID REDUC,$725.50 
"Surgery, Interventional, and Diagnostic Services",ANESTHESIA 1ST HOUR,"$3,047.75 "
"Surgery, Interventional, and Diagnostic Services",ANESTHESIA EACH ADDL MINUTE,$16.25 
"Surgery, Interventional, and Diagnostic Services",ANGIOPLASTY BALLOON INTRACRANIAL PERC,"$4,013.00 "
"Surgery, Interventional, and Diagnostic Services",ANGIOPLASTY BALLOON INTRACRANIAL PERC,"$4,013.00 "
"Surgery, Interventional, and Diagnostic Services",ANLYZE IMPL/PRGRM PUMP W/ REPROG/REFILL,$504.00 
"Surgery, Interventional, and Diagnostic Services",ANLYZE IMPL/PRGRM PUMP W/O REPRG/REFILL,$451.50 
"Surgery, Interventional, and Diagnostic Services",ANORECTAL EXAM SURGICAL REQ ANEX DX,"$3,541.50 "
"Surgery, Interventional, and Diagnostic Services",APP SKIN SUB FACE/HAND/FEET <=25 SQ CM,"$3,094.00 "
"Surgery, Interventional, and Diagnostic Services",APP SKIN SUB FACE/HND/FT EA AD 25 SQCM,"$1,546.50 "
"Surgery, Interventional, and Diagnostic Services",APP SKIN SUB TRNK/ARM/LEG EA AD 25 SQCM,"$1,546.50 "
"Surgery, Interventional, and Diagnostic Services",APP SKIN SUB TRUNK/ARM/LEG <= 25 SQ CM,"$3,094.00 "
"Surgery, Interventional, and Diagnostic Services",APPL ON BODY INJ (INCLUDES CANNULA INSERTION) FOR TIMED SUBQ INJ,$63.00 
"Surgery, Interventional, and Diagnostic Services",APPLY TISSUE GLUE CORNEA/SCLERA,"$1,797.00 "
"Surgery, Interventional, and Diagnostic Services",AQUEOUS SHUNT EYE W/O GRAFT,"$9,549.00 "
"Surgery, Interventional, and Diagnostic Services",ARTHROCENT INTMED JOINT/BRSA W/ US,$474.00 
"Surgery, Interventional, and Diagnostic Services",ARTHROCENT INTMED JOINT/BURSA W/O US,$466.25 
"Surgery, Interventional, and Diagnostic Services",ARTHROCENT LARGE JOINT/BURSA W/ US,$521.50 
"Surgery, Interventional, and Diagnostic Services",ARTHROCENT LARGE JOINT/BURSA W/O US,$470.31 
"Surgery, Interventional, and Diagnostic Services",ARTHROCENT SMALL JOINT/BURSA W/ US,$430.75 
"Surgery, Interventional, and Diagnostic Services",ASP PERC NUCLEUS PULPOSUS/DISC/TISS DX,$965.00 
"Surgery, Interventional, and Diagnostic Services",ASP/INJ RENAL CYST/PELVIS PERC,"$1,965.50 "
"Surgery, Interventional, and Diagnostic Services",ASPIRATE BLADDER W/INS SUPRAPUBIC CATH,"$2,606.75 "
"Surgery, Interventional, and Diagnostic Services",ASPIRATE PERC SPINAL CORD CYST/SYRINX,"$1,047.75 "
"Surgery, Interventional, and Diagnostic Services",ASPIRATE/INJ GANGLION CYST,$501.00 
"Surgery, Interventional, and Diagnostic Services",ASPIRATION &/OR INJECTION THYROID CYST,$944.25 
"Surgery, Interventional, and Diagnostic Services",ASPIRATION &/OR INJECTION THYROID CYST,$944.25 
"Surgery, Interventional, and Diagnostic Services",ASPIRATION AND INJ TREATMENT BONE CYST,$965.00 
"Surgery, Interventional, and Diagnostic Services",AUDLGC FNCT TST W REML OF IMPTD CERUMEN,$124.00 
"Surgery, Interventional, and Diagnostic Services",AV FISTULA CREATE NONAUTOGENOUS GRAFT,"$7,643.25 "
"Surgery, Interventional, and Diagnostic Services",AVULSION NAIL PLATE EA ADDL NAIL,$99.25 
"Surgery, Interventional, and Diagnostic Services",AVULSION NAIL PLATE SIMPLE/COMPLEX,$301.00 
"Surgery, Interventional, and Diagnostic Services",BAKRI BALLOON PLACEMENT,$364.75 
"Surgery, Interventional, and Diagnostic Services",BALLN DILATE URETERAL STRICTURE  S&I,"$8,698.00 "
"Surgery, Interventional, and Diagnostic Services",BALO ANGIOP CTR DIALYSIS SEG,"$13,246.00 "
"Surgery, Interventional, and Diagnostic Services",BILIARY ENDO PERC DX W/SPECIMEN COLLECT,"$2,710.00 "
"Surgery, Interventional, and Diagnostic Services",BILIARY ENDO PERCU W/ BX SING/MULT,"$4,215.00 "
"Surgery, Interventional, and Diagnostic Services",BILIARY ENDO PERCU W/ DILATE W/ STENT,"$4,215.00 "
"Surgery, Interventional, and Diagnostic Services",BILIARY ENDO PERCU W/ DILATE W/O STENT,"$2,627.75 "
"Surgery, Interventional, and Diagnostic Services",BILIARY ENDO PERCU W/ REMOVAL STONE,"$4,215.00 "
"Surgery, Interventional, and Diagnostic Services",BIOPSY BONE TROCAR/NEEDLE DEEP,"$2,077.75 "
"Surgery, Interventional, and Diagnostic Services",BIOPSY BONE TROCAR/NEEDLE DEEP,"$2,077.75 "
"Surgery, Interventional, and Diagnostic Services",BIOPSY BONE TROCAR/NEEDLE SUPERFICIAL,"$1,835.75 "
"Surgery, Interventional, and Diagnostic Services",BIOPSY CERVIX/ LESION EXCISION,"$1,340.25 "
"Surgery, Interventional, and Diagnostic Services",BIOPSY CONJUNCTIVA,"$1,445.00 "
"Surgery, Interventional, and Diagnostic Services",BIOPSY EXTERNAL AUDITORY CANAL,"$2,752.00 "
"Surgery, Interventional, and Diagnostic Services",BIOPSY EXTERNAL EAR,"$1,025.75 "
"Surgery, Interventional, and Diagnostic Services",BIOPSY EYELID INCLUDING LID MARGIN,"$1,023.75 "
"Surgery, Interventional, and Diagnostic Services",BIOPSY LIP,$375.00 
"Surgery, Interventional, and Diagnostic Services",BIOPSY LUNG/MEDIASTINUM PERCUTAN NEEDLE,"$1,974.50 "
"Surgery, Interventional, and Diagnostic Services",BIOPSY LYMPH NODE BY NEEDLE SUPERFICIAL,"$1,080.50 "
"Surgery, Interventional, and Diagnostic Services",BIOPSY MUSCLE PERCUTANEOUS NEEDLE,"$1,278.50 "
"Surgery, Interventional, and Diagnostic Services",BIOPSY MUSCLE PERCUTANEOUS NEEDLE,"$1,278.50 "
"Surgery, Interventional, and Diagnostic Services",BIOPSY MUSCLE SUPERFICIAL,"$2,844.75 "
