,CODE,NAME,LAKELAND,LAKELAND INPATIENT LABS,LAKELAND OUTPATIENT LABS,LAKELAND BLOOD BANK,LAKELAND REFERENCE LAB,LAKELAND RESPIRATORY THERAPY LAB,WATERVLIET,WATERVLIET INPATIENT LABS,WATERVLIET OUTPATIENT LABS,WATERVLIET BLOOD BANK
,HC4020002,HC US HEAD,$608.00 ,,,,,,$608.00 ,,,
,HC4020003,HC US THYROID REALTIME,$442.00 ,,,,,,$442.00 ,,,
,HC4020004,HC US CHEST,$284.00 ,,,,,,$284.00 ,,,
,HC4020006,HC US ABDOMINAL COMPLETE,$793.00 ,,,,,,$793.00 ,,,
,HC4020007,HC US ABDOMINAL LIMITED,$435.00 ,,,,,,$435.00 ,,,
,HC4020008,HC US RETROPERITONEAL COMPL,$543.00 ,,,,,,$543.00 ,,,
,HC4020009,HC US RETROPERITONEAL LMTD,$543.00 ,,,,,,$543.00 ,,,
,HC4020010,HC US KIDNEY TRANS W/DPPLR,$435.00 ,,,,,,$435.00 ,,,
,HC4020011,HC US OB<14WKS SINGLE GEST,$436.00 ,,,,,,$436.00 ,,,
,HC4020012,HC US OB<14WKS EA ADDL GEST,$286.00 ,,,,,,$286.00 ,,,
,HC4020013,HC US OB>14WKS SINGLE GEST,$651.00 ,,,,,,$651.00 ,,,
,HC4020014,HC US OB>14WKS ADDL GEST,$286.00 ,,,,,,$286.00 ,,,
,HC4020015,HC US OB COMP W/FAE SGL GEST,$517.00 ,,,,,,$517.00 ,,,
,HC4020016,HC US OB COMP W/FAE ADD GEST,$268.00 ,,,,,,$268.00 ,,,
,HC4020017,HC ULTRASOUND PREG LTD,$191.00 ,,,,,,$191.00 ,,,
,HC4020018,HC US OB LIMITED,$417.00 ,,,,,,$417.00 ,,,
,HC4020019,HC US OB FOLLOW UP PER FETUS,$417.00 ,,,,,,$417.00 ,,,
,HC4020020,HC US OB TRANSVAGINAL SCAN,$284.00 ,,,,,,$284.00 ,,,
,HC4020021,HC US OB BIOPHYSICAL PROF W/O NST,$510.00 ,,,,,,$510.00 ,,,
,HC4020022,HC US DOPPLER UMBILICAL CORD,$568.00 ,,,,,,$568.00 ,,,
,HC4020023,HC US TRANSVAGINAL,$568.00 ,,,,,,$568.00 ,,,
,HC4020024,HC US PELVIS COMPLETE,$643.00 ,,,,,,$643.00 ,,,
,HC4020025,HC US PELVIS LIMITED,$649.00 ,,,,,,$649.00 ,,,
,HC4020026,HC US TESTICLES,$695.00 ,,,,,,$695.00 ,,,
,HC4020027,HC US TRANSRECTAL,$625.00 ,,,,,,$625.00 ,,,
,HC4020028,HC US PROSTATE VOLUME STUDY,$390.00 ,,,,,,$390.00 ,,,
,HC4020029,HC US EXTREMITY LT COMPLETE,$509.00 ,,,,,,$509.00 ,,,
,HC4020030,HC US EXTREMITY RT COMPLETE,$509.00 ,,,,,,$509.00 ,,,
,HC4020031,HC US EXTREMITY LT,$435.00 ,,,,,,$435.00 ,,,
,HC4020032,HC US EXTREMITY RT,$435.00 ,,,,,,$435.00 ,,,
,HC4020033,HC US INFANT HIPS,$340.00 ,,,,,,$340.00 ,,,
,HC4020034,HC US GUD PSEUDOANEURYSM RP,$456.00 ,,,,,,$456.00 ,,,
,HC4020035,HC US GUIDE VASCULAR ACCESS,$75.00 ,,,,,,$75.00 ,,,
,HC4020036,HC US GUIDE TISSUE ABLATION,$229.00 ,,,,,,$229.00 ,,,
,HC4020038,HC US GUIDANCE NEEDLE PLCMNT,$635.00 ,,,,,,$635.00 ,,,
,HC4020039,HC US AMNIOCENTESIS COMPLETE,$441.00 ,,,,,,$441.00 ,,,
,HC4020040,HC US INTRO INTERSTITIAL TX,$231.00 ,,,,,,$231.00 ,,,
,HC4020041,HC US UNLISTED PROCEDURE,$272.00 ,,,,,,$272.00 ,,,
,HC4020042,HC US VESSEL MAPPING,$951.00 ,,,,,,$951.00 ,,,
,HC4020043,HC US AAA SCREEN,$435.00 ,,,,,,$435.00 ,,,
,HC4020044,HC US 3D RECON W/O WORKSTATION,$184.00 ,,,,,,$184.00 ,,,
,HC4020045,HC US 3D RECON W/WORKSTATION,$184.00 ,,,,,,$184.00 ,,,
,HC4020046,HC ASPIRATION SOFT TISSUE SC,$357.00 ,,,,,,$357.00 ,,,
,HC4020047,HC ASPIRATION BREAST CYST,$376.00 ,,,,,,$376.00 ,,,
,HC4020048,HC ASPIRATION BREAST ADDL,$365.00 ,,,,,,$365.00 ,,,
,HC4020049,HC UNLISTED VASCULAR INJ SC,$916.00 ,,,,,,$916.00 ,,,
,HC4020053,HC ABD PARACENTESIS W/IMAGING,"$1,201.00 ",,,,,,"$1,201.00 ",,,
,HC4020054,HC AMNIOCENTESIS SURG CODE,$481.00 ,,,,,,$481.00 ,,,
,HC4020055,HC THYROID CORE BX SURG CODE,$376.00 ,,,,,,$376.00 ,,,
,HC4020056,HC US TRANSRECTAL,$290.00 ,,,,,,$290.00 ,,,
,HC4020057,HC US PROSTATE VOLUME STUDY,$410.00 ,,,,,,$410.00 ,,,
,HC4020058,HC US SPINAL CANAL & CONTENT,$271.00 ,,,,,,$271.00 ,,,
,HC4020059,HC US OB FOLLOW UP PER ADD FETUS,$417.00 ,,,,,,$417.00 ,,,
,HC4020060,HC VISCERAL VASCULAR DOPPLER,$384.00 ,,,,,,$384.00 ,,,
,HC4020061,HC US OB BIOPHYSICAL PROF W FETAL NST,$792.00 ,,,,,,$792.00 ,,,
,HC4020062,HC US BREAST COMPLETE,$373.00 ,,,,,,$373.00 ,,,
,HC4020063,HC US BREAST LIMITED,$269.00 ,,,,,,$269.00 ,,,
,HC4020064,HC HYSTEROSONOGRAM,$379.00 ,,,,,,$379.00 ,,,
,HC4020066,HC US ELASTOGRAPHY,$131.00 ,,,,,,$131.00 ,,,
,HC4020200,HC US  BEDSIDE RETROPERITONEAL LMTD,$205.00 ,,,,,,$205.00 ,,,
,HC4020201,HC US BEDSIDE ABDOMINAL LIMITED,$316.00 ,,,,,,$316.00 ,,,
,HC4020202,HC US BEDSIDE DOPP AORTA/IVC/ILIAC LMTD,$316.00 ,,,,,,$316.00 ,,,
,HC4020203,HC US BEDSIDE CHEST,$205.00 ,,,,,,$205.00 ,,,
,HC4020204,HC US BEDSIDE EXTREMITY LIMITED LT,$205.00 ,,,,,,$205.00 ,,,
,HC4020205,HC US BEDSIDE EXTREMITY LIMITED RT,$205.00 ,,,,,,$205.00 ,,,
,HC4020206,HC US BEDSIDE PELVIS LIMITED,$205.00 ,,,,,,$205.00 ,,,
,HC4020207,HC US BEDSIDE TESTICLES,$316.00 ,,,,,,$316.00 ,,,
,HC4020208,HC US BEDSIDE VENOUS EXTREMITY LT LMTD,$316.00 ,,,,,,$316.00 ,,,
,HC4020209,HC US BEDSIDE VENOUS EXTREMITY RT LMTD,$316.00 ,,,,,,$316.00 ,,,
,HC4020210,HC US BEDSIDE BREAST LIMITED,$205.00 ,,,,,,$205.00 ,,,
,HC4020211,HC US BEDSIDE OTHER SOFT TISSUE,$205.00 ,,,,,,$205.00 ,,,
,HC4020212,HC US BEDSIDE OCULAR,$184.00 ,,,,,,$184.00 ,,,
,HC4030008,HC SCREEN MAMMO BIL W/PF DIG,$151.00 ,,,,,,$151.00 ,,,
,HC4030009,HC SCREENING MAMMO BIL DGTL,$325.00 ,,,,,,$325.00 ,,,
,HC4030010,HC SCREENING MAMMO LT DGTL,$202.00 ,,,,,,$202.00 ,,,
,HC4030011,HC SCREENING MAMMO RT DGTL,$202.00 ,,,,,,$202.00 ,,,
,HC4030013,HC SCREEN MAMMO TOMOSYNTHESIS UNILATERAL,$48.00 ,,,,,,$48.00 ,,,
,HC4040001,HC PET/CT TUMOR IMG TORSO,"$5,639.00 ",,,,,,,,,
,HC4040002,HC PET/CT TUMOR TORSO-NOPR,"$5,371.00 ",,,,,,,,,
,HC4040003,HC PET/CT TUMOR IMAG LIMITED,"$4,826.00 ",,,,,,,,,
,HC4040004,HC PET/CT TUMOR LIMITED-NOPR,"$4,826.00 ",,,,,,,,,
,HC4040005,HC PET/CT TUMOR IMAG BODY,"$5,639.00 ",,,,,,,,,
,HC4040006,HC PET/CT TUMOR BODY-NOPR,"$5,067.00 ",,,,,,,,,
,HC4040007,HC PET HEART MUSCLE IMAGING,"$4,826.00 ",,,,,,,,,
,HC4040008,HC PET HEART PERF SINGLE,"$4,826.00 ",,,,,,,,,
,HC4040009,HC PET BRAIN PERF EVAL,"$4,826.00 ",,,,,,,,,
,HC4040010,HC PET CARD PERFUS MULTIPLE,"$4,826.00 ",,,,,,,,,
,HC4040011,HC PET BRAIN METABOLIC EVAL,"$5,067.00 ",,,,,,,,,
,HC4040012,HC FUSION CHG PET/CT IMAGES,"$4,826.00 ",,,,,,,,,
,HC4040013,HC PET WHOLEBOD MELAN NONCOV,"$4,826.00 ",,,,,,,,,
,HC4040014,HC PET NOT OTHERWISE SPECIF,"$4,826.00 ",,,,,,,,,
,HC4040015,HC PET BREAST INITIAL DX,"$4,826.00 ",,,,,,,,,
,HC4100001,HC ET INTUBATION,$515.00 ,,,,,,$515.00 ,,,
,HC4100002,HC NT SUCTION NON VENT,$112.00 ,,,,,,$112.00 ,,,
,HC4100003,HC IABP DAILY,$391.00 ,,,,,,$391.00 ,,,
,HC4100004,HC VENTILATOR INITIAL DAY,$731.00 ,,,,,,$731.00 ,,,
,HC4100005,HC VENTILATOR SUBSEQUENT DAY,$440.00 ,,,,,,$440.00 ,,,
,HC4100013,HC CPAP/BIPAP,$417.00 ,,,,,,$417.00 ,,,
,HC4100017,HC RESPIRATORY EVALUATION,$80.00 ,,,,,,$80.00 ,,,
,HC4100019,HC PD & PERCUSS INITIAL,$139.00 ,,,,,,$139.00 ,,,
,HC4100020,HC PD & PERCUSS SUBSEQUENT,$95.00 ,,,,,,$95.00 ,,,
,HC4100021,HC ARTERIAL LINE INSERTION,$440.00 ,,,,,,$440.00 ,,,
,HC4100022,HC ABG BLOOD DRAW,$130.00 ,,,,,,$130.00 ,,,
,HC4100023,HC OXIMETRY WITH EXERCISE,$220.00 ,,,,,,$220.00 ,,,
,HC4100024,HC RESPIRATORY EDUCATION,$80.00 ,,,,,,$80.00 ,,,
,HC4100025,"HC NEB TX MDIS ONCE DAILY, BID, ALL LEVELS OF PRN",$237.00 ,,,,,,$237.00 ,,,
,HC4100026,"HC NEB TX OR MDIS ORDERED ER,TID,Q6,Q6 W/A OR QID",$395.00 ,,,,,,$395.00 ,,,
,HC4100027,"HC NEB TX OR MDIS ORDERED Q4 OR Q4 W/A, Q3",$632.00 ,,,,,,$632.00 ,,,
,HC4100028,HC NEB TX OR MDIS ORDERED Q2,$921.00 ,,,,,,$921.00 ,,,
,HC4100029,HC CONTINUOUS INHALATION TX 1ST HOUR,$199.00 ,,,,,,$199.00 ,,,
,HC4100030,HC CONTINUOUS INHALATION TX EACH ADD HOUR,$101.00 ,,,,,,$101.00 ,,,
,HC4100031,HC THERAPEUTIC PROCD STRENGTH/ENDURANCE 15 MIN,$59.00 ,,,,,,$59.00 ,,,
,HC4100032,HC RESPIRATORY FUNCTION IMPROVE INDIVIDUAL 15 MIN,$59.00 ,,,,,,$59.00 ,,,
,HC4100033,HC OTHER RESPIRTORY PROCD GROUP,$59.00 ,,,,,,$59.00 ,,,
,HC4130001,HC HYPERBARIC OXYGEN TX 30 MIN,$390.00 ,,,,,,$390.00 ,,,
,HC4210001,HC THERAPEUTIC EXERCISE,$155.00 ,,,,,,$155.00 ,,,
,HC4210002,HC MANUAL THERAPY,$136.00 ,,,,,,$136.00 ,,,
,HC4210003,HC FUNCTIONAL ACTIVIT PT,$114.00 ,,,,,,$114.00 ,,,
,HC4210004,HC NEUROMUSCULAR RE-ED,$91.00 ,,,,,,$91.00 ,,,
,HC4210005,HC SELF CARE/ADL TRAINING,$91.00 ,,,,,,$91.00 ,,,
,HC4210006,HC GAIT TRAINING,$91.00 ,,,,,,$91.00 ,,,
,HC4210007,HC AQUATIC THERAPY,$136.00 ,,,,,,$136.00 ,,,
,HC4210008,HC GROUP/DISTANT SUPER EXER,$60.00 ,,,,,,$60.00 ,,,
,HC4210009,HC WHEELCHAIR MANAGEMENT 15',$91.00 ,,,,,,$91.00 ,,,
,HC4210010,HC CANALITH REPOSITIONING,$129.00 ,,,,,,$129.00 ,,,
,HC4210011,HC MASSAGE THERAPY,$59.00 ,,,,,,$59.00 ,,,
,HC4210012,HC WORK HARD/COND INIT 2 HR,$463.00 ,,,,,,$463.00 ,,,
,HC4210013,HC WORK HARD/COND SUBS 1HR,$81.00 ,,,,,,$81.00 ,,,
,HC4210014,HC HOT/COLD PACK,$25.00 ,,,,,,$25.00 ,,,
,HC4210015,HC MECHANICAL TRACTION,$136.00 ,,,,,,$136.00 ,,,
,HC4210016,HC ELECTROTHERAPY UNATTENDED,$114.00 ,,,,,,$114.00 ,,,
,HC4210017,HC PARAFFIN BATH,$84.00 ,,,,,,$84.00 ,,,
,HC4210018,HC VASOPNEUMATIC DEVICE,$48.00 ,,,,,,$48.00 ,,,
,HC4210019,HC WHIRLPOOL,$46.00 ,,,,,,$46.00 ,,,
,HC4210020,HC FLUIDOTHERAPY,$46.00 ,,,,,,$46.00 ,,,
,HC4210021,HC INFRARED,$7.00 ,,,,,,$7.00 ,,,
,HC4210022,HC ULTRASOUND,$124.00 ,,,,,,$124.00 ,,,
,HC4210023,HC IONTOPHORESIS,$162.00 ,,,,,,$162.00 ,,,
,HC4210024,HC ELECTROTHER ATTENDED,$124.00 ,,,,,,$124.00 ,,,
,HC4210025,HC CONTRAST BATH,$43.00 ,,,,,,$43.00 ,,,
,HC4210026,HC WHIRLPOOL-HUBBARD 15',$67.00 ,,,,,,$67.00 ,,,
,HC4210027,HC ORTHOTICS FIT/TRAIN INITIAL,$133.00 ,,,,,,$133.00 ,,,
,HC4210029,HC PROSTHETIC TRAINING,$84.00 ,,,,,,$84.00 ,,,
,HC4210030,HC DEBRIDE/WOUND CARE <20 CM,$242.00 ,,,,,,$242.00 ,,,
,HC4210031,HC DEBRIDE/WOUND CARE >20 CM,$242.00 ,,,,,,$242.00 ,,,
,HC4210032,HC WOUND VAC <50 CM WOUND,$242.00 ,,,,,,$242.00 ,,,
,HC4210033,HC WOUND VAC >50 CM WOUND,$242.00 ,,,,,,$242.00 ,,,
,HC4210034,HC PHYSICAL PERFORM TEST,$67.00 ,,,,,,$67.00 ,,,
,HC4210035,HC FCE 15 MIN,$67.00 ,,,,,,$67.00 ,,,
,HC4210036,HC PREWORK SCREEN 15 MIN,$67.00 ,,,,,,$67.00 ,,,
,HC4210037,HC E-STIM NON-HEALING ULCER,$43.00 ,,,,,,$43.00 ,,,
,HC4210038,HC UNNA BOOT,$193.00 ,,,,,,$193.00 ,,,
,HC4210039,HC BILAT UNNA BOOT,$386.00 ,,,,,,$386.00 ,,,
,HC4210040,HC APPLY FINGER CAST,$184.00 ,,,,,,$184.00 ,,,
,HC4210041,HC UNNA BOOT REMOVAL,$193.00 ,,,,,,$193.00 ,,,
,HC4210042,HC BILAT UNNA BOOT REMOVAL,$386.00 ,,,,,,$386.00 ,,,
,HC4210043,HC L-DEX BIOIMPEDANCE SCAN,$184.00 ,,,,,,$184.00 ,,,
,HC4210044,HC ORTHO/PROSTHETIC SUBSEQUENT CHECK,$60.00 ,,,,,,$60.00 ,,,
,HC4240008,HC PT EVAL LOW COMPLEXITY  30,$343.00 ,,,,,,$343.00 ,,,
,HC4240009,HC PT EVAL LOW COMPLEXITY  45,$343.00 ,,,,,,$343.00 ,,,
,HC4240010,HC PT EVAL MODERATE COMPLEXITY 30,$343.00 ,,,,,,$343.00 ,,,
,HC4240011,HC PT EVAL MODERATE COMPLEXITY 45,$343.00 ,,,,,,$343.00 ,,,
,HC4240012,HC PT EVAL HIGH COMPLEXITY 30,$343.00 ,,,,,,$343.00 ,,,
,HC4240013,HC PT EVAL HIGH COMPLEXITY 45,$343.00 ,,,,,,$343.00 ,,,
,HC4240014,HC PT RE-EVALUATION,$136.00 ,,,,,,$136.00 ,,,
,HC4240015,HC PT RE-EVALUATION 30,$136.00 ,,,,,,$136.00 ,,,
,HC4240016,HC WHEELCHAIR EVAL LOW COMPLEXITY,$343.00 ,,,,,,$343.00 ,,,
,HC4240017,HC WHEELCHAIR EVAL MODERATE COMPLEXITY,$343.00 ,,,,,,$343.00 ,,,
,HC4240018,HC WHEELCHAIR EVAL HIGH COMPLEXITY,$343.00 ,,,,,,$343.00 ,,,
,HC4240019,HC PT EVAL LOW COMPLEXITY  15,$343.00 ,,,,,,$343.00 ,,,
,HC4240020,HC PT EVAL MODERATE COMPLEXITY 15,$343.00 ,,,,,,$343.00 ,,,
,HC4240021,HC PT EVAL HIGH COMPLEXITY 15,$343.00 ,,,,,,$343.00 ,,,
,HC4310001,HC FUNCTIONAL ACTIVIT OT,$96.00 ,,,,,,$96.00 ,,,
,HC4310002,HC SENSORY INTEGRATION,$96.00 ,,,,,,$96.00 ,,,
,HC4310003,HC APPLY FINGER CAST,$184.00 ,,,,,,$184.00 ,,,
,HC4310004,HC UNNA BOOT REMOVAL,$193.00 ,,,,,,$193.00 ,,,
,HC4310005,HC BILAT UNNA BOOT REMOVAL,$386.00 ,,,,,,$386.00 ,,,
,HC4310006,HC THERAPEUTIC EXER,$155.00 ,,,,,,$155.00 ,,,
,HC4310007,HC MANUAL THERAPY,$136.00 ,,,,,,$136.00 ,,,
,HC4310008,HC NEUROMUSCULAR RE-ED,$91.00 ,,,,,,$91.00 ,,,
,HC4310009,HC SELF CARE/ADL TRAINING,$91.00 ,,,,,,$91.00 ,,,
,HC4310010,HC GROUP/DISTANT SUPER EXER,$60.00 ,,,,,,$60.00 ,,,
,HC4310011,HC WHEELCHAIR MANAGEMENT 15',$91.00 ,,,,,,$91.00 ,,,
,HC4310012,HC WORK HARD/COND INIT 2HR,$463.00 ,,,,,,$463.00 ,,,
,HC4310013,HC WORK HARD/COND SUBS 1HR,$81.00 ,,,,,,$81.00 ,,,
,HC4310014,HC HOT/COLD PACK,$25.00 ,,,,,,$25.00 ,,,
,HC4310016,HC ELECTROTHERAPY UNATTENDED,$114.00 ,,,,,,$114.00 ,,,
,HC4310017,HC PARAFFIN BATH,$84.00 ,,,,,,$84.00 ,,,
,HC4310018,HC VASOPNEUMATIC DEVICE,$48.00 ,,,,,,$48.00 ,,,
,HC4310019,HC WHIRLPOOL,$46.00 ,,,,,,$46.00 ,,,
,HC4310020,HC FLUIDOTHERAPY,$46.00 ,,,,,,$46.00 ,,,
,HC4310021,HC INFRARED,$7.00 ,,,,,,$7.00 ,,,
,HC4310022,HC ULTRASOUND,$124.00 ,,,,,,$124.00 ,,,
,HC4310023,HC IONTOPHORESIS,$162.00 ,,,,,,$162.00 ,,,
,HC4310024,HC ELECTROTHER ATTENDED,$124.00 ,,,,,,$124.00 ,,,
,HC4310025,HC CONTRAST BATH,$43.00 ,,,,,,$43.00 ,,,
,HC4310027,HC ORTHOTICS FIT/TRAIN INITIAL,$133.00 ,,,,,,$133.00 ,,,
,HC4310029,HC PROSTHETIC TRAINING INITIAL,$84.00 ,,,,,,$84.00 ,,,
,HC4310030,HC DEBRIDE/WOUND CARE <20 CM,$242.00 ,,,,,,$242.00 ,,,
,HC4310031,HC DEBRIDE/WOUND CARE >20 CM,$242.00 ,,,,,,$242.00 ,,,
,HC4310032,HC WOUND VAC <50 CM WOUND,$242.00 ,,,,,,$242.00 ,,,
,HC4310033,HC WOUND VAC >50 CM WOUND,$242.00 ,,,,,,$242.00 ,,,
,HC4310035,HC FCE 15 MIN,$67.00 ,,,,,,$67.00 ,,,
,HC4310036,HC PREWORK SCREEN 15 MIN,$67.00 ,,,,,,$67.00 ,,,
,HC4310038,HC UNNA BOOT,$193.00 ,,,,,,$193.00 ,,,
,HC4310039,HC BILAT UNNA BOOT,$386.00 ,,,,,,$386.00 ,,,
,HC4310043,HC L-DEX BIOIMPEDANCE SCAN,$184.00 ,,,,,,$184.00 ,,,
,HC4310044,HC ORTHO/PROSTHETIC SUBSEQUENT CHECK,$60.00 ,,,,,,$60.00 ,,,
,HC4340008,HC OT EVAL LOW COMPLEXITY 30,$324.00 ,,,,,,$324.00 ,,,
,HC4340009,HC OT EVAL LOW COMPLEXITY 45,$324.00 ,,,,,,$324.00 ,,,
,HC4340010,HC OT EVAL MODERATE COMPLEXITY 30,$324.00 ,,,,,,$324.00 ,,,
,HC4340011,HC OT EVAL MODERATE COMPLEXITY 45,$324.00 ,,,,,,$324.00 ,,,
,HC4340012,HC OT EVAL HIGH COMPLEXITY 30,$324.00 ,,,,,,$324.00 ,,,
,HC4340013,HC OT EVAL HIGH COMPLEXITY 45,$324.00 ,,,,,,$324.00 ,,,
,HC4340014,HC OT RE-EVALUATION,$111.00 ,,,,,,$111.00 ,,,
,HC4340015,HC OT RE-EVALUATION 30,$111.00 ,,,,,,$111.00 ,,,
,HC4340016,HC OT EVAL LOW COMPLEXITY 15,$324.00 ,,,,,,$324.00 ,,,
,HC4340017,HC OT EVAL MODERATE COMPLEXITY 15,$324.00 ,,,,,,$324.00 ,,,
,HC4340018,HC OT EVAL HIGH COMPLEXITY 15,$324.00 ,,,,,,$324.00 ,,,
,HC4410001,HC SPEECH/LANG TREAT IND 15',$302.00 ,,,,,,$302.00 ,,,
,HC4410002,HC SPEECH/LANG TREAT IND 30',$302.00 ,,,,,,$302.00 ,,,
,HC4410003,HC SPEECH/LANG TREAT IND 45',$302.00 ,,,,,,$302.00 ,,,
,HC4410004,HC SPEECH/LANG TREAT IND 60',$302.00 ,,,,,,$302.00 ,,,
,HC4410005,HC COGNITIVE SKILLS DEVELOPMENT,$113.00 ,,,,,,$113.00 ,,,
,HC4410006,HC CLINICAL SWALLOW TREATMENT,$217.00 ,,,,,,$217.00 ,,,
,HC4410007,HC CLINICAL SWALLOW TREAT 30,$217.00 ,,,,,,$217.00 ,,,
,HC4410008,HC CLINICAL SWALLOW TREAT 45,$217.00 ,,,,,,$217.00 ,,,
,HC4410009,HC CLINICAL SWALLOW TREAT 60,$217.00 ,,,,,,$217.00 ,,,
,HC4410010,HC COGNITIVE/LINGUISTIC EXAM,$269.00 ,,,,,,$269.00 ,,,
,HC4410011,HC SPEECH-GENERATE DEV TREAT,$228.00 ,,,,,,$228.00 ,,,
,HC4410012,HC SPEECH-GENER DEV TREAT 30,$228.00 ,,,,,,$228.00 ,,,
,HC4410013,HC SPEECH-GENER DEV TREAT 45,$228.00 ,,,,,,$228.00 ,,,
,HC4410014,HC VOICE PROSTHETIC TRAINING,$302.00 ,,,,,,$302.00 ,,,
,HC4410015,HC VOICE PROSTHETIC TRAIN 30,$302.00 ,,,,,,$302.00 ,,,
,HC4410016,HC VOICE PROSTHETIC TRAIN 45,$302.00 ,,,,,,$302.00 ,,,
,HC4410017,HC SENSORY INTEGRATION,$96.00 ,,,,,,$96.00 ,,,
,HC4440008,HC CLINICAL SWALLOW EXAM,$269.00 ,,,,,,$269.00 ,,,
,HC4440009,HC CLINICAL SWALLOW EXAM 30',$269.00 ,,,,,,$269.00 ,,,
,HC4440010,HC CLINICAL SWALLOW EXAM 45',$269.00 ,,,,,,$269.00 ,,,
,HC4440011,HC VIDEO FLUORO SWALLOW EXAM,$269.00 ,,,,,,$269.00 ,,,
,HC4440012,HC VIDEO FLUORO SWALL EXAM 30,$269.00 ,,,,,,$269.00 ,,,
,HC4440013,HC VIDEO FLUORO SWALL EXAM 45,$269.00 ,,,,,,$269.00 ,,,
,HC4440014,HC VOICE PROSTHETIC EVAL,$228.00 ,,,,,,$228.00 ,,,
,HC4440015,HC FIBEROPTIC EV SWALLW/LARNG,$302.00 ,,,,,,$302.00 ,,,
,HC4440016,HC ASSESSMENT OF APHASIA 1 HR,$343.00 ,,,,,,$343.00 ,,,
,HC4440017,HC SPEECH-GENERATE DEV EVAL,$293.00 ,,,,,,$293.00 ,,,
,HC4440018,HC FIBEROPTIC EVAL SWALLOW,$242.00 ,,,,,,$242.00 ,,,
,HC4440019,HC DEVELOPMENT TEST LIMITED,$269.00 ,,,,,,$269.00 ,,,
,HC4440020,HC DEVELOPMENT TEST EXTENDED,$293.00 ,,,,,,$293.00 ,,,
,HC4440022,HC VOICE PROSTHETIC EVAL 30,$228.00 ,,,,,,$228.00 ,,,
,HC4440023,HC FIBEROPTIC EVAL LARYNGEAL,$177.00 ,,,,,,$177.00 ,,,
,HC4440024,HC SPEECH FLUENCY EVAL,$269.00 ,,,,,,$269.00 ,,,
,HC4440025,HC SPEECH FLUENCY EVAL 30,$269.00 ,,,,,,$269.00 ,,,
,HC4440026,HC SPEECH FLUENCY EVAL 45,$269.00 ,,,,,,$269.00 ,,,
,HC4440027,HC SPEECH PRODUCTION EVAL,$269.00 ,,,,,,$269.00 ,,,
,HC4440028,HC SPEECH PRODUCTION EVAL 30,$269.00 ,,,,,,$269.00 ,,,
,HC4440029,HC SPEECH PRODUCTION EVAL 45,$269.00 ,,,,,,$269.00 ,,,
,HC4440030,HC SOUND PROTLANG COMP/EXP,$269.00 ,,,,,,$269.00 ,,,
,HC4440031,HC SOUND PROTLANG COMP/EXP 30,$269.00 ,,,,,,$269.00 ,,,
,HC4440032,HC SOUND PROTLANG COMP/EXP 45,$269.00 ,,,,,,$269.00 ,,,
,HC4440033,HC SOUND PROTLANG COMP/EXP 60,$269.00 ,,,,,,$269.00 ,,,
,HC4440034,HC VOICE RESON ANALYSIS,$269.00 ,,,,,,$269.00 ,,,
,HC4440035,HC VOICE RESON ANALYSIS 30,$269.00 ,,,,,,$269.00 ,,,
,HC4440036,HC VOICE RESON ANALYSIS 45,$269.00 ,,,,,,$269.00 ,,,
,HC4440037,HC VOICE RESON ANALYSIS 60,$269.00 ,,,,,,$269.00 ,,,
,HC4440038,HC SPEECH FLUENCY EVAL 60,$269.00 ,,,,,,$269.00 ,,,
,HC4440039,HC SPEECH PRODUCTION EVAL 60,$269.00 ,,,,,,$269.00 ,,,
,HC4440040,HC SPEECH GEN DEVICE EVAL ADDL 30,$113.00 ,,,,,,$113.00 ,,,
,HC4440041,HC VIDEO FLUORO SWALL EXAM 60,$269.00 ,,,,,,$269.00 ,,,
,HC4500001,HC ER CATEGORY I FACILITY CHARGE,$250.00 ,,,,,,$250.00 ,,,
,HC4500002,HC ER CATEGORY II FACILITY CHARGE,$381.00 ,,,,,,$381.00 ,,,
,HC4500003,HC ER CATEGORY III FACILITY CHARGE,$652.00 ,,,,,,$652.00 ,,,
,HC4500004,HC ER CATEGORY IV FACILITY CHARGE,$972.00 ,,,,,,$972.00 ,,,
,HC4500005,HC ER CATEGORY V FACILITY CHARGE,"$1,438.00 ",,,,,,"$1,438.00 ",,,
,HC4500006,HC CRITICAL CARE E&M,"$1,735.00 ",,,,,,"$1,735.00 ",,,
,HC4500007,HC CC E&M EACH ADDL/30 MIN,$402.00 ,,,,,,$402.00 ,,,
,HC4500008,HC IMMUNIZATION ADMIN 1ST,$110.00 ,,,,,,$110.00 ,,,
,HC4500009,HC SKIN REPAIR <=2.5 CM,$323.00 ,,,,,,$323.00 ,,,
,HC4500010,HC SKIN REPAIR WOUNDS <=2.5,$323.00 ,,,,,,$323.00 ,,,
,HC4500011,HC APPLY FOREARM SPLINT STTC,$194.00 ,,,,,,$194.00 ,,,
,HC4500012,HC INSERT TEMP BLADDER CATH,$138.00 ,,,,,,$138.00 ,,,
,HC4500013,HC SKIN REPAIR 2.6-7.5 CM,$323.00 ,,,,,,$323.00 ,,,
,HC4500014,HC I & D SIMPLE,$375.00 ,,,,,,$375.00 ,,,
,HC4500015,HC APPLY FINGER SPLINT STATC,$188.00 ,,,,,,$188.00 ,,,
,HC4500016,HC APPLY LOWER LEG SPLINT,$194.00 ,,,,,,$194.00 ,,,
