,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,PROCEDURE CODE,PROCEDURE DESCRIPTION, CHILDREN'S HOSPITAL , BUTTERWORTH , BLODGETT , GRAND RAPIDS OFF-CAMPUS , REGIONAL ** , REFERENCE LABS ,,
,60004171,HC REPAIR SIMPLE WOUND TRUNK/SCALP 12.6 TO 20 CM, $370.28 , $305.72 , $305.72 ,, $237.41 ,,,
,60004172,HC REPAIR SIMPLE WOUND TRUNK/SCALP 20.1 TO 30 CM, $372.83 , $298.26 , $298.26 ,, $488.91 ,,,
,60004173,HC REPAIR SIMPLE WOUND TRUNK/SCALP 30.1 CM OR GREATER,, $305.72 ,,, $649.26 ,,,
,60004176,HC REPAIR SIMPLE WOUND FACE 5.1 TO 7.5 CM, $305.72 , $305.72 , $305.72 ,, $237.41 ,,,
,60004178,HC REPAIR SIMPLE WOUND FACE 12.6 TO 20 CM,, $348.96 ,,, $324.88 ,,,
,60004186,HC REPAIR INTERMEDIATE WOUND TRUNK/SCALP 12.6 TO 20 CM, $370.28 , $305.72 , $305.72 ,, $956.16 ,,,
,60004187,HC ED REPAIR INTERMEDIATE S/A/T/E 20.1-30.0 CM, $382.15 , $305.72 , $305.72 ,, $956.16 ,,,
,60004188,HC REPAIR INTERMEDIATE WOUND TRUNK/SCALP 30.1 CM OR GREATER, $384.63 , $317.59 , $317.59 ,, $675.20 ,,,
,60004192,HC REPAIR INTERMEDIATE WOUND NECK/EXTREMITY 7.6 TO 12.5 CM, $305.72 , $305.72 , $305.72 ,, $488.91 ,,,
,60004193,HC REPAIR INTERMEDIATE WOUND NECK/EXTREMITY 12.8, $712.09 , $569.67 , $569.67 ,, $569.67 ,,,
,60004195,HC REPAIR INTERMEDIATE WOUND NECK/EXTREMITY 30.1 CM OR GREATER,,,,, $906.74 ,,,
,60004199,HC REPAIR INTERMEDIATE WOUND FACE 7.6 TO 12.5 CM, $370.28 , $305.72 , $305.72 ,, $488.91 ,,,
,60004200,HC REPAIR INTERMEDIATE WOUND FACE 12.6 TO 20 CM, $298.26 , $298.26 ,,, $488.91 ,,,
,60004201,HC REPAIR INTERMEDIATE WOUND FACE 20.1 TO 30 CM, $412.32 , $340.46 , $340.46 ,, $777.20 ,,,
,60004205,HC REPAIR COMPLEX WOUND TRUNK EACH ADDTL 5 CM OR LESS,, $320.40 ,,, $244.11 ,,,
,60004208,HC REPAIR COMPLEX WOUND SCALP EACH ADDTL 5 CM OR LESS, $305.72 , $305.72 , $305.72 ,, $488.08 ,,,
,60004209,HC REPAIR COMPLEX WOUND FACE 1.1 TO 2.5 CM, $370.30 , $305.75 ,,, $488.91 ,,,
,60004210,HC REPAIR COMPLEX WOUND FACE 2.6 TO 7.5 CM, $370.28 , $305.72 , $305.72 ,, $956.16 ,,,
,60004211,HC REPAIR COMPLEX WOUND FACE EACH ADDTL 5 CM OR LESS, $370.28 , $305.72 , $305.72 ,, $285.19 ,,,
,60004217,HC ADJ TISSUE TRAN 10 SQ CM OR LESS,," $3,116.21 "," $3,116.21 ",,,,,
,60004218,HC TISSUE TRAN 10.1 TO 30 SQ CM," $3,708.34 "," $3,061.94 "," $3,061.94 ",," $3,061.94 ",,,
,60004219,HC ADJ TIS TRAN 30.1 TO 60.0 SQ CM," $8,120.15 "," $8,120.15 "," $8,120.15 ",," $8,120.15 ",,,
,60004221,HC PINCH GRAFT UP TO 2 CM," $1,034.84 ", $854.46 , $854.46 ,, $854.46 ,,,
,60004223,HC FULL THICK GRAFT 20 SQ CM OR LESS," $1,577.43 "," $1,577.43 "," $1,577.43 ",," $1,520.07 ",,,
,60004228,HC COMPOSITE GRAFT," $4,020.76 "," $3,319.91 "," $3,319.91 ",," $3,319.91 ",,,
,60004269,HC ID ABSCESSESS SUBFASCIAL," $3,648.64 "," $3,648.64 "," $3,648.64 ",," $3,648.64 ",,,
,60004270,HC EXPLORE WOUND NECK, $705.02 , $582.13 , $582.13 ,, $582.13 ,,,
,60004272,HC EXPLORE WOUND ABDOMEN,, $340.46 ,,,,,,
,60004273,HC EXPLORE WOUND EXTREMITY," $4,311.70 "," $4,311.70 "," $4,311.70 ",," $1,925.04 ",,,
,60004279,HC FB REMOVAL MUSCLE SIMPLE,, $699.07 ,,," $1,837.49 ",,,
,60004283,HC INJECTION TENDON ORIGIN INSERT, $476.85 , $393.71 , $393.71 ,, $375.29 ,,,
,60004285,HC INJECTION TRIGGER POINT 3 OR MORE, $465.44 , $384.31 , $384.31 ,, $632.53 ,,,
,60004293,HC INSERT REMOVE WIRE PIN," $4,071.60 "," $3,338.70 "," $3,257.27 ",," $3,257.27 ",,,
,60004295,HC APPLY OF HALO, $245.57 , $202.75 , $202.75 ,, $202.75 ,,,
,60004297,HC REMOVAL OF IMPLANT SUPER,, $340.46 ,,,,,,
,60004298,HC APPLY BONE FIXATION DEVICE," $5,380.36 "," $4,442.53 "," $4,442.53 ",," $4,442.53 ",,,
,60004299,HC REPLANT DIGIT COMPLETE, $412.32 , $340.46 , $340.46 ,, $340.46 ,,,
,60004300,HC REPLANT FINGER COMPLETE," $6,708.37 "," $5,366.69 "," $5,366.69 ",," $5,366.69 ",,,
,60004301,HC MONITOR FLUID PRESSURE, $368.63 , $304.36 , $304.36 ,, $367.50 ,,,
,60004306,HC MAN TMJ WITH ANESTHESIA," $1,821.06 "," $1,400.84 "," $1,400.84 ",," $1,400.84 ",,,
,60004307,HC APPLY INTERDENTAL FIXATION,," $1,443.83 ",,,,,,
,60004309,HC CLOSED TX NASAL FX WITHOUT MAN,, $349.46 ,,,,,,
,60004310,HC CLOSED TX NASAL FX WITHOUT STABILIZATION,,, $111.77 ,, $318.13 ,,,
,60004311,HC CLOSED TX NASAL FX WITH STABILIZATION,, $111.78 ,,,,,,
,60004312,HC CLOSED TX NASAL SEPTAL FX,," $2,694.92 ",,,,,,
,60004313,HC OPEN TX ZYGOMATIC FX," $5,105.67 ",,,,,,,
,60004319,HC CLOSED TX TEMPOROMANDIBULAR DISLOCATION,, $324.43 , $324.43 ,, $318.13 ,,,
,60004320,HC INTERDENTAL WIRING," $3,805.55 "," $3,142.19 "," $3,142.19 ",," $3,142.19 ",,,
,60004334,HC REMOVAL FB SHOULDER SUBQ," $1,759.12 "," $1,508.61 "," $1,407.29 ",," $1,407.29 ",,,
,60004337,HC CLOSED TX CLAVICLE FX WITH MAN, $405.19 , $334.57 , $334.57 ,, $470.65 ,,,
,60004338,HC CLOSED TX STERNOCLAVICULAR DISLOCATION, $405.19 , $334.57 , $334.57 ,, $334.57 ,,,
,60004339,HC CLOSED TX STERNOCLAVICULAR DISLOCATION WITH MAN, $405.19 , $334.57 , $334.57 ,, $334.57 ,,,
,60004340,HC CLOSED TX ACROMIOCLAVICULAR DISLOCATION WITHOUT MAN,, $334.57 ,,,,,,
,60004341,HC CLOSED TX ACROMIOCLAVICULAR DISLOCATION WITH MAN, $425.58 , $340.46 , $340.46 ,, $340.46 ,,,
,60004342,HC CLOSED TX SCAPULAR FX WITHOUT MAN,, $334.57 ,,,,,,
,60004343,HC CLOSED REDUCTION OF SCAPULA, $363.10 , $290.48 , $290.48 ,," $1,224.02 ",,,
,60004344,HC CLOSED TX PROX HUMERAL FX,, $334.57 ,,,,,,
,60004345,HC CLOSED TX PROXIMAL HUMERAL FX WITH MAN, $408.91 , $337.64 , $337.64 ,, $325.36 ,,,
,60004346,HC CLOSED TX GREATER HUMRAL FX WITHOUT,, $334.57 ,,,,,,
,60004347,HC CLOSED TX GREATER HUMRAL FX WITH MAN,, $334.56 ,,,,,,
,60004348,HC CLOSED TX SHOULDER WITH MAN WITHOUT ANESTHESIA, $419.13 , $346.06 , $346.06 ,, $475.35 ,,,
,60004349,HC CLOSED TX SHOULDER WITH MAN WITH ANESTHESIA,," $2,917.92 "," $2,917.92 ",," $2,557.97 ",,,
,60004350,HC CLOSED TX SHOULDER WITH HUMERAL FX, $403.54 , $346.07 , $322.83 ,," $1,585.57 ",,,
,60004351,HC CLOSED TX SHOULDER WITH SURG WITH MAN,, $255.79 ,,, $347.64 ,,,
,60004352,HC ID ARM ELBOW DEEP ABSCESS," $3,495.60 "," $3,495.60 "," $3,495.60 ",," $3,791.82 ",,,
,60004353,HC ID UPPER ARM ELBOW  BURSA," $3,116.99 "," $2,493.59 "," $2,493.59 ",," $2,493.59 ",,,
,60004354,HC FB REMOVAL UPPER ARM ELBOW SUBQ,, $857.94 ,,,,,,
,60004355,HC REMOVAL FOREIGN BODY ARM,,," $5,560.82 ",,,,,
,60004357,HC REPAIR TEND MSCL UPPER ARM," $8,028.95 "," $6,629.41 "," $6,629.41 ",," $6,629.41 ",,,
,60004358,HC CLOSED TX HUMERAL SHAFT FX WITHOUT MAN,, $334.57 ,,,,,,
,60004359,HC CLOSED TX HUMERAL SHAFT FX WITH MAN, $419.13 , $419.13 ,,,,,,
,60004360,HC CLOSED TX SUPRA TRANS HUMERAL FX,, $415.31 ,,,,,,
,60004361,HC CLOSED TX SUPRA TRANS  HUMERAL FX,, $302.22 ,,,,,,
,60004362,HC CLOSED TX HUMERAL EPIC WITHOUT MAN,, $340.46 ,,,,,,
,60004363,HC CLOSED TX HUMERAL EPIC WITH MAN, $348.96 , $348.96 ,,,,,,
,60004364,HC CLOSED TX HUMERAL COND WITHOUT MAN,, $408.90 ,,,,,,
,60004365,HC CLOSED TX HUMERAL COND WITH MAN, $422.04 , $346.06 , $337.63 ,, $337.63 ,,,
,60004366,HC CLOSED TX ELBOW DISLOCATION WITHOUT ANES, $419.13 , $346.06 , $346.06 ,, $475.35 ,,,
,60004367,HC CLOSED TX ELBOW DISLOCATION WITH ANES," $3,420.04 "," $2,736.03 "," $2,736.03 ",," $2,736.03 ",,,
,60004368,HC CLOSED TX MONTGA ELBOW WITH MAN, $419.13 , $419.13 ,,, $263.20 ,,,
,60004369,HC CLOSED TX RAD NM ELBOW WITH MAN, $419.13 , $346.06 , $346.06 ,, $475.35 ,,,
,60004370,HC CLOSED TX RAD HD NECK WITHOUT MAN,, $340.46 ,,,,,,
,60004371,HC CLOSED TX HEAD NECK WITH MAN, $419.14 , $346.07 , $337.64 ,, $263.20 ,,,
,60004372,HC CLOSED TX ULNA PROX WITHOUT MAN,, $340.46 ,,,,,,
,60004373,HC CLOSED TX ULNA PROX WITH MAN, $419.13 , $346.06 ,,, $263.20 ,,,
,60004374,HC INCISE TENDON SHEATH WRIST," $4,419.03 "," $3,648.72 "," $3,648.72 ",," $3,648.72 ",,,
,60004379,HC REPAIR TENDON MUSCLE FLEX," $5,330.32 "," $5,330.32 "," $5,330.32 ",," $3,529.37 ",,,
,60004380,HC REPAIR TENDON EXTENSOR," $5,330.47 "," $4,401.32 "," $4,401.32 ",," $4,401.32 ",,,
,60004381,HC REPAIR RADIUS OR ULNA," $8,525.41 "," $8,023.91 "," $7,522.43 ",," $8,023.91 ",,,
,60004382,HC CLOSED TX RAD SHAFT WITHOUT,, $340.46 ,,,,,,
,60004383,HC CLOSED TX RAD SHAFT WITH MAN, $419.13 , $419.13 ,,, $263.20 ,,,
,60004384,HC CLOSED TX RAD SHAFT FX AND DISLOCATION DISTAL RADIOULNAR JT,, $340.46 ,,,,,,
,60004385,HC CLOSED TX ULNAR FX WITHOUT MAN, $412.32 , $340.46 , $340.46 ,, $340.46 ,,,
,60004386,HC CLOSED TX ULNAR FX WITH MAN, $408.90 ,,,,,,,
,60004387,HC CLOSED TX RADIUS AND ULNA WITHOUT,, $334.57 ,,,,,,
,60004388,HC CLOSED TX RADIUS AND ULNA WITH MAN, $419.13 , $346.06 , $346.06 ,, $475.35 ,,,
,60004389,HC CLOSED TX DISTAL RADIAL WITHOUT MAN, $419.13 , $346.06 , $346.06 ,, $346.06 ,,,
,60004390,HC CLOSED TX DISTAL RADIAL FX WITH MAN, $419.13 , $346.06 , $346.06 ,," $1,585.57 ",,,
,60004391,HC CLOSED TX NAVICULAR WITHOUT MAN,, $340.46 ,,,,,,
,60004392,HC CLOSED TX NAVICULAR WITH MAN,,, $334.57 ,,,,,
,60004393,HC CLOSED TX CARP SCAP WITHOUT,, $334.57 ,,,,,,
,60004394,HC CLOSED TX CARPAL BONE W, $390.13 , $334.57 , $312.10 ,, $312.10 ,,,
,60004395,HC CLOSED TX ULNAR STYLOID, $405.19 , $334.57 , $334.57 ,, $593.78 ,,,
,60004396,HC ED CLSD TX DISLOCATED WRIST W MANIPULATION, $432.59 , $346.07 , $346.07 ,, $346.07 ,,,
,60004397,HC CLOSED TX DIST RADIOULNAR, $432.58 , $346.06 , $346.06 ,, $346.06 ,,,
,60004398,HC TX SCAPHOPERILUN FX DS,, $337.64 ,,,,,,
,60004399,HC CLOSED TX LUNATE DISL W,, $342.92 ,,,,,,
,60004400,HC DRAIN ABCESS FINGER SIMPLE, $363.15 , $299.85 , $299.85 ,, $360.04 ,,,
,60004401,HC INCISION AND DRAINAGE FINGER ABSCESS SIMPLE, $348.96 , $348.96 ,,, $340.45 ,,,
,60004405,HC ARTHROTOMY WITH EXPLOR,," $2,800.90 ",,,,,,
,60004406,HC SYNOVECTOMY FLEXR TEND," $3,053.43 "," $2,521.17 "," $2,521.17 ",," $2,521.17 ",,,
,60004410,HC REPAIR FLEX TEND HAND," $6,241.90 "," $4,993.52 "," $4,993.52 ",," $4,993.52 ",,,
,60004412,HC REPAIR PROFUNDUS TEND," $5,197.65 "," $4,291.66 "," $4,291.66 ",," $4,291.66 ",,,
,60004413,HC REPAIR EXT TENDON HAND," $3,292.93 "," $2,634.34 "," $2,634.34 ",," $3,978.36 ",,,
,60004414,HC REPAIR EXT TENDON FINGER," $3,148.55 "," $2,700.20 "," $2,700.20 ",," $2,393.23 ",,,
,60004415,HC REPAIR GRAFT TENDON FINGER," $6,603.17 "," $5,079.33 "," $5,079.33 ",," $5,079.33 ",,,
,60004416,HC REPAIR BUTONNIERE DEFORMITY," $5,935.05 "," $4,900.50 "," $4,900.50 ",," $4,900.50 ",,,
,60004417,HC CLOSED TX DIST EXT TENDON, $422.64 , $348.97 , $348.97 ,, $340.46 ,,,
,60004418,HC REPAIR EXT TENDON DIST," $3,190.54 "," $2,634.41 "," $2,634.41 ",," $2,634.41 ",,,
,60004419,HC REALIGN EXTN TEND HAND," $3,392.18 "," $2,800.90 "," $2,800.90 ",," $2,800.90 ",,,
,60004420,HC CAPSUL METACARP EACH JOINT," $2,645.60 "," $2,489.97 "," $2,489.97 ",," $2,489.97 ",,,
,60004421,HC REPAIR COLLAT LIG MCP,," $2,634.41 ",,,,,,
,60004422,HC REPAIR  HAND MUSCLES," $5,440.00 "," $4,491.77 "," $4,491.77 ",," $4,491.77 ",,,
,60004423,HC CLOSED TX METACARP SING WITHOUT MANIPULATION,, $340.46 ,,,,,,
,60004424,HC CLOSED TX METACARP SING WITH MANIPULATION, $408.90 , $337.63 ,,, $475.35 ,,,
,60004425,HC PERCUTAN FIX METACARPAL FX," $4,327.54 "," $3,573.21 "," $3,573.21 ",," $3,573.21 ",,,
,60004426,HC CLOSED TX CARPO DISL THU, $302.23 , $263.20 , $263.20 ,, $263.20 ,,,
,60004427,HC CLOSED TX CARPO DISL THU FRACTURE,, $334.57 ,,,,,,
,60004428,HC CLOSED TX CARPO DISL NT, $419.13 , $419.13 , $419.13 ,,,,,
,60004429,HC CLOSED TX MCP DISL W, $419.13 , $346.06 , $346.06 ,, $475.35 ,,,
,60004430,HC CL TX METACRPL DSLC WITH ANES," $2,010.36 "," $1,608.30 "," $1,608.30 ",," $1,608.30 ",,,
,60004431,HC OPEN TX MCP DISLOCATION,," $6,340.57 ",,,,,,
,60004432,HC CLOSED TX FINGER FX WITHOUT MAN,, $337.64 ,,,,,,
,60004433,HC CLOSED TX FINGER FX WITH MAN, $419.13 , $346.06 , $346.06 ,, $475.35 ,,,
,60004434,HC PERCUT SKEL FIX FINGER," $6,979.66 "," $5,763.02 "," $5,763.02 ",," $5,763.02 ",,,
,60004435,HC OPEN TX PHALANGEAL FX,," $5,763.02 ",,,,,,
,60004436,HC CLOSED TX ARTICULAR FX,, $334.57 ,,,,,,
,60004437,HC CLOSED TX ARTICULAR WITH MAN, $419.13 , $346.06 , $346.06 ,, $475.35 ,,,
,60004438,HC OPEN TX ARTICULAR FX," $6,979.66 "," $5,763.02 "," $5,763.02 ",," $5,763.02 ",,,
,60004439,HC CLOSED TX DIST TUFT WITHOUT MAN,, $340.46 ,,,,,,
,60004440,HC CLOSED TX DIST TUFT WITH MAN, $419.13 , $346.06 , $346.06 ,, $475.35 ,,,
,60004441,HC PERCUT SKELETAL FIX DP," $6,979.66 "," $5,763.02 "," $5,763.02 ",," $5,763.02 ",,,
,60004442,HC OPEN TX DISTAL PHALANG,," $5,907.10 ",,,,,,
,60004443,HC CLOSED TX INTERPHALANGEAL, $419.13 , $346.06 , $346.06 ,, $375.89 ,,,
,60004445,HC PERC SKELETAL FIX INTERPHAL," $5,205.15 "," $4,297.84 "," $4,297.84 ",," $4,297.84 ",,,
,60004446,HC OPEN TX INTERPHALANGEAL," $7,678.92 "," $7,678.92 "," $7,678.92 ",," $3,653.54 ",,,
,60004447,HC ARTHRODESIS INTERPHALANGEAL, $412.32 , $340.46 , $340.46 ,, $340.46 ,,,
,60004448,HC AMPUTATION ANY JT," $2,991.53 "," $2,700.20 "," $2,700.20 ",," $2,393.23 ",,,
,60004449,HC AMPUTATION ANY JT WITH LO,," $2,700.20 "," $2,700.20 ",," $2,393.23 ",,,
,60004454,HC CLOSED TX COCCYGEAL FX, $405.19 , $334.57 , $334.57 ,, $334.57 ,,,
,60004455,HC CLOSED TX HIP SOCK FX WITHOUT,, $334.57 ,,,,,,
,60004456,HC CLTX ACETABULM HIP SOCK FX,," $3,366.41 ",,,,,,
,60004457,HC CLOSED TX FEMORAL PROXIM,, $334.57 ,,,,,,
,60004458,HC CLOSED TX INT PER SUB FE,, $334.57 ,,,,,,
,60004459,HC CLOSED TX TROCHANTERIC,, $334.57 ,,,,,,
,60004460,HC CLOSED TX HIP DISL WITHOUT A, $346.06 , $346.06 , $346.06 ,, $263.20 ,,,
,60004461,HC CLOSED TX HIP DISLOCATION,," $2,917.92 ",,," $2,513.21 ",,,
,60004462,HC TX SPONT HIP DISL WITHOUT, $334.56 , $334.56 , $334.56 ,, $334.56 ,,,
,60004463,HC CLOSED TX POST HIP ARTHR,, $346.06 , $346.06 ,, $475.35 ,,,
,60004464,HC TREAT HIP DISLOCATION,,," $7,612.06 ",," $2,155.23 ",,,
,60004466,HC INCISION AND DRAINAGE THIGH BURSA KNEE," $3,645.23 "," $3,009.82 ",,," $4,486.74 ",,,
,60004470,HC FB REMOVAL THIGH KNEE DEEP," $5,070.51 "," $4,186.64 "," $4,186.64 ",," $3,810.24 ",,,
,60004471,HC CLOSED TX FEMORAL WITHOUT, $418.20 , $334.56 , $334.56 ,, $334.56 ,,,
,60004472,HC CLOSED TX SUPRA TRAN FEM,, $334.57 ,,,,,,
,60004473,HC CLOSED TX FEM SHAFT FX WITH MAN," $3,808.86 "," $3,808.86 "," $3,553.04 ",," $1,274.10 ",,,
,60004474,HC CL TX FEM FX SUPRA TRANS W,, $309.50 ,,,,,,
,60004475,HC CLOSED TX FEM DIST END,, $340.46 ,,,,,,
,60004476,HC CLOSED TX DIST FEMUR FX WITH MAN, $348.00 , $287.35 , $287.35 ,, $274.31 ,,,
,60004477,HC CLOSED TX DIST FEM EPIP,, $334.57 ,,,,,,
,60004478,HC CLOSED TX DSTL FEMUR FX,, $318.83 ,,,,,,
,60004479,HC CLOSED TX PATELLAR WITHOUT,, $340.46 ,,,,,,
,60004480,HC CLOSED TX TIB PLATEAU, $422.05 , $337.64 , $337.64 ,, $314.96 ,,,
,60004481,HC CLOSED TX PROXIMAL TIB FX, $355.22 , $284.18 , $284.18 ,, $284.18 ,,,
,60004482,HC CLOSED TX OF KNEE FX,, $334.57 ,,, $495.52 ,,,
,60004483,HC CLOSED TX KNEE DISL WITHOUT, $321.88 , $337.63 , $321.88 ,, $448.64 ,,,
,60004484,HC CLOSED TX PATELLAR DISL, $419.13 , $346.06 , $346.06 ,, $375.89 ,,,
,60004485,HC CLOSED TX PATELLAR DISLOCATION," $2,853.86 "," $2,853.86 "," $2,853.86 ",," $2,853.86 ",,,
,60004487,HC REPAIR ACHILLES TENDON," $7,399.02 "," $6,109.30 "," $6,109.30 ",," $10,549.23 ",,,
,60004488,HC REPAIR EXT TENDON LEG," $4,577.77 "," $3,779.81 "," $3,779.81 ",," $3,779.81 ",,,
,60004489,HC REPAIR OF TIBIA," $9,194.88 "," $9,194.88 "," $9,194.88 ",," $9,194.88 ",,,
,60004490,HC CLOSED TX TIBIAL FX WITHOUT MAN, $408.90 , $337.63 , $337.63 ,, $448.64 ,,,
,60004491,HC CLOSED TX TIBIAL FX WITH MAN," $2,875.83 "," $2,300.66 "," $2,300.66 ",," $2,300.66 ",,,
,60004492,HC CLOSED TX MEDMALLEOLUS,, $340.46 ,,,,,,
,60004493,HC CLOSED TX MEDMALLEOLUS W," $1,731.54 ", $346.06 ," $1,385.23 ",," $1,351.44 ",,,
,60004494,HC CLOSED TX PROX FIB WITHOUT MAN,, $405.18 ,,,,,,
,60004495,HC CLOSED TX PROX FIB WITH MAN,, $419.13 ,,, $259.32 ,,,
,60004496,HC CLOSED TX DISL FIB WITHOUT, $348.96 , $348.96 , $348.96 ,,,,,
,60004497,HC CLOSED TX DISL FIBULA WITH, $419.13 , $346.06 , $346.06 ,, $475.35 ,,,
,60004498,HC CLOSED TX BIMALL ANKLE,, $340.45 ,,,,,,
,60004499,HC CLOSED TX BIMALL ANKLE WITH, $419.13 , $346.06 , $346.06 ,," $1,585.57 ",,,
,60004500,HC CLOSED TX TRIM ANKLE WITHOUT,, $334.57 ,,,,,,
,60004501,HC CLOSED TX TRIMAL ANKLE WITH,, $346.06 , $346.06 ,," $1,585.57 ",,,
,60004502,HC CLOSED TX DIST TIB WITHOUT, $412.32 ,,,,,,,
,60004503,HC CLOSED TX DIST TIB WITH MAN, $415.31 , $342.92 , $342.92 ,, $263.20 ,,,
,60004504,HC CLOSED TX PROX TIB FIB, $415.32 , $342.93 , $342.93 ,, $334.57 ,,,
,60004505,HC CLOSED TX ANKLE DISLOC, $432.58 , $346.06 , $346.06 ,, $475.35 ,,,
,60004506,HC FB REMOVAL OF FOOT SU, $716.54 , $716.54 , $716.54 ,," $1,837.49 ",,,
,60004507,HC FB REMOVAL OF FOOT DEEP," $2,541.65 "," $2,361.31 "," $2,361.31 ",," $2,361.31 ",,,
,60004508,HC FB REMOVAL OF FOOT COM," $1,721.18 "," $1,376.94 "," $1,376.94 ",," $1,376.94 ",,,
,60004509,HC REPAIR TEND FLX FOOT," $3,561.87 "," $3,352.35 "," $3,352.35 ",," $4,957.79 ",,,
,60004510,HC REP TENDON EXT FOOT," $4,113.48 "," $4,113.48 "," $4,113.48 ",," $3,648.32 ",,,
,60004511,HC CLOSED TX CALCANEAL WITHOUT MAN,, $334.56 ,,,,,,
,60004512,HC CLOSED TX CALCANEAL FX W,, $342.93 ,,,,,,
,60004513,HC CLOSED TX TALUS WITHOUT MAN,, $334.57 ,,,,,,
,60004514,HC CLOSED TX TALUS WITH MAN, $432.58 , $346.06 , $346.06 ,, $346.06 ,,,
,60004515,HC TX TARSAL WITHOUT EACH,, $340.46 ,,,,,,
,60004516,HC TX TARSAL WITH MAN EACH,, $334.57 ,,,,,,
,60004517,HC CLOSED TX METATARSAL WITHOUT MAN,, $348.97 ,,,,,,
,60004518,HC CLOSED TX METATARSAL WITH MAN, $422.05 , $337.64 , $337.64 ,, $337.64 ,,,
,60004519,HC CLOSED TX GREAT TOE WITHOUT MAN, $405.19 , $334.57 , $334.57 ,, $241.93 ,,,
,60004520,HC CLOSED TX GREAT TOE FX WITH MAN, $337.63 , $337.63 , $337.63 ,, $475.35 ,,,
,60004521,HC ER FIX FX GR TOE WITH MAN PERC," $4,312.50 "," $3,782.05 "," $3,805.15 ",," $3,782.05 ",,,
,60004522,HC CLOSED TX TOE FX WITHOUT MAN, $412.32 , $340.46 , $340.46 ,," $5,117.69 ",,,
,60004523,HC CLOSED TX TOE FX WITH MAN, $346.06 , $346.06 , $346.06 ,, $475.35 ,,,
,60004524,HC CLOSED TX SESAMOID FX, $405.19 , $334.57 , $334.57 ,, $334.57 ,,,
,60004525,HC CLOSED TX TALOTARSAL WITHOUT,, $340.46 ,,,,,,
,60004526,HC CLOSED TX TALOTARSAL, $422.05 , $337.64 , $337.64 ,, $325.36 ,,,
,60004527,HC CLOSED TX TARSOMETATARSAL, $418.22 , $334.57 , $334.57 ,, $334.57 ,,,
,60004528,HC CLOSED TX METATARSOPHAL WITHOUT ANES,, $337.63 , $337.63 ,, $241.06 ,,,
,60004529,HC CLOSED TX INTERPHALANGEALEAL JT, $346.06 , $346.06 , $346.06 ,, $375.89 ,,,
,60004531,HC PERCUT SKELETAL FIX IP," $6,979.66 "," $5,763.02 "," $5,763.02 ",," $5,763.02 ",,,
,60004532,HC AMPUTATION TOE," $4,230.86 "," $3,493.36 "," $3,493.36 ",," $3,493.36 ",,,
,60004533,HC AMPUTATE TOE IP JOINT," $4,230.86 ",,,,,,,
,60004534,HC APPLY LONG ARM CAST, $234.30 ,, $234.30 ,, $496.37 ,,,
,60004535,HC APPLY SHORT ARM CAST, $234.30 , $193.47 , $234.30 ,, $193.47 ,,,
,60004536,HC APPLY GAUNTLET CAST,, $198.31 ,,,,,,
,60004538,HC ED APPLY LONG ARM SPLINT, $240.15 , $198.31 , $198.31 ,, $284.25 ,,,
,60004539,HC APPLY SHORT ARM SPLINT, $240.15 , $198.31 , $198.31 ,, $292.88 ,,,
,60004541,HC APPLY FINGER SPLINT STATIC, $240.15 , $198.31 , $198.31 ,, $165.29 ,,,
,60004544,HC STRAPPING SHOULDER, $234.31 , $193.47 , $193.47 ,, $159.50 ,,,
,60004545,HC STRAPPING ELBOW  WRIST,, $205.33 ,,, $192.52 ,,,
,60004546,HC STRAPPING HAND FINGER, $242.60 , $200.32 , $200.32 ,, $195.35 ,,,
,60004547,HC APPLY HIP SPICA UNILAT, $234.30 , $234.30 , $234.30 ,, $234.30 ,,,
,60004548,HC HIP SPICA 1.5 OR DOUBL, $436.82 , $360.66 , $360.66 ,, $360.66 ,,,
,60004549,HC APPLY LONG LEG CAST, $240.15 , $198.31 , $198.31 ,, $338.91 ,,,
,60004552,HC APPLY SHORT LEG CAST, $240.15 , $198.31 ,,, $338.91 ,,,
,60004553,HC APPLY SHORT LEG WALKING CAST, $234.31 , $193.47 , $193.47 ,, $468.15 ,,,
,60004554,HC APPLY RIGID CONTACT CAST LEG, $386.18 , $318.87 , $318.87 ,, $416.46 ,,,
,60004556,HC ED APPLY LONG LEG SPLINT, $240.15 , $198.31 , $198.31 ,, $284.25 ,,,
,60004557,HC APPLY SHORT LEG SPLINT, $240.15 , $198.31 , $198.31 ,, $284.25 ,,,
,60004561,HC STRAPPING TOES, $242.60 , $200.32 , $200.32 ,, $134.00 ,,,
,60004564,HC REMOVAL GAUN BOOT CAST,,,,, $284.25 ,,,
,60004565,HC REMOVE FULL ARM LEG CAST, $412.31 , $412.31 , $412.31 ,, $496.37 ,,,
,60004566,HC WEDGING OF CAST, $257.58 , $198.14 , $198.14 ,, $198.14 ,,,
,60004567,HC REP SPICA BODY CAST JA, $242.60 , $200.32 , $200.32 ,, $200.32 ,,,
,60004570,HC WITHDRAWAL OF ARTERIAL BLOOD, $33.21 , $33.21 , $33.21 ,, $33.21 ,,,
,60004571,HC INSERTION CATHETER ARTERY, $228.51 , $228.51 , $228.51 ,, $228.51 ,,,
,60004572,HC INCISION OF BURN SCAB INIT, $421.94 , $421.94 , $421.94 ,, $421.94 ,,,
