DESCRIPTION                     ,CHARGE,CPT CODE
NEBIVOLOL 5 MG TABLET,27.6,
EAR TUBE,27,
DISKARD HEAD HALTER,27,
ARTHROSCOPIC IRRIGATION TUBING,27,
OT ISOTONER GLOVE,27,
OT SUCTION CUP BRUSH,27,
TEGADERM 15X20,27,
ADMINISTRATION OF FLU VACCINE,27,
NEBULIZER SUPPLIES,27,
VANCOMYCIN 500MG/10ML ORAL SOL,26.93,
Vancomycin 500mg/100ml Enema,26.93,
OXYCODONE IR 30MG TABLET,26.73,
CANDESARTAN 16 MG TAB,26.55,
Mexiletine 250mg capsule,26.37,
HYDROCODONE IBUPRO 7.5MG.200MG,26.19,
OT DRESSING STICK,26,
OT ADAPTIVE KNIFE,26,
OT ADAPTIVE SPOON,26,
POOLE SUCTION INSTRUMENT,26,
SPLINT-ALUMAFORM FINGER,26,
GASTROGRAFIN 30ML,26,
IRBESARTAN 150 MG TAB,25.84,
TUSSIONEX 10MG IN 5ML MEDCUP,25.49,
ALENDRONATE SODIUM 10MG TAB,25.43,
MESALAMINE 250 MG,25.43,
Clozapine 100mg Tablet,25.37,
CREON 12000 UNITS CAPSULE,25.14,
MOEXIPRIL 15 MG TABLET,25.02,
CONNECTOR,25,
O2 HRS,25,
OT ADAPTIVE FORK,25,
FOLEY CATHETER TRAY (W/O CATH),25,
SUCTION CANNISTER,25,
BSDN 19UT 5CM NEEDLE,25,
BSDN 19UT 7CM NEEDLE,25,
O2 USAGE-HOURS,25,
MULTI-CHAMBER POLYP TRAP,25,
SPINLOCK EXTENSION SET,25,
INFANT MASK,25,
PARTIAL REBREATHING MASK,25,
DISP. PURITAN BOTTLE,25,
AVAPRO 75MG TABLET,24.85,
SOTALOL 80 MG TABLET,24.73,
ZITHROMAX 250MG TAB #2/BOTTLE,24.71,
LEVETIRACETAM 500 MG TABLET,24.39,
FENOFIBRATE 200 MG CAPSULE,24.32,
LOSARTAN 100 MG TABLET,24.2,
AUGMENTIN ES 600 MG IN 5ML,24.16,
AMOX CLAV. 400MG IN 5ML MEDCUP,24.15,
PREDNISOLONE 30 MG IN 10ML ORL,24.05,
MELOXICAM 7.5 MG TABLET,24.03,
CLINDAMYCIN 75MG IN 5ML SOLN,24.03,
DH O2 HOURS,24,
CYST ASPIRATION TRAY,24,
FEEDING TUBE,24,
LEVINE TUBE,24,
VENTROL LEVINE,24,
REGIONAL BLOCK NEEDLE,24,
CATH SECURE,24,
SURFIT POUCHES (223-53),24,
SALEM SUMP TUBE,24,
SALEM SUMP PUMP-12FR,24,
SALEM SUMP PUMP,24,
SUTURE,24,
MISC. SET UP-SUPPLIES,24,
INDINAVIR 400 MG CAPSULE,23.73,
LEVETIRACETAM 500MG IN 5ML ORA,23.62,
POLYEHTYLENE GLYCOL 17G PACKET,23.5,
TOLTERODINE 2MG TABLETS,23.49,
OT THERABAND,23,
SPIRAL CATHETER,23,
ISOVUE 370 25ML,23,
MULTIHANCE PER ML,23,
PRAMIPEXOLE 0.25 MG TABLET,22.97,
OMACOR 1G CAPSULE,22.91,
Nitroglycerin 0.4mg/H TD,22.91,
DILTIAZEM ER 120MG,22.74,
PREDNISOLONE 27 MG IN 9ML ORAL,22.65,
PYRAZINAMIDE 500 MG TAB,22.62,
CAPOZIDE 25MG.25MG TAB,22.56,
ERYTHROMYCIN 250MG BOT NO 6,22.43,
PAROXETINE 30MG TABLETS,22.39,
DICLOFENAC 50MG TABLET,22.03,
MEDROXYPROGESTERONE 2.5MG TAB,21.98,
OXCARBAZEPINE 300MG TABLET,21.98,
CITALOPRAM 20 MG TAB,21.62,
PERPHENAZINE 4MG TABLET,21.62,
HYCODAN SYRUP 60 ML BOTTLE,21.46,
FLUVOXAMINE 100MG TABLET,21.33,
ESTROGENS CONJUGATED 1.25 MG,21.15,
Nitroglycerin 0.6mg/hr TDPatch,21.07,
WARFARIN 3 MG TABLET,21.04,
OT THERAPUTTY,21,
SUTURE,21,
MAGNAVIST PER ML,21,
Nitroglycerin 0.1mg/H TD,20.86,
TIZANIDINE HCL 4 MG TABLET,20.8,
NITROGLYCERIN 2 PERC UD PACKET,20.57,
ROPINIROLE 0.25 MG TAB,20.54,
PREDNISOLONE 24 MG IN 8ML ORAL,20.41,
LAMOTRIGINE 100 MG TABLET,20.39,
DAPSONE 25 MG TABLET,20.3,
POTASSIUM CITRATE 10 MEQ ERTAB,20.22,
OXYGEN HOURS,20,
OT BUTTON HOOK,20,
OT ADAPTIVE DRINKING CUP,20,
ELASTIC BANDAGE,20,
ELASTIC BANDAGE,20,
ELASTIC BANDAGE,20,
ELASTIC BANDAGE,20,
SUCTION CATHETER,20,
OLIVE CATHETER,20,
BARIUM ENEMA BAG,20,
ANESTHESIA NURSE MINUTES,20,
COUMADIN 1MG TABLET,19.92,
FENOFIBRATE 160 MG TAB,19.81,
FLUPHENAZINE 0.5MG-1ML SYR,19.75,
NITROFURANTOIN 100MG CAP,19.63,
CHLORTHALIDONE 25MG TAB,19.34,
ZAFIRLUKAST 20MG TABLET,19.22,
LOSARTAN POTASSIUM 50 MG TAB,19.05,
CETIRIZINE HCL 10MG TABLET,19.05,
P.E. TUBING,19,
ADHESIVE PAD ENT,19,
OT BATH SPONGE (LONG),19,
CONNECTING TUBE,19,
TACROLIMUS 0.5MG CAPSULE,18.93,
PREDNISOLONE 21 MG IN 7ML ORAL,18.7,
ZONISAMIDE 100 MG CAPSULE,18.69,
LIMBITROL 10MG.25MG TAB,18.52,
DIGOXIN .125 MG/2.5ML SYR(.5ML,18.41,
ESTRATEST TAB,18.4,
Nicotine 21mg/24hr TD,18.4,
Nicotine 14mg/24hr TD Patch,18.4,
Nicotine 7mg/24H PATCH,18.34,
ATROPINE 0.4 MG/ML ORAL,18.22,
CARVEDILOL 3.125 MG TABLET,18.17,
TOPIRAMATE 25 MG TAB,18.17,
METHENAMINE 1G TAB,18.11,
TRACH COLLAR,18,
OT SHOE BUTTONS PAIR,18,
BACK FLOW VALVE,18,
OXYGEN HOURS,18,
FACE TENT,18,
LACTOBACILLUS ACIDOPHILUS 1G,17.76,
Flecainide 50mg Tablet,17.7,
PRIMAQUINE PHOSPHATE 15 MG TAB,17.7,
GABAPENTIN 400MG CAPSULE,17.52,
AMOXICILLIN 250MG 5ML ORAL,17.48,
CARVEDILOL 12.5 MG TABLET,17.29,
ENALAPRIL 10 MG TABLET,17.23,
DIVALPROEX SODIUM 250MG ER TAB,17.23,
LOXAPINE 25MG CAPSULE,17.11,
LEGGINGS,17,
BALL POINT TYPE COAG.ELECTRODE,17,
OT FOAM PADDING PER SQ FT,17,
CONNECTOR,17,
ELASTIC BANDAGE,17,
NEGATIVE PRESSURE Y CONNECTOR,17,
ED STRAIGHT CATH,17,
AIRWAY,17,
ACYCLOVIR 400MG TABLET,16.94,
PREDNISOLONE 18 MG IN 6ML ORAL,16.77,
METHYCLOTHIAZIDE 5MG TAB,16.64,
BUPROPION 150MG TAB,16.47,
AMOX CLAV. 200MG IN 5ML MEDCUP,16.47,
PROCHLORPERAZINE 25MG SUPP NO2,16.47,
ESTRATEST H.S. TABLET,16.29,
DONNATAL 10 ML MEDCUP10,16.17,
BENAZONATE 100MG DISP BOTTLE,16.1,
OXYGEN HOURS,16,
ELASTIC BANDAGE,16,
ELASTIC BANDAGE,16,
COBAN 3 IN,16,
SPLINT STAT FINGER,16,
CONRAY 60% 10ML,16,
OXY EARS,16,
ADDERALL 10 MG TABLET,15.88,
BUPROPION 100MG SR TABLET,15.76,
VITAMIN D 50000 UNITS CAPSULE,15.76,
ISOSORBIDE MONONITRATE 30MG,15.7,
VERAPAMIL 240MG SR TABS BULK,15.47,
CREON 6000 UNITS CAPSULE,15.47,
MORPHINE 10 MG IN 5 ML SOLN,15.41,
TRIFLUOPERAZINE 5MG TABLET,15.35,
Nitroglycerin 0.2 mg/hr 1 PAT,15.35,
DOXYCYCLINE 100MG DISP NO 4,15.29,
LORAZEPAM 2 MG PER ML 30ML ORA,15.24,
prednisoLONE 15mg/5ml,15.15,
Sinemet CR 50/200,15.12,
FELODIPINE 2.5 MG EXT REL. TAB,15.12,
NITROFURANTOIN 100MG NO 2 DISP,15.07,
GABAPENTIN 250 MG/5 ML MEDCUP,15.06,
PENICILLIN 500MG DISP BOT,15.05,
CLINDAMYCIN 150MG DISP BOTTLE,14.97,
RELAFEN 750MG TABLETS,14.83,
VERELAN 240 MG SR CAPSULE,14.83,
PHENTERMINE 37.5 MG TABLET,14.77,
PILOCARPINE 5MG TABLET,14.77,
INDINAVIR 200MG CAP,14.77,
DIMETAPP COLD COUGH DM 118ML,14.76,
FAMOTIDINE 20MG TAB,14.75,
RITALIN SR 20MG TABLET,14.65,
DOXAZOSIN 8 MG TAB,14.59,
AMOXICILLIN 125MG 5ML 150ML,14.48,
CARBAMAZEPINE 100MG XR,14.42,
MEDROXYPROGESTERONE 5MG DISP,14.35,
ALBUTEROL 2MG IN 5ML DISP 60ML,14.3,
CEPHALEXIN SUSP 250MG IN 5ML,14.28,
Propranolol Hctz 80 25 TAB,14.12,
FEXOFENADINE 60MG CAPSULE,14.06,
T-BAR,14,
OT DYCEM MATTING PER FOOT,14,
CYCLOSPORINE 25MG MODIFIED CAP,13.95,
PERCOCET 5MG TAB,13.88,
BUSPIRONE 10MG TABLET,13.77,
Levothyroxine 137mcg tablet,13.77,
GUANFACINE 2 MG TAB,13.71,
METFORMIN 500 MG XR TABLET,13.7,
METRONIDAZOLE 250MG DISP NO 8,13.67,
CEPHALEXIN 500MG CAPSULE,13.65,
LORATADINE 10MG IN 10ML ORAL,13.65,
FASTIN 30MG CAP,13.6,
Glycopyrrolate 1mg Tablet,13.54,
Thyroid 90mg Tablet,13.54,
RANITIDINE 150MG BOT NO 2,13.44,
HYDROXYZINE 10MG 5ML DISP 60ML,13.39,
PRECOSE 50MG TAB,13.3,
Loxapine 10mg capsule,13.3,
Prazosin HCL 2MG CAP,13.3,
CYCLOBENZAPRINE 10MG DISP NO 6,13.28,
FEXOFENADINE 60MG DISP BOT,13.18,
PENICILLIN VK 250MG 5ML 100ML,13.15,
PREDNISOLONE 12 MG IN 4ML ORAL,13.14,
METOPROLOL XL 25 MG TAB,13.13,
TRANDOLAPRIL 1 MG TABLET,13.13,
OXYCOD W/APAP 5MG/325MG #2/BOT,13.11,
BISOPROLOL 5MG TAB,13.01,
YANKHAUER SUCTION,13,
PENROSE DRAIN,13,
NSS 1000 IRRIGATION SOL,13,
BIOPSY VALVE,13,
AIRWAY,13,
DISPOSABLE NIPPLE,13,
TRACH COLLAR,13,
HYDROCODONE APAP 10/325MG TAB,12.95,
DUONEB 2.5/0.5 3ML NEB,12.94,
METFORMIN 850 MG TAB,12.89,
Trandolapril 4mg Tablet,12.89,
PENICILLIN VK 125MG 5ML 100ML,12.85,
GLIPIZIDE XL 2.5 MG TAB,12.83,
PROCHLORPERAZINE 5MG DISP NO 4,12.82,
ARGINAID DRINK MIX 9.2 G PAC,12.77,
ANUSOL HC SUPP DISP #2,12.73,
APAP W CODEINE 60ML BOTTLE,12.65,
APAP 60ML BOTTLE,12.65,
SULFA AND TRIMETHOPRIM DS NO 2,12.56,
BISOPROLOL AND HCTZ 5MG TAB,12.54,
BISOPROLOL AND HCTZ 10 MG TAB,12.48,
BISOPROLOL AND HCTZ 2.5MG TAB,12.47,
METOPROLOL 50MG SR TAB,12.42,
METHYLPHENIDATE 10 MG TAB,12.42,
CILOSTAZOL 100 MG TABLET,12.27,
COLESTIPOL 1000 MG TAB,12.25,
IBUPROFEN 400MG SUSP 20ML DISP,12.25,
FENOFIBRATE 67 MG CAP,12.07,
BENAZEPRIL 5MG TABLET,12.01,
AIRWAY 80MM,12,
SUCTION TIP FINE-ARGYLE,12,
ADAPT RING CONVEX,12,
PEDIATRIC MASK,12,
TRAMADOL 50MG TAB #2/BOTTLE,11.96,
AMOXICILLIN 250MG BOT NO 6,11.95,
IBUPROFEN 400MG BOT NO 6,11.93,
ESTROGEN PROGESTEROL COMBO TAB,11.9,
DEXAMETHASONE 4MG/ML FOR PO,11.9,
METAPROTERENOL 10MG TAB,11.72,
PENICILLIN 250MG BOTTLE NO 6,11.71,
ISOSORBIDE DINITRATE 5MG TAB,11.66,
HYOSCYAMINE SR  0.375MG,11.65,
MISOPROSTOL 100 MCG TABLET,11.6,
CEPHALEXIN 250MG CAP #6/BOTTLE,11.59,
DIPHENOX ATROP 2.5MG IN 5ML,11.38,
ETHAMBUTOL 400MG TAB,11.37,
MYCOPHENOLATE 250MG CAP(250MG),11.37,
NEPHROCAPS,11.36,
DIPHENOX/ATROPINE BOTTLE NO 2,11.33,
PREDNISOLONE 9 MG IN 3ML ORAL,11.32,
HYDROCODON/APAP TAB 5/325 BOT2,11.31,
FLUPHENAZINE 10MG TAB,11.2,
ACARBOSE 25MG TABLET,11.19,
ALBUTEROL 2.5MG/3ML NEB #3/BOT,11.17,
AMANTADINE 100MG BOT NO 2,11.12,
APAP W CODEINE DISP BOT NO 2,11.09,
Triamterene/HCTZ 37.5/25mg1tab,11.08,
DIAZEPAM 5MG BOT NO 2 TAB,11.02,
VANCOMYCIN ORAL 125MG/2.5 ML,11.02,
OSTOMY BARRIER RING,11,
OASIS PER SQ CM,11,
MECLIZINE 12.5MG TAB DISP NO 4,11,
DISP. CORRUGATED TUBING,11,
ALPRAZOLAM 0.5MG TAB,10.96,
GUANFACINE 1 MG TAB,10.96,
DIPHENHYDRAMINE ELIXIR 60ML,10.95,
DIGOXIN 50MCG PER 1ML ORAL,10.88,
PHENOBARBITAL 32.4 MG TABLET,10.84,
SULFA&TRIMETHOPRIM SUSP 60ML,10.83,
AMOXICILLIN 500MG DISP BOT,10.8,
TEMAZEPAM 30MG CAPSULE,10.72,
PREDNISONE 20MG #2 BOT (1MG),10.72,
FEXOFENADINE D 60MG CAP,10.67,
ROPINIROLE HCL 1MG TABLET,10.61,
LOPERAMIDE 2MG BOT NO 2,10.6,
IBUPROFEN 400 MG TAB,10.58,
FLUPHENAZINE 5MG TAB,10.55,
IBUPROFEN 800 MG TAB,10.55,
HYDROCODONE APAP 5/325MG TAB,10.52,
PREDNISOLONE 7.5MG IN 2.5ML PO,10.46,
DIMENHYDRINATE 50MG NO 8 DISP,10.42,
Levocarnitine 250mg ORAL SOLN,10.32,
METFORMIN HCL 500MG TABLET,10.1,
ATENOLOL 25 MG TABLET,10.02,
VASELINE GAUZE,10,
SODIUM IODIDE I-123 PER uCi,10,
LIDOCAINE 4P EPI 1 TO 200000,10,
T-BAR,10,
AEROSOL MASK,10,
DIPHENOXYLATE ATROP 2.5MG TAB,9.96,
GLIPIZIDE XL 10MG TABLET,9.96,
FUROSEMIDE 40 MG/4 ML SYR(20MG,9.92,
ATORVASTATIN 40 MG TAB,9.91,
CEPHALEXIN 250MG CAPSULE,9.9,
PHENOBARBITAL 16.2 MG TABLET,9.9,
FENOFIBRATE 48 MG TABLET,9.84,
TRIMETHOPRIM 100MG TAB,9.84,
LABETALOL 100MG TAB,9.79,
MEGESTROL 20 MG TABLET,9.73,
MUCINEX D 60 MG.600 MG TAB,9.63,
APAP W CODEINE 30MG TAB,9.62,
Indomethacin 50mg capsule,9.61,
PREDNISOLONE 6MG IN 2ML ORAL,9.5,
QUETIAPINE 100 MG TABLET,9.38,
IBUROFEN 280MG IN 14ML ORAL,9.37,
LORATADINE PSUEDOEPHEDRINE TAB,9.32,
METRONIDAZOLE ORAL SUSPENSION,9.11,
OXYCODONE 5MG TAB,9.02,
THIORIDAZINE 10 MG TAB,9.02,
IBUPROFEN 240MG IN 12ML SUSP,9.02,
TEGADERM 6X7 CM,9,
LACTOBACILLUS BIFIDOBACT. CAP,8.97,
PREDNISOLONE 5MG IN 1.67ML ORL,8.93,
ATORVASTATIN 10MG TABLET,8.79,
FLUOXETINE 20MG IN 5ML ORAL,8.79,
LORATADINE ODT 10MG,8.79,
MEDROXYPROGESTERONE 5 MG TAB,8.61,
Doxylamine 25mg tablet,8.5,
IBUPROFEN 200MG IN 10ML ORAL,8.49,
FLORAJEN CAP LACT ACIDOPHILUS,8.38,
GUAIFENESIN 600 MG TAB,8.32,
METHOCARBAMOL 500 MG TABLET,8.32,
FEXOFENADINE 180 MG TABLET,8.32,
Multi Vit w/Minerals15MLmedcup,8.32,
OXYBUTYNIN CHLORIDE 5MG IN 5ML,8.26,
CEPHALEXIN 125MG IN 5ML SUSP,8.15,
CEPHALEXIN 125MG IN 5ML 100ML,8.15,
CEPHALEXIN 250MG IN 5ML 100ML,8.15,
CEPHALEXIN 125MG IN 5ML 100ML,8.15,
CELLUVISC 1 PERCENT OPTH,8.15,
Albuterol Neb 1.25mg/3ml,8.11,
GUAIFENESIN 400 MG TABLET,8.09,
Psyllium 3.4 G PACKET,8.09,
TUBE-LUKEN,8,
IBUPROFEN 160MG IN 8ML ORAL,7.97,
FUROSEMIDE 20 MG/2 ML SYR,7.89,
PANTOPRAZOLE 40 MG TAB,7.88,
METAPROTERENOL 10MG IN 5ML ORA,7.85,
Chlorhexidine 0.12%15ml medcup,7.76,
THIAMINE 100 MG TABLET,7.74,
IBUPROFEN 140MG IN 7ML ORAL,7.72,
PREDNISOLONE 3MG IN 1ML ORAL,7.7,
DIMETAPP 20ML MEDCUP5,7.62,
VITAMIN D 400 IU TAB,7.5,
METOPROLOL 25MG TABLET,7.5,
CETIRIZINE SYRUP 5MG,7.47,
PSYLLIUM WAFER 1.7 GRAM,7.44,
IBUPROFEN 120MG IN 6ML ORAL,7.44,
LITHIUM SALTS 300MG TAB,7.37,
PREDNISONE 1MG TABLET (1MG),7.33,
FISH OIL 1000MG CAP,7.33,
DEXAMETHASONE 0.5MG PER 5ML,7.33,
AMOXIL 250MG PER 5ML MEDCUP,7.27,
THIOTHIXENE 1 MG CAPS,7.21,
PROMETHAZINE 6.25MG IN 5ML ORL,7.21,
ISOVUE 200 PER ML,7,
DIMETAPP COLD COUGH DM 5 ML,6.91,
IBUPROFEN 80MG IN 4ML ORAL,6.91,
IBUPROFEN 100 MG CHEW TAB,6.88,
LORAZEPAM 2 MG TABLET,6.76,
ASCORBIC ACID 500MG 5ML SOLN,6.74,
GABAPENTIN 100 MG CAP,6.68,
CETIRIZINE SYRUP 2.5 MG,6.67,
IBUPROFEN 60 MG IN 3 ML ORAL,6.65,
LACTAID CAPLET 3000 UNITS TAB,6.62,
PSEUDOEPHEDRINE 30 MG IN 5ML,6.62,
VITAMIN E CAPSULE 400 I.U.,6.59,
MELATONIN 3MG TABLET,6.56,
EXCEDRIN MIGRAINE CAPLET,6.5,
CALCIUM CARBONATE 500 TAB,6.5,
FLINSTONES CHEWABLE W IRON,6.5,
MULTIVITAMIN SYRUP 5ML MEDCUP,6.42,
LORATIDINE 10MG IN 10ML  473ML,6.33,
BISACODYL 5MG TAB,6.28,
SODIUM BICARBONATE 650MG TAB,6.27,
CAFFEINE 200MG TABLET,6.21,
VITAMIN D 1000 UNITS TAB,6.19,
PROMETHAZINE 6.25MG 5ML 473ML,6.15,
VITAMIN B COMPLEX CAP,6.15,
LOPERMIDE 1 MG IN 5ML   60ML,6.15,
OT ELASTIC SHOE LACES,6,
HYPERTONIC SALINE 3P NEB 15 ML,5.27,
HUMALOG MIX 75/25  (5U),1.75,
INSULIN DETEMIR 1 UNIT (5U),1.75,
HUMALOG INSULIN 1UNIT 3ML VIAL,1.75,
LANTUS INSULIN 1UNIT 10 ML VL,1.5,
NOVOLOG INSULIN 1 UNIT  (5U),1.5,
NOVOLIN R INSULIN 1 UNIT (5 U),1,
HUM R INSULIN 1 UNIT (5UT),1,
HUM N INSULIN 1 UNIT   (5U),1,
INSULIN 70/30 1 UNIT  (5U),1,
GYN.ENDOSCOPIC INST.SET,0,
BOOKWALTER RETRACTER TRAY,0,
PERIPHERAL VASCULAR INST. TRAY,0,
IN-SITU VASCULAR TRAY,0,
POWER DRILL TRAY SMALL,0,
PEG INSTRUMENT TRAY,0,
POWER DRILL TRAY,0,
STRYKER POWER TRAY,0,
STAPLE INSTRUMENT TRAY,0,
TRACHEOSTOMY TRAY (OR),0,
UPPER ARM RETRACTOR TRAY,0,
ABDOMINAL HYSTERECTOMY INSTRU.,0,
CYSTOSCOPY TRAY-PEDIATRIC,0,
VIDEO SYSTEM,0,
TURNER WARWICK PEDIATRIC INST,0,
ENDO CARPAL TUNNEL INSTRUMENTS,0,
MICRO DRILL,0,
STORZ MICROSCOPE DRAPE,0,
FOOT POSITIONER,0,
EXTRA INSTRUMENTS,0,
PLASTER-SPLINTS,0,
ARTHROSCOPY SHAVER,0,
MYRINGOTOMY SET,0,
NEPHROSCOPE,0,
ARTHO CYSTO LAPAROSCOPE,0,
TOURNIQUET,0,
FLEX URETERORENOFIBROSCOPE,0,
DERMATONE TRAY,0,
SURGICAL INSTRUMENT MAJOR,0,
INSTRUMENT SET,0,
ACE KYLE INSTRUMENT SET,0,
SYNTHES PLATE SET,0,
MINI DRILL,0,
POWER DRILL-SAW SET,0,
SYNTHES POWER,0,
MICROSCOPE,0,
HYSTEROSCOPE,0,
CAUTERY-SURGICAL,0,
OSTEOTOMES,0,
CURRETTES,0,
ARTHROSCOPY TURP CYSTO TUBING,0,
LAPAROSCOPIC GB INSTRUMENTS,0,
CAMERA COVER,0,
Z-DRAPE,0,
PROSTHESIS,0,
CAMERA-ENDOSCOPIC SURGERY,0,
SPECIAL EQUIPMENT,0,
MICRO EAR INSTRUMENT SET,0,
LARYNGOSCOPY SET,0,
PHACO UNIT/CAUTERY,0,
ACL INSTRUMENTS SPECIAL ORDER,0,
VASCULAR GRAFT - CUSTOM,0,
HARMONIC SCALPEL,0,
MISC PROSTHETIC-IMPLANT,0,
CAROMED CHIN NECK BANDAGE -MED,0,
CAROMED CHIN NECK BANDAGE -LG,0,
CYSTO BASIC TRAY,0,
CYSTO STERIS TRAY,0,
URETHROTOME,0,
LITHROTRITE,0,
OPTICAL BIOPSY FORCEP,0,
MISCELLANEOUS SUPPLY,0,
FLEX CYSTOSCOPE & INSTRUMENTS,0,
RIGID URETEROSCOPE,0,
FILSHIE CLIP APPLIER,0,
ARM/FACE REST,0,
TPS STRYKER DRILL,0,
MISC-OTHER PROSTHETIC,0,
PRESBYOPIA CORRECTING LENS,0,
BONE PRODUCT OR SUBSTITUTE,0,
COAPTITE INJECTIBLE IMPLANT,0,
SYNDEMOSIS TIGHTROPE XP KIT,0,
SKIN SUBSTITUTE APPLICATION,0,
EPIDURAL INJ FLUORO INCLUSIVE,0,
CARDIAC MONITOR,0,
RECOVERY-ENDO PATIENTS 30 MIN,0,
O2 CANNULA,0,
BRACE,0,
MISCELLANEOUS-CENTRAL SUPPLY,0,
JEWELERS TRAY,0,
JOBST STOCKING,0,
STER H2O FOR IRRIG. 1000ML BOT,0,
2C 5545 CONTIN-FLO SET,0,
2C 7431 SEC. MEDICATION SET,0,
2C 7617 Y-TYPE BLOOD/SOL.SET,0,
2C 5593 CONTINU-FLO W/FILTER,0,
1C 8165 CONTINU-FLO SET,0,
IV START PACK,0,
SECONDARY PIGGYBACK SET,0,
PEDIATRIC EXTENSION SET 8 IN,0,
CANNULA LEVER LOCK,0,
CANNULA SYRINGE,0,
MULTI-DOSE VIAL ADAPTOR,0,
INJECTION PORT,0,
INTERLOCK SET-PRIMARY,0,
EXTENSION SET W/INJECTION SITE,0,
INTERLINK SET-SECONDARY,0,
IV CATHETER 18X1 1/4 IN,0,
IV CATHETER 20X1 1/4,0,
SCALP VEIN INFUSION 27G,0,
IV CATHETER JELCO 20G 1 IN,0,
IV CATHETER,0,
IV CATHETER  18X1 1/4,0,
IV CATHETER 20X1 1/4,0,
IV CATHETER JELCO 22X1,0,
IV CATHETER 24X3/4,0,
PEDIATRIC EXTENSION SET,0,
MASTER FLOW CONTROLLER,0,
EXTENSION SET,0,
PEDIATRIC EXTENSION SET,0,
MICROBORE ANTI-REFLUX Y SET,0,
CONTINUE FLO PRIMARY SET,0,
NS 1000ML FOR IRRIGATION,0,
NITROGLYCERIN SET,0,
BURETRROL 2C2422,0,
BURETROL,0,
BLOOD-Y SET,0,
NS 500ML FOR IRRIGATION,0,
IV CATHETER 14X2 1/4 IN,0,
IV CATHETER 16X2,0,
SCALP VEIN INFUSION 19 G,0,
SCALP VEIN INFUSION 21G,0,
SCALP VEIN INFUSION 23G,0,
SCALP VEIN INFUSION 25G,0,
MISCELLANEOUS-IV,0,
IV ADMIN SET,0,
IV PUMP,0,
MINIDRIP SET,0,
IV CATHETER 22X1,0,
PIGGYBACK FILTER SET,0,
FILTER SET .22 H.P.,0,
IV CATHETER 24 X 5/8,0,
PCA PUMP 1 CHARGE DAILY,0,
SYRINGE PUMP (HARVARD),0,
MISC IV THERAPY-MNC,0,
U24 CRE 0 BILL,0,
MECONIUM DRUG SCREEN,0,
ACCUCHEK RESULTS -LAB USE ONLY,0,
ALPHA-1 ANTITRYPSIN,0,
DG BILIARY CATHETER EXCHANGE,0,
DG C-ARM 1-60 MIN,0,
DG C-ARM 1-60 MIN-NO REPORT,0,
DG FLUORO RM 1-60 MIN-NO RPT,0,
C-ARM FLUOROSCOPY-1ST HOUR,0,
RADIOPHARMECEUTICALS,0,
US BREAST BIOPSY CORE W/IMAG,0,
US BIOPSY NO REPORT,0,
US NEEDLE PLACEMENT NO REPORT,0,
US INTRAOPERATIVE NO REPORT,0,
US DEVICE LOCALIZATION NO REPT,0,
11-15 ADDITIONAL SLICES-CT,0,
CT ADDL VIEWS NO CHARGE,0,
MRI-ADDITIONAL FILM,0,
POLY VI SOL DROPS,0,
FLEETS ENEMA 133ML,0,
MOTRIN 100MG IN 5ML SUSPENSION,0,
PANCREATIN CAP,0,
ENTERIC COATED ASPIRIN 81MG TB,0,
ALDESLEUKIN 22 MU/VIAL,0,
BENZOCAINE 6 PERC. CREAM,0,
BION TEARS EYE DROPS UD,0,
ZITHROMAX 250MG X 2,0,
UROFOLLITROPIN 75 IU,0,
CISPLATIN 50MG,0,
BECLOMETHASONE NASAL INHALER,0,
CISAPRIDE 1MG IN 1ML SUSP,0,
PRECARE PRENATAL VITAMIN,0,
BECLOVENT INHALER,0,
PACLITAXEL 100MG VIAL,0,
UROKINASE 250000 UNITS,0,
CISPLATIN 100MG,0,
PRENATE 90MG TABLETS,0,
ELASE 30G,0,
NIFEDIPINE XL 60MG,0,
IOPIDINE 0.5 PERCENT,0,
DICLOFENAC OPTHALMIC SOLN.,0,
DIPYRIDAMOLE INJ (PER 10MG),0,
FLUTICASONE MDI,0,
BENAZEPRIL 20MG TAB,0,
PREMPRO TABLET,0,
HYDROCODONE W APAP ELIXIR 5ML,0,
XALATAN 0.005p OPTH DROPS,0,
BECLOMETHASONE DS INHALER,0,
NIFEDIPINE CC 60MG TABLET,0,
AMIFOSTINE 500MG,0,
INTERFERON BETA 1A 33 MCG  KIT,0,
DIMETAPP 60ML BOTTLE,0,
SILVER NITRATE STICKS,0,
CROMOLYN NAS SPR 40MG PER ML,0,
FLOVENT INHALER 44MCG,0,
ESTRADIOL 0.05MG PATCH,0,
MOMETASONE FUROATE NASAL SPRAY,0,
BETADINE ANTIS VAGINAL GEL 18G,0,
LORATADINE 10MG DISP BOTTLE,0,
ALPHAGAN 0.2 PERC. OPHTH SOLN,0,
MEDROXYPROGESTERONE 5 MG DISP,0,
POLYTRIM OPTH SOLN 10 ML,0,
NISOLDIPINE 10MG TAB,0,
DORZOLAMIDE 2 PERC. OPTH SOLN,0,
PROMETHAZINE 25MG SUPP DISP,0,
PROMETHAZINE 12.5MG SUPP DISP,0,
CEPHALEXIN 250MG DISP BOT NO 6,0,
FLUOROMETHOLONE 0.1 PERCENT,0,
CEFPROZIL 250MG DISP BOT,0,
PILOCARPINE 0.5 PERC OPTH SOLN,0,
CEPHALEXIN 250MG IN 5ML DISP,0,
