"OHIOHEALTH DOCTORS HOSPITAL, DUBLIN METHODIST HOSPITAL, GRANT MEDICAL CENTER, GROVE CITY METHODIST HOSPITAL, AND RIVERSIDE METHODIST HOSPITAL CHARGE LIST",,,,,,,,,,
SERVICE CATEGORY,DESCRIPTION,CHARGE,DOSE,STATE OF OHIO REQUIREMENT,,,,,,
Pharmaceuticals,HYDROCORTISONE 20 MG TABLET ,$7.63,1 each,,,,,,,
Pharmaceuticals,HYDROCORTISONE 5 MG TABLET ,$6.23,1 each,,,,,,,
Pharmaceuticals,HYDROCORTISONE ACETATE 25 MG RECTAL SUPPOSITORY ,$18.38,1 each,,,,,,,
Pharmaceuticals,HYDROCORTISONE SOD SUCCINATE (PF) 100 MG/2 ML SOLUTION FOR INJECTION ,$97.10,1 each,,,,,,,
Pharmaceuticals,HYDROCORTISONE SOD SUCCINATE (PF) 250 MG/2 ML SOLUTION FOR INJECTION ,$151.50,1 each,,,,,,,
Pharmaceuticals,HYDROCORTISONE SOD SUCCINATE (PF) 500 MG/4 ML SOLUTION FOR INJECTION ,$271.35,1 each,,,,,,,
Pharmaceuticals,HYDROCORTISONE SODIUM SUCCINATE 100 MG SOLUTION FOR INJECTION ,$79.70,1 each,,,,,,,
Pharmaceuticals,HYDROCORTISONE-ACETIC ACID 1 %-2 % EAR DROPS ,$290.75,10 mL,,,,,,,
Pharmaceuticals,HYDROGEN PEROXIDE 3 % STERILE IRRIGATION ,$209.75,500 mL,,,,,,,
Pharmaceuticals,HYDROMORPHONE (PF) 1 MG/ML INJECTION SOLUTION ,$48.65,1 mL,,,,,,,
Pharmaceuticals,HYDROMORPHONE (PF) 10 MG/ML INJECTION SOLUTION ,$49.55,1 mL,,,,,,,
Pharmaceuticals,HYDROMORPHONE (PF) 10 MG/ML INJECTION SOLUTION ,$536.23,50 mL,,,,,,,
Pharmaceuticals,HYDROMORPHONE (PF) 2 MG/ML INJECTION SOLUTION ,$49.85,1 mL,,,,,,,
Pharmaceuticals,HYDROMORPHONE 0.2 MG/ML IN 0.9 % SODIUM CHLORIDE INTRAVENOUS ,$87.47,100 mL,,,,,,,
Pharmaceuticals,HYDROMORPHONE 0.5 MG/0.5 ML INJECTION SYRINGE ,$44.87,0.5 mL,,,,,,,
Pharmaceuticals,HYDROMORPHONE 0.5 MG/ML IN 0.9 % SODIUM CHLORIDE INTRAVENOUS SYRINGE ,$58.17,1 mL,,,,,,,
Pharmaceuticals,HYDROMORPHONE 0.5 MG/ML PCA HIGH RISK ,$89.40,30 mL,,,,,,,
Pharmaceuticals,HYDROMORPHONE 0.5 MG/ML PCA OPIOID NAIVE ,$89.40,30 mL,,,,,,,
Pharmaceuticals,HYDROMORPHONE 0.5 MG/ML PCA OPIOID TOLERANT ,$89.40,30 mL,,,,,,,
Pharmaceuticals,HYDROMORPHONE 1 MG/ML INJECTION SOLUTION  ,$44.59,1 mL,,,,,,,
Pharmaceuticals,HYDROMORPHONE 1 MG/ML INJECTION SYRINGE ,$43.68,1 mL,,,,,,,
Pharmaceuticals,HYDROMORPHONE 1 MG/ML ORAL LIQUID ,$9.70,2 mL,,,,,,,
Pharmaceuticals,HYDROMORPHONE 1 MG/ML ORAL LIQUID ,$481.90,473 mL,,,,,,,
Pharmaceuticals,HYDROMORPHONE 15 MG/30 ML (0.5 MG/ML) IN 0.9 % NACL IV PCA SYRINGE ,$100.60,30 mL,,,,,,,
Pharmaceuticals,HYDROMORPHONE 2 MG TABLET ,$8.83,1 each,,,,,,,
Pharmaceuticals,HYDROMORPHONE 2 MG/ML INJECTION SOLUTION ,$38.96,1 mL,,,,,,,
Pharmaceuticals,HYDROMORPHONE 3 MG RECTAL SUPPOSITORY ,$45.15,1 each,,,,,,,
Pharmaceuticals,HYDROMORPHONE 4 MG TABLET ,$8.95,1 each,,,,,,,
Pharmaceuticals,HYDROMORPHONE 8 MG TABLET ,$6.00,1 each,,,,,,,
Pharmaceuticals,HYDROMORPHONE PCA (PALLIATIVE CARE) 500 MG/50 ML ,$333.60,50 mL,,,,,,,
Pharmaceuticals,HYDROXOCOBALAMIN 5 GRAM INTRAVENOUS SOLUTION ,"$4,152.40",1 each,,,,,,,
Pharmaceuticals,HYDROXYCHLOROQUINE 200 MG TABLET ,$8.55,1 each,,,,,,,
Pharmaceuticals,HYDROXYPROGESTERONE (PF)(PREGNANCY PRESERVING) 250 MG/ML (1 ML) IM OIL ,"$2,593.43",1 mL,,,,,,,
Pharmaceuticals,HYDROXYPROGESTERONE CAPROATE (PF) 250 MG/ML INTRAMUSCULAR INJE ,$264.75,1 mL,,,,,,,
Pharmaceuticals,HYDROXYUREA 500 MG CAPSULE ,$6.95,1 each,,,,,,,
Pharmaceuticals,HYDROXYZINE HCL 10 MG TABLET ,$5.05,1 each,,,,,,,
Pharmaceuticals,HYDROXYZINE HCL 10 MG/5 ML ORAL SOLUTION ,$50.35,120 mL,,,,,,,
Pharmaceuticals,HYDROXYZINE HCL 10 MG/5 ML ORAL SOLUTION ,$85.58,473 mL,,,,,,,
Pharmaceuticals,HYDROXYZINE HCL 25 MG TABLET ,$5.18,1 each,,,,,,,
Pharmaceuticals,HYDROXYZINE HCL 50 MG TABLET ,$5.38,1 each,,,,,,,
Pharmaceuticals,HYDROXYZINE HCL 50 MG/ML INTRAMUSCULAR SOLUTION ,$79.95,1 mL,,,,,,,
Pharmaceuticals,HYDROXYZINE PAMOATE 50 MG CAPSULE ,$5.00,1 each,,,,,,,
Pharmaceuticals,HYOSCYAMINE 0.125 MG SUBLINGUAL TABLET ,$5.40,1 each,,,,,,,
Pharmaceuticals,"HYOSCYAMINE ER 0.375 MG TABLET,EXTENDED RELEASE,12 HR ",$5.75,1 each,,,,,,,
Pharmaceuticals,HYOSCYAMINE SULFATE 0.125 MG TABLET ,$4.95,1 each,,,,,,,
Pharmaceuticals,IBANDRONATE 3 MG/3 ML INTRAVENOUS SYRINGE ,"$1,121.92",3 mL,,,,,,,
Pharmaceuticals,IBUPROFEN 100 MG/5 ML ORAL SUSPENSION ,$0.56,5 mL,,,,,,,
Pharmaceuticals,IBUPROFEN 100 MG/5 ML ORAL SUSPENSION ,$1.05,10 mL,,,,,,,
Pharmaceuticals,IBUPROFEN 100 MG/5 ML ORAL SUSPENSION ,$1.20,20 mL,,,,,,,
Pharmaceuticals,IBUPROFEN 100 MG/5 ML ORAL SUSPENSION ,$3.85,120 mL,,,,,,,
Pharmaceuticals,IBUPROFEN 100 MG/5 ML ORAL SUSPENSION ,$5.30,240 mL,,,,,,,
Pharmaceuticals,IBUPROFEN 200 MG TABLET ,$0.05,1 each,,,,,,,
Pharmaceuticals,IBUPROFEN 400 MG TABLET ,$0.10,1 each,,,,,,,
Pharmaceuticals,IBUPROFEN 600 MG TABLET ,$0.10,1 each,,,,,,,
Pharmaceuticals,IBUTILIDE FUMARATE 0.1 MG/ML INTRAVENOUS SOLUTION ,$392.20,10 mL,,,,,,,
Pharmaceuticals,ICATIBANT 30 MG/3 ML SUBCUTANEOUS SYRINGE ,"$52,228.95",3 mL,,,,,,,
Pharmaceuticals,IDARUBICIN 1 MG/ML INTRAVENOUS SOLUTION ,$792.95,20 mL,,,,,,,
Pharmaceuticals,IDARUCIZUMAB 2.5 GRAM/50 ML INTRAVENOUS SOLUTION ,"$8,472.90",50 mL,,,,,,,
Pharmaceuticals,IFOSFAMIDE 1 GRAM INTRAVENOUS SOLUTION ,$188.33,1 each,,,,,,,
Pharmaceuticals,IFOSFAMIDE 3 GRAM INTRAVENOUS SOLUTION ,$422.90, 1 each ,,,,,,,
Pharmaceuticals,ILOPERIDONE 2 MG TABLET ,$54.95,1 each,,,,,,,
Pharmaceuticals,ILOPERIDONE 6 MG TABLET ,$71.80,1 each,,,,,,,
Pharmaceuticals,IMATINIB 100 MG TABLET ,$140.81,1 each,,,,,,,
Pharmaceuticals,IMATINIB 400 MG TABLET ,$297.40,1 each,,,,,,,
Pharmaceuticals,IMIPENEM-CILASTATIN 500 MG INTRAVENOUS SOLUTION ,$190.40,1 each,,,,,,,
Pharmaceuticals,IMIPRAMINE 10 MG TABLET ,$5.00,1 each,,,,,,,
Pharmaceuticals,IMIPRAMINE 25 MG TABLET ,$5.00,1 each,,,,,,,
Pharmaceuticals,IMIPRAMINE 50 MG TABLET ,$5.17,1 each,,,,,,,
Pharmaceuticals,IMMUNE GLOB G 10 GRAM/100 ML(10%)-GLY-IGA AVE 46 MCG/ML INJECTION SOLN ,"$3,603.50",100 mL,,,,,,,
Pharmaceuticals,IMMUNE GLOB G 20 GRAM/200 ML(10%)-GLY-IGA AVE 46 MCG/ML INJECTION SOLN ,"$7,148.25",200 mL,,,,,,,
Pharmaceuticals,IMMUNE GLOB G 40 GRAM/400 ML(10%)-GLY-IGA AVE 46 MCG/ML INJECTION SOLN ,"$14,237.75",400 mL,,,,,,,
Pharmaceuticals,"IMMUNE GLOB,GAMM(IGG) 10 %-PRO-IGA 0 TO 50 MCG/ML INTRAVENOUS SOLUTION ","$1,391.80",50 mL,,,,,,,
Pharmaceuticals,"IMMUNE GLOB,GAMM(IGG) 10 %-PRO-IGA 0 TO 50 MCG/ML INTRAVENOUS SOLUTION ","$2,724.85",100 mL,,,,,,,
Pharmaceuticals,"IMMUNE GLOB,GAMM(IGG) 10 %-PRO-IGA 0 TO 50 MCG/ML INTRAVENOUS SOLUTION ","$5,390.95",200 mL,,,,,,,
Pharmaceuticals,"IMMUNE GLOB,GAMMA (IGG) 10 %-GLY-IGA OVER 50 MCG/ML INJECTION SOLUTION ","$1,776.45",50 mL,,,,,,,
Pharmaceuticals,"IMMUNE GLOB,GAMMA (IGG) 10 %-GLY-IGA OVER 50 MCG/ML INJECTION SOLUTION ","$3,494.15",100 mL,,,,,,,
Pharmaceuticals,IMMUNE GLOBU G 5 GRAM/50 ML(10 %)-GLY-IGA AVE 46 MCG/ML INJECTION SOLN ,"$1,831.15",50 mL,,,,,,,
Pharmaceuticals,INDIGOTINDISULFONATE SODIUM 8 MG/ML (0.8 %) INJECTION SOLUTION ,$385.93,5 mL,,,,,,,
Pharmaceuticals,"INDIUM IN-111 CAPROMAB PENDETIDE, DIAG, SD UP TO 10","$8,873.50",1 dose,,,,,,,
Pharmaceuticals,"INDIUM IN-111 LABELED AUTOLOGOUS PLATELETS, DIAGNOSTIC, PER STUDY DOSE","$5,096.95",1 dose,,,,,,,
Pharmaceuticals,"INDIUM IN-111 LABELED AUTOLOGOUS WHITE BLOOD CELLS, DIAG,STUDY","$5,096.95",1 dose,,,,,,,
Pharmaceuticals,"INDIUM IN-111 PENTETATE, DIAGNOSTIC, PER 0.5 MILLICURIE","$1,759.00",0.5 millicurie,,,,,,,
Pharmaceuticals,INDOCYANINE GREEN 25 MG SOLUTION FOR INJECTION ,$818.60,1 each,,,,,,,
Pharmaceuticals,INDOMETHACIN 25 MG CAPSULE ,$5.13,1 each,,,,,,,
Pharmaceuticals,INDOMETHACIN 50 MG CAPSULE ,$5.25,1 each,,,,,,,
Pharmaceuticals,INDOMETHACIN 50 MG RECTAL SUPPOSITORY ,$260.00,1 each,,,,,,,
Pharmaceuticals,INFLIXIMAB 100 MG INTRAVENOUS SOLUTION ,"$4,257.30",1 each,,,,,,,
Pharmaceuticals,INFLIXIMAB-DYYB 100 MG INTRAVENOUS SOLUTION ,"$2,685.50", 1 each ,,,,,,,
Pharmaceuticals,INSULIN GLARGINE (U-100) 100 UNIT/ML SUBCUTANEOUS SOLUTION ,$465.00,10 mL,,,,,,,
Pharmaceuticals,INSULIN HUMAN U-100 NPH-REGULR 70-30 MIX 100 UNIT/ML SUBCUTANEOUS SUSP ,$56.25,3 mL,,,,,,,
Pharmaceuticals,INSULIN LISPRO (U-100) 100 UNIT/ML SUBCUTANEOUS SOLUTION ,$117.50,3 mL,,,,,,,
Pharmaceuticals,INSULIN NPH ISOPHANE U-100 HUMAN 100 UNIT/ML SUBCUTANEOUS SUSPENSION ,$56.25,3 mL,,,,,,,
Pharmaceuticals,"INSULIN REGULAR HUMAN U-500""CONCENTRATE"" 500 UNIT/ML SUBCUTANEOUS SOLN ","$7,132.75",20 mL,,,,,,,
Pharmaceuticals,INSULIN U-100 REGULAR HUMAN 100 UNIT/ML INJECTION SOLUTION ,$56.25,3 mL,,,,,,,
Pharmaceuticals,INSULIN U-100 REGULAR HUMAN 100 UNIT/ML INJECTION SOLUTION ,$100.50,10 mL,,,,,,,
Pharmaceuticals,INTERFERON ALFA-2B 10 MILLION UNIT (1 ML) SOLUTION FOR INJECTION ,$65.90,1 each,,,,,,,
Pharmaceuticals,INTERFERON ALFA-2B 10 MILLION UNIT/ML INJECTION SOLUTION ,"$4,047.40",3.2 mL,,,,,,,
Pharmaceuticals,"IOBENGUANE I-123, DIAG, PER STUDY DOSE, UP TO 15 MILLICURIES","$12,223.75",1 dose,,,,,,,
Pharmaceuticals,"IODINE I-123 IOFLUPANE, DIAG, PER STUDY DOSE, UP TO 15 MILLICURIES","$6,600.00",1 dose,,,,,,,
Pharmaceuticals,"IODINE I-123 SODIUM IODIDE, DIAGNOSTIC, PER 100 TO 999 MICROCURIES",$98.00,1 dose,,,,,,,
Pharmaceuticals,"IODINE I-123 SODIUM IODIDE, DIAGNOSTIC, PER MILLICURIE",$649.00,1 millicurie,,,,,,,
Pharmaceuticals,"IODINE I-125 SERUM ALBUMIN, DIAGNOSTIC, PER 5 MICROCURIES","$1,075.00",5 microcurie,,,,,,,
Pharmaceuticals,"IODINE I-125 SODIUM IOTHALAMATE,  DIAG,STUDY, UP TO 10 MICROCURIES","$4,550.00",10 microcurie,,,,,,,
Pharmaceuticals,"IODINE I-131 SODIUM IODIDE CAPSULE(S), DIAGNOSTIC, PER MILLICURIE",$51.50,1 millicurie,,,,,,,
Pharmaceuticals,"IODINE I-131 SODIUM IODIDE CAPSULE(S), THERAPEUTIC, PER MILLICURIE",$51.50,1 millicurie,,,,,,,
Pharmaceuticals,"IODINE I-131 SODIUM IODIDE SOLUTION, DIAGNOSTIC, PER MILLICURIE",$51.50,1 millicurie,,,,,,,
Pharmaceuticals,"IODINE I-131 SODIUM IODIDE SOLUTION, THERAPEUTIC, PER MILLICURIE",$51.50,1 millicurie,,,,,,,
Pharmaceuticals,"IODINE I-131 SODIUM IODIDE,DIAG,PER MICROCURIE (UP TO 100)",$216.05,1 dose,,,,,,,
Pharmaceuticals,IODINE STRONG (LUGOLS) 5 % ORAL SOLUTION ,$106.40,14 mL,,,,,,,
Pharmaceuticals,IODIXANOL 270 MG IODINE/ML INTRAVENOUS SOLUTION,$59.05,50 ml,,,,,,,
Pharmaceuticals,IODIXANOL 320 MG IODINE/ML INTRAVENOUS SOLUTION,$223.05,100 ml,,,,,,,
Pharmaceuticals,IOHEXOL 180 MG IODINE/ML INTRATHECAL SOLUTION,$97.70,10 ml,,,,,,,
Pharmaceuticals,IOHEXOL 300 MG IODINE/ML INTRAVENOUS SOLUTION,$55.60,50 ml,,,,,,,
Pharmaceuticals,IOHEXOL 350 MG IODINE/ML INTRAVENOUS SOLUTION,$80.80,100 ml,,,,,,,
Pharmaceuticals,IOPAMIDOL 41 % INTRATHECAL SOLUTION,$43.30,10 ml,,,,,,,
Pharmaceuticals,IOPAMIDOL 51 % INTRAVENOUS SOLUTION,$41.00,100 ml,,,,,,,
Pharmaceuticals,IOPAMIDOL 61 % INTRATHECAL SOLUTION,$115.40,15 ml,,,,,,,
Pharmaceuticals,IOPAMIDOL 61 % INTRAVENOUS SOLUTION,$21.90,50 ml,,,,,,,
Pharmaceuticals,IOPAMIDOL 76 % INTRAVENOUS SOLUTION,$32.80,75 ml,,,,,,,
Pharmaceuticals,IOTHALAMATE MEGLUMINE 17.2 % URETHRAL SOLUTION,$61.95,250 ml,,,,,,,
Pharmaceuticals,IPILIMUMAB 200 MG/40 ML (5 MG/ML) INTRAVENOUS SOLUTION ,"$115,131.45",40 mL,,,,,,,
Pharmaceuticals,IPILIMUMAB 50 MG/10 ML (5 MG/ML) INTRAVENOUS SOLUTION ,"$28,844.50",10 mL,,,,,,,
Pharmaceuticals,IPRATROPIUM BROMIDE 0.02 % SOLUTION FOR INHALATION ,$5.10,2.5 mL,,,,,,,
Pharmaceuticals,IPRATROPIUM-ALBUTEROL 0.5 MG-3 MG(2.5 MG BASE)/3 ML NEBULIZATION SOLN ,$5.60,3 mL,,,,,,,
Pharmaceuticals,IRINOTECAN 100 MG/5 ML INTRAVENOUS SOLUTION ,$231.98,5 mL,,,,,,,
Pharmaceuticals,IRINOTECAN 40 MG/2 ML INTRAVENOUS SOLUTION ,$181.90,2 mL,,,,,,,
Pharmaceuticals,IRINOTECAN LIPOSOMAL 4.3 MG/ML INTRAVENOUS ,"$7,738.50", 10 mL ,,,,,,,
Pharmaceuticals,IRON DEXTRAN 100 MG/2 ML (50 MG/ML) INJECTION SOLUTION ,$160.75,2 mL,,,,,,,
Pharmaceuticals,IRON DEXTRAN 50 MG/ML INJECTION SOLUTION ,$160.75,2 mL,,,,,,,
Pharmaceuticals,IRON SUCROSE 100 MG IRON/5 ML INTRAVENOUS SOLUTION ,$192.10,5 mL,,,,,,,
Pharmaceuticals,ISAVUCONAZONIUM SULFATE 372 MG INTRAVENOUS SOLUTION ,"$1,465.50",1 each,,,,,,,
Pharmaceuticals,ISOFLURANE 99.9 % INHALATION LIQUID ,$64.75,100 mL,,,,,,,
Pharmaceuticals,ISONIAZID 100 MG TABLET ,$4.85,1 each,,,,,,,
Pharmaceuticals,ISONIAZID 300 MG TABLET ,$7.30,1 each,,,,,,,
Pharmaceuticals,ISONIAZID 50 MG/5 ML ORAL SOLUTION ,$869.00,473 mL,,,,,,,
Pharmaceuticals,ISOPROPYL ALCOHOL 70 % SOLUTION ,$8.95,960 mL,,,,,,,
Pharmaceuticals,ISOPROTERENOL 0.2 MG/ML INJECTION SOLUTION ,"$4,411.38",5 mL,,,,,,,
Pharmaceuticals,ISOSORBIDE DINITRATE 10 MG TABLET ,$6.32,1 each,,,,,,,
Pharmaceuticals,ISOSORBIDE DINITRATE 20 MG TABLET ,$6.53,1 each,,,,,,,
Pharmaceuticals,ISOSORBIDE DINITRATE 5 MG TABLET ,$6.92,1 each,,,,,,,
Pharmaceuticals,"ISOSORBIDE MONONITRATE ER 30 MG TABLET,EXTENDED RELEASE 24 HR ",$5.38,1 each,,,,,,,
Pharmaceuticals,"ISOSORBIDE MONONITRATE ER 60 MG TABLET,EXTENDED RELEASE 24 HR ",$5.33,1 each,,,,,,,
Pharmaceuticals,ISOSULFAN BLUE 1 % SUBCUTANEOUS SOLUTION ,"$3,820.85",5 mL,,,,,,,
Pharmaceuticals,ITRACONAZOLE 10 MG/ML ORAL SOLUTION ,"$1,300.20",150 mL,,,,,,,
Pharmaceuticals,ITRACONAZOLE 100 MG CAPSULE ,$29.64,1 each,,,,,,,
Pharmaceuticals,IVABRADINE 5 MG TABLET ,$25.25,1 each,,,,,,,
Pharmaceuticals,IVERMECTIN 3 MG TABLET ,$18.60,1 each,,,,,,,
Pharmaceuticals,IXABEPILONE 15 MG INTRAVENOUS SOLUTION ,"$4,790.95",1 each,,,,,,,
Pharmaceuticals,IXABEPILONE 45 MG INTRAVENOUS SOLUTION ,"$12,838.30",1 each,,,,,,,
Pharmaceuticals,KETAMINE 10 MG/ML INJECTION SOLUTION ,$98.12,20 mL,,,,,,,
Pharmaceuticals,KETAMINE 100 MG/ML INJECTION SOLUTION ,$71.88,5 mL,,,,,,,
Pharmaceuticals,KETAMINE 50 MG/5 ML (10 MG/ML) IN 0.9 % SODIUM CHLORIDE IV SYRINGE ,$54.08,5 mL,,,,,,,
Pharmaceuticals,KETAMINE MOUTHWASH ORAL SOLUTION 20 MG/5 ML ,$13.00,5 mL,,,,,,,
Pharmaceuticals,KETAMINE MOUTHWASH ORAL SOLUTION 20 MG/DOSE (HOSPICE) ,$92.35,20 mL,,,,,,,
Pharmaceuticals,KETOCONAZOLE 2 % SHAMPOO ,$34.25,120 mL,,,,,,,
Pharmaceuticals,KETOCONAZOLE 2 % TOPICAL CREAM ,$86.75,15 g,,,,,,,
Pharmaceuticals,KETOCONAZOLE 200 MG TABLET ,$8.08,1 each,,,,,,,
Pharmaceuticals,KETOROLAC 0.5 % EYE DROPS ,$67.25,3 mL,,,,,,,
Pharmaceuticals,KETOROLAC 0.5 % EYE DROPS ,$401.90,5 mL,,,,,,,
Pharmaceuticals,KETOROLAC 15 MG/ML INJECTION SOLUTION ,$41.37,1 mL,,,,,,,
Pharmaceuticals,KETOROLAC 30 MG/ML (1 ML) INJECTION SOLUTION ,$36.90,1 mL,,,,,,,
Pharmaceuticals,KETOROLAC 60 MG/2 ML INTRAMUSCULAR SOLUTION ,$37.65,2 mL,,,,,,,
Pharmaceuticals,LABETALOL 100 MG TABLET ,$5.50,1 each,,,,,,,
Pharmaceuticals,LABETALOL 20 MG/4 ML (5 MG/ML) INTRAVENOUS SYRINGE ,$59.18,4 mL,,,,,,,
Pharmaceuticals,LABETALOL 200 MG TABLET ,$5.83,1 each,,,,,,,
Pharmaceuticals,LABETALOL 300 MG TABLET ,$6.56,1 each,,,,,,,
Pharmaceuticals,LABETALOL 5 MG/ML INTRAVENOUS SOLUTION ,$75.73,20 mL,,,,,,,
Pharmaceuticals,LACOSAMIDE 100 MG TABLET ,$49.15,1 each,,,,,,,
Pharmaceuticals,LACOSAMIDE 150 MG TABLET ,$51.75,1 each,,,,,,,
Pharmaceuticals,LACOSAMIDE 200 MG TABLET ,$51.75,1 each,,,,,,,
Pharmaceuticals,LACOSAMIDE 200 MG/20 ML INTRAVENOUS SOLUTION ,$281.55,20 mL,,,,,,,
Pharmaceuticals,LACOSAMIDE 50 MG TABLET ,$33.10,1 each,,,,,,,
Pharmaceuticals,LACTASE 250 MG CAPSULE ,$6.45,1 each,,,,,,,
Pharmaceuticals,"LACTATED RINGERS 1000ML+EPI,LIDO 1%, SOD BICARB (VENOUS ABLATION) ",$177.30,1000 mL,,,,,,,
Pharmaceuticals,"LACTATED RINGERS 500ML +LIDO 1%, SOD BICARB (VENOUS ABLATION) 500 ML ",$177.30,500 mL,,,,,,,
Pharmaceuticals,LACTATED RINGERS INTRAVENOUS SOLUTION ,$65.05,500 mL,,,,,,,
Pharmaceuticals,LACTATED RINGERS INTRAVENOUS SOLUTION ,$67.15,1000 mL,,,,,,,
Pharmaceuticals,LACTATED RINGERS IRRIGATION SOLUTION ,$65.85,1000 mL,,,,,,,
Pharmaceuticals,LACTATED RINGERS IRRIGATION SOLUTION ,$96.50,3000 mL,,,,,,,
Pharmaceuticals,LACTOBACILLUS ACIDOPHILUS CAPSULE ,$4.70,1 each,,,,,,,
Pharmaceuticals,LACTULOSE 10 GRAM/15 ML (15 ML) ORAL SOLUTION ,$6.15,15 mL,,,,,,,
Pharmaceuticals,LACTULOSE 10 GRAM/15 ML ORAL SOLUTION ,$25.75,480 mL,,,,,,,
Pharmaceuticals,LACTULOSE 20 GRAM/30 ML ORAL SOLUTION ,$6.53,30 mL,,,,,,,
Pharmaceuticals,LAMIVUDINE 10 MG/ML ORAL SOLUTION ,$357.08,240 mL,,,,,,,
Pharmaceuticals,LAMIVUDINE 100 MG TABLET ,$13.65,1 each,,,,,,,
Pharmaceuticals,LAMIVUDINE 150 MG TABLET ,$17.40,1 each,,,,,,,
Pharmaceuticals,LAMIVUDINE 150 MG-ZIDOVUDINE 300 MG TABLET ,$10.03,1 each,,,,,,,
Pharmaceuticals,LAMOTRIGINE 100 MG TABLET ,$5.05,1 each,,,,,,,
Pharmaceuticals,LAMOTRIGINE 150 MG TABLET ,$5.10,1 each,,,,,,,
Pharmaceuticals,LAMOTRIGINE 25 MG TABLET ,$5.00,1 each,,,,,,,
Pharmaceuticals,"LANSOPRAZOLE 30 MG DELAYED RELEASE,DISINTEGRATING TABLET ",$46.20,1 each,,,,,,,
Pharmaceuticals,LANTHANUM 500 MG CHEWABLE TABLET ,$40.70,1 each,,,,,,,
Pharmaceuticals,LATANOPROST 0.005 % EYE DROPS ,$28.95,2.5 mL,,,,,,,
Pharmaceuticals,LEECH KIT (STERILE) ,$53.30,1 each,,,,,,,
Pharmaceuticals,LEFLUNOMIDE 10 MG TABLET ,$11.27,1 each,,,,,,,
Pharmaceuticals,LEFLUNOMIDE 20 MG TABLET ,$15.02,1 each,,,,,,,
Pharmaceuticals,LETROZOLE 2.5 MG TABLET ,$5.98,1 each,,,,,,,
Pharmaceuticals,LEUCOVORIN CALCIUM 100 MG SOLUTION FOR INJECTION ,$94.75,1 each,,,,,,,
Pharmaceuticals,LEUCOVORIN CALCIUM 200 MG SOLUTION FOR INJECTION ,$114.45,1 each,,,,,,,
Pharmaceuticals,LEUCOVORIN CALCIUM 350 MG SOLUTION FOR INJECTION ,$192.09,1 each,,,,,,,
Pharmaceuticals,LEUCOVORIN CALCIUM 5 MG TABLET ,$9.18,1 each,,,,,,,
Pharmaceuticals,LEUCOVORIN CALCIUM 500 MG SOLUTION FOR INJECTION ,$323.45,1 each,,,,,,,
Pharmaceuticals,LEUPROLIDE (6 MONTH) 45 MG INTRAMUSCULAR SYRINGE KIT ,"$3,185.35",1 each,,,,,,,
Pharmaceuticals,LEUPROLIDE 11.25 MG (3 MONTH) INTRAMUSCULAR SYRINGE KIT ,"$14,810.25",1 each,,,,,,,
Pharmaceuticals,LEUPROLIDE 22.5 MG (3 MONTH) INTRAMUSCULAR SYRINGE KIT ,"$1,633.70",1 each,,,,,,,
Pharmaceuticals,LEUPROLIDE 3.75 MG INTRAMUSCULAR SYRINGE KIT ,"$4,991.40",1 each,,,,,,,
Pharmaceuticals,LEUPROLIDE 30 MG (4 MONTH) INTRAMUSCULAR SYRINGE KIT ,"$2,150.95",1 each,,,,,,,
Pharmaceuticals,LEUPROLIDE 7.5 MG INTRAMUSCULAR SYRINGE KIT ,$599.30,1 each,,,,,,,
Pharmaceuticals,LEVALBUTEROL CONCENTRATE 1.25 MG/0.5 ML SOLUTION FOR NEBULIZATION ,$16.20,1 each,,,,,,,
Pharmaceuticals,"LEVETIRACETAM 1,000 MG/100 ML IN SODIUM CHLORIDE(ISO-OSM) IV PIGGYBACK ",$160.03,100 mL,,,,,,,
Pharmaceuticals,"LEVETIRACETAM 1,250 MG/83.33 ML IN SODIUM CHLORIDE IVPB ",$187.95,83.33 mL,,,,,,,
Pharmaceuticals,"LEVETIRACETAM 1,500 MG/100 ML IN SODIUM CHLORIDE(ISO-OSM) IV PIGGYBACK ",$185.21,100 mL,,,,,,,
Pharmaceuticals,"LEVETIRACETAM 1,750 MG/175 ML IN SODIUM CHLORIDE IVPB ",$267.00,175 mL,,,,,,,
Pharmaceuticals,LEVETIRACETAM 100 MG/ML ORAL SOLUTION ,$202.15,473 mL,,,,,,,
Pharmaceuticals,"LEVETIRACETAM 2,000 MG/200 ML IN SODIUM CHLORIDE IVPB ",$296.75,200 mL,,,,,,,
Pharmaceuticals,"LEVETIRACETAM 2,500 MG/200 ML IN SODIUM CHLORIDE IVPB ",$332.80,200 mL,,,,,,,
Pharmaceuticals,LEVETIRACETAM 250 MG TABLET ,$5.07,1 each,,,,,,,
Pharmaceuticals,LEVETIRACETAM 250 MG/50 ML IN SODIUM CHLORIDE IVPB ,$94.80,50 mL,,,,,,,
Pharmaceuticals,LEVETIRACETAM 3000 MG/200 ML IN SODIUM CHLORIDE IVPB ,$368.85,200 mL,,,,,,,
Pharmaceuticals,LEVETIRACETAM 500 MG TABLET ,$5.41,1 each,,,,,,,
Pharmaceuticals,LEVETIRACETAM 500 MG/100 ML IN SODIUM CHLORIDE (ISO-OSM) IV PIGGYBACK ,$120.80,100 mL,,,,,,,
Pharmaceuticals,LEVETIRACETAM 500 MG/5 ML (5 ML) ORAL SOLUTION ,$17.51,5 mL,,,,,,,
