Facility,Description,Unit Price
Cooper University Hospital,GUIDE DRL 3.2MM THRD , $732.36 
Cooper University Hospital,GUIDE DRL 4.3MM THRD , $732.36 
Cooper University Hospital,GUIDE DRL TAN/FAN PERC ," $13,028.40 "
Cooper University Hospital,GUIDE DRL THRD 1.5MM W/ D GA ," $1,988.91 "
Cooper University Hospital,GUIDE DRL THRD 2.0MM W/ D GA ," $2,671.15 "
Cooper University Hospital,GUIDE DRL THRD LCP F/ LCP DIST RDS PLT," $1,564.93 "
Cooper University Hospital,GUIDE DRL/SLV 2.0MM PRLL ," $1,349.09 "
Cooper University Hospital,GUIDE MULT WRE ," $3,538.41 "
Cooper University Hospital,GUIDE NDL 18G  X 20 1X5MM 3 PK ETW FIDUCIAL STRL PLCMNT, $993.30 
Cooper University Hospital,GUIDE NDL 18G  X 20 1X5MM SGL ETW SFT TSS FIDUCIAL PLCMNT, $485.10 
Cooper University Hospital,GUIDE NDL 9 INS PALETTE BUR HL TRNDCR 8863 DISP 10-20GA," $1,247.40 "
Cooper University Hospital,GUIDE NDL 9 INS STRL CRNTMY TRNDCR 8862 DISP 10-20GA," $1,247.40 "
Cooper University Hospital,GUIDE NDL BX BIPLANE STRL DISP TRNDCR 8818 8808E," $1,205.82 "
Cooper University Hospital,GUIDE NDL DL RTU INDIV STRL DISP," $1,496.88 "
Cooper University Hospital,GUIDE PIN 2 MM , $245.97 
Cooper University Hospital,GUIDE PIN SUTURE EYE 2.4MM (MIN 6 EA), $314.16 
Cooper University Hospital,GUIDE PROPHECY INFINITY ALIGNMENT (ST/4)," $4,864.86 "
Cooper University Hospital,GUIDE PT SPC BN GRFT HRVT ," $3,799.30 "
Cooper University Hospital,GUIDE PT SPC CUTTING  [SD900.108]," $3,799.30 "
Cooper University Hospital,GUIDE PT SPC MNDB ," $3,799.30 "
Cooper University Hospital,GUIDE PT SPC W/ PLANNING ," $9,106.07 "
Cooper University Hospital,GUIDE SPRING WIRE .018  X 9.84 , $29.94 
Cooper University Hospital,GUIDE TARGETING F/ USE W/ C-M108-7-000," $11,550.00 "
Cooper University Hospital,GUIDE TEMP FIX PIN TAL RESECT , $448.14 
Cooper University Hospital,GUIDE WIRE .028 X 145CM , $53.73 
Cooper University Hospital,GUIDE WIRE .38/180CM 3MM (CUSTOM - ORDER MIN 5 EA), $186.19 
Cooper University Hospital,GUIDE WIRE BENSTON 260CM , $63.80 
Cooper University Hospital,GUIDE WIRE CURVED .035X260CM LUNDERQUIST EXTRA STIFFED, $529.45 
Cooper University Hospital,GUIDE WIRE EXTRA STIFF.038X145 , $138.74 
Cooper University Hospital,GUIDE WIRE LUNDERQUIST 300CM , $529.45 
Cooper University Hospital,GUIDEPIN 3.2MM TIP THRD , $620.93 
Cooper University Hospital,GUIDEPIN 3.2MMX14IN , $188.73 
Cooper University Hospital,GUIDEPIN 3.2X300MM  [71177201], $276.18 
Cooper University Hospital,GUIDEPIN 3.2X300MM DRL TIP , $271.98 
Cooper University Hospital,GUIDEPIN 3.2X343MM , $708.25 
Cooper University Hospital,GUIDEPIN BAY PT 1.3 X 140MM  [128039], $117.26 
Cooper University Hospital,GUIDEPIN GENOSPHERE , $272.58 
Cooper University Hospital,GUIDEPIN THREADED 3.2 X 343MM , $714.71 
Cooper University Hospital,GUIDEPIN TIP THRD 1.9 X 300MM  [71110400], $242.55 
Cooper University Hospital,GUIDEWIRE .018INX260CMX90DEG MCNAMARA RNL EXCH, $425.04 
Cooper University Hospital,GUIDEWIRE .025 X 150CM , $61.68 
Cooper University Hospital,GUIDEWIRE .045IN W/ TROC TIP , $101.64 
Cooper University Hospital,GUIDEWIRE .045IN W/ TROC TIP , $145.53 
Cooper University Hospital,GUIDEWIRE .045X4IN NS , $147.84 
Cooper University Hospital,GUIDEWIRE .045X5.91IN (MIN 6 EA) [AR-8933K], $32.34 
Cooper University Hospital,GUIDEWIRE .053IN (MIN 6 EA) [AR-8737-01], $69.30 
Cooper University Hospital,GUIDEWIRE .053IN (MIN 6 EA) [AR-8737-01], $99.33 
Cooper University Hospital,GUIDEWIRE .094X8IN (2.4X200MM W/TRCR TIP [AR-8967K], $69.30 
Cooper University Hospital,GUIDEWIRE 0.86MM , $101.64 
Cooper University Hospital,GUIDEWIRE 0.86MM W/ LSR LN SS  [AR-8737-21], $69.30 
Cooper University Hospital,GUIDEWIRE 045X6.84 W/ DBL TROC TIP [AR-8950-06], $92.40 
Cooper University Hospital,GUIDEWIRE 1.1X150MM NTHRD F/ 3.0MM CANN SCR W/ SPD PT [292.623], $144.56 
Cooper University Hospital,GUIDEWIRE 1.1X150MM NTHRD F/ 3.0MM CANN SCR W/ SPD PT [292.623], $145.58 
Cooper University Hospital,GUIDEWIRE 1.1X150MM THRD F/ 3.0MM CANN SCR, $152.23 
Cooper University Hospital,GUIDEWIRE 1.1X150MM THRD F/ 3.0MM CANN SCR, $154.26 
Cooper University Hospital,GUIDEWIRE 1.25MM CANN , $221.07 
Cooper University Hospital,GUIDEWIRE 1.37MM , $874.06 
Cooper University Hospital,GUIDEWIRE 1.4X150MM THRD ASNIS III, $144.01 
Cooper University Hospital,GUIDEWIRE 1.6 , $124.74 
Cooper University Hospital,GUIDEWIRE 1.6 X 6IN PT , $67.08 
Cooper University Hospital,GUIDEWIRE 1.6X150MM THRD F/ 4.5MM CANN SCR [292.72], $173.48 
Cooper University Hospital,GUIDEWIRE 100P  [86PS1000]," $1,099.56 "
Cooper University Hospital,GUIDEWIRE 11.0/3.2MM 222MM ," $1,576.48 "
Cooper University Hospital,GUIDEWIRE 150CM X .038IN STR ZPWR HDRPH STF, $282.74 
Cooper University Hospital,GUIDEWIRE 17.0/3.2MM 161MM ," $1,279.69 "
Cooper University Hospital,GUIDEWIRE 180CM .038IN ANG 3CM GLDWR HDRPH VASC, $190.11 
Cooper University Hospital,GUIDEWIRE 2.0 X 280MM FIX KIRSCHNER, $91.48 
Cooper University Hospital,GUIDEWIRE 2.0MM  [XBR001001], $598.29 
Cooper University Hospital,GUIDEWIRE 2.0X230MM NON-CLR THRD SPD PT, $202.36 
Cooper University Hospital,GUIDEWIRE 2.0X230MM NTHRD W/ SPD PT, $194.64 
Cooper University Hospital,GUIDEWIRE 2.0X230MM THRD F/ 7.0 CANN SCR [292.65], $206.19 
Cooper University Hospital,GUIDEWIRE 2.0X240MM , $174.41 
Cooper University Hospital,GUIDEWIRE 2.4MM , $67.08 
Cooper University Hospital,GUIDEWIRE 2.5MM DRL TIP W/ 12MM THRD 300MM, $362.35 
Cooper University Hospital,GUIDEWIRE 2.5MM F/ 5.0MM CANN LCKNG SCR [324.174], $755.51 
Cooper University Hospital,GUIDEWIRE 2.5X200MM DRL TIP  [310.243], $333.43 
Cooper University Hospital,GUIDEWIRE 2.8MM  [03.108.005], $186.00 
Cooper University Hospital,GUIDEWIRE 2.8MM ADJ PRLL ," $2,590.20 "
Cooper University Hospital,GUIDEWIRE 2.8MM NS , $312.45 
Cooper University Hospital,GUIDEWIRE 2.8X300MM THRD TROC PT F/ 7.3MM CANN SCR, $235.16 
Cooper University Hospital,GUIDEWIRE 260 X 4 X 15CM STR LUNDERQUIST, $475.86 
Cooper University Hospital,GUIDEWIRE 260CM .038IN ANG 3CM GLDWR HDRPH VASC, $212.52 
Cooper University Hospital,GUIDEWIRE 3.0 X 305MM EX FIX , $348.12 
Cooper University Hospital,GUIDEWIRE 3.0MM , $373.53 
Cooper University Hospital,GUIDEWIRE 3.0MMX100CM BL NS , $538.69 
Cooper University Hospital,GUIDEWIRE 3.0MMX100CM TEARDRP , $627.63 
Cooper University Hospital,GUIDEWIRE 3.0X1000 BALL TIP , $792.33 
Cooper University Hospital,GUIDEWIRE 3.2 X 12MM THRD , $155.00 
Cooper University Hospital,GUIDEWIRE 3.2 X 9MM THRD , $67.08 
Cooper University Hospital,GUIDEWIRE 3.2MM , $635.99 
Cooper University Hospital,GUIDEWIRE 3.2MM , $421.34 
Cooper University Hospital,GUIDEWIRE 3.2MM , $533.61 
Cooper University Hospital,GUIDEWIRE 3.2MM , $498.73 
Cooper University Hospital,GUIDEWIRE 3.2MM  [702463S], $498.73 
Cooper University Hospital,GUIDEWIRE 3.2MM 290MM  [03.010.115], $485.70 
Cooper University Hospital,GUIDEWIRE 3.2MM 400MM , $493.42 
Cooper University Hospital,GUIDEWIRE 3.2MM THRD  [705236], $388.08 
Cooper University Hospital,GUIDEWIRE 3.2MM UNTHRD  [705235], $362.21 
Cooper University Hospital,GUIDEWIRE 3.2X508MM , $480.25 
Cooper University Hospital,GUIDEWIRE 60CM X 2.4MM , $406.56 
Cooper University Hospital,GUIDEWIRE ADJ PRLL ," $2,447.63 "
Cooper University Hospital,GUIDEWIRE APRCH CTO MICORWIRE  [CMW-14-300-25G], $554.40 
Cooper University Hospital,GUIDEWIRE APRCH HYDRO ST MICORWIRE [HMW-14-190-ST], $600.60 
Cooper University Hospital,GUIDEWIRE ASNIS III 2.0X150MM , $144.01 
Cooper University Hospital,GUIDEWIRE BALL NOSE 2.0MMX70CM  [2810-17-006], $904.60 
Cooper University Hospital,GUIDEWIRE BEAD TIP 2.6MMX80CM , $360.82 
Cooper University Hospital,GUIDEWIRE BL NOSE 3.0MMX80CM , $538.69 
Cooper University Hospital,GUIDEWIRE BLNT 1.5X150MM , $457.38 
Cooper University Hospital,GUIDEWIRE COCR 2.5MMX220MM , $536.15 
Cooper University Hospital,GUIDEWIRE ENDO 260CM NAVIPRO HDRPH .035IN STR PANCREATICO, $454.15 
Cooper University Hospital,GUIDEWIRE F/ BIO CMPR SCR , $32.34 
Cooper University Hospital,GUIDEWIRE NITINOL  [48-9016], $577.50 
Cooper University Hospital,GUIDEWIRE NTHRD 1.6X150MM  [292.727], $145.48 
Cooper University Hospital,GUIDEWIRE NTHRD 12IN W/TRCR TIP [AR-8967K-12], $101.64 
Cooper University Hospital,GUIDEWIRE PARALLEL 2.0MM ," $1,658.53 "
Cooper University Hospital,GUIDEWIRE PROSTOP PLUS .054IN , $438.90 
Cooper University Hospital,GUIDEWIRE PROSTOP PLUS .078IN , $101.64 
Cooper University Hospital,GUIDEWIRE PROVOX STRL , $522.06 
Cooper University Hospital,GUIDEWIRE PULM 0.035INX180CM STR TIP ESCP JGWR, $552.14 
Cooper University Hospital,GUIDEWIRE SMTH 1.6MM , $124.74 
Cooper University Hospital,GUIDEWIRE SMTH 2.4 X 9IN , $90.97 
Cooper University Hospital,GUIDEWIRE SMTH TIP 2 X 800MM , $623.24 
Cooper University Hospital,GUIDEWIRE THRD W/ TIP 0.45 , $92.40 
Cooper University Hospital,GUIDEWIRE TROCAR TIP 1.35MM (MIN 6 EA) [AR-8943-01], $92.40 
Cooper University Hospital,GUIDEWIRE ULTRA TRACK HYBRID , $328.02 
Cooper University Hospital,GUIDEWIRE VAR ANG ," $3,896.88 "
Cooper University Hospital,GUIDEWIRE VASC 180CM .018IN EXCH SHRT CRV TPR SPRG COIL, $425.04 
Cooper University Hospital,GUIDEWIRE VASC 300CM .014IN STD TIP 28D ENTEER HDRPH," $1,663.20 "
Cooper University Hospital,GUIDEWIRE W/ TROC TIP .053IN THRD 1.35MM, $92.40 
Cooper University Hospital,GUIDEWIRE W/ TROC TIP .078X8IN , $115.50 
Cooper University Hospital,GW .008  MIRAGE NEURO ," $2,240.70 "
Cooper University Hospital,GW .014 SPARTA COR 130 (PERIPH), $300.30 
Cooper University Hospital,GW .014 SPARTA COR 300 (PERIPH), $383.46 
Cooper University Hospital,GW .035  3MM J MC , $55.44 
Cooper University Hospital,GW .035 260 JTIP , $33.50 
Cooper University Hospital,GW .035 260 STRAIGHT , $33.50 
Cooper University Hospital,GW .035 BENTSON 150CM , $90.09 
Cooper University Hospital,GW .035 EXTRA STIFF J 260CM , $71.75 
Cooper University Hospital,GW .035 STRAIGHT TIP 150CM EMERALD, $33.50 
Cooper University Hospital,GW .035 SUPRA COR 300 (PERIPH) , $383.46 
Cooper University Hospital,GW .035 X 145CM PTFE , $68.33 
Cooper University Hospital,GW .035 X 180CM LGTH HYDROPHILIC, $106.03 
Cooper University Hospital,GW .035 X 3MM TYPE J , $55.44 
Cooper University Hospital,GW .035X 180CM STIFF STRAIGHT , $415.80 
Cooper University Hospital,GW .035X150X3CM STR SNSR DLFLX PTFE NITINOL W/HYDRO TIP, $247.91 
Cooper University Hospital,GW .035X300X4CM XTD CRV EXCH , $529.45 
Cooper University Hospital,GW .035X7X180MM XTRA STF CRVD (CUSTOM ITEM 5 MIN ORDER), $49.90 
Cooper University Hospital,GW .035X7X180MM XTRA STF CRVD (CUSTOM ITEM 5 MIN ORDER), $370.06 
Cooper University Hospital,GW .038 X 260 EXTRA STIFF , $71.75 
Cooper University Hospital,GW 0.016IN X 180CM 25CM TIP FATHOM STEERABLE, $981.66 
Cooper University Hospital,GW 0.035INX145CM STR TIP PTFE VASC IMG, $27.72 
Cooper University Hospital,GW 0.035INX260CM BRECKER CRV CONFIDA [GWBC30], $900.90 
Cooper University Hospital,GW 014 THRUWAY 190CM/SHORT TAPE/STRAIGHT, $460.66 
Cooper University Hospital,GW 014 THRUWAY 300CM/SHORT TAPE/STRAIGH, $478.22 
Cooper University Hospital,GW 035 , $69.30 
Cooper University Hospital,GW 1.25MM THRD 150MM F/ USE W/ 3.5-4.0MM CANN SCR, $152.23 
Cooper University Hospital,GW 1.45MM NTNL BLNT THRD DISP VIPER," $2,356.20 "
Cooper University Hospital,GW 1.6MM DRILL TIP , $197.69 
Cooper University Hospital,GW 1.6MM DRL TIP 150MM , $221.62 
Cooper University Hospital,GW 1.6MMX100MM ANCHORAGE , $110.88 
Cooper University Hospital,GW 13.0MM/3.2MM F/ SPRL BLDE AIMING ARM," $1,460.84 "
Cooper University Hospital,GW 13.0MM/3.2MM W/ TROC TIP , $713.10 
Cooper University Hospital,GW 150 AQUA TRACK , $159.39 
Cooper University Hospital,GW 150 AQUA TRACK STIFF , $210.21 
Cooper University Hospital,GW 175 STD J (AJI) , $33.50 
Cooper University Hospital,GW 180 ASAHI GRAND SLAM , $351.12 
Cooper University Hospital,GW 2.5 , $272.58 
Cooper University Hospital,GW 2.5MM DRILL TIP 300MM , $350.80 
Cooper University Hospital,GW 2.5MM THRD 230MM SPADE PT , $248.60 
Cooper University Hospital,GW 2.8MM THRD 450MM TROC PT 300MM CLBRT, $404.76 
Cooper University Hospital,GW 2.8X230MM HP COCR THRD TIP STRL, $144.79 
Cooper University Hospital,GW 3.2 X 14IN THRD LNG , $561.56 
Cooper University Hospital,GW 3MMX800MM SMTH TIP FEM STER , $623.24 
Cooper University Hospital,GW ACUFEX CANNUFLEX , $206.61 
Cooper University Hospital,GW ADV 45 DEG .018 X 300CM HYDROPHILIC COATED," $1,362.90 "
Cooper University Hospital,GW AMPLATZ .035 75CM , $104.00 
Cooper University Hospital,GW AMPLATZ .035 X 145 CM , $104.00 
Cooper University Hospital,GW AMPLATZ 260 X .035 SUPER STIFF, $171.08 
Cooper University Hospital,GW AMPLATZ EX. STIFF .035 X 80 , $88.94 
Cooper University Hospital,GW AMPLATZ SS XCH .035 X 260CM , $164.75 
Cooper University Hospital,GW AMPLATZ SS XCH 035 X 180CM , $157.50 
Cooper University Hospital,GW ANGIO APPROACH STR .014X 30 , $600.60 
Cooper University Hospital,GW APOLLO SPHINCTEROTOME , $651.88 
Cooper University Hospital,GW AQUA TRACK 180 REG ANGLE , $196.35 
Cooper University Hospital,GW AQUATRACK 180 ANG. STIFF , $210.21 
Cooper University Hospital,GW AQUATRACK 260 REG. ANG , $210.21 
Cooper University Hospital,GW AQUATRACK 260 STIFF ANG , $214.83 
Cooper University Hospital,GW ASAHI GRAND SLAM 300CM , $438.90 
Cooper University Hospital,GW ASAHI MIRACLE 6 , $600.60 
Cooper University Hospital,GW BALL TIP , $465.00 
Cooper University Hospital,GW BALL TIP 3 MM X 800 MM , $637.51 
Cooper University Hospital,GW BALL TIP 3.0 X 1250MM STERILE, $623.24 
Cooper University Hospital,GW BALL TIP 3X1000 STERILE , $674.98 
Cooper University Hospital,GW BALL-TIPPED 2.5 X 800MM , $623.24 
Cooper University Hospital,GW BEAD TIP 3 MM X 98 CM , $424.35 
Cooper University Hospital,GW BENTSON 180 X .035 X 20 , $104.87 
Cooper University Hospital,GW BLUNT 1.37MM , $855.07 
Cooper University Hospital,GW BMW 300 J UNIVERSAL , $438.90 
Cooper University Hospital,GW BMW UNV J 190 (RX) , $438.90 
Cooper University Hospital,GW DREAMWIRE .035 X 260 , $680.34 
Cooper University Hospital,GW ENDO .025IN 260CM STR TIP HPRFR JGWR BIL STRL DISP, $409.56 
Cooper University Hospital,GW FIXED CORE .035X180X3 SAFE T J CURVED, $43.89 
Cooper University Hospital,GW FX WIRE , $594.83 
Cooper University Hospital,GW GLIDEWIRE .025 X 150CM , $194.13 
Cooper University Hospital,GW GLIDEWIRE .035 X 150CM ANGLED, $141.60 
Cooper University Hospital,GW GLIDEWIRE .035 X 150CM STRT , $194.13 
Cooper University Hospital,GW GLIDEWIRE .035 X 260CM ST ANGLED, $179.44 
Cooper University Hospital,GW GLIDEWIRE .038X150CM ANGLED, $282.74 
Cooper University Hospital,GW HBRD 0.038INX150CM 5CM TIP STR ULTRATRACK REG BD, $174.64 
Cooper University Hospital,GW HYPROCURE SINUS TARSI , $69.30 
Cooper University Hospital,GW JAGWIRE .035 , $409.56 
Cooper University Hospital,GW MAG/CTQ GW .035 180 , $227.40 
Cooper University Hospital,GW MAG/CTQ GW 035/260 , $227.40 
Cooper University Hospital,GW MARKED SPRING TIP , $531.30 
Cooper University Hospital,GW NEWTON LLT .038 X 150 , $55.44 
Cooper University Hospital,GW NITINOL , $350.47 
Cooper University Hospital,GW NITREX 0.35X260 , $269.48 
Cooper University Hospital,GW NOVOGOLD .018INX480CM STR TIP, $910.14 
Cooper University Hospital,GW PILOT 50 190 J (RX) (ORDER IN QTY OF 5), $438.90 
Cooper University Hospital,GW PILOT 50 J TIP 300 , $438.90 
Cooper University Hospital,GW PLATINUM PLUS .018 , $330.15 
Cooper University Hospital,GW PTFE COATED 0.38X150CM STIFF BODIED FLEX TIP, $60.75 
Cooper University Hospital,GW ROADRUNNER .035 X 180 SNGL PC THE FIRM, $108.57 
Cooper University Hospital,GW ROSEN .035 X 180CM CRVD , $36.31 
Cooper University Hospital,GW ROSEN EXCHANGE .035 X 260CM , $86.39 
Cooper University Hospital,GW SAFETY 3MM J-TIP .025X145CM , $106.35 
Cooper University Hospital,GW SENSOR DUAL FLEX .038 , $236.64 
Cooper University Hospital,GW SMTH 3.0MMX100CM BULLET TIP , $454.84 
Cooper University Hospital,GW SNCHR 10 ACC LGTH 200CM ," $2,443.98 "
Cooper University Hospital,GW SNCHR 10 EXCH LGTH 300CM ," $2,869.02 "
Cooper University Hospital,GW SNCHR 14 EXCH LGTH 300CM ," $3,336.56 "
Cooper University Hospital,GW SNCHR 2 ACC LGTH SFT 200CM ," $2,443.98 "
Cooper University Hospital,GW SNCHR 2 ACC LGTH STD 200CM ," $2,443.98 "
Cooper University Hospital,GW SPARTA CORE 190 , $360.36 
Cooper University Hospital,GW SPEEDGUIDE F/ 2.4/2.7X30MM T8," $1,547.15 "
Cooper University Hospital,GW STD ANG TIP .035X180CM LAURETTE, $129.36 
Cooper University Hospital,GW STIFF ANG TIP .035X180CM LAURETTE, $129.36 
Cooper University Hospital,GW STR TIP FIXED CORE , $27.72 
Cooper University Hospital,GW SUTURE PASSING , $346.50 
Cooper University Hospital,GW SV5 180CM (PERIPH) , $346.50 
Cooper University Hospital,GW THRD 1.4X150MM ASNIS III  [702459S], $404.30 
Cooper University Hospital,GW THRD W/ TROC TIP 1.35MM , $92.40 
Cooper University Hospital,GW THRD W/TROC TIP .062 , $101.64 
Cooper University Hospital,GW THRUWAY 190CM STRAIGHT , $386.05 
Cooper University Hospital,GW THRUWAY 300 CM/SHORT TAPER/ STRAIGHT, $421.16 
Cooper University Hospital,GW TIP THREADED 3.2 MM , $485.10 
Cooper University Hospital,GW TRANSEND .014 X 190 CM , $722.80 
Cooper University Hospital,GW TRANSEND EXCH 300 FLPY ," $2,571.49 "
Cooper University Hospital,GW TRANSEND SFT TIP 205CM ," $2,103.95 "
Cooper University Hospital,GW ULTRA STIFF .035X 80CM , $75.44 
Cooper University Hospital,GW V-18 02 8/200 , $359.76 
Cooper University Hospital,GW V-18 03 8/300 , $375.14 
Cooper University Hospital,GW V-18 X 200 , $359.76 
Cooper University Hospital,GW VASC .035 180CM 3CM ANGLE FLEXTIP, $152.46 
Cooper University Hospital,GW VASC 180CM .018IN 45D 25CM GLDWR GT HDRPH, $859.32 
Cooper University Hospital,GW VIPER 1.45MM BLUNT ," $1,016.40 "
Cooper University Hospital,GW W/ TROC TIP 2.4MMX9.25IN , $69.30 
Cooper University Hospital,GW W/ TROC TIP THRD 8IN , $138.60 
Cooper University Hospital,GW X-PEDION-10 2 00CM NEURO ," $1,233.54 "
Cooper University Hospital,GW XS PRE-SHAPED TAV/TAVI ," $1,016.40 "
Cooper University Hospital,HCG PREGANCY CASSETTE RAPID TEST, $113.42 
Cooper University Hospital,HCG QUAL SERUM/URINE 50 TESTS , $6.84 
Cooper University Hospital,HEAD CSST 12MM DISP F/ XPD ," $3,603.60 "
Cooper University Hospital,HEAD CSST 14MM DISP F/ XPD ," $3,603.60 "
Cooper University Hospital,HEAD RDC ANG 7.0MM  [352.055], $601.34 
Cooper University Hospital,HEAD RDC STR 7.0MM  [352.050], $601.34 
Cooper University Hospital,HEAD RMR 12.0MM F/ RIA STRL ," $1,807.76 "
Cooper University Hospital,HEAD RMR 12.5MM F/ RIA STRL ," $1,807.76 "
Cooper University Hospital,HEAD RMR 13.0MM F/ RIA STRL ," $1,807.76 "
Cooper University Hospital,HEAD RMR 13.5MM F/ RIA STRL ," $1,807.76 "
Cooper University Hospital,HEAD RMR 14.0MM F/ RIA STRL ," $1,807.76 "
Cooper University Hospital,HEAD RMR 14.5MM F/ RIA STRL ," $1,807.76 "
Cooper University Hospital,HEAD RMR 15.0MM F/ RIA STRL ," $1,807.76 "
Cooper University Hospital,HEAD RMR 15.5MM F/ RIA STRL ," $1,807.76 "
Cooper University Hospital,HEAD RMR 16.0MM F/ RIA STRL ," $1,807.76 "
Cooper University Hospital,HEAD RMR 16.5MM F/ RIA STRL ," $1,807.76 "
Cooper University Hospital,HEAD RMR MDLRY 10.0MM  [352.100]," $1,553.38 "
Cooper University Hospital,HEAD RMR MDLRY 10.5MM  [352.105]," $1,553.38 "
Cooper University Hospital,HEAD RMR MDLRY 11.0MM  [352.110]," $1,553.38 "
Cooper University Hospital,HEAD RMR MDLRY 11.5MM  [351.54], $869.95 
Cooper University Hospital,HEAD RMR MDLRY 11.5MM  [352.115]," $1,553.38 "
Cooper University Hospital,HEAD RMR MDLRY 12.0MM  [352.120]," $1,553.38 "
Cooper University Hospital,HEAD RMR MDLRY 12.5MM  [352.125]," $1,553.38 "
Cooper University Hospital,HEAD RMR MDLRY 13.0MM  [352.130]," $1,553.38 "
Cooper University Hospital,HEAD RMR MDLRY 13.5MM  [352.135]," $1,553.38 "
Cooper University Hospital,HEAD RMR MDLRY 14.0MM  [352.140]," $1,553.38 "
Cooper University Hospital,HEAD RMR MDLRY 14.5MM  [352.145]," $1,553.38 "
Cooper University Hospital,HEAD RMR MDLRY 15.0MM  [352.150]," $1,553.38 "
Cooper University Hospital,HEAD RMR MDLRY 15.5MM  [352.155]," $1,553.38 "
Cooper University Hospital,HEAD RMR MDLRY 16.0MM  [352.160]," $1,553.38 "
Cooper University Hospital,HEAD RMR MDLRY 16.5MM  [352.165]," $1,553.38 "
Cooper University Hospital,HEAD RMR MDLRY 17.0MM  [352.170]," $1,553.38 "
Cooper University Hospital,HEAD RMR MDLRY 17.5MM  [351.66], $869.95 
Cooper University Hospital,HEAD RMR MDLRY 17.5MM  [352.175]," $1,553.38 "
Cooper University Hospital,HEAD RMR MDLRY 18.0MM  [352.180]," $1,553.38 "
Cooper University Hospital,HEAD RMR MDLRY 18.5MM  [352.185]," $1,553.38 "
Cooper University Hospital,HEAD RMR MDLRY 19.0MM  [352.190]," $1,553.38 "
Cooper University Hospital,HEAD RMR MDLRY 8.5MM  [352.085]," $1,553.38 "
Cooper University Hospital,HEAD RMR MDLRY 9.0MM  [352.090]," $1,553.38 "
Cooper University Hospital,HEAD RMR MDLRY 9.5MM  [352.095]," $1,553.38 "
Cooper University Hospital,HEMOSTAT AVITENE MICROFIBRILLATOR COLLAGEN, $542.85 
Cooper University Hospital,HEMOSTAT ENDOAVITENE 10 MM ," $1,626.15 "
Cooper University Hospital,HEMOSTAT FLOWABLE D-STAT , $549.78 
Cooper University Hospital,HEMOSTAT SURGICEL FIBRILLAR , $264.13 
Cooper University Hospital,HINGE FEMALE , $604.76 
Cooper University Hospital,HOLDER ASST W/ STAB SFT 3S ," $2,129.82 "
