DESCRIPTION,CHARGE
NEEDLE SCORPION KNEE AR12990N,"1,138"
NEEDLE SUTURE FIBERWIRE2-0 AR7221,120
NEEDLE TRUEPASS DISP 72203793,847
"NEEDLE,TRANSSEPTAL(ST JUDE)","1,944"
NEEDLEMACROPLAS3.8FRX14.5INMRN420,194
"NEG PRESS WOUND TX, <50 CM",754
"NEG.PRESS.WND.TX,DISP.EQ,< 50 CM",835
NEOMYCIN 500MG TAB,11
NEONATAL T4 TO THE STATE,154
NEOSPORIN GU IRRIGANT SOLN 1ML,73
"NEOSPORIN OINT, 30GM",20
NEOSPORIN OINTMENT 1GM,2
NEOSPORIN OPTH OINT 3.5G,323
NEOSTIGMINE METHYLS.@0.5MG (10MG),14
"NEOSTIGMINE METHYLS.@0.5MG,IJ(4MG",30
"NERVE BLOCK INJ,INTERCOSTAL,SINGL",746
NEURO MAX SHEATH 6F 90X4CM,"2,542"
NEUROFLEX COLL CUFF 2X2.5 CCF2025,"9,489"
NEUROFLEX COLLAGEN6X2.5 CNCF6025,"8,551"
NEUROFLEX COLLGNCUFF3X2.5CNCF3025,"7,435"
NEUROMED COLLGNWRAP6X2.5CMCNW6025,"9,396"
NEUROMUSCULAR REEDUCATION,175
NEURONTIN (GABA PENTIN),249
NEUROSTIMULATOR ENTERRALL 37800,"50,791"
NEUROSTIMULATOR VERIFY EXT 3531,"2,335"
"NEUTRA-PHOS PWD, 1.25G",3
"NEVIRAPINE SUSP, 50MG/5ML",26
"NEVIRAPINE TAB, 200MG",97
NEW PATIENT LEVEL 1,131
NEW PATIENT LEVEL 2,173
NEW PATIENT LEVEL 3,239
NEW PATIENT LEVEL 4,316
NEW PATIENT LEVEL 5,388
NIACIN 250MG CAP SA,0
NIACIN TAB CR 500MG,33
"NIACIN TAB, 100MG",0
NICARDIPINE IN NSS INF,691
NICARDIPINE PREMIX 40MG IN NSS 20,"1,382"
"NICOTINE PATCH, 14MG/24HR",12
"NICOTINE PATCH, 21MG/24HR",12
"NICOTINE PATCH, 7MG/24HR",12
NIFEDIPINE 10MG CAP,11
NIFEDIPINE SR TAB 90MG,15
NIFEDIPINE TAB 30MG SA,8
NIFEDIPINE TAB 60MG SA,12
NIMODIPINE 30MG CAP,90
"NIMODIPINE, ORAL SOLN, 60MG/20ML",496
"NITROFURANTOIN MONO CAP, 100MG",15
NITROGLYCERIN 0.1MG/HR PATCH,11
NITROGLYCERIN 0.2MG/HR PATCH,9
NITROGLYCERIN 0.3MG/HR PATCH,36
NITROGLYCERIN 0.4MG TAB SL 25',7
NITROGLYCERIN 0.4MG/HR PATCH,12
NITROGLYCERIN 0.6MG/HR PATCH,14
"NITROGLYCERIN CAP SA, 2.5MG",5
"NITROGLYCERIN IN DEXTROSE 5%, 50M",127
NITROGLYCERIN INJ 5MG/ML 10ML,92
NITROGLYCERIN OINT FOILPAC 2%,16
NITROGLYCERIN SPRAY,"1,272"
NITROPRUSSIDE 50MG INJ,"1,869"
"NIVOLUMAB, PER 1 MG, INJ (100)",178
"NIVOLUMAB, PER 1 MG, INJ (40)",178
"NIZORAL SHAMPOO 2%, 120ML",156
NM CARDIOLITE,340
NM CITRATE,576
NM DPTA/TC99M,108
NM G.I. BLEEDING SCAN,"2,696"
NM GASTRIC EMPTYING SCAN,"3,957"
NM I-123 200 UCI,235
"NM I-131,DIAG.-SOD.IOD.CAP.@ 1MCI",83
NM LIVER-SPLEEN SCAN,"1,092"
NM LUNG SCAN PERFUSION,"2,232"
NM MDP/TC99M,361
NM MECKLE SCAN,"1,590"
NM OCTREOSCAN,"6,764"
NM PERTECH,340
NM SALIVARY GLAND SCAN,"1,092"
NM SULFCOL,258
NM TECHNETIUM TC-99 MAA,340
NM WBC,340
NM XENON,340
"NM-BRACHYTHER,NON-STR,Y90MICROSPH","50,815"
"NM-TC99M-MEBROFENIN,<15MCI (CHOL)","1,350"
NON-COVERED MEDICARE MILEAGE,21
NON-STRESS TEST,"1,144"
"NOREPINEPHRINE DRIP,4MG(250ML D5W",132
"NOREPINEPHRINE INF, 4MG NSS 250ML",142
"NORMOSOL-R INF, [PH-7]",170
NORTRIPTYLINE 10MG CAP,2
NORTRIPTYLINE 25MG CAP,8
NORTRIPTYLINE 50MG CAP,4
NOSE CULTURE,204
"NUCLEOTIDASE, 5'",264
NUT CONDYLE 5MM,885
NYSTATIN CREAM 15GM,99
NYSTATIN OINT (15MG),95
NYSTATIN ORAL SUSP 100MU/ML,8
NYSTATIN POWDER 15GM,212
"NYSTATIN SUSP, 500,000U",6
O2 THERAPY/DAILY,150
OB EMERGENCY VISIT-LEVEL 1,722
OB EMERGENCY VISIT-LEVEL 2,"1,423"
OB EMERGENCY VISIT-LEVEL 3,"2,149"
OB EMERGENCY VISIT-LEVEL 4,"2,675"
OB EMERGENCY VISIT-LEVEL 5,"3,205"
OB EMERGENCY VISIT-TRIAGE ONLY,128
"OB US NUCHAL MEAS, 1 GEST",770
"OB US NUCHAL MEAS, ADD-ON",482
"OB,US,>/=14WKS,SINGLE FETUS",666
"OBINUTUZUMAB INJ, PER 10MG (1000)",439
OBSERVATION PER HOUR,211
OBTURATOR ENDO 8MM DISP 420023,162
OCCULT BLOOD FECAL SCR 1-3 DETERM,119
"OCCULT BLOOD, FECAL DIAGNOSTIC",76
OCCUPATIONAL THPY GAIT TRAINING,107
OCCUPATIONAL THPY ORTHO MGMT&TREA,250
OCCUPATIONAL THPY THERAPEU EXERCI,190
"OCTREOTIDE NON-DEP,@25MCG,INJ(100",17
"OCTREOTIDE NON-DEP,@25MCG,INJ(500",12
"OCTREOTIDE,DEPOT,PER 1MG,INJ (20)","1,261"
"OCTREOTIDE,DEPOT,PER 1MG,INJ (30)","1,259"
OCUFLOX OPHTH SOLN 5ML,119
"OFLOXACIN OTIC DROPS, 0.3%",105
"OLANZAPINE TAB, 2.5MG",63
OLANZAPINE ZYDIS TAB 15MG,73
"OLANZAPINE ZYDIS TAB, 10MG",119
"OLANZAPINE ZYDIS TAB, 5MG",81
OLIGIOCLONAL BANDING,472
"OLMESARTAN TAB, 5MG",32
"OLMESARTANTAB, 20MG",36
"OLOPATAD9NE OPHTH SOLN, 0.01% 5M","1,514"
"OMNIPAQUE 300-399MG/ML IODINE,1ML",3
ONDANSETRON INJ 2MG/ML 20ML,2
"ONDANSETRON INJ, 2MG/ML (2ML)",2
ONDANSETRON ODT 8MG,210
"ONDANSETRON ODT TAB, 4MG",131
"ONDANSETRON ORAL SOLN, 4MG/5ML",68
"ONDANSETRON TAB, 8MG",29
ONYX 34 LIQUID EMBOLIC AGENT EV3,"18,229"
OPERATING ROOM BASE TIME 1 HOUR,"13,819"
OPERATING ROOM ECH ADDED 1/2 HOUR,"4,238"
OR SEN-EEG NON CRANIAL,206
ORAL ADMIN-RADIOPHARM THERAPY,"1,802"
ORBITAL IMP W CONF 10001 100018S,"4,816"
ORBITS COMPLETE,911
"ORITAVANCIN,PER 10 MG, INJ. (400)",169
ORTLOPANTOGRAM,170
OS CALCIS 2+ VIEWS,542
"OSELTAMIVIR PHOSPHATE CAP., 75MG",88
"OSELTAMIVIR SUSP,6MG/ML(60ML)",15
OT EVAL-HIGH COMPLEXITY (60 MIN),867
OT EVAL-LOW COMPLEXITY (30 MIN),490
OT EVAL-MODERATE COMPLEX.(45 MIN),652
OT RE-EVAL-EST.CARE PLAN (30 MIN),537
"OXACILLIN SOD,@250MG,IJ(20MG-NIC)",16
"OXALATE, 24 HOUR URINE",305
"OXALIPLATIN,PER .5MG, INJ (100MG)",3
OXAZEPAM 10MG CAP,5
OXAZEPAM 15MG CAP,6
"OXCARBAZEPINE SUSP., 300MG/5ML",47
"OXCARBAZEPINE TAB, 150MG",9
"OXCARBAZEPINE TAB, 300MG",4
"OXYBUTYNIN TAB, 5MG",4
OXYCODONE CONTROLLED RELEASE,48
"OXYCODONE IR TAB, 15MG",10
"OXYCODONE SOLN, 5MG/5ML",49
"OXYCODONE SR TAB, 10MG",26
"OXYCODONE TAB, 5MG",3
"OXYCONTIN SR TAB, 40MG",81
OXYGEN THERAPY/RECOVERY,238
"OXYMETAZOLINE NAS SPRAY,0.95%(15M",12
"OXYTOCIN,@ 10U, INJ (10 U)",10
"OXYTOCIN,@ 10U, INJ (20 U-LR)",85
"OXYTOCIN,@ 10U, INJ (30 U-NSS)",38
P/M TEMPORARY WIRE,"1,425"
PACEMAKER 1 CHAMB ASSURITY PM1272,"16,472"
PACEMAKER 2CHAMB ADVISAMRI A2DR01,"31,743"
PACEMAKER ACCOLADE DR IS1 L301,"19,265"
PACEMAKER ACCOLADE IS-1 L310,"29,190"
PACEMAKER ACCOLADE MRI DR L311,"32,109"
PACEMAKER ACCOLADE SR SGL L300,"16,346"
PACEMAKER ADAPTA DR (MEDTRONIC),"26,567"
PACEMAKER ADAPTA SR (MEDTRONIC),"24,622"
PACEMAKER ASSURITY DR-RF PM2272,"21,963"
PACEMAKER ASSURITY47X50X6 PM2240,"30,523"
PACEMAKER AZURE XT MRI W1DR01,"25,582"
PACEMAKER AZURE XT MRI W1SR01,"19,032"
PACEMAKER BIVENT ALLURE PM3222,"33,831"
PACEMAKER IPG ADVISA A3SR01,"25,687"
PACEMAKER VALITUDE CRTP U125,"39,698"
PACEMAKER-MICRA(SINGLE-RATE RESP),"39,390"
PACK ARTHROSCOPY MAIN CUSTOM,331
PACK BARIATRIC CUSTOM DYNJ43531,"1,227"
PACK BASIC NEURO CTYCSTMDYNJ34405,686
PACK BASIC NEURO CUSTOM,700
PACK CARDIAC OPEN HEART CUSTOM,"1,847"
PACK CARIDAC SURGERY CABG CUSTOM,757
PACK C-SECTION BIRTH TRAY CUSTOM,267
PACK D&C HYSTER CUSTOM DYNJ33779,216
PACK E P DEVICE,414
PACK GENERAL LAP CUSTOMDYNJ33778A,260
PACK GENERAL SURGERY CUSTOM,184
PACK HIP SCOPE ARTHROS DISP COMP,"1,562"
PACK LAPARASCOPY MINOR DYNJ33780,298
PACK ORTHO SPINE DYNJ39261,746
PACK PRESERV 1/8IN KIT KNEE864192,746
PACK PROCEDURE AV CUST DYNJ32603,273
PACK SHOULDER ARM CUST DYNJ32604,619
PACK TAVR CUSTOM DYNJ47834,"1,244"
PACK TOTAL HIP CUSTOM,"1,032"
PACK TOTAL JOINT CUSTOM,"1,436"
PACK TOTAL KNEE CUSTOM,"1,247"
PACK VASCULAR CUSTOM DYNJ32915,271
PACKING NASAL 10CM 440406,150
PACKING NASAL MEROGEL4X4 1517002,483
PACKING NASAL RHINO 7.5CM RR750,220
"PACLITAXEL PROT-BOUND,@ 1MG,(100)",91
"PACLITAXEL,PER 1 MG, INJ (100 MG)",2
"PACLITAXEL,PER 1 MG, INJ (30 MG)",3
"PACLITAXEL,PER 1 MG, INJ (300 MG)",3
PAD FOOT FOR HPS TABLE DISPOSABLE,842
PAD PERONEAL SUPINE,488
"PALIPERIDONE TAB ER, 3MG",173
"PALIPERIDONE TAB ER, 6MG",173
"PALIPERIDONE TAB ER, 9MG",259
PALONOSETRON INJ 0.05 MG/ML (5ML,190
"PAMIDRONATE INJ, 30MG",128
"PAMIDRONATE INJ,@ 30MG (90MG)",98
PANCRELIPASE CAP SR,17
PANC-UNLIST(NECROSECT.PANCR.CYST),"2,950"
PANCURONIUM 10MG INJ 10ML,32
"PANITUMUMAB, @ 10 MG, INJ (400)",807
PANTOPRAZOLE EC TAB 40MG,23
PANTOPRAZOLE INJ 40MG,44
"PANTOPRAZOLE ORAL SUSP, 40MG",30
PARACENTESIS,"1,219"
PARATHYROID HORMONE INTAC,958
PARATHYROID SCAN,"2,191"
PARAVERINE INJ 30MG/ML (2ML),19
PARIETEX 14CMX9CM TEM1409GL,"2,116"
PARIETEX PROGRIP 12X8 TEM1208GL,"1,798"
PARIETEX PROGRIP 14X9 TEM1409GR,"1,666"
PARIETEX PROGRIP 15X15 TEM1515G,"1,745"
"PAROXETINE TAB, 20MG",15
"PAROXETINE TAB, 30MG",15
PAROXETINE TAB. 10MG,15
PARVO VIRUS,242
PASSER CATHERTER 55CM DISP 821516,580
PASSER CATHETER 65CM XLONG 821517,572
PASSER SUTLASSO1.8MM25DAR406825TL,843
PASSER SUTURE MICRO STR AR8703,801
PASSER SUTURE SHUTTLE RELAY C6004,213
PATALLAR OVAL RSURF 38MM,"2,210"
PATCH CAROTID 8X75 HGKTP0875CPUT,802
PATCH COMPOSITE PAR 8CM PCO8VP,"3,793"
PATCH DURAL10X16CMBOVINE DG1016SN,"3,712"
PATCH EVARREST 2X4 EVT5024,"7,006"
PATCH PERIGUARD 6X8CM PC0608N,"2,195"
PATCH VAS ALBOSUR1X15X.04AP10150R,"1,482"
PATCH VASC ALBO.8X7.5X.4 AP08075T,654
PATCH VENTRAL 4.6CM PCO4VP,"2,837"
PATCH VENTRAL PARIETEX 6CM PC06VP,"2,953"
PATCH XENOSURE 8X8 EO8P8,"1,022"
"PATCH,VASC,HEMA 8/75M 019579",863
"PATCH,VASC,HEMA,8/150MM,FINESSE","1,028"
"PATCH,VASU,2CM X 9CM,(1802009004)","1,380"
"PATCH,VASU,THIN,2CM X 9CM,OVAL-S","1,349"
PATEL STAN SZ 29M DIA 8.0M THICK,"2,591"
PATELLA ASSYMETRIC # 35,"3,022"
PATELLA ASYMET TRIATH A405551L401,"2,066"
PATELLA ASYMETR A38X11MM 5551L381,"2,066"
PATELLA ASYMETRIC (6642-2-050),"3,982"
PATELLA ASYMETRIC 10MMX3 TRIATHLO,"3,022"
PATELLA ASYMETRIC A35 551L350,"2,066"
PATELLA ASYMMETRIC A29X9MM TRIATH,"2,066"
PATELLA ASYMMETRIC A32X10MM TRIAT,"2,066"
PATELLA DOME 35MM,"2,948"
PATELLA DURACON ASYMMETRIC 11MM,"3,982"
PATELLA DUVACON 9MM ASYMETRIC,"3,982"
PATELLA LRG DURACOR,"3,982"
PATELLA PSA 32MM 42540000032,"2,008"
PATELLA RESURFACE GEN II 35MM,"2,189"
PATELLA RESURFACINT 35MM STD,"2,255"
PATELLA STD 38MM,"2,591"
PATELLA STD SZ 32MM,"2,591"
PATELLA SYMME X3 TRIATH 8MM S27MM,"3,022"
PATELLA SYMMETRIC X3 TRIA 8XS29MM,"3,022"
PATELLA SZ35MM/9.0MM NEXGEN,"2,591"
PATELLA TRI X3 9XS33MM 5550G339,"3,022"
PATELLA TRIATH ASYM 11MM A38,"3,022"
PATELLA TRIATHLON X3 (5551-G-299),"3,022"
PATELLAR OVAL GII 35MM,"2,210"
PATELLAR OVAL RESURF GII 29MM,"2,210"
PATELLAR SURFACE 32MM,"2,210"
PATHOLOGY CONSULT DURING SURGERY,40
"PEAK FLOW METER, PORTABLE",72
"PEEL AWAY, INTRODUCER",450
PEG FEMORAL,958
PEG FIX 2X20MM P20000,560
PEG FIX DVR 2.0X22MM P22000,560
PEG FIX DVR 2X18MM P18000,560
PEG GEMINUS 2.7X18 HCLP27180TS,479
PEG LOCK GEM 2.3X16 TPLS23160TS,455
PEG LOCK GEM 2.7X16 HCLP27160TS,455
PEG LOCK GEMIN 2.3X14TPLS231440TS,455
PEG PONSKY PULL DELUXE W/SNARE,584
PEG REMOVAL/CHANGE,"1,000"
PEG SHOULDER ANCHOR SZ 44M GLEN,"9,783"
"PEGFILGRASTIM PER 6MG,INJ (0.6ML)","42,359"
"PEGFILGRASTIM,@ 6MG,INJ(KIT-.6ML)","42,359"
PELVIS COMPLETE NON-OB,"1,639"
PELVIS LTD NON-OBSTETRIC,729
"PEMBROLIZUMAB INJ,PER 1MG (100MG)",287
"PEMETREXED,PER 10 MG,INJ (500 MG)",377
PENICILLIN BENZ 2.4MU INJ,30
PENICILLIN G BENZ 1.2MU INJ,28
"PENICILLIN G BENZATHINAL INJ, 0.6",62
"PENICILLIN G POT,@600K U,INJ (5M)",23
"PENICILLIN G POT,@600K(100K-NIC-S",16
"PENICILLIN G POT,@600K(100K-NICU)",6
"PENICILLIN G POT,@600K,(3M-D5W)PB",14
"PENICILLIN G PROCAINE,@600K U,INJ",97
"PENICILLIN G SODIUM INJ, 5MU",326
"PENICILLIN V POTASSIUM TAB, 250MG",5
PENICILLIN VK SUSP 250MG/5ML,2
"PENTOBARBITAL SOD.@50MG,INJ(2500)",307
PENTOXIFYLLINE 400MG TAB,8
PEP THERAPY EACH 15 MIN,152
PERC CHOLECYSTOSTOMY,"4,790"
PERC CRYO ABLATE RENAL TUM,"10,998"
PERC D-E COR REVASC CHRO SIN,"40,325"
PERC D-E COR REVASC T CABG B,"22,377"
PERC D-E COR REVASC T CABG S,"40,325"
PERC D-E COR REVASC W AMI S,"41,600"
PERC D-E COR STENT ATHER BN,"40,294"
PERC D-E COR STENT ATHER S,"40,325"
PERC DRAINAGE CATH PERIT ABSCESS,"1,215"
PERC DRUG-EL COR STENT ADD.BRANCH,"11,188"
PERC DRUG-EL COR STENT SING,"22,377"
"PERC.VERT.AUGMNT,1BODY,LUMB,+GUID","10,596"
"PERC.VERT.AUGMNT,1BODY,THOR,+GUID","17,840"
PERCEPTUAL MOTOR TASKS O.T.,205
PERCOCET TAB,8
PERCUT R.F. ABLATION RENAL TUMORS,"12,366"
"PERCUT TRANS W/HEMODY EVAL, S&I","3,282"
PERCUTANEOUS CATH CHANGE OR DR CA,"2,312"
PERFLUTREN MICROSPH. @1ML INJ(2ML,442
"PERFORATOR,CRANIAL,HUDSON,14MM","1,114"
PERFUSION OFF PUMP,"14,560"
PERFUSION ON PUMP,"21,822"
"PERICARDIOCENTESIS, INITIAL","11,233"
PERIPHERAL GUIDE CATHETER,"2,702"
"PERI-PROC.DEVICE EVAL,IMPL.DEFIB.",242
PERITONEAL LAVAGE INCL. IMAGING,"2,620"
PERITONEOGRAM,880
"PERMACATH, ALL",899
PERMETHRIN CREAM 5% (60G),700
"PERMETHRIN CRM RINSE, 1%(60ML)",57
"PERMETHRIN LOT, 1%(60ML)",48
PERPHENAZINE 2MG TAB,10
PERPHENAZINE 4MG TAB,10
"PERQ.PL.DEV.BREAST,MAMMO,1ST LSN","2,205"
"PERQ.PL.DEV.BREAST,MAMMO,EA.+LSN","1,103"
"PERQ.PL.DEV.BREAST,ULTRSD,1ST.LSN","4,460"
"PERQ.PL.DEV.BREAST,ULTRSD,EA.+LSN","2,230"
"PERTUZUMAB,INJ,PER 1 MG(420VIAL)",81
PET - FDG,389
"PET IMAGE W/CT,FULL BODY W/PS MOD","4,567"
"PET IMAGE W/CT,SKULL-THIGH ","4,567"
PH ELECTRODE ESOPHAGUS,504
PHARMACOLOGIC STRESS,"1,248"
PHENAZOPYRIDINE HCL TAB 100MG,14
PHENCYCLIDINE ASSAY,212
PHENERGAN 25MG TAB,3
PHENOBARBITAL 100MG TAB,2
PHENOBARBITAL 30MG TAB,5
"PHENOBARBITAL ELIX, 20MG/5ML (UD)",6
"PHENOBARBITAL ELIXIR, 30MG/7.5ML",9
PHENOBARBITAL SERUM,267
"PHENOBARBITAL SOD,@ 120MG,INJ(65)",18
"PHENOBARBITAL SOD,@120MG,INJ(130)",314
"PHENOBARBITAL TAB, 15MG",4
PHENOL 1.4% TROPICAL THROAT SPRAY,20
"PHENOTYPE,DNA HIV W/CULTURE","11,280"
PHENTOLAMINE MESYLATE@5MG INJ(5MG,"28,892"
PHENYLEPHRINE NASAL SPRA .25% 15M,21
PHENYLEPHRINE NASAL SPRA .5% 15ML,21
"PHENYLEPHRINE NASAL SPRAY,1% 15ML",24
"PHENYLEPHRINE OPHTH.SOLN,2.5%-2ML",230
"PHENYLEPHRINE,@ 1ML(100MCG/1ML)BO",17
"PHENYLEPHRINE,@ 1ML(10MG/1ML),INJ",82
"PHENYLEPHRINE,@ 1ML(10MG/ML)(5ML)",35
"PHENYLEPHRINE,@ 1ML(1MG/10ML)NSS",59
PHENYTOIN 125MG/5ML SUSP 5ML,4
PHENYTOIN CAP SR 30MG,6
"PHENYTOIN CAP SR,100MG",8
"PHENYTOIN INJ, 50MG/ML 5ML",2
"PHENYTOIN INJ,50MG/ML (2ML)",4
"PHENYTOIN TAB CHEW, 648MG",9
PHLEBOTOMY THERAPEUTIC,283
PHOSPHORUS 8 MMOL/SODIUM 6.9MEQ/P,3
PHOSPHORUS SERUM,112
PHOTENGUIDE LIGHT WIDE 104015,"1,605"
PHOTONGUIDE LIGHT NAR FLAT 104008,"1,605"
PHP FAMILY PSYCHOTHERAPY W/PAT,500
PHP GROUP PSYCHOTHERAPY,500
PHP MED.MANAGEMENT-DETAIL/MODER.,255
"PHP PATIENT PSYCHOTHERAPY, 30 MIN",630
"PHP PATIENT PSYCHOTHERAPY, 45 MIN",650
PHP PSYCHIATRIC DX INTERVIEW,600
PHYSICAL THPY ORTHO MGMT&TRAINING,250
PHYTONADIONE @ 1 MG INJ,122
PHYTONADIONE @ 1 MG INJ (10),11
"PHYTONADIONE TAB,5MG",363
PICC,631
PIC-INSERT PICC CATH W/O PORT > 5 YRS,"3,457"
"PILLOW,ABDUCT,ZIMFOAM,LRG DISPOSE",145
"PILOCARPINE OPHTH SOLN, 1%(15ML)",231
PILOCARPINE OPTH SOLN 4% 1ML,249
PIN 45MM STERILE 74013471,257
PIN ANCHOR4X35MMNAVDISP6007435000,"1,491"
PIN ANCHOR4X40MMNAVDISP6007440000,"1,491"
PIN APEX 150X40 50174150S,686
PIN APEX 4X120MM 50233120,535
PIN APEX 5 X 200MM,632
PIN APEX 5/6 300X40 50504300,613
PIN APEX 5X250MM 50187250,627
PIN APEX 5X300MM 6X50 50505300,687
PIN APEX ADAPTER LONG 49331021,"1,396"
PIN APEX S/O 3X110MM,320
PIN BONE MAKO 3.2X110 143110,590
PIN BONE MAKO 3.2X140 143140,590
PIN BONE MAKO 3X17 144170,590
PIN BONE MAKO 4X110 144110,590
PIN BONE MAKO 4X140 144140,590
PIN BONE MAKO 4X80 144080,590
PIN CANC 5X250MM 50157250,660
PIN DISTRACTION CASPAR (800-500X),344
PIN DISTRACTION CASPER16MM80-501X,317
PIN DISTRACTION CASTER 12MM,344
PIN GUIDE 3.2X343 71631436,872
PIN GUIDE SIMPLICITY 3X75 9722908,613
PIN HALF 5X180 50185180,565
PIN HALF APEX 20X120 50268120,653
PIN HALF APEX 2X45X12 50802012,319
PIN HALF APEX 4X120MM 50235120S,538
PIN HALF APEX 5X120 50185120,565
PIN HALF APEX 5X200 50186200,627
PIN HALF APEX SELF DRILLING 5X180,632
PIN HALF APEX4X120MM 5023-5-120,535
PIN HEADLESS 3.2X75MM 00590102000,692
PIN HEADLESS FL 3.2 89MM76502038A,"2,713"
PIN HLF SLF DRILL 5X180 50175180S,826
PIN IBAL THREAD SHRT AR61115,245
PIN IBAL UKA TROCAR AR61350,797
PIN LOCKING,"1,276"
PIN MAKO 3.2X110 213524,"1,179"
PIN MAKO 3.2X140 213527,"1,179"
PIN PACK ATTUNE 254400111,"3,001"
PIN RUSH 4.8X203 00080200102,788
PIN RUSH 4.8X241 00080200104,788
PIN RUSH MEDUL6.4X337 00080100105,788
PIN S/D APEX 5/150MM,632
PIN SCHANZ 5.0 AR895401,"1,751"
PIN SELF-DRILLING APEX 5/150MM,632
PIN SKULL MAYFIELD DISPOSABLE PLA,391
PIN SLF DRILL APX 5X150 50175150S,826
PIN STEINMAN 3.2MM 110003484,960
PIN STEINMAN 3/32X9IN 72204561,695
PIN STEINMANN 9  405800,"1,243"
PIN TRANSFIX 04X250MM,607
PIN TRANSFIXATION 6.0MM/225MM,786
PIN TROCAR 1/8X5 71210003,687
"PINDOLOL TAB, 5MG",7
PINHALFAPEX6X200MM50MM5014-5-200S,876
PINNACLE 6FR HOCKEYSTICK RSC05,578
PINNACLE 7FR STR 5474501,520
PINS SALTO TAL SGL USE LJU095,"1,138"
PINS THREADED SIGMA 950502303,"2,913"
"PIOGLITAZONE TAB, 15MG",32
"PIOGLITAZONE TAB, 30MG",49
"PIOGLITAZONE TAB, 45MG",53
PIPELINE EMBOLIZATION DEVICE(EV3),"83,383"
PKU TO THE STATE,131
"PLACE ACC-BIL.TREE/SM.BWL,NEW ACC","5,422"
"PLACE BILIARY DRAIN.CATH,EXTERNAL","7,381"
"PLACE BILIARY DRAIN.CATH,INT-EXT","6,656"
PLACE CATH CARO/INOM ART.EXT-CRAN,"3,909"
PLACE CATH CARO/INOM ART.INT-CRAN,"3,909"
PLACE CATH CAROTID ARTERY,"6,394"
PLACE CATH SUBCLAVIAN ART,"4,949"
PLACE CATH THORACIC AORTA,"3,909"
PLACE CATH VERTEBRAL ART,"14,908"
PLACE CATH XTRNL CAROTID,"2,019"
PLACE DEVICE/MARKER NON-PROSTATE,"2,776"
PLACE DUOD/JEJ TUBE PERC,"2,713"
PLACE GASTRO TUBE,"4,269"
PLACE GASTROSTOMY TUBE PERC,"1,206"
PLACE NEEDLE IN VEIN,"1,440"
"PLACE NEPHRO/URET CATH,NEW ACCESS","14,597"
"PLACE NEPHROSTOMY CATH,COMPLETE","8,578"
"PLACE NEPHROSTOMY CATH,PRE-EXIST","9,500"
"PLACE URET.STENT,NEW ACC,NO CATH","14,597"
"PLACE URET.STENT,PRE-EX.NEPH.TR","14,597"
PLACEMENT LOOP RECORDER - MINI,"1,021"
PLACEMENT OF NEEDLE FOR INTRAOSSE,457
PLACENTA CULTURE,204
"PLASMA, FRESH FROZEN (8-24 HRS)",565
"PLASMINOGEN,EXCEPT ANTIGENIC ASSA",154
PLATE 1.2MM 24H 5506224,"2,923"
PLATE 15H RIB RT 04501002,"9,254"
PLATE 16H RIB RT 04501004,"9,254"
PLATE 2.4 LCP 6H RT 0211550,"6,028"
PLATE 2.4 VALCP 6H 02111520,"6,616"
PLATE 2.7X93 8H SS 00492800803,"1,064"
PLATE 3.5MM LCP 10 HOLE (245.101),"3,552"
PLATE 3.5MM LCP 14 HOLE (223.641),"3,802"
PLATE 355MM NCB 18H 0203264118,"10,368"
PLATE 3D MAX 10X10MM 5506237,"7,836"
PLATE 3D MAX 2X2MM 5506231,"1,360"
PLATE 3D MAX 2X6MM 5506233,"2,444"
PLATE 3H 25MM AR800725,"5,809"
PLATE 5HL RECON NON LOCK 430105,"1,430"
PLATE 5TH METATARSAL RT AR8956R03,"7,443"
PLATE 6 HOLE SYMPHYSIS PUBIS,"3,247"
PLATE 65MM VAR RT 3H 629363,"3,837"
PLATE 6HL RECON NONLK 430106,"1,530"
PLATE 7 HOLE 98MM,"1,783"
PLATE 84MM VAR HUM 629223,"3,837"
PLATE 86MM 3 HL PROXIMAL AXSOS,"6,562"
PLATE 9 HOLE 3.5MM/116M (223.591),"2,236"
PLATE ANCHORAGE LRG LFT PLP30201,"5,449"
PLATE ANCHORAGE MED RT PLP30172,"5,743"
PLATE ANCHORAGE MTP5H RT PLP11342,"5,449"
PLATE ANCHORAGE RT PLP20342,"5,449"
PLATE ANCHORAGE WEDGE4MM PLP54230,"5,449"
PLATE ANCHORAGEMTPLFT SM PLP11341,"5,449"
PLATE ANCHORL LOCK 48667000,"3,007"
PLATE ANT ANKLE LFT AR8970AL,"12,114"
PLATE ANT CERV 1LEV 18MM 31118,"5,809"
PLATE ANT CERV 4LEV 76MM 31476,"9,773"
PLATE ANT CERV 4LEV 84MM 31484,"5,254"
PLATE ANTHOLOGY HIGH SZ3 71357103,"13,153"
PLATE ATL VISION 67.5 7200167,"8,730"
PLATE ATL VISION 72.5 7200072,"8,536"
PLATE ATL VISION 75MM 7200075,"8,730"
PLATE ATLANTIS 50MM 7200050,"10,350"
PLATE ATLANTIS ELITE 47.5 7200147,"8,536"
PLATE ATLANTIS VISION70MM 7200070,"8,536"
PLATE AVIATOR 1LEV 14MM 48811114,"10,634"
PLATE AVIATOR 2L 32MM 48811232,"11,243"
PLATE AVIATOR 2LEV 30MM 48811230,"11,165"
PLATE AVIATOR 2LEV 45MM 48811345,"11,165"
